Player,MBAPPE,O-MBAPPE,D-MBAPPE,eLPA,Born,Age,Competition,Team,Nation,Primary Position,Secondary Positions,SCA%,PRG%,TO%,FIN%,INT%,TKL%,SP%,AER%,USG%,DENY%
Florian Neuhaus,0.053,0.032,0.021,4.69,1997,23.0,"Bundesliga, UCL",Borussia Mönchengladbach,Germany,DM,CM,12.6,14.1,19.2,10.2,1.6,1.1,0.6,52.8,14.3,0.0
Florian Niederlechner,-0.015,-0.012,-0.002,2.22,1990,29.0,Bundesliga,Augsburg,Germany,ST,,10.9,7.5,27.2,-6.3,0.8,0.6,0.5,35.8,12.9,0.0
Florian Sotoca,0.013,0.008,0.006,3.59,1990,29.0,Ligue 1,Lens,France,ST,LM,13.3,8.1,28.7,-11.4,0.7,0.9,0.4,45.2,16.6,0.0
Florian Thauvin,0.052,0.043,0.008,4.86,1993,27.0,"UCL, Ligue 1",Marseille,France,RW,"AM, ST, RM, CM",15.6,14.0,31.3,-1.8,0.7,0.9,3.5,45.9,19.6,0.0
Florian Wirtz,0.053,0.052,0.001,3.98,2003,17.0,"Bundesliga, UEL",Bayer Leverkusen,Germany,AM,"LM, RM, CM",15.2,9.8,26.0,5.7,0.7,0.9,0.7,34.3,15.0,0.0
Florin Niță,-0.018,0.003,-0.022,0.0,1987,33.0,UEL,Sparta Prague,Romania,GK,,8.4,7.6,23.7,-3.1,1.0,0.8,0.9,50.0,13.5,-1.7
Fodé Ballo-Touré,-0.001,-0.003,0.002,0.92,1997,23.0,Ligue 1,Monaco,Senegal,LB,"AM, LW, LM",9.9,9.9,21.6,-3.6,1.1,1.6,0.7,51.7,13.7,0.0
Fodé Doucouré,-0.0,0.001,-0.002,0.46,2001,19.0,Ligue 1,Reims,Mali,RB,,11.0,10.4,22.8,-4.6,1.2,1.3,0.9,51.2,14.0,0.0
Fotios Papoulis,-0.014,-0.011,-0.003,0.0,1985,35.0,UEL,AC Omonia,Cyprus,AM,,10.1,9.6,24.0,-4.1,1.1,1.0,1.0,47.4,13.7,0.0
Fouad Chafik,-0.059,-0.021,-0.038,1.51,1986,33.0,Ligue 1,Dijon,Morocco,RB,LB,8.9,11.1,23.7,1.0,1.3,1.3,0.7,45.5,14.4,0.0
Fran Beltrán,-0.012,0.01,-0.023,1.81,1999,21.0,La Liga,Celta Vigo,Spain,CM,"DM, ST, LM, RM",9.3,8.8,16.7,5.8,1.2,1.4,0.7,36.3,11.0,0.0
Francesco Acerbi,0.131,0.025,0.106,6.7,1988,32.0,"Euros, UCL, Serie A","Lazio, Italy",Italy,CB,,7.0,9.1,13.8,-10.9,2.3,1.1,0.4,63.8,10.7,0.0
Francesco Caputo,0.065,0.065,0.0,3.19,1987,32.0,Serie A,Sassuolo,Italy,ST,,10.4,5.4,25.0,-0.7,0.6,0.4,0.6,46.1,13.0,0.0
Francesco Cassata,-0.028,-0.012,-0.016,0.26,1997,23.0,Serie A,Genoa,Italy,WB,CM,9.9,9.6,23.8,-3.1,1.3,1.3,1.3,48.9,14.1,0.0
Francesco Magnanelli,0.009,0.011,-0.002,0.64,1984,35.0,Serie A,Sassuolo,Italy,DM,,8.5,9.6,19.4,-3.6,1.8,1.0,1.1,40.6,13.9,0.0
Francis Amuzu,-0.03,-0.038,0.009,2.03,1999,20.0,Belgian Pro League,Anderlecht,Belgium,RW,"LW, RM",13.8,8.5,25.8,-9.2,0.9,0.8,3.2,48.0,15.3,0.0
Francis Coquelin,0.01,0.0,0.01,1.08,1991,29.0,"La Liga, UEL",Villarreal,France,CM,"DM, ST, RM",8.9,8.5,17.0,-5.5,1.8,1.3,0.6,52.0,12.2,0.0
Francisco Chico,-0.028,-0.026,-0.002,0.66,1998,22.0,Primeira Liga,Belenenses SAD,Portugal,RW,"AM, CB, LW, ST, LM, RM, CM",11.5,9.8,26.6,2.5,1.2,1.3,1.8,44.2,16.7,0.0
Francisco Conceição,-0.053,-0.032,-0.021,0.22,2002,17.0,"UCL, Primeira Liga",Porto,Portugal,CM,"RW, RB, ST, LM, RM",12.2,10.2,23.5,-4.6,1.2,1.1,0.9,46.6,14.9,0.0
Francisco Geraldes,-0.032,-0.027,-0.005,2.17,1995,25.0,Primeira Liga,Rio Ave,Portugal,AM,"RW, LW, LM, RM, CM",15.3,11.6,25.5,-11.8,1.1,1.0,0.9,41.5,15.2,0.0
Francisco Portillo,0.004,0.009,-0.005,0.58,1990,30.0,La Liga,Getafe,Spain,CM,"ST, LM, RM",11.8,11.9,25.7,-3.1,1.3,0.9,0.8,36.8,15.6,0.0
Francisco Ramos,-0.049,-0.038,-0.01,1.05,1995,25.0,Primeira Liga,Nacional,Portugal,CM,,9.3,8.3,23.8,-1.5,1.0,1.1,2.0,50.8,13.3,0.0
Francisco Reis Ferreira,-0.03,-0.022,-0.009,0.44,1997,23.0,Primeira Liga,"Valencia, Benfica",Portugal,CB,,8.1,8.9,19.4,-3.1,1.4,0.9,1.1,43.6,11.8,0.0
Francisco Sierralta,-0.007,-0.007,0.0,0.0,1997,23.0,Copa America,Chile,Chile,CB,,8.1,8.9,20.6,-3.6,1.3,1.0,0.9,57.6,12.9,0.0
Francisco Trincão,0.04,0.041,-0.0,1.19,1999,20.0,"La Liga, UCL",Barcelona,Portugal,RW,"RM, WB",10.5,9.1,24.2,-4.8,0.8,0.8,0.6,43.9,16.4,0.0
Franck Honorat,0.066,0.061,0.004,4.64,1996,23.0,Ligue 1,Stade Brestois,France,RW,"RM, LM",16.6,10.3,31.5,13.6,0.7,0.7,3.0,48.2,17.5,0.0
Franck Kanouté,-0.05,-0.031,-0.019,1.05,1998,21.0,Belgian Pro League,Cercle Brugge,Senegal,CM,"DM, RM",9.5,8.9,21.8,-1.5,1.3,1.6,0.8,50.0,13.2,0.0
Franck Kessié,0.051,0.026,0.025,5.73,1996,23.0,"Serie A, UEL",AC Milan,Côte d'Ivoire,DM,,10.7,10.8,15.9,-11.9,1.4,1.0,0.4,53.7,12.5,0.0
Franck Ribéry,0.002,-0.0,0.002,3.01,1983,37.0,Serie A,Fiorentina,France,ST,"AM, LW",18.0,13.7,25.8,-5.5,0.6,0.7,0.5,38.9,16.2,0.0
Franck-Yves Bambock,-0.067,-0.037,-0.03,1.35,1995,25.0,Primeira Liga,Marítimo,France,CM,"DM, LM, RM",9.7,9.7,19.8,-6.5,1.4,0.9,0.4,58.6,11.3,0.0
Franco Cervi,-0.028,-0.028,0.0,0.55,1994,26.0,"Primeira Liga, UEL",Benfica,Argentina,CM,"LB, AM, RW, LW, RM, LM, WB",10.6,10.5,24.0,-5.1,1.4,1.1,1.6,46.6,15.6,0.0
Franco Vázquez,-0.001,0.001,-0.003,0.22,1989,31.0,"La Liga, UCL",Sevilla,Argentina,LW,"RW, ST, LM, RM",9.6,9.3,22.8,0.5,1.2,1.0,0.9,52.6,14.5,0.0
Francois-Xavier Fumu Tamuzo,-0.016,-0.004,-0.011,0.4,1995,25.0,Primeira Liga,Marítimo,France,RW,"RB, LM, RM",10.3,9.8,25.6,-5.5,1.1,1.0,0.8,51.1,13.9,0.0
Frank Boya,-0.036,-0.032,-0.004,0.58,1996,24.0,"Belgian Pro League, UEL",Antwerp,Cameroon,CM,"CB, DM",8.7,9.0,25.6,-7.4,1.7,1.2,0.7,55.5,14.5,0.0
Frank Onyeka,-0.021,-0.018,-0.003,0.0,1998,22.0,UCL,Midtjylland,Nigeria,DM,,8.8,9.0,22.3,-6.5,1.9,1.4,0.8,50.0,12.9,0.0
Franko Andrijašević,-0.026,-0.016,-0.01,0.0,1991,29.0,UEL,Rijeka,Croatia,ST,,12.7,10.1,23.9,-4.6,1.5,0.7,0.9,45.2,14.2,0.0
Fransérgio,0.011,0.012,-0.001,3.34,1990,29.0,"Primeira Liga, UEL",Braga,Brazil,CM,"AM, DM, ST, RM",10.7,9.7,24.3,3.2,1.1,1.1,0.3,43.9,14.2,0.0
François Marquet,-0.033,-0.027,-0.006,0.35,1995,25.0,Belgian Pro League,Oostende,Belgium,CM,,10.8,10.3,24.3,-4.1,1.4,1.0,0.9,45.4,14.4,0.0
Fraser Forster,0.025,0.013,0.012,1.14,1988,32.0,Premier League,Southampton,England,GK,,6.1,6.0,27.6,-3.1,0.8,0.6,0.7,52.6,13.2,4.6
Fred,0.083,0.045,0.037,4.81,1993,27.0,"Premier League, Copa America, UEL","Manchester United, Brazil",Brazil,DM,"AM, RM, CM",12.4,11.2,16.0,-8.8,1.9,1.4,0.4,41.8,13.3,0.0
Frederic Guilbert,0.025,0.012,0.013,1.76,1994,25.0,Ligue 1,Strasbourg,France,RB,WB,10.4,11.7,26.9,-0.5,2.1,1.3,3.2,48.6,17.2,0.0
Frederik Jäkel,-0.007,-0.024,0.017,1.18,2001,19.0,Belgian Pro League,Oostende,Germany,CB,,7.2,9.3,22.8,-3.6,1.4,0.9,0.7,60.6,12.3,0.0
Frederik Rønnow,-0.004,-0.002,-0.001,1.28,1992,27.0,Bundesliga,Schalke 04,Denmark,GK,,6.1,5.7,22.5,-3.1,0.7,0.5,0.6,53.8,10.8,2.8
Fredrik Aursnes,0.002,0.024,-0.022,0.0,1995,24.0,UEL,Molde,Norway,DM,"RM, CM",10.8,12.6,21.0,-8.8,1.4,0.9,0.9,51.7,14.2,0.0
Fredrik Gulbrandsen,-0.013,-0.012,-0.001,0.0,1992,27.0,UCL,Başakşehir,Norway,ST,,9.1,8.6,24.2,-4.6,1.0,0.9,1.0,48.8,13.5,0.0
Fredrik Jensen,-0.002,-0.002,0.0,0.52,1997,22.0,"Bundesliga, Euros","Augsburg, Finland",Finland,ST,"AM, RM",11.5,9.1,26.2,-4.6,1.1,0.9,0.9,40.9,14.2,0.0
Fredrik Midtsjø,-0.002,-0.004,0.001,3.71,1993,26.0,"UEL, Eredivisie",AZ Alkmaar,Norway,DM,"RM, CM",12.3,13.5,23.2,0.5,2.1,1.2,1.6,39.2,15.8,0.0
Freek Heerkens,-0.074,-0.049,-0.025,0.75,1989,30.0,Eredivisie,Willem II,Netherlands,CB,"LB, RB, LM, RM, CM",8.4,9.1,24.0,-4.1,1.3,1.3,0.9,55.8,12.6,0.0
Frenkie de Jong,0.145,0.104,0.042,7.84,1997,23.0,"La Liga, UCL, Euros","Barcelona, Netherlands",Netherlands,DM,"CB, RM, CM",9.6,11.6,12.2,-9.9,1.6,1.0,0.3,56.7,11.3,0.0
Frédéric Duplus,-0.044,-0.018,-0.026,0.54,1990,30.0,Belgian Pro League,OH Leuven,France,RB,,9.2,9.2,21.8,-2.9,1.5,1.3,1.3,50.9,13.2,0.0
Frédéric Frans,-0.065,-0.016,-0.049,2.39,1989,31.0,Belgian Pro League,Beerschot Wilrijk,Belgium,CB,,4.3,4.3,17.8,-2.4,1.6,0.9,0.4,53.9,8.0,0.0
Frédéric Sammaritano,-0.039,-0.035,-0.004,1.23,1986,34.0,Ligue 1,Dijon,France,LW,"AM, RW, ST, LM, RM, CM",10.9,11.0,25.8,-9.2,1.0,0.9,4.0,38.0,14.5,0.0
Fyodor Chalov,-0.001,0.001,-0.002,0.0,1998,22.0,UEL,CSKA Moscow,Russia,ST,,12.2,8.6,26.0,-9.6,1.0,0.8,0.9,47.8,15.4,0.0
Fyodor Smolov,-0.014,-0.012,-0.002,0.0,1990,30.0,UCL,Lokomotiv Moscow,Russia,ST,,9.6,9.1,23.7,-5.1,1.3,0.8,1.0,42.7,13.6,0.0
Fábio,-0.007,-0.022,0.015,2.0,1990,30.0,Ligue 1,Nantes,Brazil,LB,RB,9.2,10.0,22.4,-4.6,2.0,1.8,1.0,52.3,13.8,0.0
Fábio Abreu,0.009,0.018,-0.009,0.39,1993,27.0,Primeira Liga,Moreirense,Angola,ST,,9.8,8.4,23.6,-6.2,1.0,0.8,0.9,44.4,13.0,0.0
Fábio Alexandre da Silva Nunes,-0.052,-0.04,-0.011,1.8,1992,28.0,Primeira Liga,Farense,Portugal,LB,,10.3,12.7,31.9,-4.6,1.8,1.2,1.2,40.6,18.7,0.0
Fábio Cardoso,-0.038,0.005,-0.043,2.75,1994,26.0,Primeira Liga,Santa Clara,Portugal,CB,,6.4,9.9,18.0,-2.7,1.5,0.5,0.3,51.4,10.7,0.0
Fábio China,-0.037,-0.023,-0.014,0.99,1992,28.0,Primeira Liga,Marítimo,Portugal,LB,LM,9.7,10.8,24.2,-4.1,1.4,0.7,1.2,51.9,13.9,0.0
Fábio Coentrão,-0.011,-0.002,-0.009,1.21,1988,32.0,Primeira Liga,Rio Ave,Portugal,LB,"RW, RM",8.6,11.1,25.7,1.0,1.5,0.8,1.6,47.1,16.0,0.0
Fábio Pacheco,-0.014,-0.02,0.006,3.3,1988,32.0,Primeira Liga,Moreirense,Portugal,CM,"CB, DM",7.0,8.0,17.9,-5.1,2.6,2.0,0.3,57.1,9.6,0.0
Fábio Silva,0.01,0.005,0.005,2.01,2002,18.0,Premier League,Wolves,Portugal,ST,"AM, LW",10.6,6.2,27.4,-8.8,0.8,0.6,0.5,37.2,14.8,0.0
Gabriel,0.013,0.023,-0.01,1.54,1993,26.0,"Primeira Liga, UEL",Benfica,Brazil,CM,DM,9.4,11.6,19.0,-2.0,2.2,1.3,0.8,57.7,14.8,0.0
Gabriel Airton de Souza,-0.026,-0.024,-0.002,0.62,1996,24.0,Primeira Liga,Rio Ave,Brazil,LW,"RW, LM",12.5,9.2,26.8,-4.1,1.4,1.1,0.7,43.0,14.8,0.0
Gabriel Barbosa,0.014,0.019,-0.005,0.0,1996,24.0,Copa America,Brazil,Brazil,ST,,9.2,7.8,22.7,-5.7,1.1,1.0,1.0,45.1,12.8,0.0
Gabriel Debeljuh,-0.018,-0.011,-0.007,0.0,1996,23.0,UEL,CFR Cluj,Croatia,ST,,10.5,7.9,26.6,-3.9,0.9,1.0,0.9,54.1,15.3,0.0
Gabriel Gudmundsson,-0.04,-0.038,-0.002,1.77,1999,21.0,Eredivisie,Groningen,Sweden,LB,"LW, WB",11.5,13.7,29.6,-12.2,1.1,1.5,0.5,63.1,17.6,0.0
Gabriel Jesus,0.133,0.117,0.016,4.95,1997,23.0,"Premier League, UCL, Copa America","Brazil, Manchester City",Brazil,ST,"RW, LW",13.3,6.4,23.8,-1.3,1.1,0.6,0.4,35.1,15.6,0.0
Gabriel Magalhães,0.072,0.029,0.043,3.86,1997,22.0,"Premier League, UEL",Arsenal,Brazil,CB,,4.4,7.3,15.9,4.3,1.5,0.8,0.7,57.2,13.0,0.0
Gabriel Martinelli,0.127,0.116,0.01,1.38,2001,19.0,"Premier League, UEL",Arsenal,Brazil,LW,"RW, ST",12.4,8.4,25.2,-10.4,1.4,0.7,0.7,46.0,14.9,0.0
Gabriel Paulista,0.019,0.02,-0.001,4.17,1990,29.0,La Liga,Valencia,Brazil,CB,,5.9,7.4,14.3,11.8,2.1,0.6,0.3,61.2,9.4,0.0
Gabriel Silva,0.001,0.002,-0.0,0.49,1991,29.0,Ligue 1,Saint-Étienne,Brazil,LB,,9.8,8.6,21.6,-3.1,1.3,1.2,0.9,49.0,13.3,0.0
Gabriel Ávalos,0.021,0.019,0.002,0.0,1990,30.0,Copa America,Paraguay,Paraguay,ST,,10.1,7.5,24.2,-5.7,1.0,0.8,0.9,54.5,13.7,0.0
Gabriele Moncini,-0.023,-0.01,-0.013,0.44,1996,24.0,Serie A,Benevento,Italy,ST,,10.1,8.3,25.4,-6.5,1.1,0.8,0.8,44.5,14.4,0.0
Gabriele Zappa,0.004,0.007,-0.003,3.38,1999,20.0,Serie A,Cagliari,Italy,RB,WB,12.1,11.2,23.3,-6.0,1.1,0.8,0.9,40.1,14.3,0.0
Gaetano Castrovilli,0.029,0.013,0.016,3.76,1997,23.0,Serie A,Fiorentina,Italy,CM,"DM, LM",13.9,11.9,28.0,6.3,1.5,1.0,0.4,35.4,15.4,0.0
Gaetano Letizia,0.019,0.012,0.007,2.4,1990,30.0,Serie A,Benevento,Italy,RB,"LB, WB",11.2,11.9,23.8,10.1,1.4,1.4,1.2,54.3,15.4,0.0
Galeno,0.034,0.033,0.001,4.07,1997,22.0,"Primeira Liga, UEL",Braga,Brazil,WB,"LW, LM",18.7,12.7,28.2,-9.2,1.5,0.7,0.6,49.4,18.1,0.0
Gareth Bale,0.128,0.117,0.011,2.16,1989,31.0,"Premier League, Euros, UEL","Tottenham Hotspur, Wales",Wales,RW,"AM, RM",17.5,11.6,27.6,12.4,1.0,0.9,4.4,53.5,17.2,0.0
Gary Cahill,-0.018,0.02,-0.039,2.24,1985,34.0,Premier League,Crystal Palace,England,CB,,7.2,7.2,18.4,-1.5,1.0,0.7,0.5,61.6,9.9,0.0
Gary Medel,0.016,0.007,0.009,0.78,1987,32.0,"Serie A, Copa America","Chile, Bologna",Chile,CB,DM,6.9,7.6,15.5,-3.1,1.4,1.1,0.6,47.4,10.3,0.0
Gary Rogers,-0.022,-0.003,-0.019,0.0,1981,38.0,UEL,Dundalk,Ireland,GK,,7.6,7.2,23.9,-3.1,0.9,0.8,0.8,53.8,12.5,8.0
Gastón Brugman,0.016,0.023,-0.007,2.45,1992,27.0,Serie A,Parma,Uruguay,CM,"DM, RM",12.5,12.1,18.5,-3.9,2.3,1.1,3.7,50.0,14.3,0.0
Gastón Pereiro,0.077,0.079,-0.002,0.53,1995,25.0,Serie A,Cagliari,Uruguay,AM,"CB, RM",14.5,12.0,23.9,-4.2,1.1,0.9,1.2,53.8,15.5,0.0
Gastón Ramírez,-0.033,-0.03,-0.003,1.1,1990,29.0,Serie A,Sampdoria,Uruguay,ST,"AM, LM, RM",15.7,10.9,26.9,-6.9,0.9,1.3,3.1,45.9,17.6,0.0
Gastón Silva,-0.014,0.006,-0.02,0.77,1994,26.0,La Liga,Huesca,Uruguay,CB,LB,8.2,10.3,20.1,-3.1,1.5,1.4,0.7,50.0,12.1,0.0
Gautier Larsonneur,-0.002,0.012,-0.015,4.3,1997,23.0,Ligue 1,Stade Brestois,France,GK,,2.7,2.5,20.3,-3.1,0.3,0.3,0.4,57.0,8.3,7.6
Gaël Kakuta,-0.002,-0.004,0.003,3.27,1991,29.0,Ligue 1,Lens,DR Congo,AM,"ST, CM",13.9,11.1,31.3,-2.6,0.9,1.0,4.0,36.2,19.0,0.0
Gaëtan Charbonnier,0.049,0.056,-0.007,2.75,1988,31.0,Ligue 1,Stade Brestois,France,ST,"AM, RW, LM, RM, CM",13.2,8.8,25.8,-4.4,0.9,1.0,1.0,42.9,15.6,0.0
Gaëtan Coucke,-0.015,-0.001,-0.014,1.84,1998,21.0,Belgian Pro League,Mechelen,Belgium,GK,,4.2,3.8,22.2,-3.1,0.6,0.5,0.5,52.6,10.0,16.2
Gaëtan Hendrickx,-0.014,-0.012,-0.002,0.61,1995,25.0,Belgian Pro League,"Kortrijk, Charleroi",Belgium,CM,,9.2,9.6,22.8,-6.9,1.5,1.0,0.8,52.3,14.1,0.0
Gaëtan Laborde,0.064,0.065,-0.001,6.08,1994,26.0,Ligue 1,Montpellier,France,ST,"RW, LW, LM, RM, CM",13.4,8.5,32.4,13.7,0.7,0.8,0.3,51.2,15.7,0.0
Gaëtan Paquiez,-0.056,-0.028,-0.029,1.0,1994,26.0,Ligue 1,Nîmes,France,LB,RB,8.1,10.9,23.0,-3.6,1.4,1.1,0.8,54.3,12.5,0.0
Geferson,-0.013,-0.003,-0.01,0.0,1994,26.0,UEL,CSKA Sofia,Brazil,CM,,10.9,9.4,20.7,-3.1,1.6,0.9,0.9,51.1,12.7,0.0
Gelson,-0.024,-0.015,-0.01,3.0,1996,24.0,Primeira Liga,Rio Ave,Angola,ST,"AM, LW",15.5,8.4,32.3,-16.8,0.6,0.8,0.3,32.8,13.6,0.0
Gelson Martins,0.036,0.032,0.004,2.56,1995,25.0,Ligue 1,Monaco,Portugal,LW,"AM, RW, LM, RM",12.9,9.8,25.2,-1.4,1.0,1.4,0.5,38.7,14.8,0.0
Gennaro Acampora,0.001,-0.007,0.008,0.61,1994,26.0,Serie A,Spezia,Italy,CM,"RM, LM",10.1,11.0,23.2,-4.6,1.2,1.0,1.1,47.8,14.4,0.0
Geoffrey Kondogbia,-0.005,-0.003,-0.002,1.42,1993,27.0,La Liga,"Atlético Madrid, Valencia",Central African Republic,CM,"AM, DM, ST",9.1,10.4,18.7,-4.6,1.6,1.9,0.8,50.0,12.5,0.0
Geoffry Hairemans,0.007,0.004,0.002,3.54,1991,28.0,Belgian Pro League,Mechelen,Belgium,RW,"AM, LW, RM",16.7,12.0,25.6,6.4,1.1,1.4,4.0,38.1,18.9,0.0
George Baldock,-0.045,-0.032,-0.013,2.91,1993,27.0,Premier League,Sheffield United,Greece,WB,"CB, RB",8.8,9.9,23.0,-8.8,1.1,1.3,0.6,48.9,12.7,0.0
George Cox,-0.072,-0.032,-0.04,2.38,1998,22.0,Eredivisie,Fortuna Sittard,England,LB,CB,8.8,9.2,29.9,14.4,2.3,1.1,3.2,51.2,16.8,0.0
Georges Mandjeck,-0.057,-0.047,-0.009,1.23,1988,31.0,Belgian Pro League,Waasland-Beveren,Cameroon,CM,DM,8.6,8.9,21.0,-4.1,1.3,1.4,0.6,57.3,11.6,0.0
Georgi Dzhikiya,-0.013,-0.002,-0.012,0.0,1993,27.0,Euros,Russia,Russia,CB,,8.6,8.9,21.5,-3.1,1.1,1.1,1.0,45.6,12.7,0.0
Georgi Shchennikov,-0.008,-0.001,-0.007,0.0,1991,29.0,UEL,CSKA Moscow,Russia,LB,,9.1,9.7,22.5,-3.1,1.5,1.0,1.7,48.7,13.3,0.0
Georgi Terziev,-0.042,-0.006,-0.036,0.0,1992,28.0,UEL,Ludogorets,Bulgaria,CB,,9.2,8.6,21.7,-3.1,1.3,1.0,0.9,51.1,12.7,0.0
Georgi Yomov,-0.015,-0.01,-0.005,0.0,1997,23.0,UEL,CSKA Sofia,Bulgaria,LW,ST,9.9,9.5,27.1,-6.5,1.2,1.0,1.1,50.0,14.2,0.0
Georginio Rutter,0.011,0.008,0.003,0.42,2002,18.0,"Bundesliga, UCL","Hoffenheim, Rennes",France,ST,"AM, RW, LM, CM",11.7,8.2,24.9,-5.7,1.0,1.3,0.9,48.5,14.9,0.0
Georginio Wijnaldum,0.082,0.042,0.04,5.92,1990,29.0,"Premier League, UCL, Euros","Netherlands, Liverpool",Netherlands,CM,"DM, RM, LM",8.3,8.0,14.7,-1.7,1.0,0.5,0.4,48.8,9.8,0.0
Gerard Deulofeu,0.009,-0.003,0.012,0.86,1994,26.0,Serie A,Udinese,Spain,ST,LW,12.5,11.7,27.7,-4.8,1.0,0.8,1.3,44.0,16.4,0.0
Gerard Moreno,0.111,0.094,0.016,5.97,1992,28.0,"La Liga, Euros, UEL","Villarreal, Spain",Spain,ST,"RW, LW",17.6,9.7,33.0,-0.0,0.8,0.7,0.4,47.5,21.2,0.0
Gerard Piqué,0.087,0.048,0.039,3.04,1987,33.0,"La Liga, UCL",Barcelona,Spain,CB,,4.0,6.7,11.1,-2.5,1.6,0.9,0.6,66.5,8.5,0.0
Gerardo Arteaga,-0.034,0.002,-0.036,1.55,1998,21.0,Belgian Pro League,Genk,Mexico,LB,LM,10.3,9.0,21.6,-1.5,1.3,1.2,0.7,45.4,13.0,0.0
Gergő Lovrencsics,-0.018,-0.016,-0.002,0.0,1988,31.0,"Euros, UCL","Hungary, Ferencváros",Hungary,RB,,11.0,9.1,23.9,-4.1,1.4,1.1,1.1,55.4,15.0,0.0
Germán Pezzella,-0.004,0.002,-0.006,3.72,1991,29.0,"Serie A, Copa America","Fiorentina, Argentina",Argentina,CB,,4.3,4.8,15.8,-4.8,1.4,0.8,0.4,59.9,8.6,0.0
Germán Sánchez,-0.001,-0.001,0.001,3.63,1986,33.0,"La Liga, UEL",Granada,Spain,CB,,5.0,6.0,20.9,-0.5,1.5,0.5,0.3,55.0,10.6,0.0
Gernot Trauner,-0.026,-0.008,-0.018,0.0,1992,28.0,UEL,LASK,Austria,CB,,8.1,8.5,23.6,-3.6,1.8,1.3,0.9,57.6,13.6,0.0
Gerson Rodrigues,-0.012,-0.006,-0.006,0.0,1995,25.0,UEL,Dynamo Kyiv,Luxembourg,LW,"RW, ST, LM, RM",11.7,9.8,24.3,-4.1,1.2,1.0,0.8,44.3,14.3,0.0
Gervinho,0.016,0.016,-0.0,3.06,1987,33.0,Serie A,Parma,Côte d'Ivoire,LW,"AM, RW, ST",15.3,10.9,26.3,3.9,0.8,0.4,0.4,47.4,13.0,0.0
Gerzino Nyamsi,0.015,0.018,-0.003,1.31,1997,23.0,"UCL, Ligue 1",Rennes,France,CB,ST,6.2,8.0,17.3,-2.0,1.4,1.2,0.6,54.3,11.5,0.0
Gerónimo Rulli,0.054,0.031,0.024,0.32,1992,28.0,"La Liga, UEL",Villarreal,Argentina,GK,,4.4,4.0,20.5,-3.1,0.6,0.5,0.7,57.0,10.2,4.5
Ghislain Konan,-0.031,-0.029,-0.003,3.02,1995,24.0,Ligue 1,Reims,Côte d'Ivoire,LB,,9.7,13.2,22.8,5.6,1.2,1.2,0.5,48.9,13.9,0.0
Giacomo Bonaventura,0.007,0.007,0.001,3.26,1989,30.0,Serie A,Fiorentina,Italy,CM,"AM, DM, ST",14.5,10.2,23.1,-1.4,1.7,1.0,1.0,49.0,14.3,0.0
Giacomo Quagliata,-0.076,-0.041,-0.035,1.67,2000,20.0,Eredivisie,Heracles Almelo,Italy,LB,,8.2,10.8,28.1,-4.1,1.9,1.1,0.9,47.2,16.0,0.0
Giacomo Raspadori,0.042,0.034,0.008,2.1,2000,20.0,"Euros, Serie A","Italy, Sassuolo",Italy,ST,"AM, DM, LW",13.9,7.4,26.7,4.6,0.7,0.6,2.8,45.7,15.4,0.0
Gian Marco Ferrari,0.028,0.026,0.002,4.82,1992,28.0,Serie A,Sassuolo,Italy,CB,,5.9,9.9,11.5,-12.2,1.7,0.8,0.4,55.4,10.8,0.0
Giangiacomo Magnani,0.015,-0.007,0.022,2.27,1995,24.0,Serie A,Hellas Verona,Italy,CB,,5.7,6.1,21.3,-7.9,2.2,1.0,0.5,61.8,11.8,0.0
Gianluca Caprari,-0.037,-0.027,-0.009,2.05,1993,27.0,Serie A,Benevento,Italy,AM,"LW, ST, LM",17.0,12.2,30.9,5.3,1.2,0.8,4.0,30.7,19.6,0.0
Gianluca Frabotta,0.034,0.019,0.015,1.14,1999,21.0,"UCL, Serie A",Juventus,Italy,LB,"CB, RB, ST, LM, WB",8.8,8.7,20.7,-4.1,1.6,0.8,0.7,48.4,13.6,0.0
Gianluca Lapadula,0.021,0.012,0.009,3.96,1990,30.0,"Serie A, Copa America","Benevento, Peru",Peru,ST,,15.1,7.6,28.8,-5.4,0.5,0.6,0.9,33.1,13.9,0.0
Gianluca Mancini,0.095,0.029,0.066,6.02,1996,24.0,"Serie A, UEL",Roma,Italy,CB,,5.5,8.9,14.3,0.8,2.3,1.0,0.3,58.1,10.5,0.0
Gianluca Scamacca,0.021,0.027,-0.006,2.08,1999,21.0,Serie A,Genoa,Italy,ST,,13.0,7.5,29.0,-3.5,0.9,0.9,0.7,50.9,14.9,0.0
Gianluigi Buffon,0.047,0.023,0.024,1.26,1978,42.0,"UCL, Serie A",Juventus,Italy,GK,,5.3,4.9,20.2,-3.1,0.7,0.6,0.7,50.0,10.4,0.2
Gianluigi Donnarumma,0.098,0.018,0.08,7.1,1999,21.0,"Euros, Serie A, UEL","Italy, AC Milan",Italy,GK,,2.2,1.8,18.7,-3.1,0.3,0.2,0.3,61.0,7.1,5.4
Gianni Bruno,0.023,0.044,-0.021,4.55,1991,28.0,Belgian Pro League,Zulte Waregem,Belgium,RW,"ST, RM",16.1,10.9,27.2,9.5,0.7,0.8,0.5,42.3,16.4,0.0
