Player,MBAPPE,O-MBAPPE,D-MBAPPE,eLPA,Born,Age,Competition,Team,Nation,Primary Position,Secondary Positions,SCA%,PRG%,TO%,FIN%,INT%,TKL%,SP%,AER%,USG%,DENY%
Show,-0.049,-0.035,-0.014,1.5,1999,21.0,Primeira Liga,Boavista,Angola,CM,"RW, CB, DM, LM, RM",10.9,10.9,20.8,-7.4,1.7,1.5,0.6,43.7,13.2,0.0
Shoya Nakajima,-0.05,-0.036,-0.014,0.15,1994,25.0,"UCL, Primeira Liga",Porto,Japan,ST,"LB, AM, DM, LW, LM, CM",9.9,10.4,24.0,-4.1,1.3,1.0,0.9,45.1,14.3,0.0
Sidnei,0.021,0.017,0.004,1.07,1989,30.0,La Liga,Real Betis,Brazil,CB,,6.2,6.8,16.8,-4.6,1.7,0.8,0.7,48.1,11.4,0.0
Sidy Sarr,-0.004,0.003,-0.007,0.62,1996,24.0,Ligue 1,Nîmes,Senegal,DM,CM,10.1,9.2,22.0,-5.5,1.3,1.1,1.1,56.6,13.0,0.0
Siebe Schrijvers,0.014,0.019,-0.005,1.35,1996,24.0,"UCL, Belgian Pro League","OH Leuven, Club Brugge",Belgium,ST,"RW, LW, LM, RM, CM",13.6,11.4,25.9,-5.9,1.1,1.6,2.2,51.9,16.8,0.0
Siem de Jong,-0.042,-0.036,-0.006,1.45,1989,31.0,Eredivisie,Heerenveen,Netherlands,AM,"ST, LM, RM, CM",12.7,9.9,27.0,1.8,0.7,1.0,1.2,51.1,14.7,0.0
Siemen Voet,0.006,-0.007,0.012,0.9,2000,20.0,Belgian Pro League,Mechelen,Belgium,CB,,6.2,9.5,19.0,1.0,1.4,0.9,0.7,46.2,12.0,0.0
Silas Katompa,0.047,0.043,0.003,3.34,1998,21.0,Bundesliga,Stuttgart,DR Congo,WB,"AM, RW, LW, RM",12.7,8.3,31.3,9.8,1.1,1.3,0.4,42.2,14.9,0.0
Silvan Hefti,-0.047,-0.013,-0.033,0.0,1997,22.0,UEL,Young Boys,Switzerland,RB,,9.3,9.2,22.5,-3.6,1.4,1.1,0.9,44.5,12.4,0.0
Silvan Widmer,-0.034,-0.002,-0.032,0.0,1993,27.0,Euros,Switzerland,Switzerland,WB,,8.6,9.5,22.8,-3.6,1.3,0.9,0.9,51.0,13.8,0.0
Silvester van der Water,-0.02,-0.02,0.0,1.49,1996,23.0,Eredivisie,Heracles Almelo,Netherlands,RW,"RM, CM",17.2,11.7,31.4,-2.2,1.3,1.1,2.7,38.8,18.6,0.0
Silvestre Varela,-0.076,-0.063,-0.013,1.72,1985,35.0,Primeira Liga,Belenenses SAD,Portugal,RW,"AM, LW, ST, LM, RM",12.2,11.0,29.7,-11.8,0.7,1.4,1.5,42.1,16.9,0.0
Simen Juklerød,-0.007,0.0,-0.007,1.48,1994,26.0,"Belgian Pro League, UEL",Antwerp,Norway,WB,"LB, LM",10.9,10.3,27.4,3.3,1.1,0.9,3.7,45.0,16.4,0.0
Simeon Nwankwo,-0.012,0.006,-0.019,3.83,1992,28.0,Serie A,Crotone,Nigeria,ST,,11.3,6.1,30.3,-4.4,0.5,0.3,0.3,40.6,13.7,0.0
Simon Banza,0.013,0.006,0.007,2.04,1996,23.0,Ligue 1,Lens,DR Congo,ST,CM,11.1,7.1,28.0,-7.3,0.9,0.7,0.5,48.1,14.6,0.0
Simon Deli,-0.019,-0.007,-0.012,1.21,1991,28.0,"UCL, Belgian Pro League","Slavia Prague, Club Brugge",Côte d'Ivoire,CB,"LM, CM",6.3,7.6,18.2,1.0,1.5,0.9,0.5,57.4,11.4,0.0
Simon Gustafson,-0.065,-0.04,-0.025,1.3,1995,25.0,Eredivisie,Utrecht,Sweden,CM,"RW, DM, LM, RM",11.0,10.4,22.8,-13.0,1.2,1.2,3.5,45.7,13.6,0.0
Simon Janssen,-0.135,-0.05,-0.085,0.35,2000,19.0,Eredivisie,VVV-Venlo,Netherlands,CM,"RW, LM, RM",8.5,7.9,22.4,-4.6,1.1,1.1,0.7,50.0,11.5,0.0
Simon Kjær,0.066,0.026,0.04,4.52,1989,31.0,"Euros, Serie A, UEL","Denmark, AC Milan",Denmark,CB,,4.0,6.1,13.9,-10.0,1.8,1.2,0.5,52.6,9.5,0.0
Simon Mignolet,0.087,0.013,0.074,6.07,1988,32.0,"UCL, Belgian Pro League",Club Brugge,Belgium,GK,,2.1,1.9,23.9,-3.1,0.3,0.3,0.5,54.9,9.3,-2.5
Simon Sohm,-0.046,-0.007,-0.039,0.93,2001,19.0,Serie A,Parma,Switzerland,CM,"LM, RM",8.5,9.1,21.6,-1.0,1.0,1.2,0.6,51.9,12.3,0.0
Simon Tibbling,-0.083,-0.048,-0.035,0.79,1994,25.0,Eredivisie,Emmen,Sweden,DM,"RM, CM",8.4,10.3,18.7,-4.1,1.1,0.8,0.7,43.2,12.0,0.0
Simone Bastoni,0.005,0.008,-0.003,2.16,1996,23.0,Serie A,Spezia,Italy,LB,,11.9,12.4,25.1,-3.9,1.2,1.6,2.7,51.1,18.0,0.0
Simone Iacoponi,0.012,0.008,0.004,1.77,1987,33.0,Serie A,Parma,Italy,CB,"LB, RB",6.1,9.3,17.7,-3.6,1.1,1.0,0.8,52.6,11.4,0.0
Simone Verdi,0.006,-0.003,0.009,2.32,1992,28.0,Serie A,Torino,Italy,ST,"AM, RM, CM",13.8,11.9,30.2,-13.6,0.8,0.9,8.4,40.9,18.8,0.0
Simone Zaza,0.022,0.039,-0.017,2.32,1991,29.0,Serie A,Torino,Italy,ST,,12.4,5.8,27.6,-7.8,0.7,0.8,0.8,43.4,14.8,0.0
Sinaly Diomande,0.027,0.014,0.012,1.8,2001,19.0,Ligue 1,Lyon,Côte d'Ivoire,CB,"RB, CM",5.6,7.0,17.0,-9.2,2.1,0.8,0.6,66.8,11.2,0.0
Sinan Bakış,-0.045,-0.036,-0.009,1.7,1994,26.0,Eredivisie,Heracles Almelo,Turkey,ST,,9.9,6.2,28.5,-1.1,0.7,0.6,1.2,51.4,12.8,0.0
Sinan Bolat,0.027,-0.005,0.032,3.86,1988,31.0,"Belgian Pro League, UEL",Gent,Turkey,GK,,2.6,2.4,26.0,-3.1,0.4,0.3,0.4,54.7,9.5,3.1
Sintayehu Sallalich,-0.032,-0.025,-0.007,0.0,1991,29.0,UEL,Be'er Sheva,Israel,RM,,10.1,9.0,25.0,-3.6,1.1,0.8,0.9,47.6,13.4,0.0
Sivert Heltne Nilsen,-0.045,-0.017,-0.028,0.7,1991,28.0,Belgian Pro League,Waasland-Beveren,Norway,CM,CB,10.1,10.1,20.6,-4.1,1.7,1.2,0.7,49.1,12.4,0.0
Slobodan Rajković,-0.021,-0.01,-0.011,0.0,1989,31.0,UCL,Lokomotiv Moscow,Serbia,CB,,8.9,8.3,22.0,-3.1,1.4,0.8,0.9,58.0,12.6,0.0
Slobodan Tedić,-0.059,-0.05,-0.008,0.86,2000,20.0,Eredivisie,Zwolle,Serbia,ST,,8.7,6.3,27.1,-6.3,0.9,0.8,0.7,42.9,13.2,0.0
Smail Prevljak,-0.01,-0.0,-0.009,2.55,1995,25.0,Belgian Pro League,Eupen,Bosnia and Herzegovina,ST,,12.1,5.5,28.0,8.5,0.6,0.6,1.1,37.5,13.7,0.0
Sofian Chakla,-0.001,-0.008,0.007,1.25,1993,26.0,La Liga,"Villarreal, Getafe",Morocco,CB,,6.5,7.1,25.6,-5.1,1.4,1.0,0.6,61.3,12.6,0.0
Sofiane Alakouch,-0.019,-0.01,-0.009,1.87,1998,22.0,Ligue 1,Nîmes,Morocco,RB,LB,8.7,11.2,22.7,-4.1,1.4,1.7,0.8,44.7,14.0,0.0
Sofiane Boufal,-0.018,-0.023,0.004,0.91,1993,26.0,Ligue 1,Angers,Morocco,LW,"RW, LM",10.7,10.8,28.6,-6.2,0.9,1.2,1.2,50.0,16.3,0.0
Sofiane Diop,0.04,0.036,0.003,3.42,2000,20.0,Ligue 1,Monaco,France,LW,"AM, RW, LM, RM",13.7,11.7,24.7,6.6,1.4,1.4,1.0,42.0,16.0,0.0
Sofyan Amrabat,0.002,-0.011,0.013,3.41,1996,23.0,Serie A,Fiorentina,Morocco,CM,"DM, RM",9.1,11.9,18.8,-5.1,1.1,1.0,0.3,45.1,12.2,0.0
Sokratis Papastathopoulos,-0.017,-0.008,-0.009,0.0,1988,32.0,UEL,Olympiacos,Greece,CB,,8.3,8.6,20.4,-3.1,1.4,1.0,1.0,51.1,12.5,0.0
Solly March,0.041,0.023,0.017,2.85,1994,26.0,Premier League,Brighton,England,WB,"LB, RW, LM, CM",12.3,12.1,27.9,-1.4,1.3,1.3,2.1,44.5,18.5,0.0
Somália,-0.024,-0.02,-0.004,0.0,1988,31.0,UCL,Ferencváros,Brazil,CM,,9.2,8.0,22.0,-3.6,1.5,0.9,0.8,54.4,12.4,0.0
Son,0.014,-0.01,0.024,1.65,1994,26.0,La Liga,Levante,Spain,RB,"RW, RM, WB",12.5,10.6,24.1,-6.0,1.2,1.0,1.4,49.1,15.4,0.0
Son Heung-min,0.094,0.082,0.012,6.54,1992,28.0,"Premier League, UEL",Tottenham Hotspur,South Korea,LW,"RW, ST",14.0,9.1,27.4,26.9,0.6,0.7,3.5,33.9,15.2,0.0
Sondre Tronstad,-0.062,-0.039,-0.024,1.62,1995,24.0,Eredivisie,Vitesse,Norway,CM,DM,6.3,10.1,18.6,4.5,2.1,1.5,0.6,50.6,11.1,0.0
Sory Kaba,-0.026,-0.021,-0.005,0.0,1995,25.0,UCL,Midtjylland,Guinea,ST,,9.8,7.8,27.9,-8.3,1.0,0.9,0.8,43.9,14.6,0.0
Soualiho Meïté,-0.063,-0.013,-0.05,1.37,1994,26.0,"Serie A, UEL","Torino, AC Milan",France,DM,"AM, RM, CM",10.0,9.1,21.4,-3.4,1.4,1.1,0.4,51.1,13.2,0.0
Souleyman Doumbia,-0.031,-0.019,-0.012,2.57,1996,23.0,Ligue 1,Angers,Côte d'Ivoire,LB,,8.8,9.4,22.9,-6.0,1.7,1.3,0.5,51.2,13.1,0.0
Souleymane Anne,-0.025,-0.021,-0.005,0.36,1997,22.0,Primeira Liga,Tondela,Mauritania,ST,"RW, RB, LW, CM",11.5,8.6,25.4,-0.5,1.1,1.0,0.9,47.4,14.3,0.0
Sphephelo Sithole,-0.055,-0.044,-0.011,1.67,1999,21.0,Primeira Liga,Belenenses SAD,South Africa,CM,,8.8,8.5,24.2,-4.1,1.8,1.4,0.4,44.6,14.3,0.0
Srđan Babić,0.025,0.003,0.022,3.73,1996,24.0,Primeira Liga,Famalicão,Serbia,CB,,6.6,8.9,15.4,-6.6,1.5,0.8,0.4,63.3,10.2,0.0
Srđan Grahovac,-0.01,-0.002,-0.009,0.0,1992,27.0,UEL,Rapid Wien,Bosnia and Herzegovina,DM,CM,9.0,8.8,21.9,-3.1,1.8,0.9,1.2,53.9,12.9,0.0
Stan Van Dessel,-0.03,-0.02,-0.01,0.28,2001,19.0,Belgian Pro League,Sint-Truiden,Belgium,CM,,9.6,9.5,22.8,-3.1,1.2,1.0,1.3,46.3,13.5,0.0
Stanislav Kritsyuk,0.021,0.007,0.014,3.57,1990,29.0,Primeira Liga,Belenenses SAD,Russia,GK,,4.2,3.7,28.1,-3.1,0.6,0.4,0.6,58.2,12.5,-6.5
Stanislav Lobotka,-0.004,0.02,-0.024,0.21,1994,25.0,"Euros, Serie A, UEL","Slovakia, Napoli",Slovakia,DM,"AM, CM",7.0,8.6,17.2,-3.6,1.2,0.8,0.8,46.6,12.0,0.0
Stanislav Magkeev,-0.028,-0.009,-0.019,0.0,1999,21.0,UCL,Lokomotiv Moscow,Russia,CM,,9.5,9.1,23.3,-3.6,1.6,1.0,1.0,52.4,13.5,0.0
Stanley N'Soki,0.012,0.005,0.007,1.84,1999,21.0,"UEL, Ligue 1",Nice,France,CB,LB,7.2,10.2,17.7,-8.3,1.8,1.2,0.7,63.3,12.7,0.0
Stavros Vasilantonopoulos,-0.007,-0.006,-0.001,0.0,1992,28.0,UEL,AEK Athens,Greece,RB,WB,9.4,9.4,22.9,0.5,1.1,0.9,0.9,46.6,13.2,0.0
Steeven Willems,-0.007,-0.013,0.007,1.99,1990,29.0,Belgian Pro League,Charleroi,France,CB,,4.5,6.3,15.5,-4.1,1.2,1.0,0.5,43.1,8.5,0.0
Stef Peeters,-0.064,-0.046,-0.018,2.62,1992,28.0,Belgian Pro League,Eupen,Belgium,CM,"LM, RM",15.8,16.8,26.4,-3.1,1.1,0.9,5.6,52.3,19.9,0.0
Stefan Bell,0.026,0.0,0.026,2.02,1991,28.0,Bundesliga,Mainz 05,Germany,CB,,6.9,6.9,22.2,-0.5,1.7,1.2,0.8,67.6,11.8,0.0
Stefan Ilsanker,-0.025,-0.005,-0.02,1.89,1989,31.0,"Bundesliga, Euros","Austria, Eintracht Frankfurt",Austria,CM,"CB, DM",7.2,8.5,20.7,-4.4,1.5,1.1,0.5,51.7,11.9,0.0
Stefan Lainer,0.053,0.017,0.036,4.96,1992,27.0,"Bundesliga, UCL, Euros","Borussia Mönchengladbach, Austria",Austria,RB,WB,10.0,11.0,25.1,-0.0,1.4,1.4,0.8,54.5,15.7,0.0
Stefan Mitrović,-0.018,0.004,-0.022,3.46,1990,30.0,Ligue 1,Strasbourg,Serbia,CB,,5.1,5.5,15.1,0.5,1.2,1.0,0.8,54.4,8.2,0.0
Stefan Ortega,0.053,0.036,0.016,5.47,1992,27.0,Bundesliga,Arminia Bielefeld,Germany,GK,,5.7,3.5,26.0,-3.1,0.3,0.3,0.9,58.0,14.1,-1.4
Stefan Posch,-0.001,-0.007,0.006,2.91,1997,23.0,"Bundesliga, UEL",Hoffenheim,Austria,CB,RB,6.7,10.3,21.0,-7.4,1.5,1.1,0.6,55.9,13.4,0.0
Stefan Ristovski,-0.06,-0.017,-0.044,0.0,1992,28.0,"Euros, UEL","Dinamo Zagreb, North Macedonia",North Macedonia,RB,CB,8.3,8.5,22.8,-4.1,1.4,0.9,0.7,45.9,13.0,0.0
Stefan Savić,0.052,-0.002,0.054,5.25,1991,29.0,"La Liga, UCL",Atlético Madrid,Montenegro,CB,,4.2,7.0,15.9,-2.5,1.5,0.9,0.3,62.1,9.3,0.0
Stefan Schwab,-0.0,0.006,-0.006,0.0,1990,29.0,UEL,PAOK,Austria,CM,RM,12.5,9.7,23.7,-2.9,1.2,0.8,2.0,51.9,15.4,0.0
Stefan de Vrij,0.054,0.025,0.029,4.92,1992,28.0,"Euros, UCL, Serie A","Netherlands, Inter Milan",Netherlands,CB,,3.6,6.7,9.8,-6.6,1.8,0.8,0.3,54.7,7.5,0.0
Stefano Beltrame,-0.011,-0.003,-0.008,0.14,1993,27.0,"UEL, Primeira Liga","Marítimo, CSKA Sofia",Italy,CM,,9.9,9.9,23.8,-1.5,1.1,1.2,1.9,50.0,13.7,0.0
Stefano Denswil,0.026,0.018,0.008,0.86,1993,27.0,Belgian Pro League,"Bologna, Club Brugge",Suriname,LB,,7.4,10.9,22.9,-3.6,1.5,1.2,0.8,54.6,13.2,0.0
Stefano Okaka,-0.0,-0.011,0.011,2.06,1989,30.0,Serie A,Udinese,Italy,ST,,9.0,6.3,26.3,-1.7,0.7,0.7,0.5,48.1,13.0,0.0
Stefano Sensi,0.047,0.049,-0.002,1.05,1995,24.0,"UCL, Serie A",Inter Milan,Italy,CM,,14.2,11.6,21.9,-8.3,1.3,1.0,2.1,50.0,16.7,0.0
Stefano Sturaro,-0.039,-0.023,-0.017,0.94,1993,27.0,Serie A,"Genoa, Hellas Verona",Italy,CM,DM,8.5,8.8,25.8,-1.0,1.3,1.0,2.1,45.8,14.8,0.0
Steffen Schäfer,-0.089,-0.039,-0.049,0.7,1994,26.0,Eredivisie,VVV-Venlo,Germany,LB,"CB, CM",6.6,10.3,22.5,-3.6,1.9,1.0,0.7,52.0,12.2,0.0
Stephan El Shaarawy,0.031,0.032,-0.001,0.93,1992,27.0,"Serie A, UEL",Roma,Italy,AM,"RW, LW, LM",14.9,9.9,24.1,-4.6,1.0,0.9,0.7,43.6,15.4,0.0
Stephen Eustáquio,-0.006,-0.02,0.014,3.76,1996,23.0,Primeira Liga,Paços de Ferreira,Canada,CM,"DM, RM",12.3,10.9,18.1,-0.5,1.6,1.7,0.4,51.5,12.1,0.0
Stephen O'Donnell,-0.006,-0.009,0.004,0.0,1992,28.0,Euros,Scotland,Scotland,WB,,9.7,9.2,24.1,-3.1,1.2,0.9,1.3,51.1,14.3,0.0
Stephy Mavididi,0.015,0.022,-0.007,3.05,1998,22.0,Ligue 1,Montpellier,England,LW,"RW, ST, LM, RM",9.3,8.8,29.3,11.2,0.9,0.5,0.6,33.2,13.8,0.0
Stevan Jovetić,0.038,0.034,0.005,1.34,1989,30.0,Ligue 1,Monaco,Montenegro,ST,"AM, RW, LW, RM",15.1,11.1,27.9,4.6,0.9,0.8,2.5,42.5,17.8,0.0
Steve De Ridder,-0.025,-0.025,0.0,2.54,1987,33.0,Belgian Pro League,Sint-Truiden,Belgium,CM,LM,10.7,11.1,20.6,-1.5,1.4,1.3,1.8,59.1,13.2,0.0
Steve Mandanda,-0.022,0.001,-0.024,4.07,1985,35.0,"UCL, Ligue 1",Marseille,France,GK,,2.9,2.2,26.6,-3.1,0.3,0.2,0.3,57.0,10.2,8.2
Steve Mounié,0.046,0.038,0.008,4.65,1994,25.0,Ligue 1,Stade Brestois,Benin,ST,CM,10.0,6.0,34.0,-10.4,0.7,0.6,0.4,69.0,15.7,0.0
Steven Alzate,0.014,0.012,0.002,1.34,1998,21.0,Premier League,Brighton,Colombia,CM,"ST, LM",10.8,9.3,19.1,-2.0,1.1,1.0,0.7,45.5,12.0,0.0
Steven Berghuis,0.06,0.054,0.006,4.88,1991,28.0,"Euros, UEL, Eredivisie","Feyenoord, Netherlands",Netherlands,RW,"ST, RM",21.5,16.3,27.5,0.3,0.7,0.7,4.5,49.0,21.6,0.0
Steven Bergwijn,0.011,0.0,0.01,1.77,1997,22.0,"Premier League, UEL",Tottenham Hotspur,Netherlands,RW,"AM, LW, ST, LM, RM",13.0,9.0,23.6,-10.0,0.8,0.8,0.7,41.0,13.5,0.0
Steven Davis,-0.004,0.006,-0.01,0.0,1985,35.0,UEL,Rangers,Northern Ireland,CM,,9.3,10.0,19.2,-4.1,1.4,1.2,1.0,55.2,12.7,0.0
Steven Defour,0.003,0.006,-0.003,1.0,1988,32.0,Belgian Pro League,Mechelen,Belgium,DM,"RW, LM, RM, CM",8.5,10.8,20.3,-5.5,1.7,0.8,1.0,41.5,12.8,0.0
Steven Fortes,0.032,0.001,0.031,2.34,1992,28.0,Ligue 1,Lens,Cape Verde,CB,,5.9,8.7,16.3,-5.1,1.6,1.2,0.5,57.4,10.7,0.0
Steven Nzonzi,0.072,0.009,0.063,5.62,1988,31.0,"UCL, Ligue 1",Rennes,France,CM,DM,8.6,12.8,11.4,-6.2,0.8,0.7,0.3,64.4,10.2,0.0
Steven Skrzybski,-0.041,-0.034,-0.007,0.46,1992,27.0,Bundesliga,Schalke 04,Germany,RW,"LW, CM",10.5,8.9,26.6,-4.6,1.2,1.0,1.4,49.0,15.0,0.0
Steven Vitória,-0.014,0.005,-0.019,1.77,1987,33.0,Primeira Liga,Moreirense,Canada,CB,,6.8,7.0,19.7,2.3,1.5,0.8,0.5,58.4,10.5,0.0
Steven Zuber,0.015,0.028,-0.013,0.88,1991,28.0,"Bundesliga, Euros","Eintracht Frankfurt, Switzerland",Switzerland,WB,"AM, ST, CM",14.3,9.4,25.9,-7.4,1.0,1.2,0.6,41.0,16.2,0.0
Stian Rode Gregersen,-0.009,0.011,-0.02,0.0,1995,25.0,UEL,Molde,Norway,CB,,7.8,8.3,20.4,-6.5,1.7,1.3,0.7,60.1,12.8,0.0
Stipe Radić,-0.033,-0.016,-0.017,0.89,2000,20.0,Belgian Pro League,Beerschot Wilrijk,Croatia,CB,,6.9,8.3,19.7,1.0,1.6,0.7,0.7,48.6,11.0,0.0
Stjepan Lončar,-0.003,0.011,-0.014,0.0,1996,23.0,UEL,Rijeka,Bosnia and Herzegovina,CM,,11.4,11.6,22.6,-2.0,1.0,0.9,1.2,46.7,13.5,0.0
Stole Dimitrievski,-0.054,0.001,-0.055,0.0,1993,27.0,Euros,North Macedonia,North Macedonia,GK,,8.4,7.8,22.5,-3.1,1.1,0.8,0.9,52.6,12.3,0.2
Strahinja Pavlović,-0.026,-0.016,-0.01,1.14,2001,19.0,Belgian Pro League,Cercle Brugge,Serbia,CB,,8.6,8.8,23.7,-3.9,1.5,1.5,0.6,57.8,12.8,0.0
Stratos Svarnas,-0.013,-0.009,-0.004,0.0,1997,22.0,UEL,AEK Athens,Greece,CB,,8.7,9.2,22.8,-3.1,2.0,1.0,0.9,51.9,13.4,0.0
Stuart Armstrong,-0.004,-0.014,0.01,3.75,1992,28.0,"Premier League, Euros","Southampton, Scotland",Scotland,CM,"LM, RM",15.7,14.6,26.1,2.7,1.0,1.4,0.7,40.2,16.1,0.0
Stuart Dallas,0.069,0.036,0.033,6.52,1991,29.0,Premier League,Leeds United,Northern Ireland,CM,"LB, RB",10.5,12.4,20.1,13.6,1.3,1.2,0.6,46.3,14.2,0.0
Stéphane Badji,-0.046,-0.017,-0.029,0.0,1990,30.0,UEL,Ludogorets,Senegal,CM,DM,9.0,8.9,19.6,-3.1,1.3,0.8,0.8,50.0,11.6,0.0
Stéphane Bahoken,-0.002,-0.002,-0.0,2.21,1992,28.0,Ligue 1,Angers,Cameroon,ST,,9.2,7.2,29.4,-7.8,0.9,0.6,0.5,37.7,13.8,0.0
Stéphane Diarra,-0.014,-0.009,-0.005,0.25,1998,21.0,Ligue 1,Lorient,France,LM,"RW, RM",11.6,9.9,25.4,-3.6,1.4,0.8,1.0,46.3,15.0,0.0
Suat Serdar,-0.062,-0.045,-0.017,1.78,1997,23.0,Bundesliga,Schalke 04,Germany,CM,"AM, DM",11.7,10.9,27.0,-7.9,1.2,1.5,0.6,46.4,14.2,0.0
Sulayman Marreh,0.013,0.002,0.012,1.17,1996,24.0,"Belgian Pro League, UEL",Gent,Gambia,CM,"LB, CB, DM, ST",10.7,11.0,16.6,-6.0,1.9,1.3,0.6,54.1,13.6,0.0
Suso,0.057,0.058,-0.001,4.03,1993,26.0,"La Liga, UCL",Sevilla,Spain,RW,"AM, LW, RM",17.0,13.5,24.1,4.6,0.7,0.8,1.8,50.0,17.0,0.0
Sven Bender,0.02,0.006,0.013,1.79,1989,31.0,"Bundesliga, UEL",Bayer Leverkusen,Germany,CB,"AM, DM, CM",6.5,6.7,14.9,-4.1,1.5,0.9,0.6,51.0,10.6,0.0
Sven Botman,0.137,0.016,0.12,8.02,2000,20.0,"UEL, Ligue 1",Lille,Netherlands,CB,,4.9,9.0,15.0,-10.5,1.7,0.7,0.5,64.4,10.3,0.0
Sven Kums,-0.027,-0.028,0.001,2.85,1988,32.0,"Belgian Pro League, UEL",Gent,Belgium,CM,"DM, LM, RM",11.1,15.2,20.8,-1.4,1.7,1.0,6.6,47.9,16.4,0.0
Sven Mijnans,-0.05,-0.048,-0.002,1.68,2000,20.0,Eredivisie,Sparta Rotterdam,Netherlands,RW,"LM, RM, CM",12.2,10.1,27.4,-2.4,1.5,1.4,4.2,38.1,16.6,0.0
Sven Schipplock,-0.035,-0.039,0.004,0.84,1988,31.0,Bundesliga,Arminia Bielefeld,Germany,ST,"DM, LW, LM",11.3,9.6,27.8,-5.3,1.1,1.0,0.7,45.2,15.3,0.0
Sven Sprangler,-0.022,-0.011,-0.011,0.0,1995,25.0,UEL,Wolfsberger AC,Austria,CM,LM,9.1,9.5,22.1,-3.6,1.2,1.3,1.0,47.6,12.7,0.0
Sven van Beek,-0.059,-0.028,-0.031,1.07,1994,26.0,Eredivisie,Willem II,Netherlands,CB,,6.6,8.9,21.2,-6.0,2.2,1.0,0.6,63.3,11.8,0.0
Sverrir Ingi Ingason,-0.015,-0.0,-0.015,0.0,1993,26.0,UEL,PAOK,Iceland,CB,,9.0,9.9,20.8,-3.1,1.2,0.8,0.9,54.6,13.1,0.0
Syb Van Ottele,-0.052,-0.043,-0.009,0.2,2002,18.0,Eredivisie,Heerenveen,Netherlands,CM,RB,8.3,9.1,24.2,-3.1,1.3,1.1,1.3,53.4,14.0,0.0
Sylla Sow,-0.079,-0.072,-0.007,0.89,1996,23.0,Eredivisie,RKC Waalwijk,Netherlands,LW,"RW, ST, LM, RM",12.3,9.1,29.4,-0.5,0.7,0.9,0.8,34.9,15.0,0.0
Sylvain Marveaux,-0.006,0.013,-0.019,0.27,1986,34.0,Ligue 1,Lorient,France,ST,LM,11.4,11.0,23.2,-7.4,1.1,1.1,1.3,50.0,14.4,0.0
Séamus Coleman,0.025,0.018,0.007,2.54,1988,31.0,Premier League,Everton,Ireland,RB,"RW, RM, WB",10.8,9.3,22.1,-7.4,1.0,1.4,0.5,48.2,13.6,0.0
Sébastien Cibois,0.004,0.004,-0.0,0.38,1998,22.0,Ligue 1,Stade Brestois,France,GK,,8.1,7.5,23.4,-3.1,1.0,0.8,0.9,50.0,12.5,3.1
Sébastien Corchia,-0.044,-0.039,-0.004,2.18,1990,29.0,Ligue 1,Nantes,France,RB,,8.0,8.9,28.6,-7.4,1.6,1.3,3.9,47.2,16.2,0.0
Sébastien Haller,0.005,0.011,-0.005,3.56,1994,26.0,Eredivisie,"West Ham, Ajax",Côte d'Ivoire,ST,,10.5,5.8,31.1,-9.9,0.7,1.0,0.4,54.4,16.8,0.0
Sékou Sanogo,0.005,-0.001,0.006,0.0,1989,31.0,UEL,Red Star,Côte d'Ivoire,CM,DM,8.4,8.7,19.9,-8.8,1.4,0.9,0.7,50.8,12.0,0.0
Sérgio Oliveira,0.018,0.015,0.003,3.62,1992,28.0,"Euros, UCL, Primeira Liga","Portugal, Porto",Portugal,CM,"DM, LM, RM",10.5,12.2,25.8,14.5,0.9,1.3,5.2,48.4,17.8,0.0
Sílvio,-0.013,-0.015,0.001,1.1,1987,32.0,Primeira Liga,Vitória,Portugal,LB,CB,7.4,8.1,21.1,-3.6,1.6,0.8,0.8,46.8,12.0,0.0
Tachi,-0.047,0.001,-0.048,0.87,1997,22.0,La Liga,Deportivo Alavés,Spain,CB,RB,7.5,8.0,22.8,-5.1,1.3,1.1,0.6,49.4,12.9,0.0
Tahith Chong,-0.014,-0.018,0.004,0.99,1999,20.0,Bundesliga,"Werder Bremen, Club Brugge",Netherlands,LW,"AM, RW, ST, LM",13.2,9.7,27.0,-6.9,1.2,1.1,0.9,39.8,16.5,0.0
Taison,-0.012,-0.017,0.005,0.0,1988,32.0,UCL,Shakhtar Donetsk,Brazil,LW,"ST, LM",11.1,13.3,20.3,-6.5,1.2,0.9,1.1,46.7,13.9,0.0
Taiwo Awoniyi,0.007,-0.001,0.008,1.96,1997,22.0,Bundesliga,Union Berlin,Nigeria,ST,,12.1,7.2,31.9,-6.7,0.7,0.6,0.8,35.3,15.3,0.0
Takashi Inui,-0.024,-0.022,-0.002,2.18,1988,32.0,La Liga,Eibar,Japan,LW,"AM, LM, RM",11.7,10.7,30.7,-9.2,0.9,0.7,0.6,38.9,14.8,0.0
Takefusa Kubo,0.023,0.014,0.009,1.71,2001,19.0,"La Liga, UEL","Villarreal, Getafe",Japan,CM,"RW, LM, RM",14.6,11.3,29.9,-6.7,1.2,0.9,2.8,40.2,17.6,0.0
Takehiro Tomiyasu,-0.017,0.016,-0.033,3.41,1998,21.0,Serie A,Bologna,Japan,CB,"LB, RB",6.7,10.9,19.2,-3.3,1.8,1.1,0.8,57.0,12.3,0.0
Takumi Minamino,0.042,0.032,0.01,1.71,1995,25.0,"Premier League, UCL","Southampton, Liverpool",Japan,ST,"RW, LM, RM",10.0,7.6,25.6,-1.8,0.9,0.8,0.6,46.1,14.1,0.0
