Player,MBAPPE,O-MBAPPE,D-MBAPPE,eLPA,Born,Age,Competition,Team,Nation,Primary Position,Secondary Positions,SCA%,PRG%,TO%,FIN%,INT%,TKL%,SP%,AER%,USG%,DENY%
Benjamin Lambot,-0.03,-0.022,-0.009,1.24,1987,31.0,Belgian Pro League,Cercle Brugge,Belgium,CB,RB,6.6,6.9,21.0,-3.1,1.7,1.0,0.9,51.9,10.7,0.0
Benjamin Lecomte,0.028,0.006,0.022,5.33,1991,27.0,Ligue 1,Montpellier,France,GK,,3.0,2.6,27.3,-4.3,0.4,0.3,0.8,62.7,10.2,-1.1
Benjamin Mendy,0.06,0.035,0.025,1.66,1994,24.0,"Premier League, UCL, World Cup","France, Manchester City",France,LB,"LW, CM",8.9,11.1,20.1,-5.8,1.2,1.3,1.1,40.6,14.7,0.0
Benjamin Pavard,-0.04,-0.008,-0.032,2.81,1996,22.0,"Bundesliga, World Cup","France, Stuttgart",France,CB,RB,5.5,9.1,17.1,-5.5,1.6,1.0,0.6,56.4,10.7,0.0
Benjamin Stambouli,-0.018,-0.013,-0.005,2.2,1990,27.0,"Bundesliga, UCL",Schalke 04,France,CB,"DM, CM",7.9,10.6,22.4,-5.3,1.7,1.7,0.6,50.6,13.0,0.0
Benjamin Van Durmen,-0.054,-0.03,-0.025,1.84,1997,21.0,Belgian Pro League,Excel Mouscron,Belgium,CM,"DM, LM, RM",7.9,9.5,22.9,-6.9,1.4,1.4,0.5,47.3,10.5,0.0
Benjamin Verbič,-0.021,-0.018,-0.003,0.0,1993,24.0,UEL,Dynamo Kyiv,Slovenia,LW,ST,11.0,9.4,28.8,5.8,0.9,0.9,1.1,47.0,15.3,0.0
Benjamin van Leer,-0.148,-0.024,-0.125,0.74,1992,26.0,Eredivisie,NAC Breda,Netherlands,GK,,3.5,3.0,30.9,-4.3,0.4,0.3,0.7,51.1,11.6,8.7
Bennard Kumordzi,-0.022,-0.012,-0.01,0.97,1985,33.0,Belgian Pro League,Kortrijk,Ghana,CB,,6.2,6.6,20.6,-1.2,2.3,1.2,0.7,47.8,10.4,0.0
Benoît Badiashile,0.011,-0.004,0.015,2.59,2001,17.0,"UCL, Ligue 1",Monaco,France,CB,,5.8,8.8,14.6,-3.1,1.2,1.1,0.6,61.6,9.0,0.0
Benoît Costil,-0.006,-0.001,-0.005,4.48,1987,31.0,"UEL, Ligue 1",Bordeaux,France,GK,,2.9,2.3,27.1,-4.3,0.3,0.3,0.5,53.8,9.1,-4.5
Benoît Poulain,0.008,-0.007,0.015,2.96,1987,31.0,"UCL, Belgian Pro League",Club Brugge,France,CB,,5.6,10.9,20.5,-4.1,2.3,1.1,0.5,64.0,13.1,0.0
Benson Manuel,0.026,0.025,0.001,2.37,1997,21.0,Belgian Pro League,Excel Mouscron,Angola,LW,"RW, ST, LM, RM",18.3,15.1,30.4,-13.0,0.8,1.0,1.4,37.3,17.5,0.0
Beram Kayal,-0.013,-0.008,-0.005,1.21,1988,30.0,Premier League,Brighton,Israel,CM,"LM, RM",8.4,9.7,25.7,-1.2,1.4,1.4,0.8,43.4,12.9,0.0
Berat Djimsiti,0.061,0.02,0.041,3.34,1993,25.0,Serie A,Atalanta,Albania,CB,,5.1,4.8,14.5,-4.1,1.6,1.2,0.5,54.1,8.9,0.0
Bernard,0.008,-0.008,0.016,3.06,1992,25.0,Premier League,Everton,Brazil,LW,"AM, LM, RM",15.3,11.8,29.7,-11.2,1.2,1.3,0.6,41.5,16.0,0.0
Bernardo,0.021,-0.006,0.027,2.71,1995,23.0,Premier League,Brighton,Brazil,LB,RB,9.5,12.4,25.6,-6.3,1.7,1.9,1.0,56.5,16.0,0.0
Bernardo Espinosa,0.074,0.018,0.056,5.3,1989,29.0,La Liga,Girona,Colombia,CB,,5.9,5.2,15.6,-9.1,1.4,0.7,0.4,63.4,9.0,0.0
Bernardo Silva,0.149,0.125,0.023,7.2,1994,23.0,"Premier League, UCL, World Cup","Portugal, Manchester City",Portugal,RW,"AM, RM",14.4,10.2,20.6,3.4,1.1,1.5,1.3,38.3,16.4,0.0
Bernd Leno,0.055,0.022,0.033,5.1,1992,26.0,"Premier League, UEL",Arsenal,Germany,GK,,2.6,2.3,23.9,-4.3,0.4,0.3,0.3,56.8,9.1,-3.2
Bertrand Traoré,0.037,0.037,-0.0,3.52,1995,22.0,"UCL, Ligue 1",Lyon,Burkina Faso,RW,"ST, RM",13.3,11.0,24.0,-0.9,0.9,1.1,0.7,45.3,16.3,0.0
Beñat Etxebarria,0.004,0.005,-0.001,2.87,1987,31.0,La Liga,Athletic Bilbao,Spain,DM,CM,10.5,11.0,22.0,-1.7,1.2,1.2,4.7,51.9,14.2,0.0
Bibras Natkho,-0.009,0.005,-0.014,0.0,1988,30.0,UEL,Olympiacos,Israel,DM,"AM, RW, CM",10.9,9.9,20.9,-5.3,1.2,1.1,1.0,52.2,13.1,0.0
Bilal Chibani,-0.025,-0.023,-0.002,0.28,1998,19.0,Belgian Pro League,Excel Mouscron,Belgium,CM,LM,10.6,8.2,24.6,-5.8,1.5,1.3,1.0,43.9,13.6,0.0
Bilel Aouacheria,-0.038,-0.034,-0.004,1.02,1994,24.0,Primeira Liga,Moreirense,France,RW,"LW, LM, RM, CM",12.4,9.2,30.8,-6.4,0.9,1.1,0.8,42.1,15.6,0.0
Birger Meling,-0.004,0.005,-0.009,0.0,1994,23.0,UEL,Rosenborg,Norway,LB,,10.5,9.9,23.9,-4.8,1.4,1.4,1.3,46.9,14.0,0.0
Birger Verstraete,-0.052,-0.031,-0.022,2.44,1994,24.0,Belgian Pro League,Gent,Belgium,DM,"LM, RM, CM",9.3,11.2,20.5,-5.1,2.0,1.4,2.3,51.8,13.8,0.0
Birkir Bjarnason,0.008,0.009,-0.001,0.0,1988,30.0,World Cup,Iceland,Iceland,LM,,9.8,9.0,24.5,-9.1,1.3,1.1,1.1,51.0,13.8,0.0
Birkir Már Sævarsson,-0.019,-0.012,-0.008,0.0,1984,33.0,World Cup,Iceland,Iceland,RB,,8.9,9.3,23.8,-4.3,1.6,1.0,1.1,51.0,13.1,0.0
Björn Engels,-0.007,-0.012,0.005,3.96,1994,23.0,Ligue 1,Reims,Belgium,CB,,6.5,8.2,17.3,-4.6,1.4,0.5,0.4,63.1,9.0,0.0
Bjørn Johnsen,0.026,0.041,-0.015,1.36,1991,26.0,Eredivisie,AZ Alkmaar,Norway,ST,RB,10.1,5.7,27.8,-5.2,0.7,1.1,0.7,45.6,13.6,0.0
Blaise Matuidi,0.031,-0.002,0.033,3.93,1987,31.0,"World Cup, UCL, Serie A","Juventus, France",France,CM,"AM, DM, LM",9.2,8.5,19.3,-1.1,1.4,1.5,0.3,44.9,12.2,0.0
Blerim Džemaili,-0.023,-0.029,0.006,2.11,1986,32.0,"World Cup, Serie A","Bologna, Switzerland",Switzerland,CM,"AM, DM, LM",13.9,12.6,23.9,-9.5,1.1,1.5,1.4,48.8,14.7,0.0
Boban Nikolov,-0.015,-0.011,-0.005,0.0,1994,24.0,UEL,Vidi,North Macedonia,CM,AM,9.6,9.5,23.6,-5.3,1.2,1.6,1.0,50.0,13.0,0.0
Bobby Allain,0.012,0.007,0.005,1.73,1991,26.0,Ligue 1,Dijon,France,GK,,5.4,4.9,27.3,-4.3,0.6,0.6,0.7,55.5,12.4,-0.9
Bobby Reid,0.018,0.013,0.005,2.16,1993,25.0,Premier League,Cardiff City,Jamaica,ST,"AM, LW, CM",12.8,8.1,29.0,0.8,0.7,0.9,0.8,35.4,14.2,0.0
Bobby Wood,-0.025,-0.022,-0.003,1.41,1992,25.0,Bundesliga,Hannover 96,United States,ST,"AM, RW, LW, CM",10.0,8.4,30.6,-1.5,0.8,1.0,0.7,46.0,13.9,0.0
Bohdan Butko,-0.01,-0.009,-0.0,0.0,1991,27.0,UEL,Shakhtar Donetsk,Ukraine,RB,,8.2,8.4,22.1,-4.3,1.3,1.1,1.0,50.0,13.1,0.0
Bohdan Shust,-0.033,-0.005,-0.029,0.0,1986,32.0,UEL,Vorskla Poltava,Ukraine,GK,,8.7,7.5,27.5,-4.3,0.9,0.8,1.2,51.1,13.7,1.6
Bojan Nastić,-0.034,-0.025,-0.01,0.89,1994,24.0,"Belgian Pro League, UEL","Oostende, Genk",Bosnia and Herzegovina,LB,RB,7.4,9.2,25.8,-1.2,1.4,1.3,3.6,50.8,14.4,0.0
Boli Bolingoli-Mbombo,-0.016,-0.022,0.006,0.0,1995,23.0,UEL,Rapid Wien,Belgium,LB,"LW, LM",10.1,10.6,24.7,-4.8,1.6,1.1,1.2,47.6,14.2,0.0
Bongani Zungu,-0.007,-0.003,-0.004,0.31,1992,25.0,Ligue 1,Amiens,South Africa,CM,,9.7,9.4,22.5,-4.8,1.2,1.1,1.1,44.8,13.1,0.0
Boris Godál,-0.037,-0.017,-0.02,0.0,1987,31.0,UEL,Spartak Trnava,Slovakia,CB,,7.8,8.3,23.3,-4.3,1.1,1.3,0.9,47.6,12.1,0.0
Borja Bastón,0.024,0.024,0.0,2.26,1992,25.0,La Liga,Deportivo Alavés,Spain,ST,,9.3,6.7,29.7,-8.0,0.7,0.8,0.6,36.4,13.3,0.0
Borja Fernández,-0.014,-0.01,-0.005,1.07,1981,37.0,La Liga,Valladolid,Spain,CM,"CB, DM, ST",8.1,8.2,21.9,-5.3,1.4,1.3,0.7,56.8,12.1,0.0
Borja García,-0.017,-0.013,-0.005,3.3,1990,27.0,La Liga,Girona,Spain,AM,"LW, LM, CM",14.2,12.2,24.1,-8.6,1.4,1.1,0.9,42.8,16.1,0.0
Borja Iglesias,0.028,0.025,0.003,4.92,1993,25.0,La Liga,Espanyol,Spain,ST,,12.6,5.7,32.4,-1.3,0.5,0.7,0.3,45.5,14.7,0.0
Borja Mayoral,0.005,0.008,-0.002,2.3,1997,21.0,La Liga,Levante,Spain,ST,LW,11.7,8.1,28.3,-10.6,0.7,0.6,0.5,39.0,13.2,0.0
Borja Valero,0.067,0.03,0.037,2.34,1985,33.0,"Serie A, UEL",Inter Milan,Spain,DM,"AM, LM, CM",12.3,13.2,13.7,-8.2,1.3,1.2,0.6,37.1,12.5,0.0
Borna Sosa,-0.014,-0.009,-0.006,0.78,1998,20.0,Bundesliga,Stuttgart,Croatia,LB,,12.2,11.1,26.1,-5.8,1.1,1.1,1.8,45.1,16.5,0.0
Boubacar Kamara,0.021,0.002,0.019,3.73,1999,18.0,"UEL, Ligue 1",Marseille,France,CB,"LB, DM, CM",6.3,7.4,15.8,-4.1,1.7,1.5,0.6,55.5,10.3,0.0
Boubakary Soumaré,-0.006,0.006,-0.012,0.76,1999,19.0,Ligue 1,Lille,France,DM,"ST, CM",9.9,11.7,21.0,-1.2,1.2,1.6,0.8,47.4,12.9,0.0
Boulaye Dia,0.022,0.018,0.004,1.16,1996,21.0,Ligue 1,Reims,Senegal,ST,"AM, RW, RM",13.0,8.7,27.8,-6.7,0.9,1.0,0.8,45.6,14.6,0.0
Bouna Sarr,-0.017,-0.016,-0.001,2.81,1992,26.0,"UEL, Ligue 1",Marseille,Senegal,RB,"RW, RM, WB",11.6,12.3,22.3,-6.9,1.6,1.9,0.9,52.7,15.6,0.0
Boštjan Cesar,0.001,-0.004,0.006,1.5,1982,36.0,Serie A,Chievo Verona,Slovenia,CB,,6.2,6.7,19.6,-1.7,1.3,1.0,0.7,60.4,10.2,0.0
Brahim Díaz,0.039,0.037,0.003,0.63,1999,18.0,La Liga,Real Madrid,Morocco,LW,"AM, RW",12.6,8.9,25.3,-5.1,0.9,1.3,0.9,44.8,15.5,0.0
Brais Méndez,0.013,0.002,0.011,3.5,1997,21.0,La Liga,Celta Vigo,Spain,CM,"AM, RW, RM",13.6,11.4,26.7,-2.2,1.1,1.3,3.3,38.8,19.2,0.0
Bram Nuytinck,0.007,-0.001,0.008,3.07,1990,28.0,Serie A,Udinese,Netherlands,CB,,5.8,6.9,18.6,-5.3,1.4,1.5,0.6,53.7,9.9,0.0
Bram van Polen,-0.01,-0.018,0.008,2.51,1985,32.0,Eredivisie,Zwolle,Netherlands,CB,"LB, RB",6.7,9.0,17.5,-2.1,1.7,1.4,0.5,54.5,11.5,0.0
Brandley Kuwas,-0.033,-0.02,-0.012,3.06,1992,25.0,Eredivisie,Heracles Almelo,Curaçao,RW,"AM, LW, ST",22.5,14.2,35.1,3.7,0.6,0.7,5.1,31.9,20.0,0.0
Brandon Mechele,0.09,0.001,0.09,5.95,1993,25.0,"UCL, Belgian Pro League",Club Brugge,Belgium,CB,,3.1,5.1,13.7,-9.5,2.3,1.1,0.3,64.5,8.0,0.0
Branislav Ivanović,0.004,0.006,-0.002,0.0,1984,34.0,"World Cup, UEL","Zenit, Serbia",Serbia,CB,RB,8.1,7.8,22.6,-1.7,1.1,1.2,0.9,54.4,12.9,0.0
Branislav Niňaj,-0.065,-0.029,-0.035,1.61,1994,24.0,Eredivisie,Fortuna Sittard,Slovakia,CB,RB,5.7,5.7,21.3,-1.5,1.3,1.4,0.7,52.7,10.3,0.0
Branko Jovičić,-0.036,-0.012,-0.024,0.0,1993,25.0,UCL,Red Star,Serbia,DM,,9.5,9.4,23.9,-4.3,1.4,1.3,1.1,51.0,13.7,0.0
Brayan Riascos,-0.013,-0.009,-0.005,1.18,1994,23.0,Primeira Liga,Nacional,Colombia,CM,"RW, LW, ST, LM, RM",15.6,10.9,32.1,-10.8,1.0,1.0,0.6,40.3,17.4,0.0
Brecht Capon,-0.053,-0.032,-0.02,1.42,1988,30.0,Belgian Pro League,Oostende,Belgium,RM,RB,8.5,11.3,26.6,-1.7,2.4,1.5,0.7,39.9,13.9,0.0
Brecht Dejaegere,-0.028,-0.028,-0.0,2.35,1991,27.0,Belgian Pro League,Gent,Belgium,CM,"AM, RW, DM, LW, ST, LM",11.1,11.2,22.7,-11.1,1.4,1.7,0.5,45.5,13.7,0.0
Breel Embolo,-0.01,-0.018,0.008,1.76,1997,21.0,"Bundesliga, UCL, World Cup","Schalke 04, Switzerland",Switzerland,ST,"AM, RW",15.2,7.8,34.2,-5.9,0.7,1.1,0.5,40.4,16.0,0.0
Brendan Hines-Ike,-0.027,-0.019,-0.008,1.62,1994,23.0,Belgian Pro League,Kortrijk,United States,CB,RB,8.6,9.2,23.3,-5.3,1.3,1.2,1.4,50.6,12.7,0.0
Brian Idowu,-0.008,-0.011,0.003,0.0,1992,26.0,"World Cup, UCL","Nigeria, Lokomotiv Moscow",Nigeria,LB,WB,8.1,8.4,23.6,-4.8,1.6,1.2,1.4,56.1,13.3,0.0
Brice Samba,-0.045,-0.002,-0.043,3.57,1994,24.0,Ligue 1,Caen,France,GK,,4.0,3.1,30.3,-4.3,0.3,0.3,0.6,58.7,11.2,-11.6
Bruma,-0.008,-0.011,0.003,0.73,1994,23.0,"Bundesliga, UEL",RB Leipzig,Portugal,AM,"LW, LM, RM, CM",13.3,12.3,25.3,-0.1,1.0,0.9,1.4,38.5,16.2,0.0
Bruno,0.013,0.006,0.007,1.69,1980,37.0,Premier League,Brighton,Spain,RB,,8.4,9.6,21.8,-4.8,1.1,1.3,1.7,44.0,12.8,0.0
Bruno Alves,-0.042,-0.006,-0.036,3.12,1981,36.0,Serie A,Parma,Portugal,CB,,6.6,7.2,20.2,4.6,1.1,0.5,1.8,67.5,10.5,0.0
Bruno Brigido,-0.007,-0.0,-0.006,0.49,1991,27.0,Primeira Liga,Feirense,Brazil,GK,,8.4,7.7,26.3,-4.3,0.9,0.9,1.2,50.0,13.4,1.9
Bruno Ecuele Manga,-0.004,-0.016,0.012,4.58,1988,30.0,Premier League,Cardiff City,Gabon,CB,RB,5.5,9.0,27.3,-9.5,2.1,1.1,0.7,57.1,12.0,0.0
Bruno Fernandes,0.106,0.1,0.006,6.44,1994,23.0,"World Cup, Primeira Liga, UEL","Sporting CP, Portugal",Portugal,AM,"LW, LM, RM, CM",21.2,16.3,29.1,21.2,0.6,1.3,5.3,42.9,23.2,0.0
Bruno Gallo,-0.06,-0.041,-0.018,2.34,1988,30.0,Primeira Liga,Chaves,Brazil,CM,"AM, DM, LM, RM",10.5,13.6,26.0,-9.5,2.2,1.4,0.7,45.3,14.5,0.0
Bruno Gaspar,-0.006,0.012,-0.018,1.43,1993,25.0,"Primeira Liga, UEL",Sporting CP,Angola,RB,,7.8,8.2,22.8,-1.7,1.5,1.4,1.5,53.5,13.2,0.0
Bruno Godeau,-0.028,-0.011,-0.017,2.83,1992,26.0,Belgian Pro League,Excel Mouscron,Belgium,CB,LB,4.8,6.2,19.0,-5.1,1.9,1.0,0.7,51.4,9.2,0.0
Bruno Gomes,-0.017,-0.014,-0.003,0.44,1996,22.0,Primeira Liga,Aves,Brazil,ST,AM,10.3,8.3,26.3,-9.1,0.9,1.0,1.0,39.6,13.7,0.0
Bruno González,-0.004,-0.012,0.008,2.31,1990,28.0,La Liga,Getafe,Spain,CB,RB,6.3,6.7,23.1,-7.7,1.3,0.8,0.5,52.2,10.2,0.0
Bruno Lamas,-0.023,-0.015,-0.008,2.87,1994,24.0,Primeira Liga,Santa Clara,Brazil,CM,"AM, ST, LM, RM",14.7,11.8,27.5,-5.7,0.8,1.3,2.7,42.2,16.3,0.0
Bruno Manuel Araújo Braga,-0.046,-0.015,-0.031,0.64,1983,35.0,Primeira Liga,Aves,Portugal,CM,"DM, LM, RM",9.1,9.8,24.7,-7.2,1.1,1.7,1.1,49.1,13.1,0.0
Bruno Monteiro,-0.082,-0.024,-0.058,1.97,1984,33.0,Primeira Liga,Tondela,Portugal,DM,"CB, CM",8.6,8.6,24.7,1.4,1.5,1.5,0.4,50.9,11.1,0.0
Bruno Moreira,0.018,0.03,-0.013,2.62,1987,30.0,Primeira Liga,Rio Ave,Portugal,ST,"AM, RW, DM",12.3,5.6,29.1,2.5,0.7,0.7,0.4,37.3,13.5,0.0
Bruno Nascimento,-0.039,-0.02,-0.02,1.37,1991,27.0,Primeira Liga,Feirense,Brazil,CB,,6.9,6.5,20.6,-6.8,1.9,1.3,0.7,55.3,10.1,0.0
Bruno Petković,-0.015,-0.013,-0.002,0.0,1994,23.0,UEL,Dinamo Zagreb,Croatia,ST,,13.6,10.1,30.9,-1.2,1.0,1.3,0.9,49.1,17.6,0.0
Bruno Silva,-0.049,-0.016,-0.033,0.58,1992,25.0,Primeira Liga,Moreirense,Brazil,LB,ST,8.4,9.2,24.5,-4.8,2.0,1.4,1.5,50.7,13.9,0.0
Bruno Tabata,-0.0,0.004,-0.005,3.0,1997,21.0,Primeira Liga,Portimonense,Brazil,RW,"LW, RM",13.4,11.6,32.8,-12.8,1.0,1.3,2.3,40.7,17.6,0.0
Bruno Vale,-0.011,0.003,-0.015,0.0,1983,35.0,UEL,Apollon,Portugal,GK,,7.5,7.0,23.3,-4.3,0.9,0.8,0.9,50.0,12.2,1.3
Bruno Viana,0.031,0.009,0.022,4.67,1995,23.0,Primeira Liga,Braga,Brazil,CB,,6.1,7.6,15.8,-10.4,1.7,1.0,0.5,57.9,9.9,0.0
Bryan Cristante,0.042,0.025,0.017,4.12,1995,23.0,"UCL, Serie A",Roma,Italy,DM,"AM, LM, RM, CM",10.8,11.7,21.0,-4.4,1.3,1.4,0.5,55.9,14.0,0.0
Bryan Dabo,0.004,-0.001,0.005,1.17,1992,26.0,Serie A,Fiorentina,Burkina Faso,CM,"DM, RB, RM, LM, WB",10.6,10.9,23.7,-4.1,1.2,1.0,0.7,58.9,14.7,0.0
Bryan Heynen,0.031,0.026,0.005,4.29,1997,21.0,"Belgian Pro League, UEL",Genk,Belgium,DM,"AM, LM, RM, CM",9.7,9.2,20.2,-6.0,2.5,1.7,0.6,50.3,12.1,0.0
Bryan Linssen,0.009,0.018,-0.009,3.5,1990,27.0,Eredivisie,Vitesse,Netherlands,LW,"ST, LM",11.8,7.9,30.5,-0.4,1.0,1.4,0.9,46.4,15.6,0.0
Bryan Mélisse,-0.053,-0.017,-0.036,0.0,1989,29.0,UEL,F91 Dudelange,France,LB,LM,9.1,9.2,23.3,-4.3,1.3,1.1,1.1,51.0,13.8,0.0
Bryan Ruiz,-0.031,-0.027,-0.004,0.0,1985,32.0,World Cup,Costa Rica,Costa Rica,AM,,9.7,9.4,25.1,-4.8,1.2,1.0,1.0,50.0,14.4,0.0
Bryan Róchez,-0.028,-0.017,-0.012,2.08,1995,23.0,Primeira Liga,Nacional,Honduras,ST,,10.6,6.6,29.3,-10.4,0.8,0.8,0.7,50.5,14.3,0.0
Bubacarr Sanneh,0.004,-0.005,0.009,1.08,1994,23.0,"Belgian Pro League, UEL",Anderlecht,Gambia,CB,"LM, RM, CM",6.5,7.4,17.8,-4.1,1.3,0.8,0.6,58.2,10.4,0.0
Burgui,-0.011,-0.004,-0.007,0.73,1993,24.0,La Liga,Deportivo Alavés,Spain,ST,"RW, LM, RM",13.6,10.7,24.6,-3.1,0.8,1.1,1.9,52.0,14.7,0.0
Caio Secco,-0.046,-0.011,-0.035,2.22,1990,27.0,Primeira Liga,Feirense,Brazil,GK,,5.2,4.4,34.2,-4.3,0.5,0.4,0.4,53.0,13.0,7.9
Caiuby,0.019,0.02,-0.001,1.55,1988,30.0,Bundesliga,Augsburg,Brazil,LW,"AM, LM",13.3,9.8,28.1,-9.5,0.9,1.0,0.7,54.3,16.2,0.0
Callum Hudson-Odoi,0.101,0.093,0.008,0.85,2000,17.0,"Premier League, UEL",Chelsea,England,RW,LW,13.5,11.1,22.9,5.5,0.9,1.2,1.0,48.2,15.3,0.0
Callum McGregor,-0.039,-0.027,-0.012,0.0,1993,25.0,UEL,Celtic,Scotland,CM,"DM, LM",9.2,10.2,21.3,-6.3,1.4,1.1,1.8,47.0,13.2,0.0
Callum Paterson,0.0,0.006,-0.005,2.78,1994,23.0,Premier League,Cardiff City,Scotland,ST,"AM, RW, RM, WB",12.1,9.7,34.9,-9.4,0.7,0.9,0.5,48.6,16.7,0.0
Callum Wilson,0.085,0.08,0.005,5.14,1992,26.0,Premier League,Bournemouth,England,ST,,14.3,6.9,33.8,0.9,0.5,0.6,0.4,37.9,14.1,0.0
Calum Chambers,-0.005,0.005,-0.011,3.48,1995,23.0,Premier League,Fulham,England,CM,"CB, DM, RM",8.3,10.4,21.8,-5.3,2.2,1.3,0.5,53.1,13.6,0.0
Calvin Mac-Intosch,-0.13,-0.049,-0.081,0.43,1989,28.0,Eredivisie,Fortuna Sittard,Suriname,RB,CB,8.4,8.3,24.6,-7.2,1.5,1.1,1.3,42.5,12.8,0.0
Calvin Stengs,-0.013,-0.016,0.002,2.17,1998,19.0,Eredivisie,AZ Alkmaar,Netherlands,RW,,12.1,10.3,30.6,-9.8,0.8,1.1,2.0,43.4,17.0,0.0
Calvin Verdonk,-0.036,-0.031,-0.005,1.11,1997,21.0,Eredivisie,Feyenoord,Indonesia,LB,,7.7,8.5,21.2,-0.1,1.7,1.5,0.7,49.3,13.7,0.0
Camillo Ciano,-0.061,-0.066,0.005,2.27,1990,28.0,Serie A,Frosinone,Italy,ST,"AM, RW",17.2,11.4,35.5,-1.8,0.6,0.8,6.9,27.9,21.7,0.0
Caner Cavlan,-0.115,-0.052,-0.063,1.54,1992,26.0,Eredivisie,Emmen,Netherlands,LB,,12.8,11.7,26.1,-7.6,1.4,1.6,4.9,36.8,17.8,0.0
Caner Erkin,-0.011,0.004,-0.016,0.0,1988,29.0,UEL,Beşiktaş,Turkey,LB,,9.6,10.0,24.8,-4.3,1.2,1.1,1.2,50.0,14.9,0.0
Caner Osmanpaşa,-0.009,-0.008,-0.001,0.0,1988,30.0,UEL,Akhisarspor,Turkey,CB,,7.9,7.4,22.2,-4.3,1.2,1.0,0.9,54.5,11.9,0.0
Carel Eiting,-0.051,-0.035,-0.017,0.4,1998,20.0,"UCL, Eredivisie",Ajax,Netherlands,DM,,9.6,12.3,22.7,-6.3,1.1,1.4,0.9,39.8,14.6,0.0
Carl Jenkinson,0.029,0.028,0.0,0.26,1992,26.0,"Premier League, UEL",Arsenal,England,RB,"LB, CB, WB",8.5,8.5,21.3,-4.8,1.2,1.0,0.9,49.0,12.9,0.0
Carles Aleñá,0.041,0.042,-0.001,1.09,1998,20.0,"La Liga, UCL",Barcelona,Spain,CM,"RM, LM",12.3,11.2,18.1,-1.1,0.9,1.0,0.7,49.1,13.9,0.0
Carles Planas,-0.016,0.007,-0.022,0.54,1991,27.0,La Liga,Girona,Spain,LB,WB,9.0,8.9,24.6,-4.8,1.1,1.2,0.9,48.2,13.8,0.0
Carlos,-0.016,-0.009,-0.006,0.33,1995,22.0,Primeira Liga,Rio Ave,Brazil,RW,"LW, RM",9.1,8.3,25.0,-1.2,1.4,1.3,1.0,46.1,13.2,0.0
Carlos Akapo,0.004,-0.001,0.005,1.45,1993,25.0,La Liga,Huesca,Equatorial Guinea,LB,WB,8.5,10.3,23.2,-5.3,1.7,1.3,1.1,53.9,12.8,0.0
Carlos Bacca,-0.009,0.012,-0.021,1.68,1986,31.0,"La Liga, World Cup, UEL","Villarreal, Colombia",Colombia,ST,,13.1,6.5,30.1,6.6,0.9,0.6,0.7,45.1,13.8,0.0
Carlos Ponck,-0.025,-0.003,-0.022,3.28,1995,23.0,Primeira Liga,Aves,Cape Verde,CB,,5.6,6.8,19.6,-3.0,1.7,1.2,0.4,54.3,9.0,0.0
Carlos Salcedo,-0.028,-0.005,-0.023,0.54,1993,24.0,"Bundesliga, World Cup","Mexico, Eintracht Frankfurt",Mexico,CB,,6.9,8.7,20.4,-5.8,1.3,0.9,0.8,53.1,12.0,0.0
Carlos Soler,0.074,0.051,0.022,4.78,1997,21.0,"La Liga, UEL",Valencia,Spain,CM,RM,11.6,10.5,24.7,-10.5,0.9,1.3,1.0,46.6,14.8,0.0
Carlos Sánchez,0.008,0.014,-0.007,0.17,1986,32.0,"Premier League, World Cup","Colombia, West Ham",Colombia,DM,"RM, CM",9.7,9.0,21.3,-4.8,1.0,1.1,1.2,52.1,12.4,0.0
Carlos Vela,-0.012,0.003,-0.015,0.0,1989,29.0,World Cup,Mexico,Mexico,AM,,13.9,10.3,24.1,-9.5,1.0,1.1,1.9,48.0,15.1,0.0
Carlos Vigaray,-0.006,-0.003,-0.003,0.87,1994,23.0,La Liga,Deportivo Alavés,Spain,RB,,8.3,8.5,24.9,-4.3,1.1,1.2,2.0,52.3,13.0,0.0
Carlos Vinícius,0.024,0.03,-0.005,2.61,1995,23.0,Primeira Liga,"Rio Ave, Monaco",Brazil,ST,"AM, LW",13.1,6.5,30.4,-7.8,0.6,0.6,0.5,38.5,13.6,0.0
Carraça,-0.041,-0.032,-0.01,1.93,1993,25.0,Primeira Liga,Boavista,Portugal,RB,"LB, CM",8.3,9.6,26.8,-8.2,1.3,1.6,3.3,49.4,14.6,0.0
Casemiro,0.116,0.046,0.07,5.24,1992,26.0,"La Liga, UCL, World Cup","Brazil, Real Madrid",Brazil,CM,"CB, DM",8.9,6.7,14.9,0.8,1.8,2.0,0.4,55.0,12.3,0.0
Casimir Ninga,-0.047,-0.037,-0.01,2.55,1993,25.0,Ligue 1,Caen,Chad,LW,"RW, ST, LM",13.5,10.3,35.3,-2.6,1.0,1.2,0.4,36.5,16.4,0.0
Casper de Norre,-0.005,-0.006,0.001,2.83,1997,21.0,"Belgian Pro League, UEL","Sint-Truiden, Genk",Belgium,LB,"LM, WB",7.6,9.5,21.5,-5.7,1.6,1.8,1.0,42.6,11.6,0.0
Cedric Teuchert,-0.022,-0.02,-0.002,0.2,1997,21.0,"Bundesliga, UCL",Schalke 04,Germany,ST,"AM, RW",9.2,8.1,25.8,-5.3,1.1,0.9,1.1,35.8,13.4,0.0
Celso Borges,-0.012,-0.006,-0.006,0.0,1988,30.0,World Cup,Costa Rica,Costa Rica,CM,,10.1,9.4,23.3,-6.3,1.2,1.1,1.0,53.9,13.5,0.0
