Player,MBAPPE,O-MBAPPE,D-MBAPPE,eLPA,Born,Age,Competition,Team,Nation,Primary Position,Secondary Positions,SCA%,PRG%,TO%,FIN%,INT%,TKL%,SP%,AER%,USG%,DENY%
Edmund Addo,-0.012,-0.014,0.002,0.0,2000,21.0,UCL,Sheriff Tiraspol,Ghana,DM,CM,10.6,9.5,21.3,-5.1,1.4,1.3,0.9,44.7,12.3,0.0
Edo Kayembe,0.002,-0.01,0.012,3.18,1998,23.0,Belgian Pro League,"Watford, Eupen",DR Congo,CM,LM,11.3,13.0,20.7,6.5,1.0,1.1,0.6,49.5,12.9,0.0
Edoardo Goldaniga,-0.018,-0.001,-0.017,1.16,1993,27.0,Serie A,Cagliari,Italy,CB,,8.0,9.0,24.4,-4.6,1.7,0.8,0.7,55.4,14.1,0.0
Edon Zhegrova,0.013,0.006,0.008,0.71,1999,22.0,"UCL, Ligue 1",Lille,Kosovo,RW,"AM, RM, ST, LM",15.7,11.1,25.8,4.5,0.9,1.0,1.2,48.7,16.0,0.0
Edouard Mendy,0.085,0.012,0.073,6.22,1992,29.0,"Premier League, UCL",Chelsea,Senegal,GK,,1.8,1.7,18.2,-3.1,0.3,0.3,0.3,60.7,6.2,5.6
Edson Álvarez,0.05,-0.003,0.053,4.12,1997,23.0,"UCL, Eredivisie",Ajax,Mexico,DM,"CB, RM, CM",5.8,6.9,16.0,-2.9,1.5,1.6,0.4,64.6,11.9,0.0
Eduard Löwen,-0.004,0.008,-0.012,1.92,1997,24.0,Bundesliga,VFL Bochum,Germany,CM,"AM, LM, RM",14.8,11.1,29.8,-8.0,0.8,1.2,6.3,42.9,17.5,0.0
Eduard Sobol,0.025,0.015,0.01,2.53,1995,26.0,"UCL, Belgian Pro League",Club Brugge,Ukraine,LB,"LW, WB",9.0,9.1,22.7,-4.4,1.4,1.2,0.6,58.3,13.7,0.0
Eduardo Camavinga,0.057,0.033,0.023,2.51,2002,18.0,"La Liga, UCL","Rennes, Real Madrid",France,CM,"DM, LM, RM",10.0,10.4,16.5,0.4,1.2,2.1,0.5,59.7,13.3,0.0
Eduardo Quaresma,0.012,0.003,0.009,2.27,2002,19.0,Primeira Liga,Tondela,Portugal,CB,,6.9,8.9,19.1,-1.9,1.2,1.5,0.5,41.9,11.0,0.0
El Bilal Touré,-0.01,-0.01,-0.0,1.57,2001,19.0,Ligue 1,Reims,Mali,ST,"LW, CM",11.8,8.2,25.7,-12.8,0.8,0.8,0.6,50.3,13.7,0.0
Elayis Tavsan,-0.054,-0.052,-0.002,2.19,2001,20.0,Eredivisie,NEC Nijmegen,Netherlands,RW,"AM, LW, ST",16.2,12.6,28.2,-8.5,0.6,0.5,1.1,35.4,15.3,0.0
Elba Rashani,-0.007,0.015,-0.022,2.34,1993,28.0,Ligue 1,Clermont Foot,Kosovo,LW,"AM, RW, LM",10.1,8.9,27.2,8.9,0.8,1.1,0.5,38.1,13.8,0.0
Eldar Ćivić,-0.012,0.002,-0.013,0.0,1996,25.0,UEL,Ferencváros,Bosnia and Herzegovina,LB,,9.4,9.9,24.7,-3.6,1.1,1.2,1.6,53.4,14.8,0.0
Elder Santana,0.006,0.004,0.002,0.48,1993,28.0,Primeira Liga,Gil Vicente FC,Brazil,ST,,9.1,7.5,24.5,-0.0,0.9,0.9,0.9,47.0,14.0,0.0
Eldor Shomurodov,0.068,0.067,0.001,1.49,1995,26.0,Serie A,Roma,Uzbekistan,ST,"AM, RW, LW",12.6,8.8,27.0,-8.1,0.8,0.8,0.7,44.0,15.2,0.0
Eli Dasa,-0.031,-0.037,0.006,3.03,1992,28.0,Eredivisie,Vitesse,Israel,WB,"RW, RB, RM",13.9,12.6,25.8,-7.4,1.0,0.8,2.6,46.1,16.2,0.0
Eliano Reijnders,-0.057,-0.065,0.008,1.21,2000,20.0,Eredivisie,Zwolle,Netherlands,WB,"AM, LM, RM, CM",11.3,9.2,28.7,-6.5,1.1,1.2,1.0,46.6,15.2,0.0
Eliaquim Mangala,-0.05,-0.008,-0.042,1.19,1991,30.0,Ligue 1,Saint-Étienne,France,CB,,5.3,6.5,18.9,-0.6,1.2,1.0,0.6,58.0,10.4,0.0
Elias Sierra,-0.072,-0.059,-0.013,0.33,2001,19.0,Eredivisie,Heracles Almelo,Belgium,AM,"RW, LW, ST, RM, CM",9.8,8.4,25.9,-5.6,0.9,1.0,2.2,44.0,14.1,0.0
Elias Spago,-0.029,-0.023,-0.006,0.26,2001,19.0,Belgian Pro League,R.F.C. Seraing,Belgium,CB,LB,9.0,8.6,23.7,-3.1,1.2,1.1,1.0,53.1,13.4,0.0
Elif Elmas,0.011,-0.008,0.02,2.38,1999,21.0,"Serie A, UEL",Napoli,North Macedonia,LW,"AM, RW, DM, LM",11.4,8.8,20.1,7.9,0.7,1.1,0.7,37.9,13.5,0.0
Eliot Matazo,-0.016,-0.006,-0.01,1.0,2002,19.0,"UEL, Ligue 1",Monaco,Belgium,DM,"AM, CM",8.8,9.6,20.8,-3.6,1.4,1.0,0.7,45.8,11.8,0.0
Elisha Owusu,-0.03,-0.016,-0.014,1.12,1997,23.0,Belgian Pro League,Gent,Ghana,CM,AM,7.2,8.6,20.9,-4.1,1.3,1.0,0.7,40.5,11.8,0.0
Ellyes Skhiri,0.016,0.036,-0.019,2.75,1995,26.0,Bundesliga,Köln,Tunisia,DM,"CB, CM",8.2,8.9,19.0,0.8,1.6,1.4,0.4,55.9,11.3,0.0
Elseid Hysaj,0.016,0.021,-0.005,3.06,1994,27.0,"Serie A, UEL",Lazio,Albania,LB,RB,8.5,9.1,17.6,-2.0,1.3,1.3,0.5,48.2,12.3,0.0
Elton Kabangu,-0.058,-0.044,-0.014,0.89,1998,23.0,Eredivisie,Willem II,Belgium,ST,"AM, RW, LW",9.3,7.9,29.0,-10.3,0.7,1.2,0.7,43.5,14.4,0.0
Elvis Rexhbeçaj,-0.02,-0.037,0.018,3.13,1997,23.0,Bundesliga,VFL Bochum,Germany,CM,"AM, DM, LM",9.5,9.6,30.8,-8.4,1.0,0.8,1.1,44.1,14.4,0.0
Elye Wahi,0.014,0.024,-0.009,2.65,2003,18.0,Ligue 1,Montpellier,France,ST,"RW, LW, RM",8.6,6.0,29.3,5.9,0.6,0.8,0.5,28.6,11.8,0.0
Elías Rafn Ólafsson,0.014,0.006,0.008,0.0,2000,21.0,UEL,Midtjylland,Iceland,GK,,7.9,7.4,23.6,-3.1,0.9,0.8,1.0,50.0,12.9,3.2
Emanuel Aiwum,-0.04,-0.018,-0.023,0.0,2000,20.0,UEL,Rapid Wien,Austria,CB,CM,7.5,7.7,22.1,-3.1,1.4,1.2,0.9,43.2,12.9,0.0
Emanuel Emegha,-0.074,-0.067,-0.007,0.81,2003,18.0,Eredivisie,"Sparta Rotterdam, Antwerp",Netherlands,ST,"AM, RW, LW",11.2,7.6,31.3,-6.4,0.6,0.7,0.7,47.6,15.1,0.0
Emanuel Vignato,0.02,0.009,0.01,0.91,2000,20.0,Serie A,Bologna,Italy,CM,"AM, DM, ST, WB",13.6,13.6,21.6,-4.6,0.9,1.1,1.3,52.1,14.3,0.0
Emerson,0.106,0.046,0.061,5.2,1999,22.0,Premier League,"Barcelona, Tottenham Hotspur",Brazil,WB,"RB, RM",8.9,8.0,20.4,-5.3,1.1,1.9,0.4,45.6,14.6,0.0
Emerson Palmieri,0.069,0.04,0.029,4.35,1994,26.0,"UEL, Ligue 1","Lyon, Chelsea",Italy,LB,WB,8.9,9.7,17.8,-4.4,1.1,1.1,2.8,54.4,14.1,0.0
Emi Buendía,0.052,0.051,0.0,3.38,1996,24.0,Premier League,Aston Villa,Argentina,AM,"RW, LW",16.6,12.3,24.9,-0.0,0.8,1.0,0.9,41.2,16.9,0.0
Emil Audero,-0.01,0.011,-0.02,3.35,1997,24.0,Serie A,Sampdoria,Italy,GK,,4.0,3.4,26.0,-3.1,0.4,0.3,0.5,58.0,10.6,5.8
Emil Bergström,-0.06,-0.042,-0.018,0.7,1993,28.0,Eredivisie,Willem II,Sweden,CB,,8.5,7.1,20.9,-6.1,1.3,0.9,0.8,54.8,12.0,0.0
Emil Bohinen,-0.016,-0.021,0.005,0.89,1999,22.0,Serie A,Salernitana,Norway,CM,DM,11.1,9.6,22.9,-3.6,1.4,1.1,2.4,43.7,13.9,0.0
Emil Forsberg,0.038,0.03,0.008,2.87,1991,29.0,"Bundesliga, UCL",RB Leipzig,Sweden,AM,"LW, LM, CM",12.2,10.4,23.9,-13.5,0.5,0.8,2.1,40.9,14.2,0.0
Emil Hansson,-0.085,-0.057,-0.029,0.9,1998,23.0,Eredivisie,"Heracles Almelo, Fortuna Sittard",Sweden,CM,"RW, LW, RM, LM",11.0,10.0,26.6,-7.0,0.6,0.8,1.8,44.0,13.5,0.0
Emil Krafth,0.029,-0.001,0.03,2.64,1994,26.0,Premier League,Newcastle United,Sweden,RB,CB,6.9,10.1,24.5,-4.6,1.4,1.1,1.3,46.0,13.7,0.0
Emile Smith Rowe,0.081,0.072,0.009,3.83,2000,21.0,Premier League,Arsenal,England,LW,"AM, LM, CM",11.6,10.4,22.7,13.4,1.0,0.7,1.2,41.1,14.4,0.0
Emiliano Martínez,0.033,0.009,0.025,5.29,1992,28.0,Premier League,Aston Villa,Argentina,GK,,2.8,2.6,24.2,-3.1,0.3,0.3,0.5,57.7,9.0,5.9
Emmanuel Agbadou,-0.001,0.013,-0.013,3.98,1997,24.0,Belgian Pro League,Eupen,Côte d'Ivoire,CB,,6.6,8.8,17.8,3.4,1.4,1.6,0.7,56.3,11.1,0.0
Emmanuel Dennis,0.021,0.012,0.009,3.99,1997,23.0,Premier League,Watford,Nigeria,ST,"RW, LW, LM, RM",16.0,11.1,35.6,7.8,0.7,1.2,1.7,39.7,17.0,0.0
Emmanuel Gyasi,0.027,0.011,0.016,4.82,1994,27.0,Serie A,Spezia,Ghana,LW,"LB, RW, ST, LM, RM, WB",11.1,7.4,24.9,-0.8,0.7,1.0,0.4,37.6,12.6,0.0
Emmanuel Hackman,-0.023,-0.015,-0.008,0.81,1995,26.0,Primeira Liga,Gil Vicente FC,Togo,RB,"CB, ST, CM",7.6,9.7,23.4,-3.6,1.3,1.0,1.0,56.7,14.9,0.0
Emre Can,0.028,0.013,0.015,2.71,1994,27.0,"Bundesliga, UEL",Borussia Dortmund,Germany,CB,"LB, DM, RB, CM",6.3,11.4,17.7,1.0,1.7,1.2,0.5,57.4,12.7,0.0
Endre Botka,-0.022,-0.011,-0.011,0.0,1994,26.0,UEL,Ferencváros,Hungary,RW,,9.2,9.3,22.8,-3.1,1.2,0.9,1.0,44.3,13.2,0.0
Enes Ünal,-0.024,-0.038,0.014,3.36,1997,24.0,La Liga,Getafe,Turkey,ST,,15.0,7.5,34.0,22.8,0.5,0.9,1.3,46.8,16.8,0.0
Enis Bardhi,-0.018,-0.011,-0.007,2.12,1995,26.0,La Liga,Levante,North Macedonia,CM,"AM, LW, ST, LM, RM",15.9,12.5,29.5,-8.4,0.8,0.8,6.0,48.0,18.8,0.0
Enner Valencia,0.007,0.017,-0.009,0.0,1989,31.0,UEL,Fenerbahçe,Ecuador,ST,,11.2,9.5,24.3,-7.5,0.9,1.0,1.0,49.0,14.0,0.0
Enock Kwateng,-0.058,0.0,-0.058,1.89,1997,24.0,Ligue 1,Bordeaux,France,RB,"CB, WB",8.2,11.4,20.4,0.5,1.7,1.4,1.0,50.6,12.6,0.0
Enock Mwepu,0.031,0.023,0.008,1.62,1998,23.0,Premier League,Brighton,Zambia,AM,"DM, ST, RM, CM",10.9,8.4,24.8,-3.3,1.2,1.1,0.7,36.6,14.5,0.0
Enric Franquesa,0.002,-0.011,0.013,0.87,1997,24.0,La Liga,Levante,Spain,LB,"LW, LM",9.1,9.1,24.8,-3.6,1.1,0.8,0.8,51.0,13.6,0.0
Enzo Cornelisse,-0.074,-0.04,-0.033,0.69,2003,18.0,Eredivisie,Vitesse,Netherlands,CB,,6.4,8.9,21.6,-4.1,1.2,1.2,0.7,53.0,11.5,0.0
Enzo Ebosse,-0.033,-0.011,-0.022,2.14,1999,22.0,Ligue 1,Angers,Cameroon,CB,"LB, WB",8.7,8.0,19.0,-3.6,0.9,0.9,0.5,50.0,11.2,0.0
Enzo Le Fée,-0.034,-0.045,0.011,2.49,2000,21.0,Ligue 1,Lorient,France,CM,"LW, ST, LM, RM",15.2,13.9,26.3,-2.4,1.3,1.7,4.8,47.4,18.2,0.0
Enzo Roco,0.003,0.004,-0.001,3.61,1992,28.0,La Liga,Elche,Chile,CB,,4.9,6.2,18.6,-4.4,1.2,0.9,0.4,63.6,9.7,0.0
Eran Zahavi,0.016,0.031,-0.014,2.28,1987,34.0,"UEL, Eredivisie",PSV,Israel,ST,AM,11.9,6.7,25.2,-0.0,0.4,0.5,1.3,38.0,13.0,0.0
Eray Cömert,0.014,0.012,0.002,0.6,1998,23.0,La Liga,Valencia,Switzerland,CB,,8.5,8.8,21.4,-5.1,0.9,0.9,0.9,44.5,12.2,0.0
Ercan Kara,-0.016,-0.009,-0.007,0.0,1996,25.0,UEL,Rapid Wien,Austria,ST,,9.8,8.2,25.7,-9.2,0.9,0.8,1.0,50.8,14.3,0.0
Erdal Rakip,-0.029,-0.024,-0.006,0.0,1996,25.0,UCL,Malmö,North Macedonia,CM,RM,9.1,9.1,24.8,-3.6,0.9,1.0,1.0,47.6,13.7,0.0
Erhan Mašović,-0.023,-0.016,-0.007,1.87,1998,22.0,Bundesliga,VFL Bochum,Serbia,CB,LM,5.0,6.6,20.6,-4.1,1.6,1.1,0.8,50.6,10.2,0.0
Eric Bailly,0.011,0.019,-0.008,0.32,1994,27.0,"Premier League, UCL",Manchester United,Côte d'Ivoire,CB,,7.3,8.0,21.2,-3.1,1.3,1.1,0.9,54.1,12.3,0.0
Eric Dier,0.164,0.042,0.122,8.08,1994,27.0,Premier League,Tottenham Hotspur,England,CB,,5.5,6.7,13.9,-8.8,1.0,0.5,0.9,55.0,10.3,0.0
Eric García,0.02,0.017,0.002,3.13,2001,20.0,"La Liga, UEL",Barcelona,Spain,CB,RB,6.0,10.7,10.6,-4.6,2.0,1.0,0.5,53.6,8.7,0.0
Eric Larsson,-0.021,-0.019,-0.003,0.0,1991,30.0,UCL,Malmö,Sweden,RB,,10.1,8.7,23.7,-3.1,1.0,0.8,1.4,51.3,13.7,0.0
Eric Maxim Choupo-Moting,0.044,0.042,0.003,0.65,1989,32.0,"Bundesliga, UCL",Bayern Munich,Cameroon,ST,"AM, RW, LW, CM",9.9,7.9,25.3,7.2,1.1,1.3,0.9,48.3,14.6,0.0
Eric Oelschlägel,-0.053,-0.029,-0.024,0.31,1995,25.0,Eredivisie,Utrecht,Germany,GK,,7.5,7.2,22.8,-3.1,0.9,0.8,1.0,51.3,11.8,3.6
Erick Cabaco,0.0,0.001,-0.0,0.56,1995,26.0,La Liga,Getafe,Uruguay,CB,,8.7,9.3,24.6,-3.6,1.1,0.8,1.2,52.0,13.5,0.0
Erick Gutiérrez,0.015,0.007,0.008,2.61,1995,26.0,"UEL, Eredivisie",PSV,Mexico,DM,"AM, CB, RM, CM",7.5,9.9,17.1,-3.9,1.6,1.4,0.6,57.5,11.5,0.0
Erick Pulgar,0.009,0.022,-0.012,0.5,1994,27.0,Serie A,Fiorentina,Chile,CM,,9.7,8.8,21.1,-3.6,1.2,1.2,1.8,46.8,13.5,0.0
Erik Durm,-0.02,-0.021,0.001,0.59,1992,29.0,"Bundesliga, UEL",Eintracht Frankfurt,Germany,RB,"LB, WB",8.0,10.3,26.2,-3.1,1.3,1.2,1.1,46.0,14.7,0.0
Erik Palmer-Brown,-0.003,-0.006,0.003,2.37,1997,24.0,Ligue 1,Troyes,United States,CB,,5.6,6.5,18.7,-7.4,1.7,1.2,0.5,57.3,9.5,0.0
Erik Pieters,0.029,0.013,0.017,1.17,1988,32.0,Premier League,Burnley,Netherlands,LB,LM,9.2,8.7,24.4,-4.1,1.2,1.4,1.4,54.5,14.5,0.0
Erik Schouten,-0.083,-0.026,-0.057,1.8,1991,29.0,Eredivisie,Cambuur,Netherlands,CB,,5.5,8.4,15.7,-3.3,1.7,0.9,0.7,50.8,10.1,0.0
Erik Sviatchenko,0.012,0.014,-0.001,0.0,1991,29.0,UEL,Midtjylland,Denmark,CB,,8.7,7.9,22.3,-2.5,1.3,0.9,0.9,42.5,13.3,0.0
Erik Thommy,-0.012,-0.015,0.003,0.35,1994,26.0,Bundesliga,Stuttgart,Germany,RW,"RM, WB",12.2,9.0,24.2,-4.6,1.2,0.8,2.3,47.6,14.9,0.0
Erling Haaland,0.157,0.142,0.015,4.92,2000,21.0,"Bundesliga, UCL",Borussia Dortmund,Norway,ST,,13.5,7.1,28.8,5.3,0.4,0.4,0.4,56.6,14.0,0.0
Ermedin Demirović,0.038,0.033,0.005,1.46,1998,23.0,Bundesliga,Freiburg,Bosnia and Herzegovina,ST,AM,11.0,7.8,28.1,-7.2,0.7,0.9,0.7,35.8,14.2,0.0
Ernest Muçi,-0.013,-0.005,-0.009,0.0,2001,20.0,UEL,Legia Warsaw,Albania,RW,,10.4,8.7,24.1,-4.1,1.0,0.9,1.0,45.3,13.6,0.0
Ersin Destanoğlu,-0.023,-0.0,-0.023,0.0,2001,20.0,UCL,Beşiktaş,Turkey,GK,,7.8,7.0,23.9,-3.1,0.7,0.7,0.9,50.0,12.0,5.4
Erwin Mulder,-0.092,-0.023,-0.068,1.15,1989,32.0,Eredivisie,Heerenveen,Netherlands,GK,,4.7,4.1,27.0,-3.1,0.5,0.5,0.6,52.6,11.7,9.2
Esteban Saveljich,0.009,-0.001,0.009,2.48,1991,30.0,La Liga,Rayo Vallecano,Montenegro,CB,,5.4,5.2,19.0,-6.1,1.0,0.8,0.6,57.8,8.8,0.0
Ethan Ampadu,-0.062,-0.02,-0.042,2.08,2000,20.0,Serie A,Venezia,Wales,CM,"CB, RB, LM, RM",10.5,11.2,22.8,-4.6,1.9,1.6,1.0,62.2,13.9,0.0
Ethan Pinnock,0.073,0.019,0.054,5.23,1993,28.0,Premier League,Brentford,Jamaica,CB,,6.7,7.7,22.8,-3.9,1.5,1.2,1.2,64.2,14.1,0.0
Etienne Green,-0.034,-0.006,-0.028,1.36,2000,21.0,Ligue 1,Saint-Étienne,England,GK,,5.2,4.6,24.4,-3.1,0.6,0.5,1.0,52.6,10.4,3.6
Etienne Vaessen,-0.06,-0.016,-0.045,2.6,1995,26.0,Eredivisie,RKC Waalwijk,Suriname,GK,,3.7,3.2,29.1,-3.1,0.3,0.3,1.2,56.2,12.2,0.5
Etrit Berisha,0.04,0.005,0.035,1.52,1989,32.0,Serie A,Torino,Albania,GK,,5.5,5.4,29.0,-3.1,0.6,0.6,0.7,50.0,13.3,-1.0
Eugeni Valderrama,-0.044,-0.03,-0.014,0.56,1994,27.0,Primeira Liga,Arouca,Spain,AM,"DM, RM",10.3,9.0,23.8,-6.1,1.1,1.0,3.1,45.9,13.8,0.0
Evander,0.03,0.03,0.0,0.0,1998,23.0,UEL,Midtjylland,Brazil,CM,AM,12.4,11.4,25.2,-8.4,0.9,1.1,3.5,42.9,16.0,0.0
Evanilson,0.054,0.057,-0.003,3.64,1999,21.0,"UCL, Primeira Liga",Porto,Brazil,ST,,8.9,5.3,26.5,-2.1,0.5,0.9,0.4,39.3,13.6,0.0
Evann Guessand,0.021,0.02,0.001,0.68,2001,20.0,Ligue 1,Nice,France,ST,"LM, RM",11.5,7.9,26.2,-6.7,0.8,1.2,0.9,50.0,14.4,0.0
Everton Soares,-0.0,0.007,-0.008,2.22,1996,25.0,"UCL, Primeira Liga",Benfica,Brazil,LW,"AM, RW, LM, WB",13.0,10.7,28.2,-5.3,0.8,1.4,2.1,51.2,16.1,0.0
Ewerton,-0.032,-0.011,-0.022,0.83,1992,28.0,Primeira Liga,Portimonense,Brazil,CM,DM,10.5,10.0,21.7,-3.9,1.1,1.2,1.0,50.0,13.4,0.0
Ewoud Pletinckx,-0.099,-0.019,-0.08,1.41,2000,20.0,Belgian Pro League,Zulte Waregem,Belgium,CB,,5.2,6.0,19.6,-1.5,1.4,1.3,0.6,47.5,9.9,0.0
Exequiel Palacios,0.036,0.047,-0.011,1.82,1998,22.0,"Bundesliga, UEL",Bayer Leverkusen,Argentina,DM,"AM, CM",9.9,10.5,18.6,6.8,1.7,1.6,0.6,52.8,13.2,0.0
Ezequiel Ponce,0.006,0.017,-0.011,0.95,1997,24.0,"La Liga, UEL","Spartak Moscow, Elche",Argentina,ST,,14.3,8.1,26.8,-12.1,0.8,0.8,0.7,45.5,14.8,0.0
Ezequiel Ávila,-0.04,-0.028,-0.012,2.02,1994,27.0,La Liga,Osasuna,Argentina,ST,"RW, RM",12.5,8.6,33.1,3.9,0.9,0.6,1.8,43.6,16.8,0.0
Ezri Konsa,0.057,0.017,0.04,4.51,1997,23.0,Premier League,Aston Villa,England,CB,,4.8,5.6,16.7,-1.0,0.8,0.8,0.4,55.9,9.3,0.0
Fabian Bredlow,-0.02,0.001,-0.021,0.44,1995,26.0,Bundesliga,Stuttgart,Germany,GK,,7.2,7.1,21.3,-3.1,0.8,0.8,0.9,50.0,11.2,3.3
Fabian Delph,0.007,0.003,0.004,0.96,1989,31.0,Premier League,Everton,England,CM,,8.0,9.8,20.7,-3.1,1.5,1.5,0.8,51.1,12.0,0.0
Fabian Klos,-0.048,-0.052,0.005,1.45,1987,33.0,Bundesliga,Arminia Bielefeld,Germany,ST,,11.1,9.2,33.8,-11.7,0.5,0.6,0.6,51.4,16.6,0.0
Fabian Kunze,-0.037,-0.038,0.0,1.39,1998,23.0,Bundesliga,Arminia Bielefeld,Germany,DM,"RM, CM",9.2,10.2,24.2,-5.1,1.3,1.3,0.6,52.4,13.0,0.0
Fabian Rieder,-0.019,0.007,-0.026,0.0,2002,19.0,UCL,Young Boys,Switzerland,CM,LM,9.6,8.2,25.4,-1.5,1.3,1.2,1.0,44.0,14.4,0.0
Fabian Schär,-0.028,-0.002,-0.027,2.54,1991,29.0,Premier League,Newcastle United,Switzerland,CB,,7.5,8.8,25.7,0.9,1.4,0.7,2.1,51.2,14.4,0.0
Fabian de Keijzer,-0.031,-0.029,-0.002,1.4,2000,21.0,Eredivisie,Utrecht,Netherlands,GK,,4.8,4.5,27.7,-3.1,0.6,0.5,0.6,52.6,11.2,2.2
Fabiano,-0.044,-0.039,-0.005,1.5,2000,21.0,"Primeira Liga, UEL",Braga,Brazil,WB,"CB, RB, RM",7.2,8.6,24.7,-3.6,1.3,1.6,0.6,40.1,14.5,0.0
Fabiano Parisi,-0.028,-0.017,-0.011,1.74,2000,20.0,Serie A,Empoli,Italy,LB,RB,9.9,12.0,25.3,-6.5,1.3,1.2,0.9,46.3,15.8,0.0
Fabien Centonze,-0.03,-0.022,-0.009,1.83,1996,25.0,Ligue 1,Metz,France,WB,"CB, RB",10.0,11.4,24.0,13.4,1.6,1.2,0.7,44.5,14.7,0.0
Fabien Lemoine,-0.003,-0.014,0.01,1.53,1987,34.0,Ligue 1,Lorient,France,CM,RM,9.3,12.0,17.1,-4.1,1.2,1.5,1.1,50.9,12.5,0.0
Fabinho,0.092,0.053,0.039,4.83,1993,27.0,"Premier League, UCL",Liverpool,Brazil,CM,"DM, RM",7.7,8.0,15.1,3.1,1.6,1.3,0.5,56.2,11.0,0.0
Fabio Depaoli,-0.005,-0.01,0.005,1.09,1997,24.0,Serie A,"Hellas Verona, Sampdoria",Italy,WB,"AM, RB, RM, CM",10.0,9.5,27.4,-2.0,1.1,1.0,1.0,45.9,14.8,0.0
Fabio Miretti,0.007,0.004,0.003,0.47,2003,17.0,Serie A,Juventus,Italy,CM,RM,9.1,9.3,22.7,-3.6,1.0,0.9,2.5,47.8,13.4,0.0
Fabio Quagliarella,-0.015,-0.017,0.002,2.13,1983,38.0,Serie A,Sampdoria,Italy,ST,RW,14.8,8.0,29.0,-4.9,0.6,0.5,0.7,40.1,15.3,0.0
Fabio Vieira,0.08,0.09,-0.011,2.65,2000,21.0,"Primeira Liga, UEL",Porto,Portugal,AM,"ST, LM, RM, CM",14.1,12.4,25.6,6.4,0.9,1.1,3.5,47.3,19.1,0.0
Fabián Ruiz Peña,0.062,0.028,0.034,4.43,1996,25.0,"Serie A, UEL",Napoli,Spain,DM,"LM, RM, CM",11.9,13.5,14.2,21.1,1.3,1.3,0.5,45.7,13.5,0.0
Fabrice N'Sakala,-0.012,-0.004,-0.009,0.0,1990,31.0,UCL,Beşiktaş,DR Congo,LB,,9.8,11.2,23.5,-3.1,1.0,1.0,1.0,48.7,14.1,0.0
Fabrício dos Santos Messias,-0.049,-0.044,-0.005,1.35,1990,31.0,Primeira Liga,Portimonense,Brazil,ST,"LW, LM",10.8,7.7,29.9,-12.2,0.6,0.8,0.5,53.4,14.0,0.0
Facundo Medina,0.064,0.005,0.059,4.84,1999,22.0,Ligue 1,Lens,Argentina,CB,,6.3,12.3,14.1,-4.4,1.4,1.5,0.7,51.4,11.1,0.0
Facundo Pellistri,-0.039,-0.028,-0.011,0.74,2001,19.0,La Liga,Deportivo Alavés,Uruguay,CM,"RW, RM",11.7,10.0,26.8,-5.6,1.0,0.9,0.8,42.0,14.4,0.0
Fahd Moufi,-0.055,-0.054,-0.001,2.66,1996,25.0,Primeira Liga,Portimonense,Morocco,RB,"RM, WB",10.4,11.5,26.8,-4.4,1.7,1.0,0.8,47.6,16.4,0.0
Faitout Maouassa,-0.03,-0.025,-0.005,0.3,1998,23.0,Belgian Pro League,Club Brugge,France,LB,"LW, RM",9.7,9.0,25.2,-3.6,1.2,1.0,2.2,46.4,15.0,0.0
Falaye Sacko,0.008,-0.006,0.014,2.3,1995,26.0,Primeira Liga,"Saint-Étienne, Vitória",Mali,RB,"CB, WB",9.3,10.7,21.4,-4.6,1.1,1.1,0.8,54.9,13.1,0.0
Fali,-0.015,-0.008,-0.007,2.3,1993,27.0,La Liga,Cádiz,Spain,CB,"DM, RB, CM",6.6,7.8,21.7,-6.5,1.3,1.0,1.0,52.7,11.2,0.0
Fali Candé,-0.051,-0.046,-0.005,2.29,1998,23.0,Primeira Liga,"Portimonense, Metz",Guinea-Bissau,LB,"LW, LM, WB",9.0,9.2,27.3,-1.5,0.7,1.4,3.7,59.6,16.6,0.0
Faouzi Ghoulam,0.004,0.005,-0.001,0.47,1991,30.0,"Serie A, UEL",Napoli,Algeria,LB,"DM, LW, ST",9.5,9.7,21.9,-3.6,1.1,0.9,2.7,48.9,14.3,0.0
Farid Boulaya,-0.033,-0.016,-0.017,1.73,1993,28.0,Ligue 1,Metz,Algeria,AM,"LW, ST, LM, CM",11.7,13.2,29.7,9.1,0.9,0.8,4.1,42.3,17.0,0.0
Faris Haroun,-0.043,-0.017,-0.026,0.34,1985,35.0,Belgian Pro League,Antwerp,Belgium,CM,"DM, ST, LM",8.8,9.3,23.6,-4.6,1.2,1.1,1.0,60.7,13.5,0.0
Fashion Sakala,-0.024,-0.021,-0.003,0.0,1997,24.0,UEL,Rangers,Zambia,ST,"AM, LW, RM",11.3,9.7,26.8,-8.8,0.9,0.8,0.9,45.0,14.6,0.0
Faïz Selemani,-0.052,-0.049,-0.003,2.48,1993,27.0,Belgian Pro League,Kortrijk,Comoros,LW,"AM, ST, LM",18.1,12.4,32.9,6.7,1.0,1.1,4.8,45.2,20.8,0.0
Fede San Emeterio,-0.003,-0.01,0.007,1.13,1997,24.0,La Liga,Cádiz,Spain,CM,DM,8.6,7.9,21.8,-3.1,1.0,0.8,0.7,55.7,11.8,0.0
Federico Bernardeschi,0.018,0.012,0.006,2.25,1994,27.0,"UCL, Serie A",Juventus,Italy,LW,"RW, LM, RM, WB",14.8,10.7,25.8,-8.8,0.8,0.8,2.0,40.1,16.5,0.0
