Player,MBAPPE,O-MBAPPE,D-MBAPPE,eLPA,Born,Age,Competition,Team,Nation,Primary Position,Secondary Positions,SCA%,PRG%,TO%,FIN%,INT%,TKL%,SP%,AER%,USG%,DENY%
Christopher Jullien,-0.028,0.004,-0.032,3.06,1993,24.0,Ligue 1,Toulouse,France,CB,,6.1,7.5,19.6,-8.3,1.4,1.0,0.3,70.7,10.1,0.0
Christopher Nkunku,0.048,0.046,0.001,1.11,1997,19.0,Ligue 1,Paris Saint-Germain,France,LW,"RW, DM, LM, RM, CM",10.1,8.8,21.4,7.5,1.1,0.9,1.0,50.0,13.3,0.0
Christopher Schindler,-0.006,0.003,-0.01,4.39,1990,27.0,Premier League,Huddersfield Town,Germany,CB,,5.1,6.4,17.0,-4.8,1.9,1.6,0.3,60.6,8.8,0.0
Chuba Akpom,-0.055,-0.041,-0.014,1.13,1995,21.0,Belgian Pro League,Sint-Truiden,England,ST,,7.5,6.0,26.3,1.3,0.6,0.7,0.5,47.3,9.1,0.0
Chuca,0.006,0.011,-0.004,0.13,1997,20.0,"La Liga, UEL",Villarreal,Spain,CM,"LB, AM, ST, RM, LM",9.5,9.5,24.1,-0.1,1.2,1.0,1.6,46.4,14.0,0.0
Ciaran Clark,-0.008,0.019,-0.027,2.31,1989,27.0,Premier League,Newcastle United,Ireland,CB,,6.0,6.8,23.0,1.7,1.1,1.1,0.9,50.4,11.6,0.0
Cicinho,-0.026,-0.026,0.0,0.0,1988,28.0,UEL,Ludogorets,Bulgaria,RB,,8.4,9.9,24.2,-0.6,1.5,1.7,0.9,46.1,14.4,0.0
Ciprian Tătărușanu,0.048,-0.004,0.052,5.85,1986,31.0,Ligue 1,Nantes,Romania,GK,,2.5,2.6,30.6,0.4,0.3,0.3,0.4,60.6,9.7,4.8
Ciro Immobile,0.186,0.173,0.013,7.51,1990,27.0,"Serie A, UEL",Lazio,Italy,ST,,12.9,6.7,28.2,23.9,0.3,0.4,0.4,46.4,14.3,0.0
Claud Adjapong,-0.006,0.007,-0.013,1.65,1998,19.0,Serie A,Sassuolo,Italy,WB,"LB, LW",9.4,9.2,26.4,-3.5,1.5,1.6,0.5,50.0,13.9,0.0
Claudio Beauvue,-0.026,-0.026,0.0,1.99,1988,29.0,La Liga,Leganés,Guadeloupe,ST,,11.9,7.0,32.2,-8.7,0.6,0.6,0.5,40.4,13.0,0.0
Claudio Bravo,0.032,0.03,0.002,0.37,1983,34.0,"Premier League, UCL",Manchester City,Chile,GK,,6.8,6.3,21.8,0.4,1.0,1.0,0.9,51.3,11.1,0.8
Claudio Marchisio,0.034,0.025,0.009,1.35,1986,31.0,"UCL, Serie A",Juventus,Italy,CM,"RW, DM, LM, RM",12.1,10.5,18.0,-1.1,0.9,1.3,1.1,51.2,13.1,0.0
Claudio Pizarro,0.016,0.022,-0.006,0.87,1978,38.0,Bundesliga,Köln,Peru,ST,"AM, CM",11.6,9.3,25.4,-3.7,1.0,1.3,0.8,44.5,14.2,0.0
Claudio Yacob,0.002,0.001,0.001,1.26,1987,30.0,Premier League,West Bromwich Albion,Argentina,CM,DM,7.6,8.3,20.6,-2.1,1.4,1.9,0.7,44.6,11.4,0.0
Clinton Mata,-0.007,-0.041,0.033,2.63,1992,24.0,Belgian Pro League,"Charleroi, Genk",Angola,RB,RW,9.9,11.6,23.2,-2.1,1.9,1.7,0.7,55.9,14.6,0.0
Clinton N'Jie,0.091,0.085,0.006,1.81,1993,23.0,"UEL, Ligue 1",Marseille,Cameroon,ST,"RW, LW",11.4,8.0,28.4,4.4,0.8,0.9,0.7,35.5,13.8,0.0
Clément Grenier,-0.039,-0.027,-0.012,1.32,1991,26.0,Ligue 1,"Lyon, Guingamp",France,AM,DM,11.9,12.1,29.1,3.9,1.2,1.2,6.5,46.7,18.2,0.0
Clément Lenglet,0.066,0.028,0.038,5.66,1995,22.0,"La Liga, UCL",Sevilla,France,CB,,4.0,5.1,15.8,2.0,1.3,1.5,0.3,59.6,9.0,0.0
Clément Michelin,-0.008,-0.003,-0.005,0.37,1997,20.0,Ligue 1,Toulouse,France,RB,RM,8.4,9.8,24.1,0.4,1.2,1.4,0.9,49.1,12.8,0.0
Clément Tainmont,0.001,-0.002,0.002,1.64,1986,31.0,Belgian Pro League,"Charleroi, Mechelen",France,LW,LM,10.7,9.4,31.1,4.9,1.3,1.5,1.6,50.0,16.1,0.0
Coke,0.014,0.014,0.001,2.06,1987,30.0,La Liga,Levante,Spain,RB,"LB, RM",9.6,10.9,26.1,5.4,1.9,1.4,0.5,51.8,14.6,0.0
Colin Coosemans,-0.012,-0.005,-0.007,3.51,1992,24.0,Belgian Pro League,Mechelen,Belgium,GK,,3.4,3.1,29.7,0.4,0.4,0.4,0.7,56.7,11.0,7.0
Collin Quaner,-0.014,-0.006,-0.008,1.63,1991,26.0,Premier League,Huddersfield Town,Germany,RW,"AM, ST, LM, RM, WB",13.7,11.5,28.8,-6.2,1.0,1.1,0.8,42.9,15.0,0.0
Collins Fai,0.004,0.009,-0.005,3.59,1992,24.0,Belgian Pro League,Standard Liège,Cameroon,LB,RB,10.4,10.6,25.0,2.3,1.9,2.0,0.7,49.0,14.4,0.0
Connor Goldson,-0.002,0.018,-0.02,0.27,1992,24.0,Premier League,Brighton,England,CB,,8.8,8.4,23.4,-0.6,1.1,1.2,1.0,54.8,13.0,0.0
Connor Roberts,0.001,0.009,-0.009,0.38,1995,21.0,Premier League,Swansea City,Wales,RB,WB,9.2,9.1,23.9,0.4,1.2,1.2,1.0,46.9,13.7,0.0
Constantin Budescu,-0.034,-0.028,-0.006,0.0,1989,28.0,UEL,FCSB,Romania,AM,,13.6,11.1,29.2,6.1,1.0,0.9,3.3,47.7,16.7,0.0
Corentin Jean,-0.025,-0.016,-0.009,2.03,1995,22.0,Ligue 1,Toulouse,France,RW,"AM, RM, ST, LM",12.4,8.9,29.5,-4.2,1.0,0.7,2.2,40.1,13.9,0.0
Corentin Tolisso,0.162,0.132,0.029,4.11,1994,22.0,"Bundesliga, UCL",Bayern Munich,France,CM,"RW, DM, LM, RM",11.1,12.2,15.0,13.1,1.1,1.3,0.6,46.6,13.8,0.0
Cosmin Moți,-0.011,-0.005,-0.006,0.0,1984,32.0,UEL,Ludogorets,Romania,CB,,6.6,7.3,19.4,4.3,1.6,1.0,0.7,50.0,10.0,0.0
Costel Pantilimon,0.002,0.012,-0.011,0.76,1987,30.0,La Liga,Deportivo de La Coruña,Romania,GK,,6.6,6.3,25.7,0.4,0.8,0.8,1.3,50.0,11.6,-0.3
Craig Cathcart,0.018,0.014,0.004,0.79,1989,28.0,Premier League,Watford,Northern Ireland,CB,,8.1,7.5,22.2,-0.1,1.0,1.1,0.8,53.6,11.3,0.0
Craig Dawson,0.007,0.009,-0.003,3.63,1990,27.0,Premier League,West Bromwich Albion,England,CB,RB,8.2,8.7,25.1,-1.0,1.8,1.1,0.6,62.3,13.2,0.0
Craig Gordon,0.001,0.0,0.001,0.0,1982,34.0,UCL,Celtic,Scotland,GK,,7.0,6.7,26.0,0.4,0.9,0.8,0.9,50.0,12.7,-1.0
Cristhian Stuani,0.038,0.042,-0.004,4.55,1986,30.0,La Liga,Girona,Uruguay,ST,,9.3,5.5,30.1,7.4,0.5,0.7,0.5,47.1,12.6,0.0
Cristian Ansaldi,0.013,0.005,0.007,2.79,1986,30.0,Serie A,Torino,Argentina,LB,"RB, LW, LM, CM, WB",11.6,12.0,27.5,1.8,1.1,1.5,0.7,43.0,15.8,0.0
Cristian Battocchio,-0.021,-0.014,-0.008,0.0,1992,25.0,UEL,Maccabi Tel Aviv,Italy,CM,DM,10.1,10.2,22.5,-0.6,1.1,1.0,2.1,48.8,14.2,0.0
Cristian Benavente,0.015,0.01,0.005,3.6,1994,23.0,Belgian Pro League,Charleroi,Peru,AM,"ST, LM, RM, CM",17.4,13.5,28.2,11.4,0.8,1.2,1.5,42.5,16.2,0.0
Cristian Dell'Orco,-0.014,-0.001,-0.012,0.54,1994,23.0,Serie A,Sassuolo,Italy,CB,WB,7.7,8.2,25.2,-0.1,1.5,0.9,0.8,51.0,12.9,0.0
Cristian Ledesma,-0.035,-0.012,-0.024,0.0,1978,38.0,UEL,Lugano,Argentina,CM,,7.6,7.5,23.7,0.4,1.0,1.0,1.0,50.0,10.8,0.0
Cristian Molinaro,0.001,0.0,0.001,2.17,1983,34.0,Serie A,Torino,Italy,LB,"LM, WB",7.4,11.9,21.7,-0.1,1.3,1.5,0.8,61.6,12.9,0.0
Cristian Rivera,-0.002,0.009,-0.01,0.33,1997,20.0,La Liga,Eibar,Spain,CM,"DM, LM",8.9,8.3,22.3,0.4,1.2,1.6,0.9,50.0,12.3,0.0
Cristian Tello,0.029,0.041,-0.012,2.73,1991,25.0,La Liga,Real Betis,Spain,LW,"LM, ST, RM",13.5,9.8,25.8,8.4,1.1,1.3,0.8,50.0,14.4,0.0
Cristiano Biraghi,0.003,-0.001,0.004,4.2,1992,24.0,Serie A,Fiorentina,Italy,LB,WB,8.2,7.1,25.8,-2.4,1.3,1.4,4.6,50.5,15.8,0.0
Cristiano Lombardi,-0.033,-0.017,-0.016,1.26,1995,21.0,Serie A,Benevento,Italy,RW,"RM, RB, LW, LM, WB",10.4,8.1,27.0,-4.8,1.2,1.4,0.8,44.0,13.9,0.0
Cristiano Piccini,-0.033,-0.015,-0.018,0.0,1992,24.0,UCL,Sporting CP,Italy,RB,CB,9.6,10.2,23.4,-0.1,1.2,1.2,1.2,54.2,12.6,0.0
Cristiano Ronaldo,0.252,0.251,0.001,7.54,1985,32.0,"La Liga, UCL",Real Madrid,Portugal,ST,LW,14.1,9.0,23.6,0.7,0.5,0.4,2.0,53.9,15.6,0.0
Cristiano da Silva Leite,-0.016,-0.015,-0.001,0.0,1993,23.0,UEL,Sheriff Tiraspol,Brazil,WB,LB,9.3,10.8,28.4,-1.1,1.5,1.2,1.6,44.8,15.3,0.0
Cristián Zapata,0.081,0.021,0.06,1.98,1986,30.0,"Serie A, UEL",AC Milan,Colombia,CB,RM,5.3,9.9,15.4,-1.6,1.3,1.6,0.5,65.4,10.2,0.0
Cuco Martina,0.018,-0.002,0.02,2.78,1989,27.0,"Premier League, UEL",Everton,Curaçao,LB,"CB, RB, WB",8.4,9.7,21.9,-0.1,1.9,1.5,0.8,41.7,12.8,0.0
Curtis Edwards,-0.01,-0.004,-0.006,0.0,1994,23.0,UEL,Östersund,England,CM,"RB, RM",11.8,10.0,22.3,-0.1,1.4,1.2,1.0,41.3,13.1,0.0
Cyril Théréau,0.015,0.006,0.009,1.94,1983,34.0,Serie A,"Fiorentina, Udinese",France,LW,"AM, ST",13.6,11.0,26.6,-1.4,0.9,0.8,0.8,50.4,15.3,0.0
Cédric Bakambu,0.037,0.046,-0.01,2.1,1991,26.0,"La Liga, UEL",Villarreal,DR Congo,ST,,11.1,7.8,28.7,18.1,0.6,0.8,0.5,39.7,13.5,0.0
Cédric Soares,0.033,-0.0,0.033,4.56,1991,25.0,Premier League,Southampton,Portugal,RB,WB,9.2,9.8,25.6,-3.0,0.9,1.2,0.9,37.8,15.8,0.0
Cédric Varrault,-0.006,0.007,-0.012,1.19,1980,37.0,Ligue 1,Dijon,France,CB,,7.0,8.4,18.8,3.8,1.4,1.0,0.7,57.9,10.5,0.0
Cédric Yamberé,-0.026,-0.003,-0.023,3.36,1990,26.0,Ligue 1,Dijon,Central African Republic,CB,,5.5,8.1,18.6,8.8,1.6,1.3,0.4,55.2,9.5,0.0
César Azpilicueta,0.122,0.064,0.058,7.7,1989,27.0,"Premier League, UCL",Chelsea,Spain,CB,"RB, WB",6.6,9.7,15.9,6.8,1.6,1.5,0.3,57.7,11.8,0.0
Dalbert Henrique,0.011,0.017,-0.005,0.78,1993,23.0,Serie A,Inter Milan,Brazil,LB,,8.2,9.6,23.3,-0.1,1.6,1.4,0.8,52.4,13.9,0.0
Dale Stephens,-0.008,-0.007,-0.001,4.28,1989,28.0,Premier League,Brighton,England,CM,DM,8.7,11.9,18.2,-5.3,1.7,1.7,0.4,49.0,11.2,0.0
Daler Kuzyaev,0.002,0.011,-0.009,0.0,1993,24.0,UEL,Zenit,Russia,LM,RM,9.6,9.4,23.3,4.3,1.3,1.5,0.8,52.1,12.7,0.0
Daley Blind,0.055,0.052,0.003,0.65,1990,27.0,"Premier League, UCL",Manchester United,Netherlands,LB,"CB, LW, LM, WB",10.1,9.5,21.1,-0.6,1.6,1.2,2.2,53.7,14.1,0.0
Dame Diop,-0.013,-0.011,-0.001,0.0,1993,24.0,UEL,Fastav Zlín,Senegal,ST,,10.2,8.1,25.9,1.3,1.1,1.1,0.9,42.7,13.7,0.0
Damien Da Silva,0.01,-0.004,0.014,4.16,1988,29.0,Ligue 1,Caen,France,CB,,4.4,6.5,17.7,10.9,1.2,1.1,0.6,53.8,9.1,0.0
Damien Dussaut,-0.014,-0.0,-0.014,1.72,1994,22.0,Belgian Pro League,Sint-Truiden,France,RB,"LB, RW, LW, RM",8.7,9.4,27.1,1.3,1.1,1.4,0.8,45.9,13.0,0.0
Damien Le Tallec,-0.021,-0.006,-0.015,0.0,1990,27.0,UEL,Red Star,France,CB,,7.7,7.7,18.9,-1.1,2.0,1.0,0.8,52.4,10.6,0.0
Damien Marcq,-0.052,-0.023,-0.029,0.72,1988,28.0,Belgian Pro League,"Zulte Waregem, Gent",France,DM,CM,9.0,9.5,23.3,-0.6,1.2,1.2,0.7,50.9,12.4,0.0
Damir Ceter,-0.009,-0.007,-0.002,0.26,1997,19.0,Serie A,Cagliari,Colombia,ST,,9.8,9.0,26.0,-0.1,1.0,1.1,1.0,47.9,13.8,0.0
Damián Suárez,-0.019,-0.031,0.012,3.58,1988,29.0,La Liga,Getafe,Uruguay,RB,,10.6,12.9,29.2,2.3,1.5,1.9,3.4,44.5,16.3,0.0
Damjan Bohar,-0.031,-0.016,-0.015,0.0,1991,25.0,UCL,NK Maribor,Slovenia,LW,LM,10.1,8.9,23.0,2.8,1.2,1.2,2.4,47.8,12.9,0.0
Dan Einbinder,0.005,0.01,-0.005,0.0,1989,28.0,UEL,Be'er Sheva,Israel,LM,,10.1,9.8,22.0,1.3,1.3,1.2,0.9,50.0,12.9,0.0
Dan Gosling,-0.009,0.011,-0.02,2.57,1990,27.0,Premier League,Bournemouth,England,CM,"DM, RM",10.8,10.8,24.1,-0.1,1.3,1.3,0.4,49.7,13.7,0.0
Dan-Axel Zagadou,0.017,0.004,0.013,0.99,1999,18.0,"Bundesliga, UCL",Borussia Dortmund,France,LB,"CB, RB, LW",7.8,8.4,20.8,1.8,1.5,1.3,1.1,61.1,13.6,0.0
Dani Alves,0.124,0.096,0.028,4.79,1983,34.0,"UCL, Ligue 1",Paris Saint-Germain,Brazil,RB,RW,12.5,12.1,17.8,5.4,1.4,2.2,1.8,47.7,15.7,0.0
Dani Carvajal,0.107,0.077,0.03,4.89,1992,25.0,"La Liga, UCL",Real Madrid,Spain,RB,,9.1,9.5,18.9,-6.6,1.7,1.7,0.5,46.7,14.7,0.0
Dani Castellano,-0.038,-0.012,-0.027,2.23,1987,29.0,La Liga,Las Palmas,Spain,LB,,7.6,9.2,23.9,-0.1,1.7,1.3,0.5,50.0,12.6,0.0
Dani Ceballos,0.03,0.02,0.01,0.65,1996,20.0,"La Liga, UCL",Real Madrid,Spain,CM,"AM, ST, LM, RM",11.6,10.9,18.0,7.1,1.3,1.3,1.1,48.8,14.0,0.0
Dani García,-0.011,-0.012,0.001,3.6,1990,27.0,La Liga,Eibar,Spain,CM,DM,9.6,11.5,20.7,-2.1,2.0,1.7,0.6,57.0,11.8,0.0
Dani Giménez,0.018,0.016,0.002,0.47,1983,34.0,La Liga,Real Betis,Spain,GK,,8.0,7.2,24.8,0.4,1.0,0.9,0.9,51.3,12.5,-2.7
Dani Raba,0.009,0.014,-0.006,1.61,1995,21.0,"La Liga, UEL",Villarreal,Spain,CM,"AM, RW, ST, RM",14.6,11.0,27.7,0.8,1.4,1.7,2.6,43.6,17.1,0.0
Daniel Amartey,-0.017,0.011,-0.027,0.61,1994,22.0,Premier League,Leicester City,Ghana,RB,,7.3,8.4,23.1,0.4,1.3,1.1,1.1,52.7,13.0,0.0
Daniel Baier,-0.008,0.004,-0.012,3.36,1984,33.0,Bundesliga,Augsburg,Germany,DM,CM,12.2,13.9,25.7,-3.9,1.9,2.1,0.8,45.8,17.5,0.0
Daniel Bessa,-0.006,0.002,-0.008,2.46,1993,24.0,Serie A,"Genoa, Hellas Verona",Italy,CM,"AM, DM, ST, LM",14.8,11.3,24.3,1.2,1.0,1.3,1.1,33.1,13.9,0.0
Daniel Brosinski,-0.015,-0.004,-0.011,3.2,1988,29.0,Bundesliga,Mainz 05,Germany,LB,"RW, RB, LW, WB",10.9,12.4,31.0,-5.7,1.1,1.4,4.2,42.2,18.7,0.0
Daniel Caligiuri,0.015,0.005,0.01,4.37,1988,29.0,Bundesliga,Schalke 04,Italy,WB,"RW, RM",11.8,12.1,28.6,5.4,1.9,1.9,2.9,51.1,18.0,0.0
Daniel Carriço,-0.001,0.016,-0.018,0.63,1988,28.0,La Liga,Sevilla,Portugal,CB,,7.4,7.6,20.6,-0.1,1.5,1.3,0.8,50.8,11.2,0.0
Daniel Congré,0.021,-0.011,0.031,4.07,1985,32.0,Ligue 1,Montpellier,France,CB,"LB, WB",5.0,8.0,17.7,-0.1,1.8,1.5,0.5,60.5,9.0,0.0
Daniel Didavi,-0.017,-0.018,0.002,2.81,1990,27.0,Bundesliga,Wolfsburg,Germany,AM,"RW, RM, CM",12.4,11.7,27.4,20.6,0.7,1.1,2.2,38.3,16.0,0.0
Daniel Ginczek,0.018,0.022,-0.004,2.32,1991,26.0,Bundesliga,Stuttgart,Germany,ST,AM,12.7,7.8,31.6,-3.4,0.8,0.7,0.9,42.4,14.4,0.0
Daniel Holzer,-0.026,-0.017,-0.009,0.0,1995,21.0,UEL,Fastav Zlín,Czechia,LB,,11.3,10.8,26.3,-0.1,1.1,1.0,1.7,45.9,14.8,0.0
Daniel Kolář,-0.008,-0.006,-0.001,0.0,1985,31.0,UEL,Viktoria Plzeň,Czechia,AM,,10.5,9.8,27.5,-4.8,1.0,0.9,0.7,39.2,13.7,0.0
Daniel Opare,-0.029,-0.012,-0.017,1.65,1990,26.0,Bundesliga,Augsburg,Ghana,RB,WB,8.3,10.6,30.1,-0.1,1.6,1.6,1.1,51.8,15.5,0.0
Daniel Parejo,0.019,0.002,0.017,4.6,1989,28.0,La Liga,Valencia,Spain,CM,,13.0,15.8,20.8,-3.7,1.1,1.7,8.3,46.7,17.3,0.0
Daniel Pavlović,-0.019,-0.003,-0.016,1.05,1988,29.0,Serie A,"Crotone, Sampdoria",Bosnia and Herzegovina,LB,WB,7.8,8.7,27.0,-0.1,0.9,1.0,3.3,51.8,13.8,0.0
Daniel Sturridge,0.103,0.097,0.006,1.19,1989,27.0,"Premier League, UCL","West Bromwich Albion, Liverpool",England,ST,"RW, LW",13.6,9.0,25.8,-5.8,0.8,0.8,1.1,45.0,14.5,0.0
Daniel Torres,-0.015,-0.009,-0.006,1.55,1989,27.0,La Liga,Deportivo Alavés,Colombia,CM,DM,8.5,9.9,21.2,-0.1,1.4,1.0,0.6,48.4,10.9,0.0
Daniel Wass,-0.008,0.005,-0.012,3.88,1989,28.0,La Liga,Celta Vigo,Denmark,RW,"RM, RB, LM",12.0,9.8,25.5,1.6,1.1,0.8,5.3,48.5,16.0,0.0
Daniele Baselli,0.022,0.014,0.007,3.92,1992,25.0,Serie A,Torino,Italy,CM,"AM, DM, LM, RM",11.8,10.1,21.9,1.2,1.9,1.3,0.7,52.0,13.5,0.0
Daniele Bonera,0.048,0.019,0.029,2.09,1981,36.0,"La Liga, UEL",Villarreal,Italy,CB,,5.4,8.6,15.6,-1.1,1.2,1.2,0.5,55.0,8.9,0.0
Daniele De Rossi,0.012,0.008,0.004,2.7,1983,34.0,"UCL, Serie A",Roma,Italy,CM,DM,8.0,10.7,17.4,0.4,1.8,1.0,0.6,55.6,11.6,0.0
Daniele Dessena,-0.01,-0.01,0.001,0.76,1987,30.0,Serie A,Cagliari,Italy,CM,"DM, RM, WB",9.2,8.5,24.7,-0.1,1.2,1.4,0.8,45.4,13.4,0.0
Daniele Rugani,0.063,0.032,0.03,3.61,1994,23.0,"UCL, Serie A",Juventus,Italy,CB,,4.5,5.3,13.5,4.6,1.1,0.9,0.4,54.4,9.6,0.0
Daniele Verde,-0.099,-0.046,-0.054,1.24,1996,21.0,Serie A,Hellas Verona,Italy,RW,"AM, LW, ST, LM, RM",11.7,11.4,29.5,-1.0,1.4,0.7,3.5,44.3,14.2,0.0
Danijel Milićević,-0.054,-0.049,-0.005,1.56,1986,31.0,Belgian Pro League,"Gent, Metz",Bosnia and Herzegovina,AM,"RW, DM, LW, ST, LM, RM, CM",13.9,12.4,30.1,-9.9,0.9,0.7,6.6,46.4,17.6,0.0
Danijel Subašić,0.016,-0.002,0.018,4.45,1984,32.0,"UCL, Ligue 1",Monaco,Croatia,GK,,2.7,2.3,27.0,0.4,0.3,0.3,0.3,57.3,8.4,2.5
Danilo,0.087,0.044,0.043,2.76,1991,26.0,"Premier League, UCL",Manchester City,Brazil,RB,"LB, CB, LW, LM, WB",7.4,9.2,15.1,8.8,1.4,1.8,0.7,57.3,12.4,0.0
Danilo Avelar,-0.036,-0.016,-0.019,1.92,1989,28.0,Ligue 1,Amiens,Brazil,LB,"LW, LM",10.4,10.1,28.9,2.8,1.7,1.5,1.0,60.3,14.8,0.0
Danilo Barbosa,-0.029,-0.014,-0.015,0.0,1996,21.0,UEL,Braga,Brazil,CM,,8.5,8.9,24.5,-1.1,1.9,1.3,1.0,52.9,13.5,0.0
Danilo Cataldi,-0.035,-0.02,-0.016,2.57,1994,22.0,Serie A,Benevento,Italy,CM,"AM, RW, DM, LM",13.2,12.0,20.8,-2.0,1.5,1.1,2.1,42.2,13.9,0.0
Danilo D'Ambrosio,0.035,0.018,0.017,4.93,1988,28.0,Serie A,Inter Milan,Italy,RB,"LB, CB",8.8,9.4,20.3,-2.7,1.4,1.9,0.8,57.6,13.8,0.0
Danilo Larangeira,0.009,0.006,0.003,4.03,1984,33.0,Serie A,Udinese,Brazil,CB,,4.5,5.8,19.6,-1.0,1.7,0.9,0.5,53.2,10.4,0.0
Danilo Pantić,-0.023,-0.011,-0.012,0.0,1996,20.0,UEL,Partizan,Serbia,CM,"RM, LM",11.5,9.5,24.7,-1.1,1.2,1.4,1.3,50.0,13.8,0.0
Danilo Pereira,-0.025,-0.007,-0.018,0.0,1991,25.0,UCL,Porto,Portugal,CM,DM,10.2,8.3,22.4,2.8,1.4,1.4,0.8,53.5,12.4,0.0
Danny,-0.006,0.001,-0.008,0.0,1983,33.0,UEL,Slavia Prague,Portugal,AM,,10.9,10.6,24.4,2.8,1.0,1.0,1.0,50.0,14.0,0.0
Danny Drinkwater,0.041,0.035,0.006,0.9,1990,27.0,"Premier League, UCL",Chelsea,England,CM,DM,9.4,8.4,19.5,4.3,1.3,1.4,0.8,45.3,12.5,0.0
Danny Ings,0.024,0.027,-0.003,0.42,1992,25.0,"Premier League, UCL",Liverpool,England,ST,"AM, RW, LW",9.4,7.7,27.1,-2.0,1.1,1.3,0.9,43.7,14.3,0.0
Danny Latza,0.003,-0.017,0.02,3.31,1989,27.0,Bundesliga,Mainz 05,Germany,CM,"DM, LM, RM",13.2,11.7,23.4,1.7,1.2,1.8,1.2,51.9,15.6,0.0
Danny Rose,0.034,0.03,0.004,1.32,1990,27.0,"Premier League, UCL",Tottenham Hotspur,England,LB,"DM, CM, WB",10.5,11.3,25.4,-2.5,1.2,1.5,1.3,52.9,15.9,0.0
Danny Simpson,-0.007,-0.004,-0.003,3.07,1987,30.0,Premier League,Leicester City,England,RB,CB,5.3,6.5,22.8,-0.6,1.4,1.0,0.9,47.6,11.7,0.0
Danny Vukovic,0.016,0.002,0.014,5.17,1985,32.0,Belgian Pro League,Genk,Australia,GK,,2.9,2.1,23.9,0.4,0.4,0.3,0.3,55.5,8.4,-8.2
Danny Welbeck,0.047,0.044,0.004,2.09,1990,26.0,"Premier League, UEL",Arsenal,England,LW,"AM, RW, ST",12.4,6.5,24.7,-6.3,1.0,1.1,0.5,47.2,13.5,0.0
Danny Williams,-0.005,-0.006,0.001,1.51,1989,28.0,Premier League,Huddersfield Town,United States,DM,"CB, CM",8.4,8.2,24.0,-1.6,1.7,1.2,0.6,42.5,12.3,0.0
Danny da Costa,0.014,0.011,0.003,1.8,1993,24.0,Bundesliga,Eintracht Frankfurt,Germany,RW,"CB, RB, WB",9.8,10.1,25.6,1.3,1.2,2.0,0.9,48.8,14.6,0.0
Dante,0.017,0.029,-0.012,4.41,1983,33.0,"UEL, Ligue 1",Nice,Brazil,CB,,5.0,5.5,9.9,-4.0,1.7,1.1,0.6,56.8,8.1,0.0
Dario Dainelli,-0.013,-0.002,-0.01,1.94,1979,38.0,Serie A,Chievo Verona,Italy,CB,RM,5.8,7.5,20.5,-3.0,2.3,1.1,0.5,65.3,10.5,0.0
Dario Župarić,-0.025,-0.012,-0.013,0.0,1992,25.0,UEL,Rijeka,Bosnia and Herzegovina,CB,,8.5,8.2,22.2,-0.1,1.5,1.2,0.8,51.8,11.5,0.0
Darko Brašanac,-0.011,0.003,-0.014,1.57,1992,25.0,La Liga,Leganés,Serbia,CM,"AM, RW, DM, LW, RM",12.1,9.4,23.5,2.2,1.1,1.2,0.8,49.4,11.8,0.0
Darko Lazović,0.019,0.011,0.008,1.9,1990,26.0,Serie A,Genoa,Serbia,WB,"DM, RM",12.7,10.7,27.4,-2.1,1.2,1.1,1.0,45.4,15.3,0.0
Darren Fletcher,-0.04,-0.004,-0.036,2.4,1984,33.0,Premier League,Stoke City,Scotland,CM,"DM, RM",10.4,10.1,24.0,3.3,1.2,1.2,1.4,50.0,13.3,0.0
Daryl Janmaat,0.01,0.031,-0.021,2.67,1989,28.0,Premier League,Watford,Netherlands,RB,"CB, WB",9.0,10.8,25.0,5.8,1.5,1.5,0.5,55.5,14.1,0.0
David Abraham,0.003,-0.001,0.004,3.25,1986,31.0,Bundesliga,Eintracht Frankfurt,Argentina,CB,,6.1,8.9,18.2,-1.6,1.6,1.4,0.6,61.3,10.6,0.0
David Alaba,0.089,0.051,0.038,3.2,1992,25.0,"Bundesliga, UCL",Bayern Munich,Austria,LB,LW,10.1,9.6,19.0,1.7,1.0,1.0,2.4,50.6,14.5,0.0
David Alcibiade,-0.002,0.005,-0.008,0.28,1991,25.0,Ligue 1,Nantes,France,CB,,9.0,8.7,23.3,-0.1,1.5,1.3,1.0,54.5,12.8,0.0
David Da Costa,-0.026,-0.0,-0.025,0.0,1986,31.0,UEL,Lugano,Switzerland,GK,,6.8,6.8,26.0,0.4,0.9,0.9,1.2,50.0,12.7,5.7
David García,-0.019,0.012,-0.032,1.08,1982,35.0,La Liga,Las Palmas,Spain,CB,,7.2,8.5,20.9,3.3,1.6,1.2,0.6,54.0,11.5,0.0
David Goresh,-0.011,0.001,-0.013,0.0,1980,37.0,UEL,Be'er Sheva,Israel,GK,,7.2,6.8,25.2,0.4,0.9,0.9,0.9,52.5,12.2,0.4
David Juncà,-0.002,-0.004,0.002,1.23,1993,23.0,La Liga,Eibar,Spain,LB,,9.2,11.8,26.5,-0.1,1.2,1.2,2.1,50.0,15.3,0.0
David Limberský,0.007,0.007,0.0,0.0,1983,33.0,UEL,Viktoria Plzeň,Czechia,LB,,8.1,10.2,23.2,-0.1,1.4,1.2,1.5,50.0,13.1,0.0
David Lombán,-0.006,0.005,-0.012,1.33,1987,30.0,La Liga,Eibar,Spain,CB,,6.2,7.7,20.3,4.3,1.9,1.0,0.6,63.5,10.4,0.0
