player,team,rating,season
Gonçalo Paciência,Celta Vigo,6.65,22-23
Aihen Muñoz,Real Sociedad,6.65,22-23
Djené,Getafe,6.65,22-23
Pape Gueye,Sevilla,6.65,22-23
Luca Koleosho,Espanyol,6.65,22-23
Clément Grenier,Mallorca,6.65,22-23
Kaiky,Almería,6.65,22-23
Haissem Hassan,Villarreal,6.65,22-23
Alexander Callens,Girona FC,6.65,22-23
Iddrisu Baba,Mallorca,6.65,22-23
Rafa Mir,Sevilla,6.65,22-23
Gastón Álvarez,Getafe,6.65,22-23
Mikel Oyarzabal,Real Sociedad,6.64,22-23
Jaime Mata,Getafe,6.64,22-23
Marcos André,Valencia,6.64,22-23
Javier Guerra,Valencia,6.64,22-23
Pablo Marín,Real Sociedad,6.64,22-23
Iker Muñoz,Osasuna,6.64,22-23
Pablo Barrios,Atlético Madrid,6.64,22-23
Dennis Hadžikadunić,Mallorca,6.64,22-23
Rubén Sobrino,Cádiz,6.63,22-23
Fidel,Elche,6.63,22-23
Sergio Reguilón,Atlético Madrid,6.63,22-23
Cristhian Mosquera,Valencia,6.63,22-23
Carlos Martín,Atlético Madrid,6.63,22-23
Fede San Emeterio,Cádiz,6.63,22-23
Víctor Chust,Cádiz,6.63,22-23
Oier Zarraga,Athletic Club,6.63,22-23
Keidi Bare,Espanyol,6.63,22-23
Helibelton Palacios,Elche,6.63,22-23
Thomas Delaney,Sevilla,6.63,22-23
Valery Fernández,Girona FC,6.62,22-23
Bryan Gil,Sevilla,6.62,22-23
Dimitri Foulquier,Valencia,6.62,22-23
Brian Ocampo,Cádiz,6.62,22-23
Asier Villalibre,Athletic Club,6.62,22-23
Braian Cufré,Mallorca,6.62,22-23
Reinier,Girona FC,6.62,22-23
José Mari,Cádiz,6.62,22-23
Tanguy Nianzou,Sevilla,6.62,22-23
Pablo Torre,Barcelona,6.61,22-23
Gonzalo Villar,Getafe,6.61,22-23
Largie Ramazani,Almería,6.61,22-23
Mamadou Mbaye,Cádiz,6.61,22-23
Portu,Getafe,6.61,22-23
Carlos Fernández,Real Sociedad,6.6,22-23
Hugo Duro,Valencia,6.6,22-23
Óscar Trejo,Rayo Vallecano,6.6,22-23
Juanpe,Girona FC,6.6,22-23
Mariano Díaz,Real Madrid,6.6,22-23
Oscar Ureña,Girona FC,6.6,22-23
Manuel Pozo Guerrero,Real Valladolid,6.6,22-23
Lago Júnior,Mallorca,6.6,22-23
Francisco Mwepu,Cádiz,6.6,22-23
Alberto Perea,Cádiz,6.6,22-23
Roberto Torres,Osasuna,6.6,22-23
Diego Collado,Villarreal,6.6,22-23
Josep Gayá,Mallorca,6.6,22-23
Ander Martín,Real Sociedad,6.6,22-23
Anthony Lozano,Cádiz,6.59,22-23
Juanmi,Real Betis,6.59,22-23
Nacho Vidal,Osasuna,6.59,22-23
Sergio Akieme,Almería,6.59,22-23
Luca De La Torre,Celta Vigo,6.59,22-23
Samu Sáiz,Girona FC,6.59,22-23
Jon Morcillo,Athletic Club,6.59,22-23
Adrià Pedrosa,Espanyol,6.59,22-23
Jon Karrikaburu,Real Sociedad,6.58,22-23
Martín Montoya,Real Betis,6.58,22-23
Alberto Mari,Valencia,6.58,22-23
Pablo Ibáñez Lumbreras,Osasuna,6.58,22-23
Ricard Artero,Girona FC,6.58,22-23
Sergio Asenjo,Real Valladolid,6.58,22-23
Juan Carlos,Girona FC,6.58,22-23
Gonzalo Montiel,Sevilla,6.58,22-23
Randy Nteka,Elche,6.57,22-23
Denis Suárez,Espanyol,6.57,22-23
Nicolás Melamed,Espanyol,6.57,22-23
Óscar Gil,Espanyol,6.57,22-23
Jaime Seoane,Getafe,6.57,22-23
Aleix Vidal,Espanyol,6.57,22-23
Yunus Musah,Valencia,6.57,22-23
Bebé,Rayo Vallecano,6.57,22-23
Antonio Blanco,Cádiz,6.57,22-23
Ezequiel Ponce,Elche,6.56,22-23
Nicolás Fernández,Elche,6.56,22-23
Arnau Puigmal,Almería,6.56,22-23
Chumi,Almería,6.56,22-23
Rodrigo Battaglia,Mallorca,6.56,22-23
Carles Aleñá,Getafe,6.55,22-23
Andrés Martín,Rayo Vallecano,6.55,22-23
Sergio Arribas,Real Madrid,6.55,22-23
Loren Morón,Real Betis,6.55,22-23
Beñat Turrientes,Real Sociedad,6.55,22-23
Ángel Rodríguez,Mallorca,6.55,22-23
Roger Martí,Cádiz,6.55,22-23
Abdón Prats,Mallorca,6.55,22-23
Ángel Algobia,Getafe,6.54,22-23
Robert Navarro,Real Sociedad,6.54,22-23
Salvi Sánchez,Rayo Vallecano,6.54,22-23
Josep Chavarría,Rayo Vallecano,6.54,22-23
Iván Alejo,Cádiz,6.54,22-23
Manu Trigueros,Villarreal,6.53,22-23
Juan Cruz,Real Betis,6.53,22-23
Pol Lirola,Elche,6.53,22-23
Eden Hazard,Real Madrid,6.53,22-23
Ander Capa,Athletic Club,6.53,22-23
Diego Moreno,Osasuna,6.53,22-23
Jesús Vázquez,Valencia,6.53,22-23
Aritz Elustondo,Real Sociedad,6.53,22-23
Toni Villa,Girona FC,6.52,22-23
Joel Roca,Girona FC,6.52,22-23
Omar El Hilali,Espanyol,6.52,22-23
Shon Weissman,Real Valladolid,6.51,22-23
Abdul Mumin,Rayo Vallecano,6.51,22-23
Radamel Falcao,Rayo Vallecano,6.5,22-23
Lautaro Blanco,Elche,6.5,22-23
Augusto Solari,Celta Vigo,6.5,22-23
Jesús Vallejo,Real Madrid,6.5,22-23
Mamady Diarra,Cádiz,6.5,22-23
Roger Martínez,Espanyol,6.5,22-23
Casemiro,Real Madrid,6.5,22-23
Nabil Touaizi,Espanyol,6.5,22-23
Carlos Álvarez,Sevilla,6.5,22-23
Diego Mariño,Almería,6.5,22-23
Javi Llabrés,Mallorca,6.5,22-23
Babatunde Akinsola,Real Valladolid,6.5,22-23
Iván Romero,Sevilla,6.5,22-23
Alberto del Moral,Villarreal,6.5,22-23
Roberto Arroyo,Real Valladolid,6.5,22-23
Fran Delgado,Real Betis,6.5,22-23
Matt Doherty,Atlético Madrid,6.5,22-23
Pablo Durán,Celta Vigo,6.5,22-23
Raúl Parra,Cádiz,6.5,22-23
Kevin Vázquez,Celta Vigo,6.5,22-23
Joseba Zaldúa,Cádiz,6.49,22-23
Raúl Guti,Elche,6.49,22-23
Diego González,Elche,6.48,22-23
Tomás Alarcón,Cádiz,6.48,22-23
Pol Lozano,Espanyol,6.48,22-23
Amath Ndiaye,Mallorca,6.47,22-23
Dani Gómez,Espanyol,6.47,22-23
José Pozo,Rayo Vallecano,6.46,22-23
Unai Vencedor,Athletic Club,6.46,22-23
Fernando Niño,Villarreal,6.45,22-23
Mikel Balenziaga,Athletic Club,6.45,22-23
David Torres,Real Valladolid,6.44,22-23
Kenedy,Real Valladolid,6.44,22-23
Antonio Sánchez,Mallorca,6.44,22-23
Juan Narváez,Real Valladolid,6.44,22-23
Youba Diarra,Cádiz,6.44,22-23
Maximiliano Gómez,Valencia,6.43,22-23
Ludwig Augustinsson,Mallorca,6.43,22-23
John Nwankwo,Elche,6.42,22-23
Awer Mabil,Cádiz,6.42,22-23
Jordan Amavi,Getafe,6.42,22-23
Mickaël Malsa,Real Valladolid,6.42,22-23
Abner Vinícius,Real Betis,6.4,22-23
Sekou Gassama,Real Valladolid,6.4,22-23
Fabrizio Angileri,Getafe,6.4,22-23
Ángel Alarcón,Barcelona,6.4,22-23
Marko Milovanović,Almería,6.4,22-23
Mamadou Mbacke,Villarreal,6.4,22-23
Axel Werner,Elche,6.4,22-23
Álvaro Giménez,Cádiz,6.4,22-23
Gonzalo Verdú,Elche,6.38,22-23
Wassim Keddari,Espanyol,6.37,22-23
Domingos Quina,Elche,6.37,22-23
Filip Jørgensen,Villarreal,6.35,22-23
Mario Suárez,Rayo Vallecano,6.35,22-23
Fran Pérez,Valencia,6.3,22-23
Javier Pastore,Elche,6.3,22-23
Pablo Muñoz,Rayo Vallecano,6.3,22-23
Santiago Arzamendia,Cádiz,6.28,22-23
Pape Cheikh,Elche,6.25,22-23
Houboulang Mendes,Almería,6.2,22-23
Lamine Yamal,Barcelona,6.2,22-23
Antonio Gomis,Atlético Madrid,6.2,22-23
Alejandro Alfaro,Elche,6.2,22-23
Iñaki Peña,Barcelona,6.2,22-23
Mario Hernández,Rayo Vallecano,6.0,22-23
Diego Hormigo,Sevilla,6.0,22-23
Joan García,Espanyol,5.8,22-23
Diego López,Rayo Vallecano,5.65,22-23
Jorge Herrando,Osasuna,4.9,22-23
Arnau Tenas,Barcelona,0.0,22-23
Chadi Riad,Barcelona,0.0,22-23
Pedro Ortiz,Sevilla,0.0,22-23
Esteban Saveljich,Rayo Vallecano,0.0,22-23
Diego Mendez,Rayo Vallecano,0.0,22-23
Ruben Quintanilla,Mallorca,0.0,22-23
Álex Revuelta,Getafe,0.0,22-23
Jude Bellingham,Real Madrid,8.05,23-24
Thibaut Courtois,Real Madrid,8.0,23-24
Dominik Greif,Mallorca,7.8,23-24
Toni Kroos,Real Madrid,7.63,23-24
Iago Aspas,Celta Vigo,7.54,23-24
Isco,Real Betis,7.52,23-24
İlkay Gündoğan,Barcelona,7.48,23-24
Aleix García,Girona FC,7.48,23-24
Ivan Rakitić,Sevilla,7.46,23-24
Antoine Griezmann,Atlético Madrid,7.45,23-24
Frenkie de Jong,Barcelona,7.45,23-24
Takefusa Kubo,Real Sociedad,7.41,23-24
Federico Valverde,Real Madrid,7.38,23-24
Luka Modrić,Real Madrid,7.35,23-24
Gerard Moreno,Villarreal,7.35,23-24
Sergio Ramos,Sevilla,7.34,23-24
Lamine Yamal,Barcelona,7.34,23-24
Vinícius Júnior,Real Madrid,7.33,23-24
Iñaki Williams,Athletic Club,7.32,23-24
Rodrygo,Real Madrid,7.31,23-24
Iván Cuéllar,Mallorca,7.3,23-24
Antal Yaakobishvili,Girona FC,7.3,23-24
Savinho,Girona FC,7.29,23-24
Raphinha,Barcelona,7.28,23-24
Jesús Owono,Deportivo Alavés,7.28,23-24
Arda Güler,Real Madrid,7.27,23-24
João Cancelo,Barcelona,7.25,23-24
Alejandro Baena,Villarreal,7.25,23-24
Paulo Gazzaniga,Girona FC,7.24,23-24
Rodrigo de Paul,Atlético Madrid,7.24,23-24
Pepelu,Valencia,7.24,23-24
Lucas Vázquez,Real Madrid,7.24,23-24
Robert Lewandowski,Barcelona,7.23,23-24
Daniel Carvajal,Real Madrid,7.23,23-24
Viktor Tsygankov,Girona FC,7.22,23-24
Pedri,Barcelona,7.22,23-24
Mikel Merino,Real Sociedad,7.22,23-24
Filip Jørgensen,Villarreal,7.21,23-24
Samuel Lino,Atlético Madrid,7.21,23-24
Brahim Díaz,Real Madrid,7.2,23-24
Antonio Raíllo,Mallorca,7.2,23-24
Jaume Doménech,Valencia,7.2,23-24
David Gil,Cádiz,7.2,23-24
Claudio Bravo,Real Betis,7.2,23-24
Artem Dovbyk,Girona FC,7.2,23-24
Jeremías Ledesma,Cádiz,7.2,23-24
Marc-André ter Stegen,Barcelona,7.2,23-24
Andriy Lunin,Real Madrid,7.2,23-24
Ante Budimir,Osasuna,7.19,23-24
Gorka Guruzeta,Athletic Club,7.19,23-24
Alexander Sørloth,Villarreal,7.19,23-24
Brais Méndez,Real Sociedad,7.19,23-24
Eduardo Camavinga,Real Madrid,7.19,23-24
Álvaro Valles,Las Palmas,7.18,23-24
Aurélien Tchouaméni,Real Madrid,7.18,23-24
Pablo Fornals,Real Betis,7.18,23-24
Juanma Herzog,Las Palmas,7.18,23-24
Francisco Vieites,Real Betis,7.18,23-24
Nabil Fekir,Real Betis,7.17,23-24
Jonathan Viera,Almería,7.17,23-24
Hugo Álvarez,Celta Vigo,7.16,23-24
Pepe Reina,Villarreal,7.15,23-24
Jules Koundé,Barcelona,7.15,23-24
Eric García,Girona FC,7.14,23-24
Mason Greenwood,Getafe,7.14,23-24
Dani Parejo,Villarreal,7.13,23-24
Gavi,Barcelona,7.13,23-24
Álex Remiro,Real Sociedad,7.13,23-24
Kirian Rodríguez,Las Palmas,7.13,23-24
Yuri Berchiche,Athletic Club,7.12,23-24
Rui Silva,Real Betis,7.12,23-24
David Alaba,Real Madrid,7.11,23-24
Yangel Herrera,Girona FC,7.11,23-24
Ayoze Pérez,Real Betis,7.11,23-24
Lucas Robertone,Almería,7.1,23-24
Sergi Cardona,Las Palmas,7.1,23-24
Nico Williams,Athletic Club,7.1,23-24
Vedat Muriqi,Mallorca,7.1,23-24
Vicente Guaita,Celta Vigo,7.1,23-24
David Soria,Getafe,7.09,23-24
Johnny,Real Betis,7.09,23-24
Giorgi Mamardashvili,Valencia,7.09,23-24
Ørjan Nyland,Sevilla,7.09,23-24
Lucas Ocampos,Sevilla,7.08,23-24
Unai Simón,Athletic Club,7.08,23-24
Augusto Batalla,Granada,7.08,23-24
Daley Blind,Girona FC,7.07,23-24
Luis Javier Suárez,Almería,7.07,23-24
Yannick Carrasco,Atlético Madrid,7.07,23-24
Predrag Rajković,Mallorca,7.07,23-24
Martín Zubimendi,Real Sociedad,7.06,23-24
Yerson Mosquera,Villarreal,7.06,23-24
Koke,Atlético Madrid,7.06,23-24
Florian Lejeune,Rayo Vallecano,7.05,23-24
Sergi Darder,Mallorca,7.05,23-24
Antonio Sivera,Deportivo Alavés,7.05,23-24
Sergio Arribas,Almería,7.05,23-24
Óscar de Marcos,Athletic Club,7.05,23-24
Luis Milla,Getafe,7.05,23-24
Sergi Roberto,Barcelona,7.04,23-24
Borja Mayoral,Getafe,7.04,23-24
João Félix,Barcelona,7.04,23-24
Kepa Arrizabalaga,Real Madrid,7.04,23-24
Suso,Sevilla,7.03,23-24
Juan Miranda,Real Betis,7.03,23-24
Yéremy Pino,Villarreal,7.03,23-24
Ronald Araújo,Barcelona,7.03,23-24
Ángel Correa,Atlético Madrid,7.03,23-24
Miguel Gutiérrez,Girona FC,7.02,23-24
Mario Hermoso,Atlético Madrid,7.02,23-24
Marcos Alonso,Barcelona,7.02,23-24
Guido Rodríguez,Real Betis,7.02,23-24
Renato Tapia,Celta Vigo,7.02,23-24
Luiz Henrique,Real Betis,7.01,23-24
Gonçalo Guedes,Villarreal,7.01,23-24
Luís Maximiano,Almería,7.01,23-24
Jan Oblak,Atlético Madrid,7.01,23-24
Willian José,Real Betis,7.01,23-24
Luis Rioja,Deportivo Alavés,7.01,23-24
Óscar Mingueza,Celta Vigo,7.01,23-24
Sergio Herrera,Osasuna,7.0,23-24
Hugo Duro,Valencia,7.0,23-24
Juan Foyth,Villarreal,7.0,23-24
Loïc Badé,Sevilla,7.0,23-24
Marcos Llorente,Atlético Madrid,7.0,23-24
Jonathan Bamba,Celta Vigo,7.0,23-24
Pau Cubarsí,Barcelona,6.99,23-24
Julian Araujo,Las Palmas,6.99,23-24
Iñigo Martínez,Barcelona,6.99,23-24
Iñigo Ruiz de Galarreta,Athletic Club,6.99,23-24
Pablo Barrios,Atlético Madrid,6.99,23-24
Carl Starfelt,Celta Vigo,6.99,23-24
Álvaro Morata,Atlético Madrid,6.98,23-24
Rubén García,Osasuna,6.98,23-24
Reinildo Mandava,Atlético Madrid,6.98,23-24
Axel Witsel,Atlético Madrid,6.98,23-24
Marc Roca,Real Betis,6.97,23-24
Robin Le Normand,Real Sociedad,6.97,23-24
Rubén Alcaraz,Cádiz,6.97,23-24
Bryan Zaragoza,Granada,6.97,23-24
Iván Martín,Girona FC,6.97,23-24
David García,Osasuna,6.96,23-24
Carlos Vicente,Deportivo Alavés,6.96,23-24
Nemanja Maksimović,Getafe,6.96,23-24
Marko Dmitrović,Sevilla,6.95,23-24
Diego Rico,Getafe,6.95,23-24
Youssef En-Nesyri,Sevilla,6.95,23-24
Fran García,Real Madrid,6.95,23-24
Luiz Felipe,Real Betis,6.95,23-24
Germán Pezzella,Real Betis,6.95,23-24
David López,Girona FC,6.94,23-24
Álvaro García,Rayo Vallecano,6.94,23-24
Yan Couto,Girona FC,6.94,23-24
Unai Núñez,Celta Vigo,6.94,23-24
Kieran Tierney,Real Sociedad,6.94,23-24
Ferland Mendy,Real Madrid,6.93,23-24
Sheraldo Becker,Real Sociedad,6.93,23-24
Mouctar Diakhaby,Valencia,6.93,23-24
Antonio Rüdiger,Real Madrid,6.93,23-24
Daniel Vivian,Athletic Club,6.93,23-24
Fermín López,Barcelona,6.93,23-24
Ander Herrera,Athletic Club,6.93,23-24
Sandro Ramírez,Las Palmas,6.93,23-24
Ferran Torres,Barcelona,6.93,23-24
José Luis Gayà,Valencia,6.93,23-24
Jørgen Strand Larsen,Celta Vigo,6.92,23-24
Stole Dimitrievski,Rayo Vallecano,6.92,23-24
Matija Nastasić,Mallorca,6.92,23-24
Oihan Sancet,Athletic Club,6.92,23-24
Hamari Traoré,Real Sociedad,6.92,23-24
Bertrand Traoré,Villarreal,6.92,23-24
Isi Palazón,Rayo Vallecano,6.92,23-24
Saúl Ñíguez,Atlético Madrid,6.92,23-24
Adrián Embarba,Almería,6.91,23-24
Marcos Acuña,Sevilla,6.91,23-24
Kike Salas,Sevilla,6.91,23-24
André Almeida,Valencia,6.91,23-24
Damián Rodríguez,Celta Vigo,6.9,23-24
Marc Martínez,Granada,6.9,23-24
Srđan Babić,Almería,6.9,23-24
Pablo Busto,Real Betis,6.9,23-24
Paul Akouokou,Real Betis,6.9,23-24
Ianis Hagi,Deportivo Alavés,6.9,23-24
Aitor Ruibal,Real Betis,6.89,23-24
Samuel Costa,Mallorca,6.89,23-24
Andreas Christensen,Barcelona,6.89,23-24
Adrià Pedrosa,Sevilla,6.89,23-24
Aritz Elustondo,Real Sociedad,6.89,23-24
Moi Gómez,Osasuna,6.89,23-24
Marc Pubill,Almería,6.89,23-24
Nemanja Gudelj,Sevilla,6.89,23-24
Ismaila Ciss,Rayo Vallecano,6.89,23-24
Boubakary Soumaré,Sevilla,6.89,23-24
Jesús Areso,Osasuna,6.89,23-24
Juanlu Sánchez,Sevilla,6.89,23-24
Roger Martí,Cádiz,6.88,23-24
Alex Suárez,Las Palmas,6.88,23-24
Cristhian Mosquera,Valencia,6.88,23-24
Thierry Correia,Valencia,6.88,23-24
César Azpilicueta,Atlético Madrid,6.88,23-24
Dion Lopy,Almería,6.87,23-24
Williot Swedberg,Celta Vigo,6.87,23-24
Rodrigo Riquelme,Atlético Madrid,6.87,23-24
Chimy Ávila,Real Betis,6.87,23-24
Jesús Navas,Sevilla,6.87,23-24
Nacho Fernández,Real Madrid,6.87,23-24
Enes Ünal,Getafe,6.87,23-24
Lucien Agoumé,Sevilla,6.87,23-24
Abdul Mumin,Rayo Vallecano,6.87,23-24
Álex Berenguer,Athletic Club,6.86,23-24
Óscar Rodríguez,Getafe,6.86,23-24
Sergi Canós,Valencia,6.86,23-24
Cristhian Stuani,Girona FC,6.86,23-24
Jon Guridi,Deportivo Alavés,6.86,23-24
Mikel Oyarzabal,Real Sociedad,6.86,23-24
Jailson,Celta Vigo,6.86,23-24
Óscar Valentín,Rayo Vallecano,6.86,23-24
Rafa Marín,Deportivo Alavés,6.85,23-24
Rubén Duarte,Deportivo Alavés,6.85,23-24
Marc Casadó,Barcelona,6.85,23-24
Julen Agirrezabala,Athletic Club,6.85,23-24
Beñat Prados,Athletic Club,6.85,23-24
Fernando,Sevilla,6.85,23-24
Diego Lopez,Valencia,6.85,23-24
Mika Mármol,Las Palmas,6.85,23-24
Joselu,Real Madrid,6.85,23-24
Igor Zubeldia,Real Sociedad,6.85,23-24
Nemanja Radonjić,Mallorca,6.85,23-24
Alejandro Balde,Barcelona,6.84,23-24
Aleksandar Radovanović,Almería,6.84,23-24
Marcos Pena,Almería,6.84,23-24
Oriol Romeu,Barcelona,6.84,23-24
Álex Sola,Deportivo Alavés,6.84,23-24
Dani Rodríguez,Mallorca,6.84,23-24
Erik Lamela,Sevilla,6.84,23-24
Iker Muñoz,Osasuna,6.84,23-24
Kike García,Deportivo Alavés,6.84,23-24
Gonzalo Villar,Granada,6.84,23-24
Dodi Lukebakio,Sevilla,6.84,23-24
Andoni Gorosabel,Deportivo Alavés,6.84,23-24
Aihen Muñoz,Real Sociedad,6.84,23-24
Éder Militão,Real Madrid,6.84,23-24
Mikel Vesga,Athletic Club,6.84,23-24
Franco Cervi,Celta Vigo,6.84,23-24
Léo Baptistão,Almería,6.83,23-24
Aimar Oroz,Osasuna,6.83,23-24
Jorge Cuenca,Villarreal,6.83,23-24
Isaac Romero,Sevilla,6.83,23-24
José María Giménez,Atlético Madrid,6.83,23-24
Gerard Gumbau,Granada,6.83,23-24
Javi Galán,Real Sociedad,6.83,23-24
Juan Iglesias,Getafe,6.83,23-24
Fernando Martínez,Almería,6.83,23-24
Andrés Guardado,Real Betis,6.83,23-24
Abdón Prats,Mallorca,6.82,23-24
Fali,Cádiz,6.82,23-24
Jon Pacheco,Real Sociedad,6.82,23-24
Iván Balliu,Rayo Vallecano,6.82,23-24
Manu Morlanes,Mallorca,6.82,23-24
Javi López,Deportivo Alavés,6.82,23-24
Abdelkabir Abqar,Deportivo Alavés,6.82,23-24
Nahuel Molina,Atlético Madrid,6.82,23-24
Djibril Sow,Sevilla,6.82,23-24
Ander Barrenetxea,Real Sociedad,6.81,23-24
Unai López,Rayo Vallecano,6.81,23-24
Sergio Ruiz Alonso,Granada,6.81,23-24
Matteo Gabbia,Villarreal,6.81,23-24
Arsen Zakharyan,Real Sociedad,6.81,23-24
André Ferreira,Granada,6.81,23-24
Enzo Loiodice,Las Palmas,6.81,23-24
Hugo Sotelo,Celta Vigo,6.81,23-24
Raúl Albiol,Villarreal,6.81,23-24
Lucas Torró,Osasuna,6.81,23-24
Memphis Depay,Atlético Madrid,6.81,23-24
Víctor Chust,Cádiz,6.81,23-24
Alberto Moleiro,Las Palmas,6.81,23-24
Aridane Hernández,Rayo Vallecano,6.81,23-24
Yeray Álvarez,Athletic Club,6.81,23-24
Gabriel Paulista,Atlético Madrid,6.8,23-24
Portu,Girona FC,6.8,23-24
Anastasios Douvikas,Celta Vigo,6.8,23-24
Aitor Paredes,Athletic Club,6.8,23-24
Toni Lato,Mallorca,6.8,23-24
Rubén Iranzo,Valencia,6.8,23-24
Pablo Sáenz,Granada,6.8,23-24
Ricardo Visus,Real Betis,6.8,23-24
Chadi Riad,Real Betis,6.8,23-24
Mamadou Mbaye,Cádiz,6.8,23-24
Rominigue Kouamé,Cádiz,6.8,23-24
Sokratis,Real Betis,6.8,23-24
Milutin Osmajić,Cádiz,6.8,23-24
Diadié Samassékou,Cádiz,6.8,23-24
Diego Mariño,Almería,6.8,23-24
Diego Mendez,Rayo Vallecano,6.8,23-24
Eric Curbelo,Las Palmas,6.8,23-24
Carlos Benavídez,Deportivo Alavés,6.8,23-24
José Manuel Arnáiz,Osasuna,6.8,23-24
Manuel Sánchez,Celta Vigo,6.79,23-24
Kiko Femenía,Villarreal,6.79,23-24
Stefan Savić,Atlético Madrid,6.79,23-24
Antonio Blanco,Deportivo Alavés,6.79,23-24
Lucas Boyé,Granada,6.79,23-24
José Copete,Mallorca,6.79,23-24
Alberto Moreno,Villarreal,6.79,23-24
Marc Cardona,Las Palmas,6.79,23-24
Juanmi Latasa,Getafe,6.79,23-24
Óliver Torres,Sevilla,6.78,23-24
Munir El Haddadi,Las Palmas,6.78,23-24
Ander Guevara,Deportivo Alavés,6.78,23-24
Joan Jordán,Sevilla,6.78,23-24
Yarek Gasiorowski,Valencia,6.78,23-24
Rubén Peña,Osasuna,6.78,23-24
Nahuel Tenaglia,Deportivo Alavés,6.78,23-24
Jon Magunazelaia,Real Sociedad,6.78,23-24
Miguel Rubio,Granada,6.78,23-24
Robert Navarro,Cádiz,6.78,23-24
Martin Valjent,Mallorca,6.78,23-24
Chris Ramos,Cádiz,6.78,23-24
William Carvalho,Real Betis,6.78,23-24
Iker Muniain,Athletic Club,6.78,23-24
Aïssa Mandi,Villarreal,6.78,23-24
Facundo Pellistri,Granada,6.77,23-24
Alejandro Catena,Osasuna,6.77,23-24
Javier Muñoz,Las Palmas,6.77,23-24
Bruno Langa,Almería,6.77,23-24
Dani Ceballos,Real Madrid,6.77,23-24
Santi Comesaña,Villarreal,6.77,23-24
Étienne Capoue,Villarreal,6.77,23-24
Ilias Akhomach,Villarreal,6.77,23-24
Marc Guiu,Barcelona,6.77,23-24
Gastón Álvarez,Getafe,6.76,23-24
Giovanni González,Mallorca,6.76,23-24
Juanmi,Cádiz,6.76,23-24
Famara Diédhiou,Granada,6.76,23-24
Iza Carcelén,Cádiz,6.76,23-24
Jaime Mata,Getafe,6.76,23-24
Bruno Méndez,Granada,6.76,23-24
Ignasi Miquel,Granada,6.76,23-24
Luis Hernández,Cádiz,6.76,23-24
Alfonso Espino,Rayo Vallecano,6.75,23-24
Jon Moncayola,Osasuna,6.75,23-24
Aleksandar Sedlar,Deportivo Alavés,6.75,23-24
Miguel Crespo,Rayo Vallecano,6.75,23-24
Francis Coquelin,Villarreal,6.75,23-24
Pablo Maffeo,Mallorca,6.75,23-24
Myrto Uzuni,Granada,6.75,23-24
Ilaix Moriba,Getafe,6.75,23-24
Jastin García,Girona FC,6.75,23-24
Mario Domínguez,Valencia,6.75,23-24
Josep Chavarría,Rayo Vallecano,6.75,23-24
Javier Hernández,Cádiz,6.74,23-24
Beñat Turrientes,Real Sociedad,6.74,23-24
Máximo Perrone,Las Palmas,6.74,23-24
Fran Beltrán,Celta Vigo,6.74,23-24
Arnau Martínez,Girona FC,6.74,23-24
Álex Fernández,Cádiz,6.74,23-24
Hannibal Mejbri,Sevilla,6.74,23-24
Íñigo Lekue,Athletic Club,6.74,23-24
Edgar González,Almería,6.74,23-24
Johan Mojica,Osasuna,6.73,23-24
Rodri Sánchez,Real Betis,6.73,23-24
Youssouf Sabaly,Real Betis,6.73,23-24
Marcão,Sevilla,6.73,23-24
Juanpe,Girona FC,6.73,23-24
Manu Bueno,Sevilla,6.73,23-24
Carlos Domínguez,Celta Vigo,6.73,23-24
Largie Ramazani,Almería,6.73,23-24
Omar Alderete,Getafe,6.73,23-24
Cenk Özkaçar,Valencia,6.73,23-24
Raúl de Tomás,Rayo Vallecano,6.73,23-24
Carles Pérez,Celta Vigo,6.73,23-24
Sergi Altimira,Real Betis,6.73,23-24
Mihailo Ristić,Celta Vigo,6.73,23-24
Denis Suárez,Villarreal,6.73,23-24
Alberto Risco,Getafe,6.73,23-24
Pejiño,Las Palmas,6.72,23-24
Raúl García de Haro,Osasuna,6.72,23-24
Asier Villalibre,Athletic Club,6.72,23-24
Unai Gómez,Athletic Club,6.72,23-24
Joseph Aidoo,Celta Vigo,6.72,23-24
Hector Fort,Barcelona,6.71,23-24
Cyle Larin,Mallorca,6.71,23-24
Carlos Fernández,Real Sociedad,6.71,23-24
Djené,Getafe,6.71,23-24
Umar Sadiq,Real Sociedad,6.71,23-24
Álvaro Carreras,Granada,6.71,23-24
Sergio Camello,Rayo Vallecano,6.71,23-24
Dani García,Athletic Club,6.71,23-24
Javier Guerra,Valencia,6.71,23-24
Iddrisu Baba,Almería,6.7,23-24
Giuliano Simeone,Deportivo Alavés,6.7,23-24
Damián Suárez,Getafe,6.7,23-24
Borja Iglesias,Real Betis,6.7,23-24
Sergio Rodelas,Granada,6.7,23-24
Cristian Rivero,Valencia,6.7,23-24
Diego Hormigo,Sevilla,6.7,23-24
Mario Martin,Real Madrid,6.7,23-24
Fabio González,Las Palmas,6.7,23-24
Jorge Herrando,Osasuna,6.7,23-24
Aiham Ousou,Cádiz,6.7,23-24
Rachad Dhimi,Almería,6.7,23-24
Jorge Pascual,Villarreal,6.7,23-24
Jesús Corona,Sevilla,6.7,23-24
Bernardo Espinosa,Girona FC,6.7,23-24
Peru Nolaskoain Esnal,Athletic Club,6.7,23-24
Abner Vinícius,Real Betis,6.7,23-24
Abderrahman Rebbach,Deportivo Alavés,6.7,23-24
