player,team,rating,season
Neymar,Paris Saint-Germain,8.84,17-18
Dimitri Payet,Olympique de Marseille,7.74,17-18
Florian Thauvin,Olympique de Marseille,7.69,17-18
Nabil Fekir,Olympique Lyonnais,7.63,17-18
Malcom,Bordeaux,7.57,17-18
Edinson Cavani,Paris Saint-Germain,7.56,17-18
Adama Traoré,AS Monaco,7.53,17-18
David Alcibiade,Nantes,7.53,17-18
Ángel Di María,Paris Saint-Germain,7.49,17-18
Dani Alves,Paris Saint-Germain,7.47,17-18
Memphis Depay,Olympique Lyonnais,7.45,17-18
Mario Balotelli,Nice,7.44,17-18
Kylian Mbappé,Paris Saint-Germain,7.39,17-18
Naïm Sliti,Dijon,7.35,17-18
Fabinho,AS Monaco,7.34,17-18
Marco Verratti,Paris Saint-Germain,7.32,17-18
Enock Kwateng,Nantes,7.3,17-18
Jean-Christophe Bouet,Amiens SC,7.3,17-18
Dimitri Liénard,RC Strasbourg,7.29,17-18
Mathieu Debuchy,Saint-Étienne,7.27,17-18
Bertrand Traoré,Olympique Lyonnais,7.27,17-18
Seydou Sy,AS Monaco,7.27,17-18
Thiago Silva,Paris Saint-Germain,7.25,17-18
Rémy Cabella,Saint-Étienne,7.23,17-18
Alassane Pléa,Nice,7.23,17-18
Nordi Mukiele,Montpellier,7.23,17-18
Benjamin Bourigeaud,Stade Rennais,7.22,17-18
Ronny Rodelin,Caen,7.22,17-18
Léo Dubois,Nantes,7.21,17-18
Anthony Walongwa,Nantes,7.2,17-18
Tanguy Ndombélé,Olympique Lyonnais,7.19,17-18
Wesley Sneijder,Nice,7.18,17-18
Marcelo,Olympique Lyonnais,7.18,17-18
João Moutinho,AS Monaco,7.17,17-18
Radamel Falcao,AS Monaco,7.17,17-18
Luiz Gustavo,Olympique de Marseille,7.17,17-18
Terence Kongolo,AS Monaco,7.17,17-18
Júlio Tavares,Dijon,7.17,17-18
Giovani Lo Celso,Paris Saint-Germain,7.15,17-18
Jean Michaël Seri,Nice,7.15,17-18
Houssem Aouar,Olympique Lyonnais,7.15,17-18
Marquinhos,Paris Saint-Germain,7.14,17-18
Diego Carlos,Nantes,7.14,17-18
Ellyes Skhiri,Montpellier,7.13,17-18
Loïc Perrin,Saint-Étienne,7.13,17-18
Javier Pastore,Paris Saint-Germain,7.12,17-18
Yuri Berchiche,Paris Saint-Germain,7.11,17-18
Neven Subotić,Saint-Étienne,7.11,17-18
Wahbi Khazri,Stade Rennais,7.1,17-18
Adrien Rabiot,Paris Saint-Germain,7.09,17-18
Clément Grenier,Guingamp,7.09,17-18
Yassine Benzia,Lille,7.09,17-18
Pablo,Bordeaux,7.09,17-18
Vitorino Hilton,Montpellier,7.08,17-18
Jérôme Roussillon,Montpellier,7.08,17-18
Ruben Aguilar,Montpellier,7.08,17-18
Pierre Lees Melou,Nice,7.08,17-18
Matthieu Dossevi,Metz,7.07,17-18
Hamari Traoré,Stade Rennais,7.07,17-18
Arnaud Souquet,Nice,7.07,17-18
Jorge,AS Monaco,7.07,17-18
Mariano Díaz,Olympique Lyonnais,7.06,17-18
Wylan Cyprien,Nice,7.06,17-18
Kamil Glik,AS Monaco,7.06,17-18
Youssouf Sabaly,Bordeaux,7.06,17-18
Damien Da Silva,Caen,7.05,17-18
Max Gradel,Toulouse,7.05,17-18
Thomas Meunier,Paris Saint-Germain,7.05,17-18
Yves Bissouma,Lille,7.05,17-18
Brice Samba,Caen,7.05,17-18
Thomas Lemar,AS Monaco,7.04,17-18
Lucas Lima,Nantes,7.04,17-18
Bouna Sarr,Olympique de Marseille,7.04,17-18
Moussa Sylla,AS Monaco,7.04,17-18
Dante,Nice,7.03,17-18
Diego Benaglio,AS Monaco,7.03,17-18
Wesley Saïd,Dijon,7.03,17-18
Julian Draxler,Paris Saint-Germain,7.03,17-18
Kevin Trapp,Paris Saint-Germain,7.03,17-18
Presnel Kimpembe,Paris Saint-Germain,7.03,17-18
Karl Toko Ekambi,Angers,7.02,17-18
Pedro Mendes,Montpellier,7.02,17-18
Kenny Lala,RC Strasbourg,7.02,17-18
Frédéric Guilbert,Caen,7.01,17-18
Flavien Tait,Angers,7.01,17-18
Allan Saint-Maximin,Nice,7.01,17-18
Adil Rami,Olympique de Marseille,7.01,17-18
Paul Lasne,Montpellier,7.01,17-18
Stevan Jovetić,AS Monaco,7.01,17-18
Yann M'Vila,Saint-Étienne,7.01,17-18
Marçal,Olympique Lyonnais,7.01,17-18
Maxime Poundjé,Bordeaux,7.01,17-18
Yannis Salibur,Guingamp,7.0,17-18
Almamy Touré,AS Monaco,7.0,17-18
Jean-Luc Dompé,Amiens SC,7.0,17-18
Erwin Zelazny,Troyes,6.99,17-18
Konstantinos Mitroglou,Olympique de Marseille,6.99,17-18
Jules Koundé,Bordeaux,6.99,17-18
Nolan Roux,Metz,6.99,17-18
Jonathan Bamba,Saint-Étienne,6.98,17-18
Ole Selnaes,Saint-Étienne,6.98,17-18
Papy Djilobodji,Dijon,6.98,17-18
Christophe Kerbrat,Guingamp,6.98,17-18
Regis Gurtner,Amiens SC,6.97,17-18
Giovanni Sio,Montpellier,6.97,17-18
Jonathan Martins Pereira,Guingamp,6.97,17-18
Koffi Djidji,Nantes,6.97,17-18
Jérémy Morel,Olympique Lyonnais,6.97,17-18
Alexander Djiku,Caen,6.97,17-18
Anthony Lopes,Olympique Lyonnais,6.97,17-18
Djibril Sidibé,AS Monaco,6.97,17-18
Rafael,Olympique Lyonnais,6.97,17-18
Ambroise Oyongo,Montpellier,6.97,17-18
Renaud Cohade,Metz,6.97,17-18
Nicolas Pépé,Lille,6.96,17-18
Chang-Hoon Kwon,Dijon,6.96,17-18
Joris Gnagnon,Stade Rennais,6.96,17-18
Prince Gouano,Amiens SC,6.96,17-18
Frank Anguissa,Olympique de Marseille,6.96,17-18
Alphonse Aréola,Paris Saint-Germain,6.96,17-18
Christophe Herelle,Troyes,6.96,17-18
Cédric Varrault,Dijon,6.95,17-18
Adrien Tameze,Nice,6.95,17-18
Giannelli Imbula,Toulouse,6.95,17-18
Martin Terrier,RC Strasbourg,6.95,17-18
Bakaye Dibassy,Amiens SC,6.95,17-18
Daniel Congré,Montpellier,6.95,17-18
Thiago Mendes,Lille,6.95,17-18
Jimmy Durmaz,Toulouse,6.94,17-18
Issa Diop,Toulouse,6.94,17-18
Lebo Mothiba,Lille,6.94,17-18
Ferland Mendy,Olympique Lyonnais,6.94,17-18
Thomas Mangani,Angers,6.94,17-18
Valère Germain,Olympique de Marseille,6.94,17-18
Jean-Eudes Aholou,RC Strasbourg,6.94,17-18
Nicolas Benezet,Guingamp,6.94,17-18
Kader Mangane,RC Strasbourg,6.94,17-18
Kévin Malcuit,Lille,6.93,17-18
Jemerson,AS Monaco,6.93,17-18
Boubacar Kamara,Olympique de Marseille,6.93,17-18
Lassana Diarra,Paris Saint-Germain,6.93,17-18
Otávio,Bordeaux,6.93,17-18
Julien Féret,Caen,6.93,17-18
Kenny Tete,Olympique Lyonnais,6.93,17-18
Ibrahim Sangaré,Toulouse,6.93,17-18
Patrice Evra,Olympique de Marseille,6.93,17-18
Nicolas de Préville,Bordeaux,6.92,17-18
Sanjin Prcić,Stade Rennais,6.92,17-18
Oussama Tannane,Saint-Étienne,6.92,17-18
Baptiste Reynet,Dijon,6.92,17-18
Junior Sambia,Montpellier,6.92,17-18
Khaled Adénon,Amiens SC,6.92,17-18
Gaël Kakuta,Amiens SC,6.92,17-18
Jordan Amavi,Olympique de Marseille,6.92,17-18
Layvin Kurzawa,Paris Saint-Germain,6.92,17-18
Benjamin Lecomte,Montpellier,6.91,17-18
Charles Traoré,Troyes,6.91,17-18
Moustapha Diallo,Guingamp,6.91,17-18
Anwar El Ghazi,Lille,6.91,17-18
Maxime Le Marchand,Nice,6.91,17-18
Saîf-Eddine Khaoui,Troyes,6.91,17-18
Thomas Monconduit,Amiens SC,6.9,17-18
Steven Mendoza,Amiens SC,6.9,17-18
Keagan Dolly,Montpellier,6.9,17-18
Diego Contento,Bordeaux,6.9,17-18
Arnaud Lusamba,Nice,6.9,17-18
Najib Gandi,Nantes,6.9,17-18
Abdoulaye Touré,Nantes,6.9,17-18
Benjamin Corgnet,RC Strasbourg,6.89,17-18
Andy Delort,Toulouse,6.89,17-18
Stéphane Sessègnon,Montpellier,6.89,17-18
Martin Braithwaite,Bordeaux,6.89,17-18
Clinton N'Jie,Olympique de Marseille,6.89,17-18
Xeka,Dijon,6.89,17-18
Florent Mollet,Metz,6.89,17-18
Mamadou Samassa,Troyes,6.89,17-18
Hernani,Saint-Étienne,6.88,17-18
Marcus Thuram,Guingamp,6.88,17-18
Ramy Bensebaini,Stade Rennais,6.88,17-18
Benjamin André,Stade Rennais,6.88,17-18
Jessy Moulin,Saint-Étienne,6.88,17-18
Lukas Lerager,Bordeaux,6.88,17-18
Keita Baldé,AS Monaco,6.87,17-18
Adama Mbengue,Caen,6.87,17-18
Jimmy Briand,Guingamp,6.87,17-18
Christopher Jullien,Toulouse,6.87,17-18
Romain Hamouma,Saint-Étienne,6.87,17-18
Tomáš Koubek,Stade Rennais,6.87,17-18
Rony Lopes,AS Monaco,6.87,17-18
Jérémy Blayac,RC Strasbourg,6.87,17-18
Marlon,Nice,6.87,17-18
Issa Cissokho,Amiens SC,6.86,17-18
Ivan Santini,Caen,6.86,17-18
Hiroki Sakai,Olympique de Marseille,6.86,17-18
Chidozie Awaziem,Nantes,6.86,17-18
Guido Carrillo,AS Monaco,6.86,17-18
Moussa Konaté,Amiens SC,6.86,17-18
Lucas Moura,Paris Saint-Germain,6.86,17-18
Aymen Abdennour,Olympique de Marseille,6.86,17-18
Junior Alonso,Lille,6.86,17-18
Yoann Gourcuff,Stade Rennais,6.85,17-18
Yann Jouffre,Metz,6.85,17-18
Morgan Sanson,Olympique de Marseille,6.85,17-18
Jérémy Sorbon,Guingamp,6.85,17-18
Ibrahim Amadou,Lille,6.85,17-18
Rolando,Olympique de Marseille,6.85,17-18
Romain Amalfitano,Dijon,6.84,17-18
Emiliano Sala,Nantes,6.84,17-18
François Kamano,Bordeaux,6.84,17-18
Ludovic Baal,Stade Rennais,6.84,17-18
Robert Berić,Saint-Étienne,6.84,17-18
Malang Sarr,Nice,6.84,17-18
Jonas Martin,RC Strasbourg,6.84,17-18
Ismaïla Sarr,Stade Rennais,6.83,17-18
Mouctar Diakhaby,Olympique Lyonnais,6.83,17-18
Pedro Rebocho,Guingamp,6.83,17-18
Yannick Cahuzac,Toulouse,6.83,17-18
Ismaël Traoré,Angers,6.83,17-18
Vukašin Jovanović,Bordeaux,6.83,17-18
Félix Eboa Eboa,Guingamp,6.83,17-18
Adrien Thomasson,Nantes,6.83,17-18
Bryan Dabo,Saint-Étienne,6.83,17-18
Kalifa Coulibaly,Nantes,6.83,17-18
Danijel Miličević,Metz,6.83,17-18
Julien Serrano,AS Monaco,6.83,17-18
Lucas Tousart,Olympique Lyonnais,6.82,17-18
Kévin N'Doram,AS Monaco,6.82,17-18
Étienne Didot,Guingamp,6.82,17-18
Luiz Araújo,Lille,6.82,17-18
Gabriel Silva,Saint-Étienne,6.82,17-18
Danilo Avelar,Amiens SC,6.82,17-18
Patrick Burner,Nice,6.82,17-18
Romain Thomas,Angers,6.81,17-18
Nicolas Pallois,Nantes,6.81,17-18
Racine Coly,Nice,6.81,17-18
Alexandre Mendy,Bordeaux,6.81,17-18
Yoann Andreu,Angers,6.81,17-18
Lucas Deaux,Guingamp,6.81,17-18
Stéphane Ruffier,Saint-Étienne,6.81,17-18
Fouad Chafik,Dijon,6.81,17-18
Ciprian Tătărușanu,Nantes,6.81,17-18
Emmanuel Bourgaud,Amiens SC,6.81,17-18
Jérémy Toulalan,Bordeaux,6.8,17-18
Steve Mandanda,Olympique de Marseille,6.8,17-18
Younousse Sankharé,Bordeaux,6.8,17-18
Edgar Ié,Lille,6.8,17-18
Christophe Jallet,Nice,6.8,17-18
Vincent Manceau,Angers,6.8,17-18
Corentin Jean,Toulouse,6.8,17-18
Mathieu Deplagne,Troyes,6.8,17-18
Jérémy Gélin,Stade Rennais,6.8,17-18
Youssef Aït Bennasser,Caen,6.8,17-18
Youri Tielemans,AS Monaco,6.79,17-18
Valentin Rongier,Nantes,6.79,17-18
Lucas Ocampos,Olympique de Marseille,6.79,17-18
Yohann Pelé,Olympique de Marseille,6.79,17-18
Angelo Fulgini,Angers,6.79,17-18
Fallou Diagne,Metz,6.79,17-18
Bongani Zungu,Amiens SC,6.79,17-18
Emmanuel Rivière,Metz,6.79,17-18
Tristan Dingomé,Troyes,6.79,17-18
Thiago Motta,Paris Saint-Germain,6.78,17-18
Jonathan Ikoné,Montpellier,6.78,17-18
Imad Faraj,Lille,6.78,17-18
Moussa Niakhaté,Metz,6.78,17-18
Karl-Johan Johnsson,Guingamp,6.78,17-18
Jaroslav Plašil,Bordeaux,6.78,17-18
Yaya Sanogo,Toulouse,6.78,17-18
Kévin Théophile-Catherine,Saint-Étienne,6.78,17-18
Firmin Ndombe Mubele,Toulouse,6.78,17-18
Walter Benítez,Nice,6.77,17-18
Romain Genevois,Caen,6.77,17-18
Vincent Koziello,Nice,6.77,17-18
Oualid El Hajjam,Amiens SC,6.77,17-18
Isaac Mbenza,Montpellier,6.76,17-18
Abdoul Camara,Guingamp,6.76,17-18
Myziane Maolida,Olympique Lyonnais,6.76,17-18
James Léa Siliki,Stade Rennais,6.76,17-18
Santy Ngom,Nantes,6.76,17-18
Nuno Da Costa,RC Strasbourg,6.76,17-18
Mehdi Zeffane,Stade Rennais,6.76,17-18
Mike Maignan,Lille,6.76,17-18
Léo Lacroix,Saint-Étienne,6.75,17-18
Habib Maïga,Saint-Étienne,6.75,17-18
Milan Gajić,Bordeaux,6.75,17-18
Kolbeinn Sigthorsson,Nantes,6.75,17-18
Adama Niane,Troyes,6.75,17-18
Bassem Srarfi,Nice,6.75,17-18
Mateo Pavlović,Angers,6.75,17-18
Alban Lafont,Toulouse,6.74,17-18
Jonathan Cafú,Bordeaux,6.74,17-18
Kelvin Amian,Toulouse,6.74,17-18
Adama Soumaoro,Lille,6.74,17-18
Andrei Girotto,Nantes,6.74,17-18
Christopher Nkunku,Paris Saint-Germain,6.74,17-18
Maxime López,Olympique de Marseille,6.74,17-18
Paul-Georges Ntep,Saint-Étienne,6.74,17-18
Jonathan Rivierez,Metz,6.74,17-18
Paul Baysse,Bordeaux,6.74,17-18
Jordan Ikoko,Guingamp,6.74,17-18
Oswaldo Vizcarrondo,Troyes,6.74,17-18
Eiji Kawashima,Metz,6.73,17-18
Clément Michelin,Toulouse,6.73,17-18
Hyun-Jun Suk,Troyes,6.73,17-18
Maxwel Cornet,Olympique Lyonnais,6.73,17-18
Samuel Moutoussamy,Nantes,6.73,17-18
Ibrahima Niane,Metz,6.73,17-18
Loïc Puyo,Angers,6.73,17-18
Yassine El Ghanassy,Nantes,6.72,17-18
Somália,Toulouse,6.72,17-18
Nicolas Basin,Metz,6.72,17-18
Benjamin Jeannot,Dijon,6.72,17-18
Rémy Vercoutre,Caen,6.72,17-18
Issiaga Sylla,Toulouse,6.72,17-18
Quentin Cornette,Amiens SC,6.72,17-18
Benoît Costil,Bordeaux,6.72,17-18
Ludovic Butelle,Angers,6.72,17-18
Vincent Pajot,Saint-Étienne,6.72,17-18
Edson Mexer,Stade Rennais,6.71,17-18
Gerónimo Poblete,Metz,6.71,17-18
Danijel Subašić,AS Monaco,6.71,17-18
Rene Krhin,Nantes,6.71,17-18
Stef Peeters,Caen,6.71,17-18
Wesley Lautoa,Dijon,6.71,17-18
Cédric Yambéré,Dijon,6.71,17-18
Harisson Manzala,Amiens SC,6.71,17-18
Benoît Assou-Ekotto,Metz,6.71,17-18
Yacine Bammou,Nantes,6.71,17-18
Valentín Vada,Bordeaux,6.71,17-18
Jeremy Grimm,RC Strasbourg,6.71,17-18
Soualiho Meïté,Bordeaux,6.71,17-18
Souleymane Camara,Montpellier,6.7,17-18
Ernest Seka,RC Strasbourg,6.7,17-18
Frédéric Sammaritano,Dijon,6.7,17-18
Adama Diakhaby,AS Monaco,6.7,17-18
Brandon Thomas,Stade Rennais,6.7,17-18
Hervé Bazile,Caen,6.7,17-18
Blaise Matuidi,Paris Saint-Germain,6.7,17-18
Jimmy Giraudon,Troyes,6.7,17-18
Gaëtan Laborde,Bordeaux,6.69,17-18
Stéphane Bahoken,RC Strasbourg,6.69,17-18
Rachid Ghezzal,AS Monaco,6.69,17-18
Vahid Selimović,Metz,6.69,17-18
Thiago Maia,Lille,6.69,17-18
Pierrick Capelle,Angers,6.69,17-18
Yoann Salmier,RC Strasbourg,6.69,17-18
Saidy Janko,Saint-Étienne,6.69,17-18
Iván Balliu,Metz,6.68,17-18
Durel Avounou,Caen,6.68,17-18
Karim Azamoum,Troyes,6.68,17-18
Pablo Martinez,RC Strasbourg,6.68,17-18
Jules Iloki,Nantes,6.67,17-18
Lacina Traoré,Amiens SC,6.67,17-18
François Moubandje,Toulouse,6.67,17-18
Franck Tabanou,Guingamp,6.67,17-18
Vincent Bessat,Caen,6.67,17-18
Jordan N'Kololo,Caen,6.67,17-18
Lassana Coulibaly,Angers,6.67,17-18
Nicolas Cozza,Montpellier,6.67,17-18
Enzo Loiodice,Dijon,6.67,17-18
Landry Bonnefoi,RC Strasbourg,6.67,17-18
Julian Palmieri,Metz,6.67,17-18
Benjamin Nivet,Troyes,6.67,17-18
Jordan Ferri,Olympique Lyonnais,6.67,17-18
Baptiste Santamaria,Angers,6.66,17-18
Christian Kouakou,Caen,6.66,17-18
Milan Biševac,Metz,6.66,17-18
Ola Toivonen,Toulouse,6.66,17-18
Jessy Deminguet,Caen,6.66,17-18
Kouadio Dabila,Lille,6.66,17-18
Bryan Pelé,Troyes,6.66,17-18
Jordan Marié,Dijon,6.66,17-18
Idriss Saadi,RC Strasbourg,6.65,17-18
Lebogang Phiri,Guingamp,6.65,17-18
Diafra Sakho,Stade Rennais,6.65,17-18
Préjuce Nakoulma,Nantes,6.65,17-18
Alexis Blin,Toulouse,6.65,17-18
Ablie Jallow,Metz,6.65,17-18
Mapou Yanga-Mbiwa,Olympique Lyonnais,6.65,17-18
Vincent Rufli,Dijon,6.65,17-18
Enzo Crivelli,Caen,6.64,17-18
Andrea Raggi,AS Monaco,6.64,17-18
Eden Massouema,Dijon,6.64,17-18
Assane Dioussé,Saint-Étienne,6.64,17-18
Ronaël Pierre-Gabriel,Saint-Étienne,6.64,17-18
Rémi Walter,Troyes,6.64,17-18
Bachibou Koita,Amiens SC,6.63,17-18
Amine Gouiri,Olympique Lyonnais,6.63,17-18
Yeni N'Gbakoto,Guingamp,6.63,17-18
Farès Bahlouli,Lille,6.63,17-18
Ludovic Blas,Guingamp,6.63,17-18
Brian Fernández,Metz,6.63,17-18
Stéphane Darbion,Troyes,6.63,17-18
Bakary Koné,RC Strasbourg,6.63,17-18
Mathieu Gorgelin,Olympique Lyonnais,6.63,17-18
Ignatius Ganago,Nice,6.62,17-18
Valentin Rosier,Dijon,6.62,17-18
Steeve Yago,Toulouse,6.62,17-18
Chris Philipps,Metz,6.62,17-18
Alexandre Oukidja,RC Strasbourg,6.62,17-18
Mathieu Bodmer,Amiens SC,6.62,17-18
Nampalys Mendy,Nice,6.62,17-18
Mehdi Tahrat,Angers,6.61,17-18
Facundo Píriz,Montpellier,6.61,17-18
Jeremy Cordoval,Troyes,6.61,17-18
Florent Balmont,Dijon,6.61,17-18
Jordi Mboula,AS Monaco,6.6,17-18
Gilles Sunu,Angers,6.6,17-18
Alexander Kačaniklić,Nantes,6.6,17-18
Yacine Adli,Paris Saint-Germain,6.6,17-18
Vincent Thill,Metz,6.6,17-18
Guillaume Gillet,Nantes,6.6,17-18
Emmanuel Imorou,Caen,6.6,17-18
Sekou Baradji,Amiens SC,6.6,17-18
Morgan Poaty,Montpellier,6.6,17-18
Thibault Giresse,Guingamp,6.6,17-18
Jeff Reine-Adélaïde,Angers,6.6,17-18
Romain Danzé,Stade Rennais,6.6,17-18
Adrien Hunou,Stade Rennais,6.6,17-18
Anthony Gonçalves,RC Strasbourg,6.59,17-18
Samuel Grandsir,Troyes,6.59,17-18
Loïs Diony,Saint-Étienne,6.59,17-18
Serge Gakpé,Amiens SC,6.59,17-18
Boubakary Soumaré,Lille,6.59,17-18
Baissama Sankoh,Caen,6.58,17-18
Matthieu Udol,Metz,6.58,17-18
Baptiste Guillaume,Angers,6.58,17-18
Bingourou Kamara,RC Strasbourg,6.58,17-18
Marcus Coco,Guingamp,6.58,17-18
Ezequiel Ponce,Lille,6.58,17-18
Zinédine Machach,Toulouse,6.58,17-18
Rominigue Kouamé,Lille,6.58,17-18
Jonathan Delaplace,Caen,6.58,17-18
Casimir Ninga,Montpellier,6.57,17-18
Thomas Touré,Angers,6.57,17-18
Cheikh M'Bengue,Saint-Étienne,6.57,17-18
Gerzino Nyamsi,Stade Rennais,6.57,17-18
Hicham Mahou,Nice,6.57,17-18
Thomas Didillon,Metz,6.57,17-18
Georges Mandjeck,Metz,6.56,17-18
Chaouki Ben Saada,Troyes,6.56,17-18
Yoan Cardinale,Nice,6.56,17-18
Guy Ngosso,Amiens SC,6.56,17-18
François Bellugou,Troyes,6.56,17-18
Oussama Haddadi,Dijon,6.55,17-18
Jordan Tell,Stade Rennais,6.55,17-18
Kévin Bérigaud,Montpellier,6.55,17-18
Ervin Taha,Bordeaux,6.55,17-18
Mehdi Abeid,Dijon,6.54,17-18
Ihsan Sacko,Nice,6.54,17-18
Théo Pellenard,Bordeaux,6.54,17-18
Pietro Pellegri,AS Monaco,6.53,17-18
Billy Ketkeophomphone,Angers,6.53,17-18
Farid Boulaya,Metz,6.53,17-18
Dimitri Foulquier,RC Strasbourg,6.53,17-18
Hamza Mendyl,Lille,6.51,17-18
Alexandre Letellier,Angers,6.51,17-18
Abdoulaye Bamba,Angers,6.51,17-18
Gabriel Magalhães,Troyes,6.5,17-18
Habib Diallo,Stade Brestois,6.5,17-18
Gonçalo Guedes,Paris Saint-Germain,6.5,17-18
Nathan,Amiens SC,6.5,17-18
Stanley N'Soki,Paris Saint-Germain,6.5,17-18
Gil Dias,AS Monaco,6.5,17-18
Simon Falette,Metz,6.5,17-18
Valentin Eysseric,Nice,6.5,17-18
Pape Cheikh,Olympique Lyonnais,6.5,17-18
Kermit Erasmus,Stade Rennais,6.5,17-18
Rayan Souici,Saint-Étienne,6.5,17-18
Willem Geubbels,Olympique Lyonnais,6.5,17-18
Christopher Martins Pereira,Olympique Lyonnais,6.5,17-18
Steven Fortes,Toulouse,6.5,17-18
Jérôme Prior,Bordeaux,6.5,17-18
Gauthier Hein,Metz,6.5,17-18
Vincent Nogueira,RC Strasbourg,6.5,17-18
Bryan Mbeumo,Troyes,6.5,17-18
Yoël Armougom,Caen,6.5,17-18
Abdallah Ndour,RC Strasbourg,6.5,17-18
Mickaël Le Bihan,Nice,6.5,17-18
Cafú,Metz,6.5,17-18
Julien Ielsch,Amiens SC,6.5,17-18
Morgan Amalfitano,Stade Rennais,6.5,17-18
Guessouma Fofana,Amiens SC,6.5,17-18
Ismaël Diomandé,Caen,6.49,17-18
Faitout Maouassa,Stade Rennais,6.49,17-18
Wilfried Kanga,Angers,6.49,17-18
Quentin Boisgard,Toulouse,6.48,17-18
Gabriel Boschilia,AS Monaco,6.48,17-18
Arnold Bouka Moutou,Dijon,6.48,17-18
Kévin Monnet-Paquet,Saint-Étienne,6.47,17-18
Alois Confais,Troyes,6.47,17-18
Fodé Ballo-Touré,Lille,6.47,17-18
Nicolas Janvier,Stade Rennais,6.47,17-18
Abdoulaye Diallo,Stade Rennais,6.47,17-18
Prince Oniangué,Angers,6.46,17-18
Jean-Victor Makengo,Nice,6.46,17-18
Opa Nguette,Metz,6.45,17-18
Alexander Søderlund,Saint-Étienne,6.45,17-18
Ádám Lang,Dijon,6.43,17-18
Georges Gope-Fenepej,Amiens SC,6.43,17-18
Dylan Bahamboula,Dijon,6.43,17-18
Afonso Figueiredo,Stade Rennais,6.42,17-18
Driss Khalid,Toulouse,6.4,17-18
Jérémie Porsan-Clemente,Montpellier,6.4,17-18
Vincent Marcel,Nice,6.4,17-18
Timothy Weah,Paris Saint-Germain,6.4,17-18
Sergi Darder,Olympique Lyonnais,6.4,17-18
Adrian Sahibeddine,Dijon,6.4,17-18
Yann Bodiger,Toulouse,6.4,17-18
Grégory Sertic,Olympique de Marseille,6.4,17-18
Mathieu Michel,Angers,6.4,17-18
Jan Repas,Caen,6.39,17-18
Florentin Pogba,Saint-Étienne,6.38,17-18
Timo Stavitski,Caen,6.38,17-18
Johann Obiang,Troyes,6.35,17-18
Igor Lewczuk,Bordeaux,6.34,17-18
Saliou Ciss,Angers,6.33,17-18
Olivier Verdon,Bordeaux,6.3,17-18
Lilian Fournier,Metz,6.3,17-18
Dória,Olympique de Marseille,6.3,17-18
Hervé Koffi,Lille,6.3,17-18
Vagner Dias,Saint-Étienne,6.3,17-18
Jonathan Tinhan,Troyes,6.3,17-18
Henri Bedimo,Olympique de Marseille,6.27,17-18
Dylan Lempereur,Metz,6.27,17-18
Joris Kayembe Ditu,Nantes,6.23,17-18
Quentin Beunardeau,Metz,6.2,17-18
Zaydou Youssouf,Bordeaux,6.18,17-18
Charly Charrier,Amiens SC,6.17,17-18
Brighton Labeau,Amiens SC,6.15,17-18
Raïs M'Bolhi,Stade Rennais,6.1,17-18
Thomas Carrique,Bordeaux,6.1,17-18
Lemouya Goudiaby,Metz,6.1,17-18
Maxime Dupé,Nantes,6.0,17-18
Tomáš Hubočan,Olympique de Marseille,4.9,17-18
Mariusz Stępiński,Nantes,0.0,17-18
Yusuf Sarı,Olympique de Marseille,0.0,17-18
Romain Perraud,Nice,0.0,17-18
Kévin Zohi,RC Strasbourg,0.0,17-18
Kévin Rimane,Paris Saint-Germain,0.0,17-18
Sloan Privat,Guingamp,0.0,17-18
Neymar,Paris Saint-Germain,8.15,18-19
Kylian Mbappé,Paris Saint-Germain,7.83,18-19
Jessy Moulin,Saint-Étienne,7.8,18-19
Teji Savanier,Nîmes Olympique,7.62,18-19
Yassine Benzia,Lille,7.6,18-19
Metehan Güçlü,Paris Saint-Germain,7.5,18-19
Ángel Di María,Paris Saint-Germain,7.47,18-19
Memphis Depay,Olympique Lyonnais,7.42,18-19
Sanjin Prcić,RC Strasbourg,7.42,18-19
Edinson Cavani,Paris Saint-Germain,7.4,18-19
Gaetan Poussin,Bordeaux,7.4,18-19
Wahbi Khazri,Saint-Étienne,7.39,18-19
Nabil Fekir,Olympique Lyonnais,7.34,18-19
Andy Delort,Montpellier,7.3,18-19
Eiji Kawashima,RC Strasbourg,7.3,18-19
Morgan Poaty,Troyes,7.3,18-19
Nicolas Pépé,Lille,7.28,18-19
Adrien Rabiot,Paris Saint-Germain,7.28,18-19
Florent Mollet,Montpellier,7.27,18-19
Flavien Tait,Angers,7.26,18-19
Florian Thauvin,Olympique de Marseille,7.26,18-19
Thiago Mendes,Lille,7.24,18-19
Marcelo,Olympique Lyonnais,7.23,18-19
Valentin Rongier,Nantes,7.23,18-19
Leandro Paredes,Paris Saint-Germain,7.23,18-19
Wylan Cyprien,Nice,7.22,18-19
Walter Benítez,Nice,7.22,18-19
Dani Alves,Paris Saint-Germain,7.2,18-19
Dimitry Bertaud,Montpellier,7.2,18-19
Marquinhos,Paris Saint-Germain,7.2,18-19
Gabriel Magalhães,Lille,7.19,18-19
Dimitri Payet,Olympique de Marseille,7.19,18-19
Thiago Silva,Paris Saint-Germain,7.18,18-19
Emiliano Sala,Nantes,7.18,18-19
Erik Pieters,Amiens SC,7.18,18-19
Fayçal Fajr,Caen,7.16,18-19
Marco Verratti,Paris Saint-Germain,7.15,18-19
Timothy Weah,Paris Saint-Germain,7.15,18-19
Christophe Herelle,Nice,7.14,18-19
