player,team,rating,season
Wahbi Khazri,Saint-Étienne,7.0,21-22
Tristan Dingomé,Troyes,7.0,21-22
Marshall Munetsi,Stade de Reims,6.99,21-22
Luan Peres,Olympique de Marseille,6.99,21-22
Valentin Rongier,Olympique de Marseille,6.99,21-22
Jason Berthomier,Clermont Foot,6.99,21-22
Sofiane Diop,AS Monaco,6.99,21-22
Josuha Guilavogui,Bordeaux,6.99,21-22
Gerson,Olympique de Marseille,6.99,21-22
Julien Laporte,Lorient,6.98,21-22
Quentin Merlin,Nantes,6.98,21-22
Kevin Volland,AS Monaco,6.98,21-22
Habib Diallo,RC Strasbourg,6.98,21-22
Anthony Caci,RC Strasbourg,6.98,21-22
Abdoulaye Bakayoko,Saint-Étienne,6.98,21-22
Guillermo Maripán,AS Monaco,6.98,21-22
Kevin Danso,RC Lens,6.97,21-22
Mario Lemina,Nice,6.97,21-22
Tiago Djaló,Lille,6.97,21-22
Youcef Atal,Nice,6.97,21-22
Presnel Kimpembe,Paris Saint-Germain,6.97,21-22
José Fonte,Lille,6.97,21-22
Duje Ćaleta-Car,Olympique de Marseille,6.96,21-22
Nabil Bentaleb,Angers,6.96,21-22
Jean Onana,Bordeaux,6.96,21-22
Jean-Charles Castelletto,Nantes,6.96,21-22
Flavien Tait,Stade Rennais,6.96,21-22
Vincent Pajot,Metz,6.96,21-22
Alban Lafont,Nantes,6.96,21-22
Youcef Belaïli,Stade Brestois,6.95,21-22
Léo Jardim,Lille,6.95,21-22
Caio Henrique,AS Monaco,6.95,21-22
Romain Thomas,Angers,6.95,21-22
Matthieu Udol,Metz,6.95,21-22
Castello Lukeba,Olympique Lyonnais,6.95,21-22
Kamaldeen Sulemana,Stade Rennais,6.95,21-22
Strahinja Pavlović,AS Monaco,6.94,21-22
Mamadou Sakho,Montpellier,6.94,21-22
Mohamed Bayo,Clermont Foot,6.94,21-22
Amine Bassi,Metz,6.94,21-22
Christophe Herelle,Stade Brestois,6.94,21-22
Anthony Lopes,Olympique Lyonnais,6.94,21-22
Thiago Mendes,Olympique Lyonnais,6.94,21-22
Alexander Djiku,RC Strasbourg,6.94,21-22
Mahdi Camara,Saint-Étienne,6.93,21-22
Gianluigi Donnarumma,Paris Saint-Germain,6.93,21-22
Pedro Chirivella,Nantes,6.93,21-22
Achraf Hakimi,Paris Saint-Germain,6.93,21-22
Xeka,Lille,6.93,21-22
Jason Denayer,Olympique Lyonnais,6.93,21-22
Thomas Monconduit,Lorient,6.93,21-22
Yacine Adli,Bordeaux,6.93,21-22
Warmed Omari,Stade Rennais,6.93,21-22
Tanguy Ndombélé,Olympique Lyonnais,6.92,21-22
Rominigue Kouamé,Troyes,6.92,21-22
Damien Da Silva,Olympique Lyonnais,6.92,21-22
Armand Laurienté,Lorient,6.92,21-22
Abdou Diallo,Paris Saint-Germain,6.92,21-22
Khéphren Thuram,Nice,6.91,21-22
Kalifa Coulibaly,Nantes,6.91,21-22
Saïdou Sow,Saint-Étienne,6.91,21-22
Emerson Palmieri,Olympique Lyonnais,6.91,21-22
Seko Fofana,RC Lens,6.91,21-22
Fabien Centonze,Metz,6.91,21-22
Arkadiusz Milik,Olympique de Marseille,6.9,21-22
Jimmy Cabot,Angers,6.9,21-22
Birger Meling,Stade Rennais,6.9,21-22
Rémi Oudin,Bordeaux,6.9,21-22
Axel Disasi,AS Monaco,6.9,21-22
Jonathan David,Lille,6.9,21-22
Baptiste Santamaria,Stade Rennais,6.9,21-22
Steven Fortes,RC Lens,6.9,21-22
Fodé Doucouré,Stade de Reims,6.9,21-22
Julian Pollersbeck,Olympique Lyonnais,6.9,21-22
Jessy Moulin,Troyes,6.9,21-22
Sinaly Diomandé,Olympique Lyonnais,6.9,21-22
Houssem Aouar,Olympique Lyonnais,6.9,21-22
Jean-Ricner Bellegarde,RC Strasbourg,6.9,21-22
Lucien Agoumé,Stade Brestois,6.9,21-22
Xavier Chavalerin,Troyes,6.89,21-22
Steve Mounié,Stade Brestois,6.89,21-22
Cédric Bakambu,Olympique de Marseille,6.89,21-22
Hugo Ekitiké,Stade de Reims,6.89,21-22
Laurent Abergel,Lorient,6.89,21-22
Ibrahima Kone,Lorient,6.88,21-22
Farid Boulaya,Metz,6.88,21-22
Ghislain Konan,Stade de Reims,6.88,21-22
Przemysław Frankowski,RC Lens,6.88,21-22
Loïc Badé,Stade Rennais,6.88,21-22
Alexander Nübel,AS Monaco,6.88,21-22
Giulian Biancone,Troyes,6.88,21-22
Jérémy Doku,Stade Rennais,6.88,21-22
Facundo Medina,RC Lens,6.87,21-22
Justin Kluivert,Nice,6.87,21-22
Paul Lasne,Stade Brestois,6.87,21-22
Ilan Kebbal,Stade de Reims,6.87,21-22
Lucas Perrin,RC Strasbourg,6.87,21-22
Yoann Salmier,Troyes,6.87,21-22
Malo Gusto,Olympique Lyonnais,6.86,21-22
Matz Sels,RC Strasbourg,6.86,21-22
Jérémy Morel,Lorient,6.86,21-22
Maxence Caqueret,Olympique Lyonnais,6.85,21-22
Gauthier Gallon,Troyes,6.85,21-22
Danylo Ignatenko,Bordeaux,6.85,21-22
Ludovic Blas,Nantes,6.85,21-22
Amadou Onana,Lille,6.85,21-22
Gerzino Nyamsi,RC Strasbourg,6.85,21-22
Enzo Le Fée,Lorient,6.85,21-22
Yunis Abdelhamid,Stade de Reims,6.85,21-22
Thibault Klidje,Bordeaux,6.85,21-22
David Pereira da Costa,RC Lens,6.85,21-22
Youssouf Fofana,AS Monaco,6.85,21-22
Pau López,Olympique de Marseille,6.85,21-22
Vanderson,AS Monaco,6.85,21-22
Yohann Magnin,Clermont Foot,6.85,21-22
Zeki Çelik,Lille,6.85,21-22
Ismaël Traoré,Angers,6.84,21-22
Yusuf Yazıcı,Lille,6.84,21-22
Léo Dubois,Olympique Lyonnais,6.84,21-22
Ibrahim Amadou,Metz,6.84,21-22
Nicolas Pallois,Nantes,6.84,21-22
Erik Palmer-Brown,Troyes,6.84,21-22
Marco Bizot,Stade Brestois,6.84,21-22
Mathias Pereira Lage,Angers,6.84,21-22
Jérôme Boateng,Olympique Lyonnais,6.83,21-22
Julian Draxler,Paris Saint-Germain,6.83,21-22
Nicolas de Préville,Metz,6.83,21-22
Adil Rami,Troyes,6.83,21-22
Léo Pétrot,Lorient,6.83,21-22
Marc-Aurele Caillard,Metz,6.83,21-22
Kasper Dolberg,Nice,6.83,21-22
El Bilal Touré,Stade de Reims,6.83,21-22
Kamory Doumbia,Stade de Reims,6.83,21-22
Florent Ogier,Clermont Foot,6.82,21-22
Juan Bernat,Paris Saint-Germain,6.82,21-22
Ibrahima Sissoko,RC Strasbourg,6.82,21-22
Angelo Fulgini,Angers,6.82,21-22
Jonas Martin,Stade Rennais,6.82,21-22
Moreto Cassama,Stade de Reims,6.82,21-22
Ahmadou Bamba Dieng,Olympique de Marseille,6.82,21-22
Isaac Lihadji,Lille,6.82,21-22
Jean Lucas,AS Monaco,6.82,21-22
Arnaud Kalimuendo,RC Lens,6.82,21-22
Gaël Kakuta,RC Lens,6.81,21-22
Amine Harit,Olympique de Marseille,6.81,21-22
Javairô Dilrosun,Bordeaux,6.81,21-22
Randal Kolo Muani,Nantes,6.81,21-22
Fabien Lemoine,Lorient,6.81,21-22
Falaye Sacko,Saint-Étienne,6.81,21-22
Haris Belkebla,Stade Brestois,6.81,21-22
Serhou Guirassy,Stade Rennais,6.81,21-22
Vital Nsimba,Clermont Foot,6.81,21-22
Flavius Daniliuc,Nice,6.81,21-22
Martín Satriano,Stade Brestois,6.81,21-22
Denis Bouanga,Saint-Étienne,6.81,21-22
Jordan Ferri,Montpellier,6.81,21-22
Pablo Rosario,Nice,6.81,21-22
Wesley Saïd,RC Lens,6.81,21-22
Thilo Kehrer,Paris Saint-Germain,6.8,21-22
Elbasan Rashani,Clermont Foot,6.8,21-22
Toma Bašić,Bordeaux,6.8,21-22
Laurent Koscielny,Bordeaux,6.8,21-22
Cesc Fàbregas,AS Monaco,6.8,21-22
Brayann Pereira,RC Lens,6.8,21-22
Rémy Cabella,Montpellier,6.8,21-22
Doğan Alemdar,Stade Rennais,6.8,21-22
Bonke Innocent,Lorient,6.8,21-22
Timothy Weah,Lille,6.79,21-22
Terem Moffi,Lorient,6.79,21-22
Lilian Brassier,Stade Brestois,6.79,21-22
Anel Ahmedhodžić,Bordeaux,6.79,21-22
Ronaël Pierre-Gabriel,Stade Brestois,6.79,21-22
Dylan Bronn,Metz,6.79,21-22
Ismail Jakobs,AS Monaco,6.79,21-22
Pape Matar Sarr,Metz,6.78,21-22
Lucas Da Cunha,Clermont Foot,6.78,21-22
Samuel Kalu,Bordeaux,6.78,21-22
Álvaro González,Olympique de Marseille,6.78,21-22
Dimitry Bertaud,Montpellier,6.78,21-22
Leonardo Balerdi,Olympique de Marseille,6.78,21-22
Valère Germain,Montpellier,6.78,21-22
Lorenz Assignon,Stade Rennais,6.78,21-22
Wuilker Faríñez,RC Lens,6.78,21-22
Vincent Le Goff,Lorient,6.78,21-22
Ivo Grbić,Lille,6.78,21-22
Joris Chotard,Montpellier,6.78,21-22
Krépin Diatta,AS Monaco,6.78,21-22
Jordan Amavi,Nice,6.77,21-22
Arnaud Nordin,Saint-Étienne,6.77,21-22
Andreaw Gravillon,Stade de Reims,6.77,21-22
Edon Zhegrova,Lille,6.77,21-22
Sékou Mara,Bordeaux,6.77,21-22
Majeed Waris,RC Strasbourg,6.76,21-22
Mihailo Ristić,Montpellier,6.76,21-22
Pape Gueye,Olympique de Marseille,6.76,21-22
Kévin Gameiro,RC Strasbourg,6.76,21-22
Otávio,Bordeaux,6.76,21-22
Mickael Nade,Saint-Étienne,6.76,21-22
Adrien Truffert,Stade Rennais,6.76,21-22
Thomas Delaine,Metz,6.76,21-22
Alfred Gomis,Stade Rennais,6.76,21-22
Hugo Magnetti,Stade Brestois,6.75,21-22
Assane Dioussé,Saint-Étienne,6.75,21-22
Jere Uronen,Stade Brestois,6.75,21-22
Florent Mollet,Montpellier,6.75,21-22
Habib Maïga,Metz,6.75,21-22
Ui-Jo Hwang,Bordeaux,6.74,21-22
Cédric Hountondji,Clermont Foot,6.74,21-22
Zaydou Youssouf,Saint-Étienne,6.74,21-22
Nathanaël Mbuku,Stade de Reims,6.74,21-22
Hicham Boudaoui,Nice,6.74,21-22
Alexis Claude-Maurice,Nice,6.74,21-22
Hassane Kamara,Nice,6.74,21-22
Renaud Ripart,Troyes,6.74,21-22
Vincent Manceau,Angers,6.74,21-22
Marcelo,Bordeaux,6.74,21-22
Martin Adeline,Stade de Reims,6.74,21-22
Fraser Hornby,Stade de Reims,6.74,21-22
Marcus Coco,Nantes,6.74,21-22
Pol Lirola,Olympique de Marseille,6.74,21-22
Ike Ugbo,Troyes,6.74,21-22
Gelson Martins,AS Monaco,6.73,21-22
Akim Zedadka,Clermont Foot,6.73,21-22
Nuno Mendes,Paris Saint-Germain,6.73,21-22
Charles Boli,RC Lens,6.73,21-22
Maxime Estève,Montpellier,6.73,21-22
Jonathan Bamba,Lille,6.73,21-22
Harold Moukoudi,Saint-Étienne,6.73,21-22
Junior Dina Ebimbe,Paris Saint-Germain,6.73,21-22
Fali Candé,Metz,6.73,21-22
Alberth Elis,Bordeaux,6.73,21-22
Dango Ouattara,Lorient,6.73,21-22
Didier Lamkel Zé,Metz,6.72,21-22
Reinildo Mandava,Lille,6.72,21-22
Lamine Gueye,Paris FC,6.72,21-22
Julien Faussurier,Stade Brestois,6.72,21-22
Timothée Kolodziejczak,Saint-Étienne,6.72,21-22
Matthieu Dreyer,Lorient,6.72,21-22
Thomas Foket,Stade de Reims,6.72,21-22
Mitchell van Bergen,Stade de Reims,6.72,21-22
Paul Bernardoni,Saint-Étienne,6.71,21-22
Boubacar Traoré,Metz,6.71,21-22
Brandon Domingues,Troyes,6.71,21-22
Maxime Busi,Stade de Reims,6.71,21-22
Jean-Louis Leca,RC Lens,6.71,21-22
Jimmy Giraudon,Troyes,6.71,21-22
M'Baye Niang,Bordeaux,6.71,21-22
Jean-Kevin Duverne,Stade Brestois,6.71,21-22
Jimmy Briand,Bordeaux,6.71,21-22
Stéphane Diarra,Lorient,6.71,21-22
Jérémy Le Douaron,Stade Brestois,6.71,21-22
Sambou Soumano,Lorient,6.71,21-22
Evann Guessand,Nice,6.71,21-22
Youssouf Koné,Troyes,6.71,21-22
Angel Gomes,Lille,6.7,21-22
Yoann Touzghar,Troyes,6.7,21-22
Jordan Lotomba,Nice,6.7,21-22
Islam Slimani,Olympique Lyonnais,6.7,21-22
Oualid El Hajjam,Troyes,6.7,21-22
Stian Gregersen,Bordeaux,6.7,21-22
Salis Abdul Samed,Clermont Foot,6.7,21-22
Dan Ndoye,Nice,6.7,21-22
Dylan Chambost,Troyes,6.7,21-22
Leny Yoro,Lille,6.7,21-22
Jerome Phojo,Clermont Foot,6.7,21-22
Lohann Doucet,Nantes,6.7,21-22
Denys Bain,Stade Brestois,6.7,21-22
Stéphane Bahoken,Angers,6.7,21-22
Konrad de la Fuente,Olympique de Marseille,6.69,21-22
Burak Yılmaz,Lille,6.69,21-22
Jonathan Ikoné,Lille,6.69,21-22
Jeff Reine-Adélaïde,Olympique Lyonnais,6.69,21-22
Nicolas Cozza,Montpellier,6.69,21-22
Jens Cajuste,Stade de Reims,6.69,21-22
Stephy Mavididi,Montpellier,6.69,21-22
Ibrahima Niane,Metz,6.68,21-22
Ignatius Ganago,RC Lens,6.68,21-22
Sikou Niakaté,Metz,6.68,21-22
Lebo Mothiba,Troyes,6.68,21-22
Miguel Trauco,Saint-Étienne,6.68,21-22
Saîf-Eddine Khaoui,Clermont Foot,6.67,21-22
Arnaud Souquet,Montpellier,6.67,21-22
Azzedine Ounahi,Angers,6.67,21-22
Jean-Eudes Aholou,RC Strasbourg,6.67,21-22
Quentin Boisgard,Lorient,6.67,21-22
Ouparine Djoco,Clermont Foot,6.67,21-22
Enzo Ebosse,Angers,6.67,21-22
Billal Brahimi,Nice,6.67,21-22
Houboulang Mendes,Lorient,6.67,21-22
Moritz Jenz,Lorient,6.67,21-22
Vagner Dias,Metz,6.67,21-22
Issouf Sissokho,Bordeaux,6.67,21-22
Renaud Emond,Nantes,6.66,21-22
Sada Thioub,Saint-Étienne,6.66,21-22
Georginio Wijnaldum,Paris Saint-Germain,6.66,21-22
Sambou Sissoko,Stade de Reims,6.66,21-22
Henrique,Olympique Lyonnais,6.66,21-22
Dennis Appiah,Nantes,6.65,21-22
Philippe Sandler,Troyes,6.65,21-22
Sofiane Alakouch,Metz,6.65,21-22
Roli Pereira de Sa,Nantes,6.65,21-22
Romain Hamouma,Saint-Étienne,6.65,21-22
Karol Fila,RC Strasbourg,6.65,21-22
Adrian Grbić,Lorient,6.64,21-22
Morgan Schneiderlin,Nice,6.64,21-22
Patrick Berg,RC Lens,6.64,21-22
Hyun-Jun Suk,Troyes,6.64,21-22
Batista Mendy,Angers,6.64,21-22
Djibril Sidibé,AS Monaco,6.64,21-22
Corentin Jean,RC Lens,6.63,21-22
Dieye El Hadji,Saint-Étienne,6.63,21-22
Enock Kwateng,Bordeaux,6.63,21-22
N'Dri Koffi,Stade de Reims,6.63,21-22
Romain Del Castillo,Stade Brestois,6.63,21-22
Hatem Ben Arfa,Lille,6.63,21-22
Bakary Sako,Saint-Étienne,6.63,21-22
Junior Sambia,Montpellier,6.63,21-22
Etienne Green,Saint-Étienne,6.63,21-22
Sébastien Corchia,Nantes,6.63,21-22
Elye Wahi,Montpellier,6.62,21-22
Deiver Machado,RC Lens,6.62,21-22
Mohamed-Ali Cho,Angers,6.62,21-22
Jean-Philippe Krasso,Saint-Étienne,6.62,21-22
Cheick Tidiane Sabaly,Metz,6.62,21-22
Jemerson,Metz,6.62,21-22
Dion Lopy,Stade de Reims,6.62,21-22
Bradley Locko,Stade de Reims,6.62,21-22
Irvin Cardona,Stade Brestois,6.62,21-22
Jim Allevinah,Clermont Foot,6.61,21-22
Tino Kadewere,Olympique Lyonnais,6.61,21-22
Danijel Petković,Angers,6.61,21-22
Fábio,Nantes,6.61,21-22
Papa Ndiaga Yade,Metz,6.61,21-22
Alidu Seidu,Clermont Foot,6.61,21-22
Ambroise Oyongo,Montpellier,6.61,21-22
Charles Traoré,Nantes,6.61,21-22
Opa Nguette,Metz,6.61,21-22
Gaetan Poussin,Bordeaux,6.61,21-22
Louis Mafouta,Metz,6.61,21-22
Rayan Cherki,Olympique Lyonnais,6.61,21-22
Jodel Dossou,Clermont Foot,6.61,21-22
Alexandre Oukidja,Metz,6.6,21-22
Gideon Mensah,Bordeaux,6.6,21-22
Issa Kaboré,Troyes,6.6,21-22
Nordine Kandil,RC Strasbourg,6.6,21-22
Sacha Delaye,Montpellier,6.6,21-22
Sergio Rico,Paris Saint-Germain,6.6,21-22
Myziane Maolida,Nice,6.6,21-22
Mohamed Achi,Nantes,6.6,21-22
Josh Maja,Bordeaux,6.6,21-22
Jérémy Pied,Lille,6.6,21-22
Bryan Nokoue,Saint-Étienne,6.6,21-22
Eric N'jo,Troyes,6.6,21-22
Habib Keita,Olympique Lyonnais,6.6,21-22
Yanis Guermouche,Montpellier,6.6,21-22
Eduardo Camavinga,Stade Rennais,6.6,21-22
Mathieu Cafaro,Stade de Reims,6.6,21-22
Dilane Bakwa,Bordeaux,6.6,21-22
Mathys Tel,Stade Rennais,6.6,21-22
Stefan Bajić,Saint-Étienne,6.6,21-22
Domagoj Bradarić,Lille,6.6,21-22
Pierrick Capelle,Angers,6.6,21-22
Osman Bukari,Nantes,6.6,21-22
Willem Geubbels,Nantes,6.6,21-22
Samuel Moutoussamy,Nantes,6.59,21-22
Jordan Tell,Clermont Foot,6.59,21-22
Abdu Conté,Troyes,6.59,21-22
Adil Aouchiche,Saint-Étienne,6.59,21-22
Eliot Matazo,AS Monaco,6.59,21-22
Lucas Gourna-Douath,Saint-Étienne,6.59,21-22
Lesley Ugochukwu,Stade Rennais,6.59,21-22
Mama Baldé,Troyes,6.58,21-22
Jean Claude Billong,Clermont Foot,6.58,21-22
Abdel Medioub,Bordeaux,6.58,21-22
Leo Leroy,Montpellier,6.57,21-22
Gabriel Gudmundsson,Lille,6.57,21-22
Nicholas Gioacchini,Montpellier,6.57,21-22
Waniss Taibi,Angers,6.57,21-22
Jean-Armel Kana-Biyik,Metz,6.57,21-22
Yannick Cahuzac,RC Lens,6.57,21-22
Calvin Stengs,Nice,6.57,21-22
Édouard Michut,Paris Saint-Germain,6.57,21-22
Colin Dagba,Paris Saint-Germain,6.57,21-22
Habib Diarra,RC Strasbourg,6.57,21-22
Eliaquim Mangala,Saint-Étienne,6.56,21-22
Gabriel Silva,Saint-Étienne,6.56,21-22
Myron Boadu,AS Monaco,6.55,21-22
Yvan Neyou,Saint-Étienne,6.55,21-22
Grejohn Kyei,Clermont Foot,6.55,21-22
Kaj Sierhuis,Stade de Reims,6.55,21-22
Thomas Fontaine,Lorient,6.55,21-22
Mamadou Camara,Troyes,6.55,21-22
Chrislain Matsima,AS Monaco,6.55,21-22
Youssouph Badji,Stade Brestois,6.55,21-22
Yasser Larouci,Troyes,6.55,21-22
Jonathan Iglesias,Paris FC,6.55,21-22
Souleyman Doumbia,Angers,6.55,21-22
Igor Silva,Lorient,6.55,21-22
Edson Mexer,Bordeaux,6.55,21-22
Aimen Moueffek,Saint-Étienne,6.55,21-22
Paul Nardi,Lorient,6.55,21-22
Hianga'a M'Bock,Stade Brestois,6.54,21-22
Yanis Lhéry,Saint-Étienne,6.54,21-22
Baptiste Mouazan,Lorient,6.53,21-22
Marin Jakoliš,Angers,6.53,21-22
Bradley Barcola,Olympique Lyonnais,6.53,21-22
Mauro Icardi,Paris Saint-Germain,6.53,21-22
Karim Azamoum,Troyes,6.53,21-22
Kévin N'Doram,Metz,6.53,21-22
Oriol Busquets,Clermont Foot,6.53,21-22
Béni Makouana,Montpellier,6.52,21-22
Juan Ignacio Ramírez,Saint-Étienne,6.52,21-22
Nassim Chadli,Troyes,6.52,21-22
Pierre-Yves Hamel,Clermont Foot,6.52,21-22
Loum Tchaouna,Stade Rennais,6.51,21-22
Massadio Haïdara,RC Lens,6.51,21-22
Yvann Maçon,Saint-Étienne,6.51,21-22
Valon Berisha,Stade de Reims,6.51,21-22
Mamadou Fofana,Metz,6.5,21-22
Alexandre Letellier,Paris Saint-Germain,6.5,21-22
Félix Lemaréchal,AS Monaco,6.5,21-22
Charles Abi,Saint-Étienne,6.5,21-22
Rubén Pardo,Bordeaux,6.5,21-22
Maxence Rivera,Saint-Étienne,6.5,21-22
Romain Philippoteaux,Stade Brestois,6.5,21-22
Jason Mbock,Angers,6.5,21-22
Aboubakar Sidibe,Clermont Foot,6.5,21-22
Mykola Kukharevych,Troyes,6.5,21-22
Paul Baysse,Bordeaux,6.5,21-22
Samuel Loric,Lorient,6.5,21-22
Wilson Isidor,AS Monaco,6.5,21-22
Dion Moise Sahi,RC Strasbourg,6.5,21-22
Warren Tchimbembé,Metz,6.5,21-22
Abdoulaye Bamba,Angers,6.5,21-22
Amadou Salif Mbengue,Metz,6.5,21-22
Casimir Ninga,Angers,6.49,21-22
Thuler,Montpellier,6.49,21-22
Maghnes Akliouche,AS Monaco,6.48,21-22
Ricardo Mangas,Bordeaux,6.48,21-22
Arial Mendy,Clermont Foot,6.48,21-22
Levi Lumeka,Troyes,6.48,21-22
Rafiki Saïd,Stade Brestois,6.48,21-22
Sead Kolašinac,Olympique de Marseille,6.48,21-22
Moussa Doumbia,Stade de Reims,6.48,21-22
Enzo Crivelli,Saint-Étienne,6.48,21-22
Ibrahima Baldé,RC Lens,6.48,21-22
Luís Henrique,Olympique de Marseille,6.46,21-22
Mehdi Zerkane,Bordeaux,6.46,21-22
Tom Lacoux,Bordeaux,6.45,21-22
Farid El Melali,Angers,6.45,21-22
Josué Albert,Clermont Foot,6.45,21-22
Redwan Bourles,Lorient,6.45,21-22
Andy Diouf,Stade Rennais,6.45,21-22
Xavi Simons,Paris Saint-Germain,6.45,21-22
Lenny Joseph,Metz,6.45,21-22
William Mikelbrencis,Metz,6.44,21-22
Timothee Pembele,Bordeaux,6.44,21-22
Matthis Abline,Stade Rennais,6.44,21-22
Benoît Costil,Bordeaux,6.44,21-22
Cheikh Niasse,Lille,6.43,21-22
Jean-Kévin Augustin,Nantes,6.43,21-22
Anastasios Donis,Stade de Reims,6.43,21-22
Fransérgio,Bordeaux,6.4,21-22
Nemanja Radonjić,Olympique de Marseille,6.4,21-22
Ismael Doukoure,RC Strasbourg,6.4,21-22
Patrick Roberts,Troyes,6.4,21-22
Sekou Oumar Yansane,Paris Saint-Germain,6.4,21-22
Nathan Bitumazala,Paris Saint-Germain,6.4,21-22
Alpha Sissoko,Saint-Étienne,6.4,21-22
Darío Benedetto,Olympique de Marseille,6.4,21-22
Mahamé Siby,Paris FC,6.4,21-22
Mathys Saban,Saint-Étienne,6.4,21-22
Théo Le Bris,Lorient,6.4,21-22
Antonin Bobichon,Angers,6.4,21-22
Tanguy Zoukrou,Troyes,6.33,21-22
Gerson Rodrigues,Troyes,6.3,21-22
Jeanuël Belocian,Stade Rennais,6.3,21-22
Loris Benito,Bordeaux,6.3,21-22
Mehdi Chahiri,RC Strasbourg,6.3,21-22
Amadou Traoré,Bordeaux,6.3,21-22
Romain Salin,Stade Rennais,6.3,21-22
Johaneko Louis Jean,Bordeaux,6.3,21-22
Arthur Desmas,Clermont Foot,6.29,21-22
Abdoulaye Sylla,Nantes,6.25,21-22
Yadaly Diaby,Clermont Foot,6.25,21-22
Jérôme Hergault,Lorient,6.14,21-22
Maxwel Cornet,Olympique Lyonnais,6.0,21-22
Ibrahim Diakité,Stade de Reims,6.0,21-22
Gautier Larsonneur,Stade Brestois,0.0,21-22
Georges Mikautadze,Metz,0.0,21-22
Ismael Gharbi,Paris Saint-Germain,0.0,21-22
El Chadaille Bitshiabu,Paris Saint-Germain,0.0,21-22
Enzo Tchato Mbiayi,Montpellier,0.0,21-22
Salim Ben Seghir,Olympique de Marseille,0.0,21-22
Djeidi Gassama,Paris Saint-Germain,0.0,21-22
Lamine Ghezali,Saint-Étienne,0.0,21-22
Jonathan Varane,RC Lens,0.0,21-22
Tiago Ribeiro,AS Monaco,0.0,21-22
Guédé Nadje,Angers,0.0,21-22
Samuel Koeberle,Stade de Reims,0.0,21-22
Lucas Calodat,Saint-Étienne,0.0,21-22
Oussama Targhalline,Olympique de Marseille,0.0,21-22
Yannis M'Bemba,Nantes,0.0,21-22
Derek Mazou-Sacko,Troyes,0.0,21-22
Noah Fatar,Angers,0.0,21-22
Armand Laurienté,Lorient,8.2,22-23
Lionel Messi,Paris Saint-Germain,8.11,22-23
Neymar,Paris Saint-Germain,7.69,22-23
Rémy Cabella,Lille,7.56,22-23
Martin Terrier,Stade Rennais,7.54,22-23
Branco van den Boomen,Toulouse,7.52,22-23
Lucas Paquetá,Olympique Lyonnais,7.45,22-23
Kylian Mbappé,Paris Saint-Germain,7.42,22-23
Joaquín Blázquez,Stade Brestois,7.4,22-23
Benjamin Bourigeaud,Stade Rennais,7.39,22-23
Alexandre Lacazette,Olympique Lyonnais,7.38,22-23
Teji Savanier,Montpellier,7.34,22-23
Dango Ouattara,Lorient,7.29,22-23
Benjamin Lecomte,Montpellier,7.26,22-23
Florian Sotoca,RC Lens,7.26,22-23
Ante Palaversa,Troyes,7.25,22-23
Przemysław Frankowski,RC Lens,7.21,22-23
Nabil Bentaleb,Angers,7.21,22-23
Aleksandr Golovin,AS Monaco,7.21,22-23
Franck Honorat,Stade Brestois,7.2,22-23
Edon Zhegrova,Lille,7.2,22-23
Rémy Descamps,Nantes,7.2,22-23
Ghjuvanni Quilichini,Ajaccio,7.2,22-23
Enzo Le Fée,Lorient,7.19,22-23
Jean-Ricner Bellegarde,RC Strasbourg,7.19,22-23
Florian Tardieu,Troyes,7.18,22-23
Gaëtan Laborde,Nice,7.17,22-23
Dante,Nice,7.16,22-23
Andrei Girotto,Nantes,7.16,22-23
Jonathan David,Lille,7.15,22-23
Benjamin André,Lille,7.15,22-23
Leandro Paredes,Paris Saint-Germain,7.15,22-23
Donovan Léon,Auxerre,7.15,22-23
Jérémy Doku,Stade Rennais,7.15,22-23
Yehvann Diouf,Stade de Reims,7.15,22-23
Loïs Openda,RC Lens,7.14,22-23
Pierre Lees Melou,Stade Brestois,7.14,22-23
Hamza Sakhi,Auxerre,7.12,22-23
Alexis Sánchez,Olympique de Marseille,7.12,22-23
Wissam Ben Yedder,AS Monaco,7.12,22-23
Corentin Tolisso,Olympique Lyonnais,7.11,22-23
Jonathan Clauss,Olympique de Marseille,7.11,22-23
Jordan Veretout,Olympique de Marseille,7.11,22-23
Nathan N'Goumou,Toulouse,7.1,22-23
Seko Fofana,RC Lens,7.09,22-23
Jonathan Gradit,RC Lens,7.09,22-23
Luis Javier Suárez,Olympique de Marseille,7.09,22-23
Rasmus Nicolaisen,Toulouse,7.09,22-23
Alexis Flips,Stade de Reims,7.08,22-23
Rayan Cherki,Olympique Lyonnais,7.08,22-23
Terem Moffi,Nice,7.08,22-23
Ionuț Radu,Auxerre,7.08,22-23
Rhys Healey,Toulouse,7.08,22-23
Valentin Rongier,Olympique de Marseille,7.08,22-23
Angelo Fulgini,RC Lens,7.08,22-23
Hicham Boudaoui,Nice,7.07,22-23
Fabien Centonze,Nantes,7.07,22-23
Romain Del Castillo,Stade Brestois,7.07,22-23
Fabián Ruiz,Paris Saint-Germain,7.07,22-23
Gianluigi Donnarumma,Paris Saint-Germain,7.06,22-23
Rony Lopes,Troyes,7.05,22-23
Caio Henrique,AS Monaco,7.05,22-23
Sofiane Boufal,Angers,7.05,22-23
Boubakar Kouyaté,Montpellier,7.05,22-23
Quentin Boisgard,Lorient,7.05,22-23
Azor Matusiwa,Stade de Reims,7.05,22-23
