player,team,rating,season
Jérôme Roussillon,VfL Wolfsburg,6.67,21-22
Janik Haberer,SC Freiburg,6.67,21-22
Louis Schaub,1. FC Köln,6.67,21-22
Dodi Lukebakio,VfL Wolfsburg,6.67,21-22
Lucas Tousart,Hertha BSC,6.67,21-22
Jessic Ngankam,SpVgg Greuther Fürth,6.67,21-22
Anderson-Lenda Lucoqui,1. FSV Mainz 05,6.67,21-22
Brian Brobbey,RB Leipzig,6.67,21-22
Kingsley Schindler,1. FC Köln,6.66,21-22
Joseph Scally,Borussia M'gladbach,6.66,21-22
Elvis Rexhbeçaj,VfL Bochum 1848,6.66,21-22
Stefan Lainer,Borussia M'gladbach,6.66,21-22
Felix Passlack,Borussia Dortmund,6.66,21-22
Marin Pongračić,Borussia Dortmund,6.66,21-22
Linus Gechter,Hertha BSC,6.66,21-22
Hugo Novoa Ramos,RB Leipzig,6.66,21-22
Raphael Framberger,FC Augsburg,6.66,21-22
Nadiem Amiri,Bayer 04 Leverkusen,6.65,21-22
Jannes Horn,1. FC Köln,6.65,21-22
Kevin Akpoguma,TSG Hoffenheim,6.65,21-22
Sebastian Griesbeck,SpVgg Greuther Fürth,6.65,21-22
Janni Serra,Arminia Bielefeld,6.65,21-22
Cédric Itten,SpVgg Greuther Fürth,6.65,21-22
Manuel Prietl,Arminia Bielefeld,6.65,21-22
Hee-Chan Hwang,RB Leipzig,6.65,21-22
Keita Endo,1. FC Union Berlin,6.65,21-22
Kevin-Prince Boateng,Hertha BSC,6.65,21-22
Nick Viergever,SpVgg Greuther Fürth,6.65,21-22
Marius Wolf,Borussia Dortmund,6.65,21-22
Peter Pekarík,Hertha BSC,6.65,21-22
Jens Petter Hauge,Eintracht Frankfurt,6.64,21-22
Jetro Willems,SpVgg Greuther Fürth,6.64,21-22
Julian Green,SpVgg Greuther Fürth,6.64,21-22
Paul Seguin,SpVgg Greuther Fürth,6.64,21-22
Ermedin Demirović,SC Freiburg,6.64,21-22
Bryan Lasme,Arminia Bielefeld,6.64,21-22
Hans Nunoo Sarpei,SpVgg Greuther Fürth,6.64,21-22
Sebastian Rudy,TSG Hoffenheim,6.64,21-22
Ricardo Pepi,FC Augsburg,6.64,21-22
Fabian Kunze,Arminia Bielefeld,6.64,21-22
Jürgen Ekkelenkamp,Hertha BSC,6.64,21-22
Delano Burgzorg,1. FSV Mainz 05,6.63,21-22
Andrés Andrade,Arminia Bielefeld,6.63,21-22
Herbert Bockhorn,VfL Bochum 1848,6.63,21-22
Ragnar Ache,Eintracht Frankfurt,6.63,21-22
Tim Lemperle,1. FC Köln,6.63,21-22
Ádám Szalai,1. FSV Mainz 05,6.63,21-22
Sargis Adamyan,TSG Hoffenheim,6.63,21-22
Mijat Gaćinović,TSG Hoffenheim,6.63,21-22
Florian Krüger,Arminia Bielefeld,6.62,21-22
Enzo Millot,VfB Stuttgart,6.62,21-22
Christopher Antwi-Adjei,VfL Bochum 1848,6.62,21-22
Jeremy Dudziak,SpVgg Greuther Fürth,6.61,21-22
Noah Joel Sarenren Bazee,FC Augsburg,6.61,21-22
Alexander Schwolow,Hertha BSC,6.61,21-22
Mateo Klimowicz,VfB Stuttgart,6.61,21-22
Timothy Chandler,Eintracht Frankfurt,6.61,21-22
Andrey Lunev,Bayer 04 Leverkusen,6.6,21-22
Iker Bravo,Bayer 04 Leverkusen,6.6,21-22
Solomon Bonnah,RB Leipzig,6.6,21-22
Tobias Sippel,Borussia M'gladbach,6.6,21-22
Marten Winkler,Hertha BSC,6.6,21-22
Kevin Paredes,VfL Wolfsburg,6.6,21-22
Zidan Sertdemir,Bayer 04 Leverkusen,6.6,21-22
Justin Hoogma,SpVgg Greuther Fürth,6.6,21-22
Conor Noß,Borussia M'gladbach,6.6,21-22
Tarsis Bonga,VfL Bochum 1848,6.6,21-22
Lasse Günther,FC Augsburg,6.6,21-22
Tobias Strobl,FC Augsburg,6.6,21-22
Julian Baumgartlinger,Bayer 04 Leverkusen,6.6,21-22
Nikolas Nartey,VfB Stuttgart,6.6,21-22
Dennis Jastrzembski,Hertha BSC,6.6,21-22
Jorge Meré,1. FC Köln,6.6,21-22
Andi Zeqiri,FC Augsburg,6.6,21-22
Dickson Abiama,SpVgg Greuther Fürth,6.6,21-22
Sam Lammers,Eintracht Frankfurt,6.59,21-22
Márton Dárdai,Hertha BSC,6.59,21-22
Håvard Nielsen,SpVgg Greuther Fürth,6.59,21-22
Patrick Osterhage,VfL Bochum 1848,6.58,21-22
Luca Netz,Borussia M'gladbach,6.58,21-22
Kiliann Sildillia,SC Freiburg,6.58,21-22
Luca Waldschmidt,VfL Wolfsburg,6.58,21-22
Robert Gumny,FC Augsburg,6.58,21-22
Paul Nebel,1. FSV Mainz 05,6.58,21-22
Tanguy Coulibaly,VfB Stuttgart,6.58,21-22
Burak Ince,Arminia Bielefeld,6.58,21-22
Tobias Raschl,SpVgg Greuther Fürth,6.57,21-22
Youssoufa Moukoko,Borussia Dortmund,6.57,21-22
Ruben Vargas,FC Augsburg,6.56,21-22
Roberto Massimo,VfB Stuttgart,6.56,21-22
Aymen Barkok,Eintracht Frankfurt,6.56,21-22
Justin Che,TSG Hoffenheim,6.55,21-22
Gabriel Vidović,FC Bayern München,6.55,21-22
Mathias Olesen,1. FC Köln,6.55,21-22
Lilian Egloff,VfB Stuttgart,6.55,21-22
Daley Sinkgraven,Bayer 04 Leverkusen,6.55,21-22
Kristijan Jakić,Eintracht Frankfurt,6.55,21-22
Kevin Möhwald,1. FC Union Berlin,6.55,21-22
Marcel Lotka,Hertha BSC,6.54,21-22
Krzysztof Piątek,Hertha BSC,6.54,21-22
Felix Nmecha,VfL Wolfsburg,6.54,21-22
Danny da Costa,Eintracht Frankfurt,6.54,21-22
Noah Weißhaupt,SC Freiburg,6.53,21-22
Keanan Bennetts,Borussia M'gladbach,6.53,21-22
Matondo-Merveille Papela,1. FSV Mainz 05,6.53,21-22
Carlos Gruezo,FC Augsburg,6.52,21-22
Levin Öztunali,1. FC Union Berlin,6.52,21-22
Maximilian Bauer,SpVgg Greuther Fürth,6.52,21-22
Sebastian Vasiliadis,Arminia Bielefeld,6.52,21-22
Felix Uduokhai,FC Augsburg,6.52,21-22
Jan Morávek,FC Augsburg,6.51,21-22
Simon Asta,SpVgg Greuther Fürth,6.51,21-22
Robin Hack,Arminia Bielefeld,6.5,21-22
Baptiste Santamaria,SC Freiburg,6.5,21-22
Christian Früchtl,FC Bayern München,6.5,21-22
Noah Katterbach,1. FC Köln,6.5,21-22
Admir Mehmedi,VfL Wolfsburg,6.5,21-22
Philipp Pentke,TSG Hoffenheim,6.5,21-22
Joel Pohjanpalo,Bayer 04 Leverkusen,6.5,21-22
Marco John,TSG Hoffenheim,6.5,21-22
Ömer Faruk Beyaz,VfB Stuttgart,6.5,21-22
Sven Ulreich,FC Bayern München,6.5,21-22
Cedric Teuchert,1. FC Union Berlin,6.5,21-22
Bartosz Białek,VfL Wolfsburg,6.5,21-22
Afimico Pululu,SpVgg Greuther Fürth,6.49,21-22
Deyovaisio Zeefuik,Hertha BSC,6.48,21-22
Nils Seufert,SpVgg Greuther Fürth,6.48,21-22
Sergio Córdova,FC Augsburg,6.48,21-22
Yannik Keitel,SC Freiburg,6.47,21-22
Paul Wanner,FC Bayern München,6.47,21-22
Panagiotis Retsos,Bayer 04 Leverkusen,6.47,21-22
Reinier,Borussia Dortmund,6.44,21-22
Myziane Maolida,Hertha BSC,6.44,21-22
Nathan De Medina,Arminia Bielefeld,6.44,21-22
Almamy Touré,Eintracht Frankfurt,6.44,21-22
Tomáš Ostrák,1. FC Köln,6.43,21-22
Naouirou Ahamada,VfB Stuttgart,6.43,21-22
George Bello,Arminia Bielefeld,6.43,21-22
Marwin Hitz,Borussia Dortmund,6.42,21-22
Lukas Klünter,Hertha BSC,6.42,21-22
David Nemeth,1. FSV Mainz 05,6.42,21-22
Silvère Ganvoula,VfL Bochum 1848,6.41,21-22
Matej Maglica,VfB Stuttgart,6.4,21-22
Julian Eitschberger,Hertha BSC,6.4,21-22
Antonios Papadopoulos,Borussia Dortmund,6.4,21-22
Finn Dahmen,1. FSV Mainz 05,6.4,21-22
Fisnik Asllani,TSG Hoffenheim,6.4,21-22
Fredrik André Bjørkan,Hertha BSC,6.4,21-22
Niklas Tauer,1. FSV Mainz 05,6.39,21-22
Adrian Fein,SpVgg Greuther Fürth,6.35,21-22
Abdourahmane Barry,SpVgg Greuther Fürth,6.35,21-22
Silas Katompa Mvumpa,VfB Stuttgart,6.32,21-22
Roman Bürki,Borussia Dortmund,6.3,21-22
Tom Bischof,TSG Hoffenheim,6.3,21-22
Joscha Wosz,RB Leipzig,6.3,21-22
Cimo Röcker,Hertha BSC,6.3,21-22
Ilaix Moriba,RB Leipzig,6.3,21-22
Javairô Dilrosun,Hertha BSC,6.3,21-22
Dong-jun Lee,Hertha BSC,6.28,21-22
Anton Kade,Hertha BSC,6.28,21-22
Gideon Jung,SpVgg Greuther Fürth,6.23,21-22
Marius Funk,SpVgg Greuther Fürth,6.21,21-22
Thomas Delaney,Borussia Dortmund,6.2,21-22
Jens Grahl,Eintracht Frankfurt,6.2,21-22
Stephan Fürstner,1. FSV Mainz 05,6.2,21-22
Nick Proschwitz,TSG Hoffenheim,6.1,21-22
Robert Tesche,VfL Bochum 1848,6.1,21-22
Lennart Czyborra,Arminia Bielefeld,6.08,21-22
Josep Martínez,RB Leipzig,5.9,21-22
Hugo Siquet,SC Freiburg,5.8,21-22
Benjamin Uphoff,SC Freiburg,5.3,21-22
Mohamed Sankoh,VfB Stuttgart,0.0,21-22
Vincent Vermeij,SC Freiburg,0.0,21-22
Umut Tohumcu,TSG Hoffenheim,0.0,21-22
Immanuel Pherai,Borussia Dortmund,0.0,21-22
Ermin Bičakčić,TSG Hoffenheim,0.0,21-22
Lars Sidney Raebiger,RB Leipzig,0.0,21-22
Lion Semić,Borussia Dortmund,0.0,21-22
Luis Hartwig,VfL Bochum 1848,0.0,21-22
Torben Müsel,Borussia M'gladbach,0.0,21-22
Philipp Tschauner,RB Leipzig,0.0,21-22
Romario Rösch,1. FSV Mainz 05,0.0,21-22
Kasim Adams,TSG Hoffenheim,0.0,21-22
Tjark Ernst,Hertha BSC,7.8,22-23
Joshua Kimmich,FC Bayern München,7.73,22-23
Jonas Hofmann,Borussia M'gladbach,7.47,22-23
Dominik Szoboszlai,RB Leipzig,7.42,22-23
Vincenzo Grifo,SC Freiburg,7.41,22-23
Levin Öztunali,1. FC Union Berlin,7.4,22-23
Julien Duranville,Borussia Dortmund,7.4,22-23
Jude Bellingham,Borussia Dortmund,7.4,22-23
Benjamin Pavard,FC Bayern München,7.36,22-23
Raphaël Guerreiro,Borussia Dortmund,7.36,22-23
Clinton Mola,VfB Stuttgart,7.3,22-23
Diant Ramaj,Eintracht Frankfurt,7.3,22-23
Niclas Füllkrug,SV Werder Bremen,7.3,22-23
Marvin Ducksch,SV Werder Bremen,7.28,22-23
Maximilian Arnold,VfL Wolfsburg,7.27,22-23
Kingsley Coman,FC Bayern München,7.27,22-23
Nico Schlotterbeck,Borussia Dortmund,7.27,22-23
Konstantinos Mavropanos,VfB Stuttgart,7.26,22-23
Florian Kainz,1. FC Köln,7.23,22-23
Christopher Nkunku,RB Leipzig,7.23,22-23
Borna Sosa,VfB Stuttgart,7.23,22-23
Julian Brandt,Borussia Dortmund,7.22,22-23
Florian Wirtz,Bayer 04 Leverkusen,7.21,22-23
Thomas Müller,FC Bayern München,7.19,22-23
Ellyes Skhiri,1. FC Köln,7.17,22-23
Moussa Diaby,Bayer 04 Leverkusen,7.15,22-23
Ørjan Nyland,RB Leipzig,7.15,22-23
Willi Orbán,RB Leipzig,7.14,22-23
Saša Kalajdžić,VfB Stuttgart,7.13,22-23
Ralf Fährmann,FC Schalke 04,7.13,22-23
Eric Maxim Choupo-Moting,FC Bayern München,7.13,22-23
Mats Hummels,Borussia Dortmund,7.13,22-23
Sheraldo Becker,1. FC Union Berlin,7.13,22-23
Frederik Rønnow,1. FC Union Berlin,7.13,22-23
Serge Gnabry,FC Bayern München,7.11,22-23
Manuel Neuer,FC Bayern München,7.11,22-23
Niklas Süle,Borussia Dortmund,7.11,22-23
Michael Zetterer,SV Werder Bremen,7.1,22-23
Rafał Gikiewicz,FC Augsburg,7.1,22-23
Matthias Ginter,SC Freiburg,7.1,22-23
Donyell Malen,Borussia Dortmund,7.09,22-23
Julian Chabot,1. FC Köln,7.09,22-23
Ramy Bensebaini,Borussia M'gladbach,7.08,22-23
Randal Kolo Muani,Eintracht Frankfurt,7.08,22-23
Kevin Stöger,VfL Bochum 1848,7.08,22-23
Michael Gregoritsch,SC Freiburg,7.07,22-23
Gregor Kobel,Borussia Dortmund,7.07,22-23
Matthijs de Ligt,FC Bayern München,7.06,22-23
Sébastien Haller,Borussia Dortmund,7.06,22-23
Jamal Musiala,FC Bayern München,7.05,22-23
Danilho Doekhi,1. FC Union Berlin,7.05,22-23
Dani Olmo,RB Leipzig,7.04,22-23
Jonas Hector,1. FC Köln,7.04,22-23
Paulo Otávio,VfL Wolfsburg,7.04,22-23
Exequiel Palacios,Bayer 04 Leverkusen,7.03,22-23
Tomáš Koubek,FC Augsburg,7.03,22-23
Emre Can,Borussia Dortmund,7.02,22-23
Philipp Hofmann,VfL Bochum 1848,7.02,22-23
Ludovic Ajorque,1. FSV Mainz 05,7.02,22-23
Mark Flekken,SC Freiburg,7.02,22-23
Marcus Thuram,Borussia M'gladbach,7.02,22-23
Mitchell Weiser,SV Werder Bremen,7.02,22-23
Ko Itakura,Borussia M'gladbach,7.01,22-23
Angeliño,TSG Hoffenheim,7.0,22-23
Felix Nmecha,VfL Wolfsburg,7.0,22-23
Gabriel Vidović,FC Bayern München,7.0,22-23
Luca Pellegrini,Eintracht Frankfurt,7.0,22-23
Felix Passlack,Borussia Dortmund,7.0,22-23
Leon Goretzka,FC Bayern München,7.0,22-23
Christopher Trimmel,1. FC Union Berlin,7.0,22-23
Philipp Lienhart,SC Freiburg,6.99,22-23
Josip Juranović,1. FC Union Berlin,6.99,22-23
Wataru Endo,VfB Stuttgart,6.99,22-23
Philipp Max,Eintracht Frankfurt,6.99,22-23
Robin Knoche,1. FC Union Berlin,6.99,22-23
Koen Casteels,VfL Wolfsburg,6.99,22-23
Hiroki Ito,VfB Stuttgart,6.98,22-23
Patrick Wimmer,VfL Wolfsburg,6.97,22-23
Robert Andrich,Bayer 04 Leverkusen,6.97,22-23
Lars Stindl,Borussia M'gladbach,6.97,22-23
Jae-sung Lee,1. FSV Mainz 05,6.96,22-23
João Cancelo,FC Bayern München,6.96,22-23
Andrej Kramarić,TSG Hoffenheim,6.96,22-23
Lucas Höler,SC Freiburg,6.96,22-23
Jonas Omlin,Borussia M'gladbach,6.95,22-23
Kevin Behrens,1. FC Union Berlin,6.95,22-23
Alphonso Davies,FC Bayern München,6.95,22-23
Tom Rothe,Borussia Dortmund,6.95,22-23
Kerem Demirbay,Bayer 04 Leverkusen,6.94,22-23
Joško Gvardiol,RB Leipzig,6.94,22-23
Karim Onisiwo,1. FSV Mainz 05,6.94,22-23
Marc-Oliver Kempf,Hertha BSC,6.94,22-23
Jeremie Frimpong,Bayer 04 Leverkusen,6.94,22-23
Konrad Laimer,RB Leipzig,6.93,22-23
Anton Stach,1. FSV Mainz 05,6.93,22-23
Daichi Kamada,Eintracht Frankfurt,6.93,22-23
Sadio Mané,FC Bayern München,6.93,22-23
Marius Wolf,Borussia Dortmund,6.93,22-23
Lukas Kübler,SC Freiburg,6.93,22-23
Abdou Diallo,RB Leipzig,6.93,22-23
Hrvoje Smolčić,Eintracht Frankfurt,6.93,22-23
Jan Olschowsky,Borussia M'gladbach,6.93,22-23
Aurélio Buta,Eintracht Frankfurt,6.92,22-23
Noussair Mazraoui,FC Bayern München,6.92,22-23
Marcel Sabitzer,FC Bayern München,6.92,22-23
Christoph Baumgartner,TSG Hoffenheim,6.92,22-23
Serhou Guirassy,VfB Stuttgart,6.92,22-23
Mergim Berisha,FC Augsburg,6.92,22-23
Timo Hübers,1. FC Köln,6.91,22-23
Anthony Caci,1. FSV Mainz 05,6.91,22-23
Dodi Lukebakio,Hertha BSC,6.91,22-23
Benjamin Henrichs,RB Leipzig,6.91,22-23
Jonas Wind,VfL Wolfsburg,6.9,22-23
Robert Skov,TSG Hoffenheim,6.9,22-23
Yann Sommer,FC Bayern München,6.9,22-23
Nico Elvedi,Borussia M'gladbach,6.9,22-23
Christopher Antwi-Adjei,VfL Bochum 1848,6.9,22-23
Dennis Geiger,TSG Hoffenheim,6.9,22-23
Christopher Lenz,Eintracht Frankfurt,6.9,22-23
Arijon Ibrahimović,FC Bayern München,6.9,22-23
Sven Ulreich,FC Bayern München,6.9,22-23
David Raum,RB Leipzig,6.89,22-23
Moritz Jenz,FC Schalke 04,6.89,22-23
Mario Götze,Eintracht Frankfurt,6.89,22-23
Ozan Kabak,TSG Hoffenheim,6.89,22-23
Mahmoud Dahoud,Borussia Dortmund,6.89,22-23
Edmond Tapsoba,Bayer 04 Leverkusen,6.88,22-23
Stevan Jovetić,Hertha BSC,6.88,22-23
Leandro Barreiro,1. FSV Mainz 05,6.88,22-23
Julian Weigl,Borussia M'gladbach,6.88,22-23
Timo Werner,RB Leipzig,6.88,22-23
Niklas Schmidt,SV Werder Bremen,6.87,22-23
Mohamed Simakan,RB Leipzig,6.87,22-23
Roland Sallai,SC Freiburg,6.87,22-23
Marcin Kamiński,FC Schalke 04,6.87,22-23
Lucas Hernández,FC Bayern München,6.87,22-23
Aarón Martín,1. FSV Mainz 05,6.87,22-23
Leroy Sané,FC Bayern München,6.87,22-23
Kevin Akpoguma,TSG Hoffenheim,6.87,22-23
Philipp Förster,VfL Bochum 1848,6.87,22-23
Tobias Mohr,FC Schalke 04,6.87,22-23
Atakan Karazor,VfB Stuttgart,6.87,22-23
Péter Gulácsi,RB Leipzig,6.87,22-23
Emil Forsberg,RB Leipzig,6.87,22-23
Ridle Baku,VfL Wolfsburg,6.86,22-23
Ermedin Demirović,FC Augsburg,6.86,22-23
Manu Koné,Borussia M'gladbach,6.86,22-23
Max Kruse,VfL Wolfsburg,6.86,22-23
Djibril Sow,Eintracht Frankfurt,6.86,22-23
Nicolas Höfler,SC Freiburg,6.86,22-23
Rodrigo Zalazar,FC Schalke 04,6.85,22-23
Ihlas Bebou,TSG Hoffenheim,6.85,22-23
Micky van de Ven,VfL Wolfsburg,6.85,22-23
Maxence Lacroix,VfL Wolfsburg,6.85,22-23
Marco Reus,Borussia Dortmund,6.84,22-23
Maximilian Eggestein,SC Freiburg,6.84,22-23
Marius Bülter,FC Schalke 04,6.84,22-23
Niko Giesselmann,1. FC Union Berlin,6.84,22-23
Chris Führich,VfB Stuttgart,6.84,22-23
Xaver Schlager,RB Leipzig,6.84,22-23
Dan-Axel Zagadou,VfB Stuttgart,6.84,22-23
Manuel Riemann,VfL Bochum 1848,6.84,22-23
Alassane Pléa,Borussia M'gladbach,6.83,22-23
Maya Yoshida,FC Schalke 04,6.83,22-23
Merlin Röhl,SC Freiburg,6.83,22-23
Oliver Baumann,TSG Hoffenheim,6.83,22-23
Lukas Nmecha,VfL Wolfsburg,6.83,22-23
Piero Hincapié,Bayer 04 Leverkusen,6.83,22-23
Gil Dias,VfB Stuttgart,6.83,22-23
Pascal Stenzel,VfB Stuttgart,6.83,22-23
Jiří Pavlenka,SV Werder Bremen,6.83,22-23
Bartol Franjić,VfL Wolfsburg,6.83,22-23
Marco Richter,Hertha BSC,6.82,22-23
Davie Selke,1. FC Köln,6.82,22-23
Giovanni Reyna,Borussia Dortmund,6.82,22-23
Lukáš Hrádecký,Bayer 04 Leverkusen,6.82,22-23
Silvan Widmer,1. FSV Mainz 05,6.82,22-23
Janis Blaswich,RB Leipzig,6.82,22-23
Robin Zentner,1. FSV Mainz 05,6.82,22-23
Yussuf Poulsen,RB Leipzig,6.82,22-23
Tuta,Eintracht Frankfurt,6.81,22-23
Thomas Meunier,Borussia Dortmund,6.81,22-23
Jonathan Tah,Bayer 04 Leverkusen,6.81,22-23
Ritsu Doan,SC Freiburg,6.81,22-23
Christian Günter,SC Freiburg,6.81,22-23
Keven Schlotterbeck,VfL Bochum 1848,6.81,22-23
Dayot Upamecano,FC Bayern München,6.81,22-23
Dominik Kohr,1. FSV Mainz 05,6.81,22-23
Evan Ndicka,Eintracht Frankfurt,6.81,22-23
Lucas Tousart,Hertha BSC,6.81,22-23
Kevin Kampl,RB Leipzig,6.8,22-23
Tiago Tomás,VfB Stuttgart,6.8,22-23
Ibrahim Maza,Hertha BSC,6.8,22-23
Paulinho,Bayer 04 Leverkusen,6.8,22-23
Arne Engels,FC Augsburg,6.8,22-23
Almamy Touré,Eintracht Frankfurt,6.8,22-23
Niklas Stark,SV Werder Bremen,6.8,22-23
Antonios Papadopoulos,Borussia Dortmund,6.8,22-23
Veit Stange,Hertha BSC,6.8,22-23
Finn Dahmen,1. FSV Mainz 05,6.8,22-23
Tom Krauß,FC Schalke 04,6.8,22-23
Adam Hložek,Bayer 04 Leverkusen,6.8,22-23
Sebastiaan Bornauw,VfL Wolfsburg,6.8,22-23
Andreas Hanche-Olsen,1. FSV Mainz 05,6.79,22-23
Steffen Tigges,1. FC Köln,6.79,22-23
John Brooks,TSG Hoffenheim,6.79,22-23
Aissa Laïdouni,1. FC Union Berlin,6.79,22-23
André Hahn,FC Augsburg,6.79,22-23
Amos Pieper,SV Werder Bremen,6.78,22-23
Soichiro Kozuki,FC Schalke 04,6.78,22-23
Stefan Bell,1. FSV Mainz 05,6.78,22-23
Lukas Klostermann,RB Leipzig,6.78,22-23
Miloš Veljković,SV Werder Bremen,6.78,22-23
Karim Adeyemi,Borussia Dortmund,6.78,22-23
Mattias Svanberg,VfL Wolfsburg,6.78,22-23
Jordan Siebatcheu,1. FC Union Berlin,6.78,22-23
Kevin Paredes,VfL Wolfsburg,6.78,22-23
Amine Adli,Bayer 04 Leverkusen,6.78,22-23
Yannick Gerhardt,VfL Wolfsburg,6.78,22-23
Janik Haberer,1. FC Union Berlin,6.78,22-23
Eric Martel,1. FC Köln,6.78,22-23
Marco Friedl,SV Werder Bremen,6.77,22-23
Jonathan Burkardt,1. FSV Mainz 05,6.77,22-23
Angelo Stiller,TSG Hoffenheim,6.77,22-23
Edimilson Fernandes,1. FSV Mainz 05,6.77,22-23
Jesper Lindstrøm,Eintracht Frankfurt,6.77,22-23
Anthony Losilla,VfL Bochum 1848,6.76,22-23
Josuha Guilavogui,VfL Wolfsburg,6.76,22-23
Tanguy Coulibaly,VfB Stuttgart,6.76,22-23
Charles Aránguiz,Bayer 04 Leverkusen,6.76,22-23
Kevin Vogt,TSG Hoffenheim,6.76,22-23
Junior Dina Ebimbe,Eintracht Frankfurt,6.76,22-23
Marcel Halstenberg,RB Leipzig,6.76,22-23
Kristijan Jakić,Eintracht Frankfurt,6.76,22-23
Chidera Ejuke,Hertha BSC,6.76,22-23
Sardar Azmoun,Bayer 04 Leverkusen,6.75,22-23
Kelvin Yeboah,FC Augsburg,6.75,22-23
Ivan Ordets,VfL Bochum 1848,6.75,22-23
Dimitris Limnios,1. FC Köln,6.75,22-23
Munas Dabbur,TSG Hoffenheim,6.75,22-23
Erhan Mašović,VfL Bochum 1848,6.75,22-23
Josip Stanišić,FC Bayern München,6.75,22-23
Sebastian Rode,Eintracht Frankfurt,6.74,22-23
Dion Drena Beljo,FC Augsburg,6.74,22-23
Simon Terodde,FC Schalke 04,6.74,22-23
Alexander Meyer,Borussia Dortmund,6.74,22-23
Sebastian Polter,FC Schalke 04,6.74,22-23
Paul Seguin,1. FC Union Berlin,6.74,22-23
Florian Niederlechner,Hertha BSC,6.74,22-23
Rani Khedira,1. FC Union Berlin,6.74,22-23
Ruben Vargas,FC Augsburg,6.74,22-23
Julian Ryerson,Borussia Dortmund,6.74,22-23
Jakub Kamiński,VfL Wolfsburg,6.74,22-23
Marvin Friedrich,Borussia M'gladbach,6.74,22-23
Genki Haraguchi,VfB Stuttgart,6.73,22-23
Malick Thiaw,FC Schalke 04,6.73,22-23
Reece Oxford,FC Augsburg,6.73,22-23
Jeffrey Gouweleeuw,FC Augsburg,6.73,22-23
Sven Michel,1. FC Union Berlin,6.73,22-23
Jonjoe Kenny,Hertha BSC,6.73,22-23
Anthony Modeste,Borussia Dortmund,6.73,22-23
Konstantinos Stafylidis,VfL Bochum 1848,6.73,22-23
Suat Serdar,Hertha BSC,6.73,22-23
Youssoufa Moukoko,Borussia Dortmund,6.72,22-23
Anthony Jung,SV Werder Bremen,6.72,22-23
Makoto Hasebe,Eintracht Frankfurt,6.72,22-23
Patrik Schick,Bayer 04 Leverkusen,6.72,22-23
Arne Maier,FC Augsburg,6.72,22-23
Leonardo Bittencourt,SV Werder Bremen,6.72,22-23
Daniel Caligiuri,FC Augsburg,6.72,22-23
Michael Frey,FC Schalke 04,6.72,22-23
Dominick Drexler,FC Schalke 04,6.72,22-23
Marvin Plattenhardt,Hertha BSC,6.72,22-23
Waldemar Anton,VfB Stuttgart,6.71,22-23
Sebastian Rudy,TSG Hoffenheim,6.71,22-23
Enzo Millot,VfB Stuttgart,6.71,22-23
Amadou Haidara,RB Leipzig,6.71,22-23
Maximilian Mittelstädt,Hertha BSC,6.71,22-23
André Silva,RB Leipzig,6.7,22-23
Dejan Ljubičić,1. FC Köln,6.7,22-23
Nelson Weiper,1. FSV Mainz 05,6.7,22-23
Pavel Kadeřábek,TSG Hoffenheim,6.7,22-23
Frederik Winther,FC Augsburg,6.7,22-23
Eduardo Quaresma,TSG Hoffenheim,6.7,22-23
Kenneth Schmidt,SC Freiburg,6.7,22-23
Linton Maina,1. FC Köln,6.7,22-23
Nadiem Amiri,Bayer 04 Leverkusen,6.7,22-23
Grischa Prömel,TSG Hoffenheim,6.69,22-23
Noah Weißhaupt,SC Freiburg,6.69,22-23
Jamie Bynoe-Gittens,Borussia Dortmund,6.69,22-23
Niklas Dorsch,FC Augsburg,6.69,22-23
Marcus Ingvartsen,1. FSV Mainz 05,6.69,22-23
Cédric Brunner,FC Schalke 04,6.69,22-23
Daley Sinkgraven,Bayer 04 Leverkusen,6.69,22-23
Lilian Egloff,VfB Stuttgart,6.69,22-23
Georginio Rutter,TSG Hoffenheim,6.69,22-23
Thorgan Hazard,Borussia Dortmund,6.68,22-23
Carlos Gruezo,FC Augsburg,6.68,22-23
Tobias Sippel,Borussia M'gladbach,6.68,22-23
Thomas Ouwejan,FC Schalke 04,6.68,22-23
Gerrit Holtmann,VfL Bochum 1848,6.68,22-23
Florian Neuhaus,Borussia M'gladbach,6.68,22-23
Rafael Borré,Eintracht Frankfurt,6.68,22-23
Wilfried Kanga,Hertha BSC,6.68,22-23
Manuel Gulde,SC Freiburg,6.68,22-23
Ilia Gruev,SV Werder Bremen,6.68,22-23
Alexander Hack,1. FSV Mainz 05,6.68,22-23
Kevin Trapp,Eintracht Frankfurt,6.68,22-23
Diogo Leite,1. FC Union Berlin,6.68,22-23
Jan Thielmann,1. FC Köln,6.67,22-23
Cristian Gamboa,VfL Bochum 1848,6.67,22-23
Oliver Burke,SV Werder Bremen,6.67,22-23
Naouirou Ahamada,VfB Stuttgart,6.67,22-23
Odilon Kossounou,Bayer 04 Leverkusen,6.67,22-23
Kasper Dolberg,TSG Hoffenheim,6.67,22-23
Ansgar Knauff,Eintracht Frankfurt,6.67,22-23
Pierre Kunde,VfL Bochum 1848,6.67,22-23
Ivan Šunjić,Hertha BSC,6.67,22-23
Jacek Góralski,VfL Bochum 1848,6.67,22-23
Tony Jantschke,Borussia M'gladbach,6.67,22-23
Simon Zoller,VfL Bochum 1848,6.67,22-23
Lucas Alario,Eintracht Frankfurt,6.66,22-23
Jens Stage,SV Werder Bremen,6.66,22-23
