player,team,rating,season
Emil Forsberg,RB Leipzig,7.1,18-19
Leandro Barreiro,1. FSV Mainz 05,7.1,18-19
Samuel Sahin-Radlinger,Hannover 96,7.1,18-19
Benjamin Hübner,TSG Hoffenheim,7.1,18-19
Aarón Martín,1. FSV Mainz 05,7.09,18-19
Péter Gulácsi,RB Leipzig,7.08,18-19
Almamy Touré,Eintracht Frankfurt,7.07,18-19
Yann Sommer,Borussia M'gladbach,7.06,18-19
Florian Grillitsch,TSG Hoffenheim,7.06,18-19
Ibrahima Traoré,Borussia M'gladbach,7.06,18-19
Ibrahima Konaté,RB Leipzig,7.06,18-19
Sebastian Rode,Eintracht Frankfurt,7.06,18-19
Lukas Klostermann,RB Leipzig,7.06,18-19
Salif Sané,FC Schalke 04,7.06,18-19
Marko Grujić,Hertha BSC,7.05,18-19
Charles Aránguiz,Bayer 04 Leverkusen,7.05,18-19
Mario Götze,Borussia Dortmund,7.05,18-19
Gonçalo Paciência,Eintracht Frankfurt,7.05,18-19
Niko Bungert,1. FSV Mainz 05,7.05,18-19
Joelinton,TSG Hoffenheim,7.05,18-19
Makoto Hasebe,Eintracht Frankfurt,7.05,18-19
Karim Onisiwo,1. FSV Mainz 05,7.04,18-19
Bastian Oczipka,FC Schalke 04,7.04,18-19
Tony Jantschke,Borussia M'gladbach,7.04,18-19
Nils Petersen,SC Freiburg,7.04,18-19
Lukas Kübler,SC Freiburg,7.04,18-19
Jonathan de Guzmán,Eintracht Frankfurt,7.04,18-19
Diego Demme,RB Leipzig,7.04,18-19
Jonathan Tah,Bayer 04 Leverkusen,7.03,18-19
Markus Suttner,Fortuna Düsseldorf,7.03,18-19
Admir Mehmedi,VfL Wolfsburg,7.03,18-19
Robin Knoche,VfL Wolfsburg,7.03,18-19
Daniel Didavi,VfB Stuttgart,7.02,18-19
Lars Bender,Bayer 04 Leverkusen,7.02,18-19
Leon Goretzka,FC Bayern München,7.02,18-19
Ondrej Duda,Hertha BSC,7.02,18-19
Nordi Mukiele,RB Leipzig,7.02,18-19
Michael Esser,Hannover 96,7.02,18-19
Jordan Torunarigha,Hertha BSC,7.01,18-19
Philipp Max,FC Augsburg,7.01,18-19
Nico Elvedi,Borussia M'gladbach,7.01,18-19
Maximilian Eggestein,SV Werder Bremen,7.01,18-19
Javi Martínez,FC Bayern München,7.01,18-19
Jonathan Schmid,FC Augsburg,7.0,18-19
Wendell,Bayer 04 Leverkusen,7.0,18-19
Karim Bellarabi,Bayer 04 Leverkusen,7.0,18-19
Nadiem Amiri,TSG Hoffenheim,7.0,18-19
Mark Flekken,SC Freiburg,7.0,18-19
Gian-Luca Itter,VfL Wolfsburg,7.0,18-19
Dan-Axel Zagadou,Borussia Dortmund,6.99,18-19
Jean-Philippe Mateta,1. FSV Mainz 05,6.99,18-19
Alfreð Finnbogason,FC Augsburg,6.99,18-19
Kaan Ayhan,Fortuna Düsseldorf,6.99,18-19
Naldo,FC Schalke 04,6.99,18-19
Alexander Hack,1. FSV Mainz 05,6.98,18-19
Valentino Lazaro,Hertha BSC,6.98,18-19
Arjen Robben,FC Bayern München,6.98,18-19
Sven Bender,Bayer 04 Leverkusen,6.97,18-19
Pavel Kadeřábek,TSG Hoffenheim,6.97,18-19
Manuel Akanji,Borussia Dortmund,6.97,18-19
Marcel Tisserand,VfL Wolfsburg,6.97,18-19
Abdou Diallo,Borussia Dortmund,6.97,18-19
Nico Schlotterbeck,SC Freiburg,6.97,18-19
Luca Waldschmidt,SC Freiburg,6.96,18-19
Jean-Paul Boëtius,1. FSV Mainz 05,6.96,18-19
Marcel Sabitzer,RB Leipzig,6.95,18-19
Jonas Hofmann,Borussia M'gladbach,6.95,18-19
William,VfL Wolfsburg,6.95,18-19
John Brooks,VfL Wolfsburg,6.94,18-19
Rouwen Hennings,Fortuna Düsseldorf,6.94,18-19
Achraf Hakimi,Borussia Dortmund,6.94,18-19
Julian Baumgartlinger,Bayer 04 Leverkusen,6.94,18-19
Maximilian Mittelstädt,Hertha BSC,6.94,18-19
Nabil Bentaleb,FC Schalke 04,6.94,18-19
Robin Zentner,1. FSV Mainz 05,6.94,18-19
Andreas Luthe,FC Augsburg,6.94,18-19
Aleksandar Dragović,Bayer 04 Leverkusen,6.94,18-19
Timo Baumgartl,VfB Stuttgart,6.94,18-19
Lucas Alario,Bayer 04 Leverkusen,6.94,18-19
Pirmin Schwegler,Hannover 96,6.94,18-19
Kevin Trapp,Eintracht Frankfurt,6.94,18-19
Niklas Stark,Hertha BSC,6.93,18-19
Nico Schulz,TSG Hoffenheim,6.93,18-19
Franco Di Santo,FC Schalke 04,6.93,18-19
Julian Weigl,Borussia Dortmund,6.92,18-19
Giulio Donati,1. FSV Mainz 05,6.92,18-19
Matthias Ginter,Borussia M'gladbach,6.92,18-19
Reiss Nelson,TSG Hoffenheim,6.92,18-19
Ewerton,1. FC Nürnberg,6.92,18-19
Dong-Won Ji,FC Augsburg,6.92,18-19
Pierre Kunde,1. FSV Mainz 05,6.91,18-19
Ermin Bičakčić,TSG Hoffenheim,6.91,18-19
Jérôme Roussillon,VfL Wolfsburg,6.91,18-19
Rani Khedira,FC Augsburg,6.9,18-19
Alassane Pléa,Borussia M'gladbach,6.9,18-19
Matheus Pereira,1. FC Nürnberg,6.9,18-19
Steven Skrzybski,FC Schalke 04,6.9,18-19
Josip Drmić,Borussia M'gladbach,6.9,18-19
Corentin Tolisso,FC Bayern München,6.9,18-19
Dennis Geiger,TSG Hoffenheim,6.9,18-19
Justin Hoogma,TSG Hoffenheim,6.9,18-19
Uffe Bech,Hannover 96,6.9,18-19
Koen Casteels,VfL Wolfsburg,6.9,18-19
Martin Hinteregger,Eintracht Frankfurt,6.9,18-19
Marc-Oliver Kempf,VfB Stuttgart,6.9,18-19
Dodi Lukebakio,Fortuna Düsseldorf,6.89,18-19
Ozan Kabak,VfB Stuttgart,6.89,18-19
Rafinha,FC Bayern München,6.89,18-19
Renato Steffen,VfL Wolfsburg,6.89,18-19
Fabian Lustenberger,Hertha BSC,6.89,18-19
Hendrik Weydandt,Hannover 96,6.89,18-19
Tobias Strobl,Borussia M'gladbach,6.89,18-19
Weston McKennie,FC Schalke 04,6.88,18-19
Davy Klaassen,SV Werder Bremen,6.88,18-19
Kevin Danso,FC Augsburg,6.88,18-19
Daniel Brosinski,1. FSV Mainz 05,6.88,18-19
Nuri Şahin,SV Werder Bremen,6.88,18-19
Stefan Bell,1. FSV Mainz 05,6.88,18-19
Niclas Füllkrug,Hannover 96,6.88,18-19
Stefan Posch,TSG Hoffenheim,6.88,18-19
Joshua Brenet,TSG Hoffenheim,6.88,18-19
Georg Margreitter,1. FC Nürnberg,6.87,18-19
Benjamin Pavard,VfB Stuttgart,6.87,18-19
Marco Richter,FC Augsburg,6.87,18-19
Ante Rebić,Eintracht Frankfurt,6.87,18-19
Kenan Karaman,Fortuna Düsseldorf,6.87,18-19
Vedad Ibišević,Hertha BSC,6.86,18-19
Karim Rekik,Hertha BSC,6.86,18-19
Felipe Trevizan,Hannover 96,6.86,18-19
Philipp Bargfrede,SV Werder Bremen,6.86,18-19
Patrick Herrmann,Borussia M'gladbach,6.86,18-19
Jérôme Gondorf,SC Freiburg,6.86,18-19
David Abraham,Eintracht Frankfurt,6.86,18-19
Jeffrey Gouweleeuw,FC Augsburg,6.86,18-19
Josuha Guilavogui,VfL Wolfsburg,6.86,18-19
Keven Schlotterbeck,SC Freiburg,6.86,18-19
Daniel Ginczek,VfL Wolfsburg,6.85,18-19
Dayot Upamecano,RB Leipzig,6.85,18-19
Oliver Baumann,TSG Hoffenheim,6.85,18-19
Mario Gómez,VfB Stuttgart,6.85,18-19
Nicolás González,VfB Stuttgart,6.85,18-19
Yuya Osako,SV Werder Bremen,6.85,18-19
Jiří Pavlenka,SV Werder Bremen,6.85,18-19
Theodor Gebre Selassie,SV Werder Bremen,6.85,18-19
Marvin Ducksch,Fortuna Düsseldorf,6.85,18-19
Pascal Stenzel,SC Freiburg,6.85,18-19
Manuel Gulde,SC Freiburg,6.84,18-19
Ádám Szalai,TSG Hoffenheim,6.84,18-19
Waldemar Anton,Hannover 96,6.84,18-19
Lucas Torró,Eintracht Frankfurt,6.84,18-19
Anthony Ujah,1. FSV Mainz 05,6.84,18-19
Moussa Niakhaté,1. FSV Mainz 05,6.84,18-19
Amadou Haidara,RB Leipzig,6.83,18-19
Arne Maier,Hertha BSC,6.83,18-19
Florian Neuhaus,Borussia M'gladbach,6.83,18-19
Niklas Moisander,SV Werder Bremen,6.83,18-19
Matthias Zimmermann,Fortuna Düsseldorf,6.83,18-19
André Hahn,FC Augsburg,6.83,18-19
Florent Muslija,Hannover 96,6.82,18-19
Marvin Plattenhardt,Hertha BSC,6.82,18-19
Pavao Pervan,VfL Wolfsburg,6.82,18-19
Caiuby,FC Augsburg,6.82,18-19
Benito Raman,Fortuna Düsseldorf,6.82,18-19
Janik Haberer,SC Freiburg,6.81,18-19
Sebastian Langkamp,SV Werder Bremen,6.81,18-19
Salomon Kalou,Hertha BSC,6.81,18-19
Marcel Schmelzer,Borussia Dortmund,6.81,18-19
Roman Bürki,Borussia Dortmund,6.81,18-19
Steven Zuber,VfB Stuttgart,6.81,18-19
Claudio Pizarro,SV Werder Bremen,6.81,18-19
Matija Nastasić,FC Schalke 04,6.81,18-19
Enrico Valentini,1. FC Nürnberg,6.81,18-19
Ralf Fährmann,FC Schalke 04,6.81,18-19
Michael Gregoritsch,FC Augsburg,6.8,18-19
Yannick Gerhardt,VfL Wolfsburg,6.8,18-19
Oscar Wendt,Borussia M'gladbach,6.8,18-19
László Bénes,Borussia M'gladbach,6.8,18-19
Marco Fabián,Eintracht Frankfurt,6.8,18-19
Timothy Chandler,Eintracht Frankfurt,6.8,18-19
Sebastian Jung,VfL Wolfsburg,6.8,18-19
Phillipp Mwene,1. FSV Mainz 05,6.8,18-19
Christian Mathenia,1. FC Nürnberg,6.8,18-19
Ludwig Augustinsson,SV Werder Bremen,6.8,18-19
Davie Selke,Hertha BSC,6.8,18-19
Gonzalo Castro,VfB Stuttgart,6.79,18-19
Borna Sosa,VfB Stuttgart,6.79,18-19
Alexander Schwolow,SC Freiburg,6.79,18-19
Rune Jarstein,Hertha BSC,6.79,18-19
Miloš Veljković,SV Werder Bremen,6.79,18-19
Dennis Aogo,VfB Stuttgart,6.79,18-19
Mahmoud Dahoud,Borussia Dortmund,6.78,18-19
Raffael,Borussia M'gladbach,6.78,18-19
Anastasios Donis,VfB Stuttgart,6.78,18-19
Christoph Kramer,Borussia M'gladbach,6.78,18-19
Alexandru Maxim,1. FSV Mainz 05,6.78,18-19
Kevin Vogt,TSG Hoffenheim,6.78,18-19
Marcelo Saracchi,RB Leipzig,6.78,18-19
Christian Gentner,VfB Stuttgart,6.78,18-19
Marius Wolf,Borussia Dortmund,6.78,18-19
Breel Embolo,FC Schalke 04,6.77,18-19
Philipp Lienhart,SC Freiburg,6.77,18-19
Leonardo Bittencourt,TSG Hoffenheim,6.77,18-19
Omar Mascarell,FC Schalke 04,6.77,18-19
Vladimír Darida,Hertha BSC,6.77,18-19
Martin Harnik,SV Werder Bremen,6.77,18-19
Dominique Heintz,SC Freiburg,6.77,18-19
Dawid Kownacki,Fortuna Düsseldorf,6.77,18-19
Kevin Möhwald,SV Werder Bremen,6.77,18-19
Niko Giesselmann,Fortuna Düsseldorf,6.77,18-19
Javairô Dilrosun,Hertha BSC,6.76,18-19
Franck Ribéry,FC Bayern München,6.76,18-19
Josip Brekalo,VfL Wolfsburg,6.76,18-19
Santiago Ascacíbar,VfB Stuttgart,6.76,18-19
Michael Lang,Borussia M'gladbach,6.76,18-19
Sebastian Kerk,1. FC Nürnberg,6.76,18-19
Amine Harit,FC Schalke 04,6.76,18-19
Florian Niederlechner,SC Freiburg,6.76,18-19
Mitchell Weiser,Bayer 04 Leverkusen,6.76,18-19
Lukáš Hrádecký,Bayer 04 Leverkusen,6.76,18-19
Felix Uduokhai,VfL Wolfsburg,6.76,18-19
Ondřej Petrák,1. FC Nürnberg,6.75,18-19
Danny da Costa,Eintracht Frankfurt,6.75,18-19
Yevhen Konoplyanka,FC Schalke 04,6.75,18-19
Benjamin Stambouli,FC Schalke 04,6.75,18-19
Felix Klaus,VfL Wolfsburg,6.75,18-19
Danny Latza,1. FSV Mainz 05,6.75,18-19
Iver Fossum,Hannover 96,6.74,18-19
Mark Uth,FC Schalke 04,6.74,18-19
Jacob Bruun Larsen,Borussia Dortmund,6.74,18-19
Lukas Mühl,1. FC Nürnberg,6.74,18-19
Takashi Usami,Fortuna Düsseldorf,6.74,18-19
Jean-Kévin Augustin,RB Leipzig,6.73,18-19
David Otto,TSG Hoffenheim,6.73,18-19
Nicolas Höfler,SC Freiburg,6.73,18-19
Mijat Gaćinović,Eintracht Frankfurt,6.73,18-19
Elvis Rexhbeçaj,VfL Wolfsburg,6.73,18-19
Denis Zakaria,Borussia M'gladbach,6.73,18-19
Mikael Ishak,1. FC Nürnberg,6.73,18-19
Raphael Framberger,FC Augsburg,6.73,18-19
Jean Zimmer,Fortuna Düsseldorf,6.73,18-19
Renato Sanches,FC Bayern München,6.73,18-19
Patrick Erras,1. FC Nürnberg,6.73,18-19
Dominik Kohr,Bayer 04 Leverkusen,6.73,18-19
Florian Kainz,SV Werder Bremen,6.73,18-19
Andre Hoffmann,Fortuna Düsseldorf,6.72,18-19
Josh Sargent,SV Werder Bremen,6.72,18-19
Adam Zreľák,1. FC Nürnberg,6.72,18-19
Christian Pulišić,Borussia Dortmund,6.72,18-19
Bruma,RB Leipzig,6.72,18-19
Ahmed Kutucu,FC Schalke 04,6.71,18-19
Emiliano Insúa,VfB Stuttgart,6.71,18-19
Marcin Kamiński,Fortuna Düsseldorf,6.71,18-19
Marcel Sobottka,Fortuna Düsseldorf,6.71,18-19
Mike Frantz,SC Freiburg,6.71,18-19
Daniel Baier,FC Augsburg,6.71,18-19
Walace,Hannover 96,6.7,18-19
Mathew Leckie,Hertha BSC,6.7,18-19
Matheus Cunha,RB Leipzig,6.7,18-19
Paul Verhaegh,VfL Wolfsburg,6.7,18-19
Emile Smith Rowe,RB Leipzig,6.7,18-19
Simon Falette,Eintracht Frankfurt,6.7,18-19
Konstantinos Stafylidis,FC Augsburg,6.7,18-19
Oliver Sorg,Hannover 96,6.7,18-19
Christian Günter,SC Freiburg,6.7,18-19
Adam Bodzek,Fortuna Düsseldorf,6.7,18-19
Maximilian Philipp,Borussia Dortmund,6.69,18-19
Robin Quaison,1. FSV Mainz 05,6.69,18-19
Marco Terrazzino,SC Freiburg,6.69,18-19
Jean-Philippe Gbamin,1. FSV Mainz 05,6.69,18-19
Kevin Wimmer,Hannover 96,6.69,18-19
Robin Koch,SC Freiburg,6.68,18-19
Evan Ndicka,Eintracht Frankfurt,6.68,18-19
Linton Maina,Hannover 96,6.68,18-19
Per Ciljan Skjelbred,Hertha BSC,6.68,18-19
Andreas Beck,VfB Stuttgart,6.68,18-19
Sergio Córdova,FC Augsburg,6.68,18-19
Alexander Nübel,FC Schalke 04,6.68,18-19
Erik Thommy,VfB Stuttgart,6.68,18-19
Robert Bauer,1. FC Nürnberg,6.68,18-19
Stefan Ilsanker,RB Leipzig,6.68,18-19
Marc Stendera,Eintracht Frankfurt,6.68,18-19
Tin Jedvaj,Bayer 04 Leverkusen,6.68,18-19
Ridle Baku,1. FSV Mainz 05,6.67,18-19
Nicolai Müller,Hannover 96,6.67,18-19
Johannes Eggestein,SV Werder Bremen,6.66,18-19
Koo Ja-Cheol,FC Augsburg,6.65,18-19
Jetro Willems,Eintracht Frankfurt,6.65,18-19
Sebastian Rudy,FC Schalke 04,6.65,18-19
John Yeboah,VfL Wolfsburg,6.65,18-19
Davor Lovren,Fortuna Düsseldorf,6.65,18-19
Ramazan Özcan,Bayer 04 Leverkusen,6.65,18-19
Carlos Salcedo,Eintracht Frankfurt,6.65,18-19
Amir Abrashi,SC Freiburg,6.65,18-19
Konrad Laimer,RB Leipzig,6.65,18-19
Gelson Fernandes,Eintracht Frankfurt,6.65,18-19
Lukas Klünter,Hertha BSC,6.64,18-19
Matthias Ostrzolek,Hannover 96,6.64,18-19
Ron-Robert Zieler,VfB Stuttgart,6.64,18-19
Michael Rensing,Fortuna Düsseldorf,6.64,18-19
Tim Leibold,1. FC Nürnberg,6.63,18-19
Yunus Malli,VfL Wolfsburg,6.63,18-19
Genki Haraguchi,Hannover 96,6.63,18-19
Nassim Boujellab,FC Schalke 04,6.63,18-19
Gerrit Holtmann,1. FSV Mainz 05,6.63,18-19
Florian Müller,1. FSV Mainz 05,6.63,18-19
Michaël Cuisance,Borussia M'gladbach,6.62,18-19
Isaac Kiese Thelin,Bayer 04 Leverkusen,6.62,18-19
Julian Schieber,FC Augsburg,6.61,18-19
Yuya Kubo,1. FC Nürnberg,6.61,18-19
Lucas Höler,SC Freiburg,6.61,18-19
Alexander Esswein,VfB Stuttgart,6.61,18-19
Sven Ulreich,FC Bayern München,6.61,18-19
Hamza Mendyl,FC Schalke 04,6.61,18-19
Kasim Adams,TSG Hoffenheim,6.61,18-19
Alfredo Morales,Fortuna Düsseldorf,6.6,18-19
Guido Burgstaller,FC Schalke 04,6.6,18-19
Issah Abass,1. FSV Mainz 05,6.6,18-19
Stefanos Kapino,SV Werder Bremen,6.6,18-19
Danny Blum,Eintracht Frankfurt,6.6,18-19
Peter Pekarík,Hertha BSC,6.6,18-19
Oliver Fink,Fortuna Düsseldorf,6.59,18-19
Törles Knöll,1. FC Nürnberg,6.59,18-19
Eduard Löwen,1. FC Nürnberg,6.59,18-19
Holger Badstuber,VfB Stuttgart,6.59,18-19
Alexander Fuchs,1. FC Nürnberg,6.59,18-19
Manuel Neuer,FC Bayern München,6.59,18-19
Jan Morávek,FC Augsburg,6.58,18-19
Fabian Johnson,Borussia M'gladbach,6.58,18-19
Georg Teigl,FC Augsburg,6.58,18-19
Sandro Wagner,FC Bayern München,6.58,18-19
Roland Sallai,SC Freiburg,6.58,18-19
Marco Russ,Eintracht Frankfurt,6.58,18-19
Bobby Wood,Hannover 96,6.58,18-19
Allan,Eintracht Frankfurt,6.58,18-19
Hanno Behrens,1. FC Nürnberg,6.57,18-19
Suat Serdar,FC Schalke 04,6.57,18-19
Alessandro Schöpf,FC Schalke 04,6.57,18-19
Levin Öztunali,1. FSV Mainz 05,6.57,18-19
Chadrac Akolo,VfB Stuttgart,6.56,18-19
Felix Götze,FC Augsburg,6.55,18-19
Abdul Rahman Baba,FC Schalke 04,6.55,18-19
Shinji Kagawa,Borussia Dortmund,6.55,18-19
Jaroslav Drobný,Fortuna Düsseldorf,6.55,18-19
Taleb Tawatha,Eintracht Frankfurt,6.55,18-19
Tim Kleindienst,SC Freiburg,6.55,18-19
Federico Palacios,1. FC Nürnberg,6.55,18-19
Palkó Dárdai,Hertha BSC,6.54,18-19
Kevin Akpoguma,Hannover 96,6.54,18-19
Sebastian Soto,Hannover 96,6.53,18-19
Edgar Salli,1. FC Nürnberg,6.53,18-19
Marco Friedl,SV Werder Bremen,6.53,18-19
Fredrik Jensen,FC Augsburg,6.52,18-19
Reece Oxford,FC Augsburg,6.51,18-19
Jonathas,Hannover 96,6.51,18-19
Christoph Daferner,SC Freiburg,6.5,18-19
Ahmet Gürleyen,1. FSV Mainz 05,6.5,18-19
Leon Dajaku,VfB Stuttgart,6.5,18-19
Ivo Iličević,1. FC Nürnberg,6.5,18-19
Jonathan Burkardt,1. FSV Mainz 05,6.5,18-19
Pascal Köpke,Hertha BSC,6.5,18-19
Jeffrey Bruma,FC Schalke 04,6.5,18-19
Robin Bormuth,Fortuna Düsseldorf,6.5,18-19
Cedric Teuchert,FC Schalke 04,6.48,18-19
Pablo Maffeo,VfB Stuttgart,6.48,18-19
Rabbi Matondo,FC Schalke 04,6.47,18-19
Derrick Luckassen,Hertha BSC,6.47,18-19
Gregor Kobel,FC Augsburg,6.46,18-19
Paulinho,Bayer 04 Leverkusen,6.46,18-19
Ömer Toprak,Borussia Dortmund,6.46,18-19
Julian Korb,Hannover 96,6.46,18-19
Marvin Bakalorz,Hannover 96,6.45,18-19
Yvon Mvogo,RB Leipzig,6.45,18-19
Berkay Özcan,VfB Stuttgart,6.45,18-19
Timothy Tillman,1. FC Nürnberg,6.45,18-19
Yoric Ravet,SC Freiburg,6.43,18-19
Dennis Jastrzembski,Hertha BSC,6.43,18-19
Takuma Asano,Hannover 96,6.43,18-19
Kevin Goden,1. FC Nürnberg,6.43,18-19
Håvard Nordtveit,TSG Hoffenheim,6.43,18-19
Haji Wright,FC Schalke 04,6.42,18-19
Miiko Albornoz,Hannover 96,6.41,18-19
Aymen Barkok,Fortuna Düsseldorf,6.41,18-19
Jakub Błaszczykowski,VfL Wolfsburg,6.4,18-19
Jonas Carls,FC Schalke 04,6.4,18-19
Tim Dierßen,Hannover 96,6.4,18-19
Alphonso Davies,FC Bayern München,6.35,18-19
Benjamin Hadžić,Hannover 96,6.35,18-19
Fin Bartels,SV Werder Bremen,6.35,18-19
Fabian Bredlow,1. FC Nürnberg,6.35,18-19
Virgil Misidjan,1. FC Nürnberg,6.34,18-19
Josip Elez,Hannover 96,6.33,18-19
Lukas Jäger,1. FC Nürnberg,6.3,18-19
Noah Joel Sarenren Bazee,Hannover 96,6.23,18-19
Christoph Janker,FC Augsburg,6.23,18-19
Alfons Amade,TSG Hoffenheim,6.2,18-19
Luca Plogmann,SV Werder Bremen,6.2,18-19
Gaëtan Bussmann,1. FSV Mainz 05,6.2,18-19
Jan-Ingwer Callsen-Bracker,FC Augsburg,6.2,18-19
Antonis Aidonis,VfB Stuttgart,6.2,18-19
Chima Okoroji,SC Freiburg,6.2,18-19
Thomas Kraft,Hertha BSC,6.18,18-19
Simon Rhein,1. FC Nürnberg,6.16,18-19
Christoph Baumgartner,TSG Hoffenheim,6.15,18-19
Hans Nunoo Sarpei,VfB Stuttgart,6.15,18-19
Fabian Giefer,FC Augsburg,6.15,18-19
Lukas Rupp,TSG Hoffenheim,6.1,18-19
Pablo De Blasis,1. FSV Mainz 05,6.0,18-19
Benjamin Henrichs,Bayer 04 Leverkusen,5.8,18-19
Simon Asta,FC Augsburg,5.7,18-19
Marwin Hitz,Borussia Dortmund,5.7,18-19
Philipp Tschauner,Hannover 96,5.2,18-19
Woo-Yeong Jeong,FC Bayern München,0.0,18-19
Branimir Hrgota,Eintracht Frankfurt,0.0,18-19
Meritan Shabani,FC Bayern München,0.0,18-19
Aron Jóhansson,SV Werder Bremen,0.0,18-19
Jozo Stanić,FC Augsburg,0.0,18-19
Florian Baak,Hertha BSC,0.0,18-19
Patrick Kammerbauer,SC Freiburg,0.0,18-19
Sascha Riether,FC Schalke 04,0.0,18-19
Robert Lewandowski,FC Bayern München,7.67,19-20
Joshua Kimmich,FC Bayern München,7.65,19-20
Philipp Pentke,TSG Hoffenheim,7.6,19-20
Jadon Sancho,Borussia Dortmund,7.55,19-20
Timo Werner,RB Leipzig,7.54,19-20
Simon Falette,Eintracht Frankfurt,7.5,19-20
Thomas Müller,FC Bayern München,7.48,19-20
Serge Gnabry,FC Bayern München,7.43,19-20
Mark Flekken,SC Freiburg,7.43,19-20
Filip Kostić,Eintracht Frankfurt,7.37,19-20
Thiago Alcântara,FC Bayern München,7.37,19-20
Philippe Coutinho,FC Bayern München,7.34,19-20
Christopher Trimmel,1. FC Union Berlin,7.33,19-20
Erling Haaland,Borussia Dortmund,7.31,19-20
Marco Reus,Borussia Dortmund,7.31,19-20
Marcel Schmelzer,Borussia Dortmund,7.3,19-20
Alassane Pléa,Borussia M'gladbach,7.29,19-20
Paulo Otávio,VfL Wolfsburg,7.28,19-20
Raphaël Guerreiro,Borussia Dortmund,7.28,19-20
Andrej Kramarić,TSG Hoffenheim,7.26,19-20
Dan-Axel Zagadou,Borussia Dortmund,7.25,19-20
Alphonso Davies,FC Bayern München,7.23,19-20
Marcel Sabitzer,RB Leipzig,7.22,19-20
Maximilian Arnold,VfL Wolfsburg,7.22,19-20
Niclas Füllkrug,SV Werder Bremen,7.21,19-20
Mats Hummels,Borussia Dortmund,7.21,19-20
Kerem Demirbay,Bayer 04 Leverkusen,7.2,19-20
Niklas Süle,FC Bayern München,7.19,19-20
David Alaba,FC Bayern München,7.18,19-20
Christopher Nkunku,RB Leipzig,7.18,19-20
Angeliño,RB Leipzig,7.18,19-20
Benjamin Pavard,FC Bayern München,7.18,19-20
Marcel Halstenberg,RB Leipzig,7.16,19-20
Emre Can,Borussia Dortmund,7.15,19-20
Jordan Torunarigha,Hertha BSC,7.15,19-20
Leon Goretzka,FC Bayern München,7.15,19-20
Thorgan Hazard,Borussia Dortmund,7.14,19-20
Robert Skov,TSG Hoffenheim,7.14,19-20
Marcus Thuram,Borussia M'gladbach,7.13,19-20
Pavao Pervan,VfL Wolfsburg,7.13,19-20
Philipp Max,FC Augsburg,7.12,19-20
Kevin Volland,Bayer 04 Leverkusen,7.11,19-20
Dedryck Boyata,Hertha BSC,7.11,19-20
Julian Brandt,Borussia Dortmund,7.11,19-20
Frederik Rønnow,Eintracht Frankfurt,7.11,19-20
Nordi Mukiele,RB Leipzig,7.1,19-20
Kevin Kampl,RB Leipzig,7.1,19-20
Sebastian Schonlau,SC Paderborn 07,7.1,19-20
Exequiel Palacios,Bayer 04 Leverkusen,7.1,19-20
Dayot Upamecano,RB Leipzig,7.1,19-20
Alexander Schwolow,SC Freiburg,7.1,19-20
Manuel Gulde,SC Freiburg,7.08,19-20
Milot Rashica,SV Werder Bremen,7.08,19-20
Axel Witsel,Borussia Dortmund,7.08,19-20
Nadiem Amiri,Bayer 04 Leverkusen,7.08,19-20
Achraf Hakimi,Borussia Dortmund,7.07,19-20
Willi Orbán,RB Leipzig,7.07,19-20
Florian Kainz,1. FC Köln,7.07,19-20
Ramy Bensebaini,Borussia M'gladbach,7.06,19-20
Bas Dost,Eintracht Frankfurt,7.06,19-20
Toni Leistner,1. FC Köln,7.05,19-20
Wout Weghorst,VfL Wolfsburg,7.05,19-20
Kevin Stöger,Fortuna Düsseldorf,7.05,19-20
Denis Zakaria,Borussia M'gladbach,7.05,19-20
Jonas Hofmann,Borussia M'gladbach,7.05,19-20
Lars Bender,Bayer 04 Leverkusen,7.04,19-20
Erik Thommy,Fortuna Düsseldorf,7.04,19-20
Jhon Córdoba,1. FC Köln,7.04,19-20
Sven Bender,Bayer 04 Leverkusen,7.04,19-20
Daniel Brosinski,1. FSV Mainz 05,7.03,19-20
Ozan Kabak,FC Schalke 04,7.03,19-20
Jean-Clair Todibo,FC Schalke 04,7.03,19-20
Salif Sané,FC Schalke 04,7.03,19-20
Lars Stindl,Borussia M'gladbach,7.02,19-20
Yann Sommer,Borussia M'gladbach,7.02,19-20
André Silva,Eintracht Frankfurt,7.02,19-20
Kevin Mbabu,VfL Wolfsburg,7.02,19-20
Kai Havertz,Bayer 04 Leverkusen,7.02,19-20
Christian Günter,SC Freiburg,7.01,19-20
Vincenzo Grifo,SC Freiburg,7.01,19-20
Florian Neuhaus,Borussia M'gladbach,7.01,19-20
Nuri Şahin,SV Werder Bremen,7.01,19-20
Jonathan Tah,Bayer 04 Leverkusen,7.0,19-20
Florian Niederlechner,FC Augsburg,7.0,19-20
Manuel Neuer,FC Bayern München,7.0,19-20
Marcelo Saracchi,RB Leipzig,7.0,19-20
Stefanos Kapino,SV Werder Bremen,7.0,19-20
Álvaro Odriozola,FC Bayern München,7.0,19-20
Marwin Hitz,Borussia Dortmund,7.0,19-20
Tony Jantschke,Borussia M'gladbach,7.0,19-20
Keven Schlotterbeck,1. FC Union Berlin,7.0,19-20
Emil Forsberg,RB Leipzig,7.0,19-20
Marvin Plattenhardt,Hertha BSC,6.99,19-20
Davy Klaassen,SV Werder Bremen,6.99,19-20
