player,team,rating,season
Emerson Palmieri,Chelsea,6.89,19-20
Fabian Schär,Newcastle United,6.89,19-20
Ryan Fraser,Bournemouth,6.89,19-20
Mark Noble,West Ham United,6.88,19-20
Étienne Capoue,Watford,6.88,19-20
Nampalys Mendy,Leicester City,6.88,19-20
Tyrone Mings,Aston Villa,6.88,19-20
David Martin,West Ham United,6.88,19-20
Matt Targett,Aston Villa,6.88,19-20
Daryl Janmaat,Watford,6.88,19-20
Ashley Young,Manchester United,6.88,19-20
Dale Stephens,Brighton &amp; Hove Albion,6.87,19-20
Oleksandr Zinchenko,Manchester City,6.87,19-20
Matt Doherty,Wolverhampton,6.87,19-20
Ben Johnson,West Ham United,6.87,19-20
Victor Lindelöf,Manchester United,6.87,19-20
Alex McCarthy,Southampton,6.86,19-20
Gary Cahill,Crystal Palace,6.86,19-20
David De Gea,Manchester United,6.86,19-20
Felipe Anderson,West Ham United,6.86,19-20
Tim Krul,Norwich City,6.86,19-20
Pierre-Emile Højbjerg,Southampton,6.86,19-20
Gylfi Sigurðsson,Everton,6.86,19-20
Callum Hudson-Odoi,Chelsea,6.86,19-20
Kyle Walker-Peters,Southampton,6.86,19-20
Harry Wilson,Bournemouth,6.86,19-20
John Lundstram,Sheffield United,6.86,19-20
Oliver McBurnie,Sheffield United,6.86,19-20
Paulo Gazzaniga,Tottenham Hotspur,6.86,19-20
Bernardo,Brighton &amp; Hove Albion,6.85,19-20
James Milner,Liverpool,6.85,19-20
Ayoze Pérez,Leicester City,6.85,19-20
Tanguy Ndombélé,Tottenham Hotspur,6.85,19-20
Kieran Tierney,Arsenal,6.85,19-20
Andriy Yarmolenko,West Ham United,6.85,19-20
Aaron Mooy,Brighton &amp; Hove Albion,6.85,19-20
Tammy Abraham,Chelsea,6.84,19-20
Scott Dann,Crystal Palace,6.84,19-20
Mattéo Guendouzi,Arsenal,6.84,19-20
Ben Chilwell,Leicester City,6.84,19-20
Enda Stevens,Sheffield United,6.84,19-20
Christian Eriksen,Tottenham Hotspur,6.84,19-20
Conor Coady,Wolverhampton,6.84,19-20
George Baldock,Sheffield United,6.83,19-20
Jack Robinson,Sheffield United,6.83,19-20
Kenny McLean,Norwich City,6.83,19-20
James McArthur,Crystal Palace,6.83,19-20
Rui Patrício,Wolverhampton,6.83,19-20
Craig Dawson,Watford,6.83,19-20
Lucas Moura,Tottenham Hotspur,6.83,19-20
Jamaal Lascelles,Newcastle United,6.83,19-20
Cédric Soares,Arsenal,6.82,19-20
Shane Duffy,Brighton &amp; Hove Albion,6.82,19-20
Kortney Hause,Aston Villa,6.82,19-20
Jannik Vestergaard,Southampton,6.82,19-20
Steven Bergwijn,Tottenham Hotspur,6.82,19-20
Lucas Torreira,Arsenal,6.82,19-20
Curtis Jones,Liverpool,6.82,19-20
Angelo Ogbonna,West Ham United,6.82,19-20
Dele Alli,Tottenham Hotspur,6.82,19-20
Jefferson Lerma,Bournemouth,6.82,19-20
Davinson Sánchez,Tottenham Hotspur,6.81,19-20
Harvey Barnes,Leicester City,6.81,19-20
Junior Stanislas,Bournemouth,6.81,19-20
Shane Long,Southampton,6.81,19-20
Alex Oxlade-Chamberlain,Liverpool,6.81,19-20
Diogo Jota,Wolverhampton,6.81,19-20
Charlie Taylor,Burnley,6.81,19-20
Will Hughes,Watford,6.81,19-20
Brandon Williams,Manchester United,6.81,19-20
Joel Ward,Crystal Palace,6.8,19-20
Ederson,Manchester City,6.8,19-20
Abdoulaye Doucouré,Watford,6.8,19-20
Ashley Barnes,Burnley,6.8,19-20
Cenk Tosun,Crystal Palace,6.8,19-20
Will Smallbone,Southampton,6.8,19-20
Tariq Lamptey,Brighton &amp; Hove Albion,6.8,19-20
Christoph Zimmermann,Norwich City,6.8,19-20
Angel Gomes,Manchester United,6.8,19-20
George Hirst,Leicester City,6.8,19-20
Wayne Hennessey,Crystal Palace,6.8,19-20
Jarrad Branthwaite,Everton,6.8,19-20
Phil Jagielka,Sheffield United,6.8,19-20
Kevin Long,Burnley,6.8,19-20
Josh Brownhill,Burnley,6.8,19-20
Wesley Moraes,Aston Villa,6.8,19-20
Teemu Pukki,Norwich City,6.79,19-20
Ben Davies,Tottenham Hotspur,6.79,19-20
Eric García,Manchester City,6.79,19-20
Jan Bednarek,Southampton,6.79,19-20
Erik Lamela,Tottenham Hotspur,6.79,19-20
Dan Burn,Brighton &amp; Hove Albion,6.79,19-20
Harry Winks,Tottenham Hotspur,6.78,19-20
Jóhann Guðmundsson,Burnley,6.78,19-20
Leander Dendoncker,Wolverhampton,6.78,19-20
Ryan Fredericks,West Ham United,6.78,19-20
David McGoldrick,Sheffield United,6.78,19-20
Tom Heaton,Aston Villa,6.78,19-20
Neal Maupay,Brighton &amp; Hove Albion,6.77,19-20
Anwar El Ghazi,Aston Villa,6.77,19-20
Yves Bissouma,Brighton &amp; Hove Albion,6.77,19-20
Douglas Luiz,Aston Villa,6.77,19-20
Frédéric Guilbert,Aston Villa,6.77,19-20
Callum Wilson,Bournemouth,6.77,19-20
Steven Alzate,Brighton &amp; Hove Albion,6.77,19-20
Florian Lejeune,Newcastle United,6.77,19-20
Ahmed Elmohamady,Aston Villa,6.77,19-20
Giovani Lo Celso,Tottenham Hotspur,6.77,19-20
Muhamed Bešić,Sheffield United,6.77,19-20
James McCarthy,Crystal Palace,6.77,19-20
Łukasz Fabiański,West Ham United,6.76,19-20
Ben Godfrey,Norwich City,6.76,19-20
Georginio Wijnaldum,Liverpool,6.76,19-20
Demarai Gray,Leicester City,6.76,19-20
Bukayo Saka,Arsenal,6.76,19-20
Leandro Trossard,Brighton &amp; Hove Albion,6.76,19-20
Solly March,Brighton &amp; Hove Albion,6.76,19-20
Juan Mata,Manchester United,6.76,19-20
Joshua King,Bournemouth,6.76,19-20
Chris Wood,Burnley,6.75,19-20
Alex Iwobi,Everton,6.75,19-20
Christian Kabasele,Watford,6.75,19-20
Phil Jones,Manchester United,6.75,19-20
Rob Holding,Arsenal,6.75,19-20
David Luiz,Arsenal,6.75,19-20
Miguel Almirón,Newcastle United,6.75,19-20
Divock Origi,Liverpool,6.75,19-20
Cheikhou Kouyaté,Crystal Palace,6.75,19-20
Marc Albrighton,Leicester City,6.75,19-20
Che Adams,Southampton,6.74,19-20
Daniel James,Manchester United,6.74,19-20
Eric Dier,Tottenham Hotspur,6.74,19-20
Benjamin Mendy,Manchester City,6.74,19-20
Steve Cook,Bournemouth,6.74,19-20
Matthew Lowton,Burnley,6.74,19-20
Rúben Vinagre,Wolverhampton,6.74,19-20
Isaac Hayden,Newcastle United,6.74,19-20
Craig Cathcart,Watford,6.74,19-20
Paul Dummett,Newcastle United,6.74,19-20
Davy Pröpper,Brighton &amp; Hove Albion,6.74,19-20
Andy Carroll,Newcastle United,6.74,19-20
Björn Engels,Aston Villa,6.74,19-20
Nacho Monreal,Arsenal,6.73,19-20
Moritz Leitner,Norwich City,6.73,19-20
Ben Foster,Watford,6.73,19-20
Stuart Armstrong,Southampton,6.73,19-20
Oriol Romeu,Southampton,6.73,19-20
Nathaniel Chalobah,Watford,6.73,19-20
Adam Masina,Watford,6.73,19-20
Morgan Schneiderlin,Everton,6.73,19-20
Séamus Coleman,Everton,6.73,19-20
Andros Townsend,Crystal Palace,6.72,19-20
Alexander Tettey,Norwich City,6.72,19-20
Jack Stephens,Southampton,6.72,19-20
Connor Wickham,Crystal Palace,6.72,19-20
Pepe Reina,Aston Villa,6.72,19-20
Bernard,Everton,6.71,19-20
Aaron Cresswell,West Ham United,6.71,19-20
Manuel Lanzini,West Ham United,6.71,19-20
Robbie Brady,Burnley,6.71,19-20
Dwight Gayle,Newcastle United,6.71,19-20
Joelinton,Newcastle United,6.71,19-20
Pedro Neto,Wolverhampton,6.7,19-20
Lys Mousset,Sheffield United,6.7,19-20
Issa Diop,West Ham United,6.7,19-20
Mahmoud Trézéguet,Aston Villa,6.7,19-20
Jonny Otto,Wolverhampton,6.7,19-20
Moussa Djenepo,Southampton,6.7,19-20
Sead Kolašinac,Arsenal,6.7,19-20
Tommy Doyle,Manchester City,6.7,19-20
Bruno Jordão,Wolverhampton,6.7,19-20
Sebastian Prödl,Watford,6.7,19-20
Jake Vokins,Southampton,6.7,19-20
Harvey Elliott,Liverpool,6.7,19-20
Michael McGovern,Norwich City,6.7,19-20
Max Kilman,Wolverhampton,6.7,19-20
Patrick Roberts,Norwich City,6.7,19-20
Sung-Yueng Ki,Newcastle United,6.7,19-20
Morgan Gibbs-White,Wolverhampton,6.7,19-20
Billy Sharp,Sheffield United,6.7,19-20
Ezri Konsa,Aston Villa,6.7,19-20
Fabian Delph,Everton,6.69,19-20
Javier Manquillo,Newcastle United,6.69,19-20
Simon Francis,Bournemouth,6.69,19-20
Jack Stacey,Bournemouth,6.68,19-20
Aaron Connolly,Brighton &amp; Hove Albion,6.68,19-20
Erik Pieters,Burnley,6.68,19-20
Jordan Pickford,Everton,6.68,19-20
Martín Montoya,Brighton &amp; Hove Albion,6.68,19-20
Anthony Gordon,Everton,6.68,19-20
Wes Morgan,Leicester City,6.68,19-20
Mbwana Ally Samatta,Aston Villa,6.68,19-20
Tom Cleverley,Watford,6.68,19-20
Pablo Fornals,West Ham United,6.68,19-20
Nabil Bentaleb,Newcastle United,6.68,19-20
Martin Kelly,Crystal Palace,6.67,19-20
Christian Fuchs,Leicester City,6.67,19-20
Moussa Sissoko,Tottenham Hotspur,6.67,19-20
Ruben Loftus-Cheek,Chelsea,6.67,19-20
Wilfried Zaha,Crystal Palace,6.67,19-20
Michael Obafemi,Southampton,6.67,19-20
Marvelous Nakamba,Aston Villa,6.67,19-20
Arthur Masuaku,West Ham United,6.66,19-20
Jay Rodriguez,Burnley,6.66,19-20
Sam Byram,Norwich City,6.66,19-20
Ismaïla Sarr,Watford,6.66,19-20
Theo Walcott,Everton,6.66,19-20
Danny Rose,Newcastle United,6.66,19-20
Reiss Nelson,Arsenal,6.66,19-20
Ben Osborn,Sheffield United,6.65,19-20
Andreas Pereira,Manchester United,6.65,19-20
Todd Cantwell,Norwich City,6.65,19-20
Dan Gosling,Bournemouth,6.65,19-20
Dennis Praet,Leicester City,6.65,19-20
Jordon Ibe,Bournemouth,6.65,19-20
Pablo Zabaleta,West Ham United,6.65,19-20
Jeffrey Schlupp,Crystal Palace,6.65,19-20
Moise Kean,Everton,6.65,19-20
Ibrahim Amadou,Norwich City,6.65,19-20
Xherdan Shaqiri,Liverpool,6.64,19-20
Tom Davies,Everton,6.64,19-20
Héctor Bellerín,Arsenal,6.64,19-20
Ryan Bennett,Leicester City,6.64,19-20
Patrick Cutrone,Wolverhampton,6.63,19-20
Dennis Srbeny,Norwich City,6.63,19-20
João Pedro,Watford,6.63,19-20
Ryan Bertrand,Southampton,6.63,19-20
Tom Trybull,Norwich City,6.63,19-20
Joe Willock,Arsenal,6.63,19-20
Kiko Femenía,Watford,6.63,19-20
Sean Longstaff,Newcastle United,6.63,19-20
Adam Lallana,Liverpool,6.63,19-20
Eric Bailly,Manchester United,6.63,19-20
Alexis Mac Allister,Brighton &amp; Hove Albion,6.63,19-20
DeAndre Yedlin,Newcastle United,6.62,19-20
Jaïro Riedewald,Crystal Palace,6.62,19-20
Matthew Longstaff,Newcastle United,6.61,19-20
Max Aarons,Norwich City,6.61,19-20
Ainsley Maitland-Niles,Arsenal,6.61,19-20
Hamza Choudhury,Leicester City,6.61,19-20
Andre Gray,Watford,6.6,19-20
Javier Hernández,West Ham United,6.6,19-20
Leroy Sané,Manchester City,6.6,19-20
Faustino Anjorin,Chelsea,6.6,19-20
Victor Wanyama,Tottenham Hotspur,6.6,19-20
Jean-Philippe Gbamin,Everton,6.6,19-20
Brandon Pierrick,Crystal Palace,6.6,19-20
Diogo Dalot,Manchester United,6.6,19-20
Josh Martin,Norwich City,6.6,19-20
Keinan Davis,Aston Villa,6.6,19-20
Jesse Lingard,Manchester United,6.6,19-20
Callum Robinson,Sheffield United,6.59,19-20
Sofiane Boufal,Southampton,6.59,19-20
Timm Klose,Norwich City,6.59,19-20
Fabián Balbuena,West Ham United,6.58,19-20
Roberto Pereyra,Watford,6.58,19-20
Willy Caballero,Chelsea,6.58,19-20
Glenn Murray,Brighton &amp; Hove Albion,6.58,19-20
Danny Welbeck,Watford,6.57,19-20
Mario Vrančić,Norwich City,6.57,19-20
Jota Peleteiro,Aston Villa,6.57,19-20
Matěj Vydra,Burnley,6.57,19-20
Emil Krafth,Newcastle United,6.57,19-20
Tahith Chong,Manchester United,6.57,19-20
Neil Taylor,Aston Villa,6.56,19-20
Jack Cork,Burnley,6.56,19-20
Valentino Lazaro,Newcastle United,6.56,19-20
Billy Gilmour,Chelsea,6.56,19-20
Max Meyer,Crystal Palace,6.56,19-20
Jeff Hendrick,Burnley,6.55,19-20
Timothy Fosu-Mensah,Manchester United,6.55,19-20
Sam Surridge,Bournemouth,6.55,19-20
Gedson Fernandes,Tottenham Hotspur,6.55,19-20
Oliver Skipp,Tottenham Hotspur,6.55,19-20
Jamal Lewis,Norwich City,6.55,19-20
Kepa Arrizabalaga,Chelsea,6.55,19-20
Odion Ighalo,Manchester United,6.54,19-20
Edward Nketiah,Arsenal,6.54,19-20
Ryan Sessegnon,Tottenham Hotspur,6.54,19-20
Dominic Solanke,Bournemouth,6.54,19-20
Gabriel Martinelli,Arsenal,6.53,19-20
Arnaut Danjuma,Bournemouth,6.53,19-20
Lloyd Kelly,Bournemouth,6.53,19-20
Carlos Sánchez,West Ham United,6.52,19-20
Lewis Cook,Bournemouth,6.52,19-20
Luke Freeman,Sheffield United,6.51,19-20
Onel Hernández,Norwich City,6.5,19-20
Adam Smith,Bournemouth,6.5,19-20
Armando Broja,Chelsea,6.5,19-20
Víctor Camarasa,Crystal Palace,6.5,19-20
Jed Steer,Aston Villa,6.5,19-20
Jack Rodwell,Sheffield United,6.5,19-20
Matty James,Leicester City,6.5,19-20
Emile Smith Rowe,Arsenal,6.5,19-20
Troy Parrott,Tottenham Hotspur,6.5,19-20
Jürgen Locadia,Brighton &amp; Hove Albion,6.5,19-20
Darren Randolph,West Ham United,6.5,19-20
Marcos Rojo,Manchester United,6.5,19-20
Gaëtan Bong,Brighton &amp; Hove Albion,6.5,19-20
Jeremy Ngakia,West Ham United,6.5,19-20
Jonathan Kodjia,Aston Villa,6.5,19-20
Yoshinori Muto,Newcastle United,6.5,19-20
Josip Drmić,Norwich City,6.49,19-20
David Brooks,Bournemouth,6.49,19-20
Michy Batshuayi,Chelsea,6.49,19-20
Henri Lansbury,Aston Villa,6.49,19-20
André Gomes,Everton,6.48,19-20
Lukas Rupp,Norwich City,6.48,19-20
Aaron Lennon,Burnley,6.48,19-20
Domingos Quina,Watford,6.48,19-20
Andrew Surman,Bournemouth,6.48,19-20
Albian Ajeti,West Ham United,6.46,19-20
Takumi Minamino,Liverpool,6.46,19-20
Angus Gunn,Southampton,6.46,19-20
José Holebas,Watford,6.46,19-20
Adrián,Liverpool,6.45,19-20
Adam Idah,Norwich City,6.45,19-20
Christian Atsu,Newcastle United,6.45,19-20
Kevin Danso,Southampton,6.45,19-20
Charlie Daniels,Bournemouth,6.45,19-20
Claudio Bravo,Manchester City,6.45,19-20
Indiana Vassilev,Aston Villa,6.45,19-20
Isaac Success,Watford,6.45,19-20
Ezequiel Schelotto,Brighton &amp; Hove Albion,6.45,19-20
Adrian Mariappa,Watford,6.44,19-20
Dimitri Foulquier,Watford,6.43,19-20
Juan Foyth,Tottenham Hotspur,6.43,19-20
Marco Stiepermann,Norwich City,6.42,19-20
Richairo Živković,Sheffield United,6.42,19-20
James Garner,Manchester United,6.4,19-20
Ravel Morrison,Sheffield United,6.4,19-20
Kelland Watts,Newcastle United,6.4,19-20
Kieron Freeman,Sheffield United,6.4,19-20
Ørjan Nyland,Aston Villa,6.4,19-20
Maya Yoshida,Southampton,6.39,19-20
Henrikh Mkhitaryan,Arsenal,6.37,19-20
Ignacio Pussetto,Watford,6.37,19-20
Mamadou Sakho,Crystal Palace,6.35,19-20
Florin Andone,Brighton &amp; Hove Albion,6.3,19-20
Ralf Fährmann,Norwich City,6.3,19-20
Leon Clarke,Sheffield United,6.3,19-20
Jack Wilshere,West Ham United,6.28,19-20
Yan Valery,Southampton,6.26,19-20
Jesús Vallejo,Wolverhampton,6.25,19-20
Borja Bastón,Aston Villa,6.25,19-20
Oumar Niasse,Everton,6.25,19-20
Tyrick Mitchell,Crystal Palace,6.25,19-20
Jack Simpson,Bournemouth,6.18,19-20
Axel Tuanzebe,Manchester United,6.13,19-20
Danny Drinkwater,Aston Villa,6.04,19-20
Simon Moore,Sheffield United,5.75,19-20
Mark Travers,Bournemouth,5.4,19-20
Nathan Tella,Southampton,0.0,19-20
Georges-Kévin N'Koudou,Tottenham Hotspur,0.0,19-20
Akin Famewo,Norwich City,0.0,19-20
Max Thompson,Burnley,0.0,19-20
Jordan Thomas,Norwich City,0.0,19-20
Kevin De Bruyne,Manchester City,7.77,20-21
Harry Kane,Tottenham Hotspur,7.63,20-21
Bruno Fernandes,Manchester United,7.56,20-21
Jack Grealish,Aston Villa,7.54,20-21
Gareth Bale,Tottenham Hotspur,7.48,20-21
James Rodríguez,Everton,7.45,20-21
Mason Mount,Chelsea,7.4,20-21
İlkay Gündoğan,Manchester City,7.36,20-21
Riyad Mahrez,Manchester City,7.35,20-21
Trent Alexander-Arnold,Liverpool,7.29,20-21
Tom Cairney,Fulham,7.28,20-21
Rodri,Manchester City,7.28,20-21
Antonio Rüdiger,Chelsea,7.26,20-21
James Ward-Prowse,Southampton,7.25,20-21
Heung-min Son,Tottenham Hotspur,7.24,20-21
Conor Hourihane,Aston Villa,7.23,20-21
James Maddison,Leicester City,7.22,20-21
John Stones,Manchester City,7.22,20-21
Sadio Mané,Liverpool,7.21,20-21
Kalvin Phillips,Leeds United,7.21,20-21
Caoimhin Kelleher,Liverpool,7.2,20-21
Phil Foden,Manchester City,7.2,20-21
Nathaniel Phillips,Liverpool,7.19,20-21
Jesse Lingard,West Ham United,7.19,20-21
Matheus Pereira,West Bromwich Albion,7.18,20-21
Luke Shaw,Manchester United,7.18,20-21
Emiliano Martínez,Aston Villa,7.18,20-21
Kiko Casilla,Leeds United,7.17,20-21
Wilfred Ndidi,Leicester City,7.17,20-21
Tomáš Souček,West Ham United,7.16,20-21
Thiago Silva,Chelsea,7.16,20-21
Pascal Groß,Brighton &amp; Hove Albion,7.16,20-21
Thiago Alcântara,Liverpool,7.16,20-21
Kurt Zouma,Chelsea,7.15,20-21
Youri Tielemans,Leicester City,7.15,20-21
Joël Matip,Liverpool,7.14,20-21
Mohamed Salah,Liverpool,7.14,20-21
Aaron Wan-Bissaka,Manchester United,7.14,20-21
Raphinha,Leeds United,7.14,20-21
Lewis Dunk,Brighton &amp; Hove Albion,7.13,20-21
Ben Chilwell,Chelsea,7.13,20-21
Harry Maguire,Manchester United,7.13,20-21
Rúben Neves,Wolverhampton,7.13,20-21
Lucas Digne,Everton,7.13,20-21
Illan Meslier,Leeds United,7.13,20-21
João Cancelo,Manchester City,7.13,20-21
Kelechi Iheanacho,Leicester City,7.12,20-21
Jamie Vardy,Leicester City,7.12,20-21
Christian Benteke,Crystal Palace,7.11,20-21
Rúben Dias,Manchester City,7.11,20-21
Pedro Neto,Wolverhampton,7.11,20-21
Reece James,Chelsea,7.11,20-21
Dominic Calvert-Lewin,Everton,7.1,20-21
César Azpilicueta,Chelsea,7.1,20-21
Jimmy Dunne,Burnley,7.1,20-21
Liam Cooper,Leeds United,7.1,20-21
Mateo Kovačić,Chelsea,7.1,20-21
João Virgínia,Everton,7.1,20-21
Roberto Firmino,Liverpool,7.1,20-21
Aaron Cresswell,West Ham United,7.1,20-21
Solly March,Brighton &amp; Hove Albion,7.1,20-21
James Tarkowski,Burnley,7.09,20-21
Matt Targett,Aston Villa,7.09,20-21
Scott McTominay,Manchester United,7.08,20-21
Declan Rice,West Ham United,7.08,20-21
Nick Pope,Burnley,7.08,20-21
James Justin,Leicester City,7.07,20-21
Andrew Robertson,Liverpool,7.07,20-21
Luke Ayling,Leeds United,7.07,20-21
Jorginho,Chelsea,7.07,20-21
Yves Bissouma,Brighton &amp; Hove Albion,7.07,20-21
Yerry Mina,Everton,7.07,20-21
Ademola Lookman,Fulham,7.06,20-21
Michael Keane,Everton,7.06,20-21
Ben Mee,Burnley,7.06,20-21
Dani Ceballos,Arsenal,7.06,20-21
Jordan Henderson,Liverpool,7.05,20-21
Ollie Watkins,Aston Villa,7.05,20-21
Ashley Westwood,Burnley,7.05,20-21
Gabriel Jesus,Manchester City,7.04,20-21
Jonjo Shelvey,Newcastle United,7.04,20-21
Fred,Manchester United,7.04,20-21
Leandro Trossard,Brighton &amp; Hove Albion,7.03,20-21
Fernandinho,Manchester City,7.03,20-21
Adama Traoré,Wolverhampton,7.03,20-21
Sam Johnstone,West Bromwich Albion,7.03,20-21
Ben Godfrey,Everton,7.03,20-21
Kortney Hause,Aston Villa,7.03,20-21
Toby Alderweireld,Tottenham Hotspur,7.03,20-21
Alex Telles,Manchester United,7.02,20-21
Hakim Ziyech,Chelsea,7.02,20-21
Serge Aurier,Tottenham Hotspur,7.02,20-21
Willian,Arsenal,7.02,20-21
N'Golo Kanté,Chelsea,7.02,20-21
Vladimír Coufal,West Ham United,7.01,20-21
Michail Antonio,West Ham United,7.01,20-21
Patrick Bamford,Leeds United,7.01,20-21
Diego Llorente,Leeds United,7.01,20-21
Wesley Fofana,Leicester City,7.0,20-21
Alexandre Lacazette,Arsenal,7.0,20-21
Oriol Romeu,Southampton,7.0,20-21
Ahmed Hegazy,West Bromwich Albion,7.0,20-21
Fikayo Tomori,Chelsea,7.0,20-21
Timothy Fosu-Mensah,Manchester United,7.0,20-21
Terence Kongolo,Fulham,7.0,20-21
Andreas Christensen,Chelsea,7.0,20-21
Oleksandr Zinchenko,Manchester City,7.0,20-21
Rob Holding,Arsenal,7.0,20-21
João Moutinho,Wolverhampton,6.99,20-21
Okay Yokuşlu,West Bromwich Albion,6.99,20-21
Aymeric Laporte,Manchester City,6.99,20-21
Callum Wilson,Newcastle United,6.99,20-21
Martin Dúbravka,Newcastle United,6.99,20-21
John McGinn,Aston Villa,6.99,20-21
Bernardo Silva,Manchester City,6.98,20-21
Pierre-Emile Højbjerg,Tottenham Hotspur,6.98,20-21
Paul Pogba,Manchester United,6.98,20-21
Allan Saint-Maximin,Newcastle United,6.98,20-21
Fabinho,Liverpool,6.97,20-21
Danny Ings,Southampton,6.97,20-21
Jonny Evans,Leicester City,6.97,20-21
Andros Townsend,Crystal Palace,6.97,20-21
Ezri Konsa,Aston Villa,6.97,20-21
Kenny Tete,Fulham,6.97,20-21
Joe Rodon,Tottenham Hotspur,6.97,20-21
Callum Hudson-Odoi,Chelsea,6.97,20-21
Joël Veltman,Brighton &amp; Hove Albion,6.96,20-21
Sergio Agüero,Manchester City,6.96,20-21
Thomas Partey,Arsenal,6.96,20-21
Raúl Jiménez,Wolverhampton,6.96,20-21
Pierre-Emerick Aubameyang,Arsenal,6.96,20-21
Jack Harrison,Leeds United,6.96,20-21
Romain Saïss,Wolverhampton,6.96,20-21
Jordan Pickford,Everton,6.95,20-21
Diogo Jota,Liverpool,6.95,20-21
Richarlison,Everton,6.95,20-21
Tyrone Mings,Aston Villa,6.95,20-21
Anthony Elanga,Manchester United,6.95,20-21
Fabio Carvalho,Fulham,6.95,20-21
Ahmed Elmohamady,Aston Villa,6.95,20-21
Ethan Ampadu,Sheffield United,6.95,20-21
Marcos Alonso,Chelsea,6.95,20-21
Bertrand Traoré,Aston Villa,6.95,20-21
Granit Xhaka,Arsenal,6.95,20-21
Stuart Dallas,Leeds United,6.94,20-21
Dwight McNeil,Burnley,6.94,20-21
Rodrigo,Leeds United,6.94,20-21
Xherdan Shaqiri,Liverpool,6.94,20-21
Alphonse Aréola,Fulham,6.94,20-21
Pascal Struijk,Leeds United,6.94,20-21
Dean Henderson,Manchester United,6.94,20-21
Gabriel Magalhães,Arsenal,6.93,20-21
Adam Webster,Brighton &amp; Hove Albion,6.93,20-21
Alisson,Liverpool,6.93,20-21
James McArthur,Crystal Palace,6.93,20-21
Wilfried Zaha,Crystal Palace,6.93,20-21
Aleksandar Mitrović,Fulham,6.93,20-21
Nemanja Matić,Manchester United,6.93,20-21
Matty Cash,Aston Villa,6.93,20-21
Hugo Lloris,Tottenham Hotspur,6.93,20-21
Joachim Andersen,Fulham,6.93,20-21
Marcus Rashford,Manchester United,6.92,20-21
Tosin Adarabioyo,Fulham,6.92,20-21
Rhys Williams,Liverpool,6.92,20-21
Issa Diop,West Ham United,6.92,20-21
Karl Darlow,Newcastle United,6.92,20-21
Willy Boly,Wolverhampton,6.91,20-21
Frank Anguissa,Fulham,6.91,20-21
Calum Chambers,Arsenal,6.91,20-21
Marvelous Nakamba,Aston Villa,6.91,20-21
Eberechi Eze,Crystal Palace,6.91,20-21
Sébastien Haller,West Ham United,6.91,20-21
Daniel Podence,Wolverhampton,6.9,20-21
Edinson Cavani,Manchester United,6.9,20-21
Raheem Sterling,Manchester City,6.9,20-21
Tanguy Ndombélé,Tottenham Hotspur,6.9,20-21
Gylfi Sigurðsson,Everton,6.9,20-21
Harrison Reed,Fulham,6.9,20-21
Ederson,Manchester City,6.9,20-21
Rúnar Alex Rúnarsson,Arsenal,6.9,20-21
Theo Corbeanu,Wolverhampton,6.9,20-21
Gaetano Berardi,Leeds United,6.9,20-21
Sam Field,West Bromwich Albion,6.9,20-21
Abdoulaye Doucouré,Everton,6.9,20-21
Eric Dier,Tottenham Hotspur,6.9,20-21
Martin Ødegaard,Arsenal,6.89,20-21
Robert Sánchez,Brighton &amp; Hove Albion,6.89,20-21
Jannik Vestergaard,Southampton,6.89,20-21
Emile Smith Rowe,Arsenal,6.89,20-21
Conor Coady,Wolverhampton,6.89,20-21
Anwar El Ghazi,Aston Villa,6.89,20-21
Federico Fernández,Newcastle United,6.89,20-21
Antonee Robinson,Fulham,6.89,20-21
Josh Brownhill,Burnley,6.88,20-21
Jarrod Bowen,West Ham United,6.88,20-21
David McGoldrick,Sheffield United,6.88,20-21
Kyle Bartley,West Bromwich Albion,6.88,20-21
Tammy Abraham,Chelsea,6.88,20-21
Fraser Forster,Southampton,6.88,20-21
Edouard Mendy,Chelsea,6.87,20-21
Ross Barkley,Aston Villa,6.87,20-21
Robin Olsen,Everton,6.87,20-21
Aaron Ramsdale,Sheffield United,6.87,20-21
Kyle Walker,Manchester City,6.87,20-21
Max Kilman,Wolverhampton,6.87,20-21
Douglas Luiz,Aston Villa,6.87,20-21
Nicolas Pépé,Arsenal,6.87,20-21
Marc Albrighton,Leicester City,6.87,20-21
Harvey Barnes,Leicester City,6.86,20-21
Conor Townsend,West Bromwich Albion,6.86,20-21
Jamaal Lascelles,Newcastle United,6.86,20-21
Timothy Castagne,Leicester City,6.86,20-21
Héctor Bellerín,Arsenal,6.86,20-21
Pablo Marí,Arsenal,6.86,20-21
Che Adams,Southampton,6.86,20-21
Victor Lindelöf,Manchester United,6.86,20-21
Tariq Lamptey,Brighton &amp; Hove Albion,6.85,20-21
Nélson Semedo,Wolverhampton,6.85,20-21
Bernd Leno,Arsenal,6.85,20-21
Bukayo Saka,Arsenal,6.85,20-21
Craig Dawson,West Ham United,6.85,20-21
Mario Lemina,Fulham,6.85,20-21
Matt Ritchie,Newcastle United,6.85,20-21
Oliver Norwood,Sheffield United,6.85,20-21
Robin Koch,Leeds United,6.85,20-21
Ryan Fraser,Newcastle United,6.84,20-21
Tyrick Mitchell,Crystal Palace,6.84,20-21
Ferran Torres,Manchester City,6.84,20-21
Łukasz Fabiański,West Ham United,6.84,20-21
Kieran Tierney,Arsenal,6.84,20-21
Leander Dendoncker,Wolverhampton,6.84,20-21
Chris Basham,Sheffield United,6.84,20-21
