Player,Rating,Season
Neymar,8.90,17-18
Florian Thauvin,8.01,17-18
Nabil Fekir,7.93,17-18
Édinson Cavani,7.80,17-18
Dimitri Payet,7.59,17-18
Houssem Aouar,7.59,17-18
Kylian Mbappé,7.56,17-18
Ángel Di Maria,7.55,17-18
Fabinho,7.54,17-18
Dani Alves,7.53,17-18
Malcom,7.48,17-18
Bertrand Traoré,7.48,17-18
Naim Sliti,7.45,17-18
Memphis Depay,7.41,17-18
Rémy Cabella,7.40,17-18
Marco Verratti,7.39,17-18
Tanguy Ndombélé,7.39,17-18
Mario Balotelli,7.39,17-18
Yuri Berchiche,7.34,17-18
Nordi Mukiele,7.29,17-18
Jorge,7.25,17-18
Ellyes Skhiri,7.24,17-18
Allan Saint-Maximin,7.24,17-18
Joao Moutinho,7.22,17-18
Maxime Poundjé,7.22,17-18
Kevin Malcuit,7.22,17-18
Djibril Sidibé,7.21,17-18
Bouna Sarr,7.20,17-18
Thomas Lemar,7.19,17-18
Luiz Gustavo,7.19,17-18
Jean Michael Seri,7.18,17-18
Adrien Rabiot,7.17,17-18
Jérome Roussillon,7.17,17-18
Alassane Plea,7.15,17-18
Hamari Traoré,7.15,17-18
Giovani Lo Celso,7.14,17-18
Dimitri Liénard,7.14,17-18
Thomas Meunier,7.13,17-18
Javier Pastore,7.12,17-18
Léo Dubois,7.12,17-18
Ruben Aguilar,7.12,17-18
Ferland Mendy,7.12,17-18
Sylvio Ronny Rodelin,7.11,17-18
Julian Draxler,7.09,17-18
Yassine Benzia,7.09,17-18
Benjamin Bourigeaud,7.08,17-18
Youssouf Sabaly,7.08,17-18
Mathieu Dossevi,7.07,17-18
Mariano Diaz,7.07,17-18
Jordan Amavi,7.07,17-18
Benjamin André,7.07,17-18
Julio Tavarès,7.06,17-18
Kamil Glik,7.06,17-18
Radamel Falcao,7.06,17-18
Pierre Lees-Melou,7.03,17-18
Layvin Kurzawa,7.03,17-18
Yannis Salibur,7.03,17-18
Ramy Bensebaini,7.02,17-18
Marcelo,7.02,17-18
Paul Lasne,7.00,17-18
Ibrahim Sangaré,6.99,17-18
Rafael,6.99,17-18
Andre-Frank Zambo Anguissa,6.99,17-18
Rony Lopes,6.99,17-18
Wahbi Khazri,6.98,17-18
Hilton,6.98,17-18
Keita Baldé,6.98,17-18
Max-Alain Gradel,6.97,17-18
Arnaud Souquet,6.96,17-18
Lucas Ocampos,6.96,17-18
Thiago Silva,6.96,17-18
Morgan Sanson,6.95,17-18
Giannelli Imbula,6.95,17-18
Presnel Kimpembe,6.95,17-18
Thomas Mangani,6.95,17-18
Abdoulaye Touré,6.94,17-18
Thiago Mendes,6.94,17-18
Ole Kristian Selnæs,6.94,17-18
Daniel Congré,6.93,17-18
Loic Perrin,6.93,17-18
Lucas Lima,6.92,17-18
Yves Bissouma,6.92,17-18
Ismaila Sarr,6.91,17-18
Maxime Le Marchand,6.91,17-18
Papy Djilobodji,6.91,17-18
Pedro Mendes,6.90,17-18
Frédéric Guilbert,6.90,17-18
Kenny Lala,6.89,17-18
Thiago Motta,6.88,17-18
Lukas Lerager,6.88,17-18
Adrien Tamèze,6.88,17-18
Yoann Andreu,6.87,17-18
Diego Carlos,6.87,17-18
Alexander Djiku,6.87,17-18
Hiroki Sakai,6.86,17-18
Ernest Seka,6.86,17-18
Adil Rami,6.86,17-18
Youri Tielemans,6.86,17-18
Fouad Chafik,6.86,17-18
Adama Mbengue,6.85,17-18
Marquinhos,6.85,17-18
Otávio,6.85,17-18
Mustapha Diallo,6.84,17-18
Karl Toko Ekambi,6.84,17-18
Bakaye Dibassy,6.83,17-18
Flavien Tait,6.83,17-18
Lucas Tousart,6.82,17-18
Thomas Monconduit,6.82,17-18
Renaud Cohade,6.82,17-18
Clinton N'Jie,6.81,17-18
Chang-Hoon Kwon,6.81,17-18
Jean Aholou,6.81,17-18
Sanjin Prcic,6.81,17-18
Gaël Kakuta,6.81,17-18
Danilo Avelar,6.80,17-18
Romain Amalfitano,6.80,17-18
Florent Mollet,6.80,17-18
Kenny Tete,6.79,17-18
Nuno Da Costa,6.79,17-18
Soualiho Meité,6.79,17-18
Jemerson,6.79,17-18
Joris Gnagnon,6.78,17-18
Jonathan Bamba,6.78,17-18
Gabriel Silva,6.77,17-18
Andrei Girotto,6.77,17-18
Wesley Said,6.77,17-18
Nicolas Pépé,6.77,17-18
Koffi Djidji,6.77,17-18
Julien Feret,6.77,17-18
Jonathan Rivierez,6.77,17-18
Nicolas Benezet,6.75,17-18
Vincent Manceau,6.74,17-18
Jimmy Briand,6.74,17-18
Jérémy Morel,6.73,17-18
Younousse Sankharé,6.73,17-18
Christopher Jullien,6.72,17-18
Maxime Lopez,6.72,17-18
Saif-Eddine Khaoui,6.72,17-18
Martin Terrier,6.71,17-18
Jonas Martin,6.70,17-18
Nolan Roux,6.70,17-18
Pedro Rebocho,6.69,17-18
Christophe Kerbrat,6.68,17-18
Issa Diop,6.68,17-18
Saidy Janko,6.68,17-18
Yannick Cahuzac,6.67,17-18
Francois Kamano,6.67,17-18
Somalia,6.67,17-18
Oualid El Hajjam,6.66,17-18
Adrien Thomasson,6.66,17-18
Marcus Thuram,6.66,17-18
Kader Mangane,6.66,17-18
Nicolas Pallois,6.66,17-18
Valère Germain,6.66,17-18
Alphonse Areola,6.66,17-18
Chidozie Awaziem,6.65,17-18
Jérémy Gelin,6.65,17-18
Junior Sambia,6.65,17-18
Luiz Araujo,6.64,17-18
Khaled Adénon,6.64,17-18
Youssef Ait Bennasser,6.63,17-18
Ismaël Traoré,6.63,17-18
Angelo Fulgini,6.63,17-18
Valentin Rongier,6.63,17-18
Bongani Zungu,6.63,17-18
Mateo Pavlovic,6.62,17-18
Issiaga Sylla,6.62,17-18
Rolando,6.62,17-18
Kevin Theophile-Catherine,6.62,17-18
Moussa Niakhaté,6.60,17-18
Junior Alonso,6.60,17-18
Edgar Ié,6.60,17-18
Marlon,6.60,17-18
Christophe Hérelle,6.59,17-18
Lucas Deaux,6.59,17-18
Giovanni Sio,6.59,17-18
Francois Moubandje,6.59,17-18
Charles Traoré,6.59,17-18
Régis Gurtner,6.59,17-18
Jeremy Blayac,6.59,17-18
Jérémy Toulalan,6.59,17-18
Alexis Blin,6.59,17-18
Mathieu Deplagne,6.58,17-18
Dante,6.58,17-18
Prince Desir Gouano,6.57,17-18
Pierrick Capelle,6.57,17-18
Étienne Didot,6.57,17-18
Romain Thomas,6.57,17-18
James Léa Siliki,6.57,17-18
Anthony Lopes,6.57,17-18
Jordan Ikoko,6.57,17-18
Tomas Koubek,6.57,17-18
Damien Da Silva,6.57,17-18
Nicolas de Préville,6.57,17-18
Romain Hamouma,6.56,17-18
Pablo Martinez,6.56,17-18
Frédéric Sammaritano,6.55,17-18
Thiago Maia,6.55,17-18
Baptiste Santamaria,6.55,17-18
Cédric Yambéré,6.54,17-18
Andrea Raggi,6.54,17-18
Vincent Pajot,6.53,17-18
Adrien Hunou,6.53,17-18
Maxwel Cornet,6.52,17-18
Emiliano Sala,6.52,17-18
Andy Delort,6.51,17-18
Benjamin Lecomte,6.50,17-18
Karim Azamoum,6.50,17-18
Anwar El-Ghazi,6.49,17-18
Iván Balliu,6.49,17-18
Baptiste Reynet,6.49,17-18
Firmin Mubele Ndombe,6.49,17-18
Kelvin Amian,6.48,17-18
Rachid Ghezzal,6.47,17-18
Isaac Mbenza,6.47,17-18
Romain Genevois,6.46,17-18
Valentin Rosier,6.45,17-18
Jordan Marie,6.44,17-18
Fallou Diagne,6.44,17-18
Ciprian Tatarusanu,6.43,17-18
Bassem Srarfi,6.43,17-18
Harrison Manzala,6.42,17-18
Jérémy Sorbon,6.42,17-18
Geronimo Poblete,6.42,17-18
Rémi Walter,6.42,17-18
Jimmy Giraudon,6.42,17-18
Ibrahim Amadou,6.42,17-18
Yaya Sanogo,6.42,17-18
Ivan Santini,6.41,17-18
Oswaldo Vizcarrondo,6.41,17-18
Steve Mandanda,6.40,17-18
Moussa Konaté,6.40,17-18
Samuel Grandsir,6.40,17-18
Jaroslav Plasil,6.40,17-18
Ludovic Blas,6.39,17-18
Mamadou Samassa,6.39,17-18
Oussama Haddadi,6.39,17-18
Steeve Yago,6.38,17-18
Assane Dioussé,6.35,17-18
Bakary Koné,6.34,17-18
Lebogang Phiri,6.34,17-18
Stéphane Ruffier,6.33,17-18
Corentin Jean,6.33,17-18
Serge Gakpe,6.33,17-18
Jules Iloki,6.32,17-18
Danijel Subasic,6.31,17-18
Stéphane Darbion,6.31,17-18
Vincent Bessat,6.30,17-18
Anthony Goncalves,6.30,17-18
Bryan Pele,6.30,17-18
Benjamin Nivet,6.29,17-18
Alban Lafont,6.29,17-18
Benoit Costil,6.29,17-18
Karl-Johan Johnsson,6.28,17-18
Stef Peeters,6.28,17-18
Ludovic Butelle,6.28,17-18
Baissama Sankoh,6.26,17-18
Marcus Regis Coco,6.26,17-18
Fodé Ballo,6.25,17-18
Hyun-Jun Suk,6.25,17-18
Stéphane Bahoken,6.20,17-18
Ibrahima Niane,6.19,17-18
Walter Benitez,6.18,17-18
Kévin Monnet-Paquet,6.17,17-18
Enzo Crivelli,6.16,17-18
Benjamin Jeannot,6.16,17-18
Emmanuel Rivière,6.15,17-18
Christian Kouakou,6.14,17-18
Francois Bellugou,6.12,17-18
Mike Maignan,6.11,17-18
Rémy Vercoutre,6.10,17-18
Adama Niane,6.05,17-18
Bingourou Kamara,6.03,17-18
Rodrigue Casimir Ninga,5.92,17-18
Ezequiel Ponce,5.90,17-18
Eiji Kawashima,5.88,17-18
Kylian Mbappé,8.15,18-19
Téji Savanier,7.87,18-19
Édinson Cavani,7.67,18-19
Nicolas Pépé,7.62,18-19
Ángel Di Maria,7.56,18-19
Nabil Fekir,7.43,18-19
Thiago Mendes,7.33,18-19
Memphis Depay,7.31,18-19
Youcef Atal,7.31,18-19
Marco Verratti,7.28,18-19
Marcelo,7.27,18-19
Hatem Ben Arfa,7.24,18-19
Florian Thauvin,7.24,18-19
Flavien Tait,7.23,18-19
Rémy Cabella,7.21,18-19
Marquinhos,7.21,18-19
Ferland Mendy,7.19,18-19
Youssouf Koné,7.19,18-19
Allan Saint-Maximin,7.18,18-19
Valentin Rongier,7.16,18-19
Ruben Aguilar,7.15,18-19
Julian Draxler,7.15,18-19
Tanguy Ndombélé,7.15,18-19
Thomas Meunier,7.13,18-19
Mathieu Debuchy,7.12,18-19
Thiago Silva,7.11,18-19
Christophe Hérelle,7.10,18-19
Houssem Aouar,7.09,18-19
Ibrahim Sangaré,7.08,18-19
Wahbi Khazri,7.07,18-19
Wylan Cyprien,7.07,18-19
Kenny Lala,7.06,18-19
Hiroki Sakai,7.04,18-19
Youri Tielemans,7.03,18-19
Ellyes Skhiri,7.03,18-19
Nicolas Pallois,7.02,18-19
Thilo Kehrer,7.01,18-19
Dimitri Payet,7.01,18-19
Dani Alves,7.01,18-19
Bertrand Traoré,7.00,18-19
Ismaila Sarr,7.00,18-19
Jonas Martin,7.00,18-19
Moussa Dembélé,6.99,18-19
Benjamin André,6.99,18-19
Naim Sliti,6.97,18-19
Lucas Ocampos,6.97,18-19
José Fonte,6.97,18-19
Max-Alain Gradel,6.97,18-19
Konan,6.95,18-19
Andy Delort,6.95,18-19
Fodé Ballo,6.95,18-19
Loic Perrin,6.95,18-19
Jonathan Bamba,6.95,18-19
Léo Dubois,6.94,18-19
Xavier Chavalerin,6.94,18-19
Mehmet Zeki Celik,6.94,18-19
Marcus Thuram,6.93,18-19
Pablo Martinez,6.93,18-19
Yann M'Vila,6.92,18-19
Faycal Fajr,6.91,18-19
Emiliano Sala,6.90,18-19
Ole Kristian Selnæs,6.90,18-19
Clément Grenier,6.89,18-19
Maxime Lopez,6.88,18-19
M'Baye Niang,6.88,18-19
Cheikh N'Doye,6.88,18-19
Bouna Sarr,6.88,18-19
Ludovic Ajorque,6.87,18-19
Rony Lopes,6.87,18-19
Thomas Monconduit,6.87,18-19
Ramy Bensebaini,6.86,18-19
Enock Kwateng,6.85,18-19
Florent Mollet,6.85,18-19
Benjamin Henrichs,6.85,18-19
Martin Terrier,6.84,18-19
Jeff Reine-Adélaide,6.84,18-19
Fouad Chafik,6.84,18-19
Yunis Abdelhamid,6.83,18-19
Vincent Manceau,6.83,18-19
Jonathan Ikoné,6.82,18-19
Malang Sarr,6.81,18-19
Damien Le Tallec,6.81,18-19
Sofiane Alakouch,6.81,18-19
Pierre Lees-Melou,6.81,18-19
Alaixys Romao,6.80,18-19
Otávio,6.80,18-19
Sergi Palencia,6.80,18-19
Pedro Mendes,6.79,18-19
Jordan Lefort,6.79,18-19
Kevin Strootman,6.79,18-19
Daniel Congré,6.78,18-19
Youssef Ait Bennasser,6.78,18-19
Juan Bernat,6.78,18-19
Frédéric Guilbert,6.78,18-19
Jordan Amavi,6.78,18-19
Andrei Girotto,6.77,18-19
Diego Carlos,6.77,18-19
Kalifa Coulibaly,6.76,18-19
Radamel Falcao,6.76,18-19
Abdoulaye Touré,6.76,18-19
Dimitri Liénard,6.76,18-19
Timothée Kolodziejczak,6.76,18-19
Renaud Ripart,6.76,18-19
Maxime Poundjé,6.76,18-19
Dante,6.76,18-19
Paul Lasne,6.75,18-19
Ibrahima Sissoko,6.74,18-19
Samuel Kalu,6.74,18-19
Ambroise Oyongo Bitolo,6.74,18-19
Hilton,6.74,18-19
Damien Da Silva,6.74,18-19
Adrien Tamèze,6.74,18-19
Maxwel Cornet,6.73,18-19
Adrien Thomasson,6.73,18-19
Pablo,6.73,18-19
Jordan Marie,6.73,18-19
Thomas Foket,6.72,18-19
Alexander Djiku,6.72,18-19
Pedro Rebocho,6.72,18-19
Jason Denayer,6.72,18-19
Felix Eboa,6.71,18-19
Björn Engels,6.71,18-19
Boubacar Kamara,6.71,18-19
Baptiste Santamaria,6.70,18-19
Anthony Limbombe,6.70,18-19
Romain Thomas,6.70,18-19
Presnel Kimpembe,6.70,18-19
Moussa Diaby,6.69,18-19
Adama Soumaoro,6.69,18-19
Saman Ghoddos,6.69,18-19
Pierrick Capelle,6.69,18-19
Gaëtan Laborde,6.68,18-19
Morgan Sanson,6.68,18-19
Luiz Gustavo,6.68,18-19
Anthony Briancon,6.68,18-19
Jules Koundé,6.68,18-19
Abdoulaye Bamba,6.68,18-19
Benjamin Bourigeaud,6.67,18-19
Alexis Blin,6.67,18-19
Lucas Lima,6.67,18-19
Robert Beric,6.67,18-19
Kamil Glik,6.67,18-19
Mathieu Dossevi,6.67,18-19
Walter Benitez,6.66,18-19
Mike Maignan,6.66,18-19
Anthony Caci,6.66,18-19
Rémi Oudin,6.66,18-19
Rachid Alioui,6.65,18-19
Mexer,6.64,18-19
Neven Subotic,6.64,18-19
Angelo Fulgini,6.63,18-19
Younousse Sankharé,6.63,18-19
Issiaga Sylla,6.63,18-19
Mathieu Cafaro,6.63,18-19
Hamari Traoré,6.62,18-19
Gabriel Boschilia,6.62,18-19
Xeka,6.62,18-19
Christopher Jullien,6.62,18-19
Sada Thioub,6.62,18-19
Mario Balotelli,6.61,18-19
Jordan Ferri,6.61,18-19
Djibril Sidibé,6.60,18-19
Francois Moubandje,6.60,18-19
Mehdi Abeid,6.59,18-19
Moussa Doumbia,6.59,18-19
Francois Kamano,6.59,18-19
Antonin Bobichon,6.59,18-19
Jemerson,6.59,18-19
Lucas Tousart,6.59,18-19
Nuno Da Costa,6.58,18-19
Lebogang Phiri,6.58,18-19
Arnaud Nordin,6.57,18-19
Lionel Carole,6.57,18-19
Nicolas Benezet,6.57,18-19
Romain Hamouma,6.57,18-19
Faitout Maouassa,6.56,18-19
Valère Germain,6.56,18-19
Youssouf Sabaly,6.56,18-19
Alphonse Areola,6.56,18-19
Loic Rémy,6.56,18-19
Danilo,6.55,18-19
Denis Bouanga,6.55,18-19
Aleksandr Golovin,6.54,18-19
Tristan Dingomé,6.54,18-19
Rafael Leao,6.54,18-19
Edouard Mendy,6.54,18-19
Duje Caleta-Car,6.53,18-19
Lamine Koné,6.53,18-19
Jonathan Gradit,6.52,18-19
Wesley Lautoa,6.52,18-19
Jaroslav Plasil,6.52,18-19
Thomas Mangani,6.51,18-19
Mateo Pavlovic,6.51,18-19
Benjamin Lecomte,6.50,18-19
Paul Baysse,6.50,18-19
Stiven Mendoza,6.49,18-19
Julio Tavarès,6.49,18-19
Stéphane Ruffier,6.49,18-19
Kelvin Amian,6.49,18-19
Abdul Majeed Waris,6.48,18-19
Oussama Haddadi,6.47,18-19
Yann Karamoh,6.47,18-19
Jimmy Durmaz,6.47,18-19
Prince Oniangué,6.47,18-19
Ludovic Blas,6.46,18-19
Samuel Moutoussamy,6.46,18-19
Nicolas de Préville,6.45,18-19
Prince Desir Gouano,6.45,18-19
Ismaël Traoré,6.45,18-19
Romain Del Castillo,6.45,18-19
Manu Garcia,6.45,18-19
Theo Valls,6.43,18-19
Toma Basic,6.43,18-19
Bakaye Dibassy,6.42,18-19
Ciprian Tatarusanu,6.41,18-19
Benoit Badiashile,6.41,18-19
Kévin Monnet-Paquet,6.41,18-19
Emil Krafth,6.41,18-19
Ludovic Butelle,6.39,18-19
Baptiste Guillaume,6.39,18-19
Benjamin Jeannot,6.38,18-19
Jimmy Briand,6.38,18-19
Juan Otero,6.37,18-19
Cédric Yambéré,6.37,18-19
Eric Maxim Choupo-Moting,6.37,18-19
Moussa Konaté,6.37,18-19
Wesley Said,6.35,18-19
Mehdi Zeffane,6.35,18-19
Stefan Mitrovic,6.35,18-19
Stéphane Bahoken,6.35,18-19
Lebo Mothiba,6.35,18-19
Matz Sels,6.34,18-19
Eddy Gnahoré,6.34,18-19
Pablo Chavarria,6.33,18-19
Jérémy Gelin,6.33,18-19
Jérémy Sorbon,6.32,18-19
Paul Bernardoni,6.31,18-19
Lois Diony,6.31,18-19
Christophe Kerbrat,6.30,18-19
Yannick Cahuzac,6.30,18-19
Benoit Costil,6.30,18-19
Saif-Eddine Khaoui,6.29,18-19
Luiz Araujo,6.28,18-19
Khaled Adénon,6.28,18-19
Claudio Beauvue,6.27,18-19
Anthony Lopes,6.27,18-19
James Léa Siliki,6.27,18-19
Brice Samba,6.27,18-19
Yaya Sanogo,6.27,18-19
Yoël Armougom,6.26,18-19
Andreas Cornelius,6.26,18-19
Junior Sambia,6.26,18-19
Umut Bozok,6.24,18-19
Enzo Crivelli,6.24,18-19
Étienne Didot,6.23,18-19
Nolan Roux,6.22,18-19
Romain Amalfitano,6.21,18-19
Baptiste Reynet,6.21,18-19
Jean-Victor Makengo,6.20,18-19
Steve Mandanda,6.19,18-19
Régis Gurtner,6.17,18-19
Malik Tchokounté,6.17,18-19
Marcus Regis Coco,6.16,18-19
Cheick Timite,6.15,18-19
Tomas Koubek,6.15,18-19
Rodrigue Casimir Ninga,6.14,18-19
Mathieu Bodmer,6.13,18-19
Jessy Deminguet,6.13,18-19
Jordan Ikoko,6.11,18-19
Diego Benaglio,6.09,18-19
Aaron Leya Iseka,6.05,18-19
Marc-Aurèle Caillard,6.03,18-19
Runar Alex Runarsson,5.85,18-19
Neymar,8.40,19-20
Kylian Mbappé,8.13,19-20
Ángel Di Maria,7.80,19-20
Dimitri Payet,7.73,19-20
Idrissa Gana Gueye,7.48,19-20
Wissam Ben Yedder,7.46,19-20
Marco Verratti,7.40,19-20
Téji Savanier,7.38,19-20
Hassane Kamara,7.21,19-20
Mauro Icardi,7.20,19-20
Valentin Rongier,7.18,19-20
Wylan Cyprien,7.18,19-20
Islam Slimani,7.15,19-20
Adam Ounas,7.12,19-20
Predrag Rajkovic,7.10,19-20
Stanley N'Soki,7.10,19-20
Toma Basic,7.10,19-20
Aleksandr Golovin,7.08,19-20
Faitout Maouassa,7.06,19-20
Mounir Chouiar,7.05,19-20
Hamari Traoré,7.05,19-20
Jordan Amavi,7.05,19-20
Juan Bernat,7.05,19-20
Maxwel Cornet,7.04,19-20
Yunis Abdelhamid,7.04,19-20
Xavier Chavalerin,7.04,19-20
Pierre Lees-Melou,7.03,19-20
Eduardo Camavinga,7.02,19-20
Adama Traoré,7.01,19-20
Thomas Meunier,7.01,19-20
Dimitri Liénard,7.01,19-20
Presnel Kimpembe,7.00,19-20
Mohamed Simakan,6.99,19-20
Benjamin André,6.99,19-20
Adrien Thomasson,6.98,19-20
Marquinhos,6.98,19-20
Gil Dias,6.98,19-20
Lucas Deaux,6.97,19-20
Thiago Silva,6.96,19-20
Renato Sanches,6.96,19-20
Geronimo Rulli,6.96,19-20
Fabien Centonze,6.96,19-20
Victor Osimhen,6.95,19-20
Kasper Dolberg,6.95,19-20
Raphinha,6.95,19-20
Hiroki Sakai,6.95,19-20
Baptiste Santamaria,6.94,19-20
Thiago Mendes,6.93,19-20
Gelson Martins,6.93,19-20
Otávio,6.93,19-20
Abdou Diallo,6.92,19-20
Thomas Foket,6.91,19-20
Zinedine Ferhat,6.91,19-20
Nicolas Pallois,6.90,19-20
Angelo Fulgini,6.90,19-20
Boubacar Kamara,6.90,19-20
Konan,6.90,19-20
Alexandre Oukidja,6.90,19-20
Andy Delort,6.90,19-20
Tiemoué Bakayoko,6.90,19-20
Bouna Sarr,6.89,19-20
Edouard Mendy,6.89,19-20
Marcelo,6.89,19-20
Charles Traoré,6.89,19-20
Léo Dubois,6.88,19-20
Alexander Djiku,6.88,19-20
Duje Caleta-Car,6.88,19-20
Hilton,6.87,19-20
Abdoul Kader Bamba,6.85,19-20
Gabriel,6.85,19-20
Houssem Aouar,6.85,19-20
Enock Kwateng,6.84,19-20
Morgan Sanson,6.84,19-20
Pablo,6.84,19-20
Gautier Larsonneur,6.84,19-20
Ludovic Ajorque,6.83,19-20
Moussa Dembélé,6.83,19-20
Andrei Girotto,6.83,19-20
Alexis Claude,6.83,19-20
Jeff Reine-Adélaide,6.83,19-20
Habib Maiga,6.83,19-20
Danilo,6.82,19-20
Nicolas de Préville,6.81,19-20
Kenny Lala,6.81,19-20
Damien Da Silva,6.81,19-20
Dario Benedetto,6.80,19-20
Pablo Sarabia,6.80,19-20
Kevin Strootman,6.80,19-20
Bertrand Traoré,6.79,19-20
Julio Tavarès,6.79,19-20
Adrien Hunou,6.78,19-20
Joris Gnagnon,6.77,19-20
Domagoj Bradaric,6.77,19-20
Rémi Oudin,6.76,19-20
Lucas Tousart,6.76,19-20
Kenny Tete,6.76,19-20
Opa Nguette,6.76,19-20
Fouad Chafik,6.75,19-20
Dennis Appiah,6.75,19-20
Yassine Benrahou,6.75,19-20
Jonathan Ikoné,6.75,19-20
Yoann Court,6.74,19-20
Ludovic Blas,6.74,19-20
Youssouf Fofana,6.73,19-20
Benoit Badiashile,6.73,19-20
Benjamin Bourigeaud,6.73,19-20
Arnaud Souquet,6.73,19-20
Romain Hamouma,6.73,19-20
Hamza Mendyl,6.73,19-20
Serhou Guirassy,6.72,19-20
Dante,6.72,19-20
Ryad Boudebouz,6.72,19-20
