Player,Rating,Season
Lionel Messi,8.58,17-18
Cristiano Ronaldo,8.03,17-18
Luis Suárez,7.84,17-18
Filipe Luis,7.71,17-18
Toni Kroos,7.69,17-18
Iago Aspas,7.69,17-18
Daniel Parejo,7.55,17-18
Gareth Bale,7.55,17-18
Casemiro,7.49,17-18
Jonathan Viera,7.45,17-18
Antoine Griezmann,7.45,17-18
Sergio Busquets,7.44,17-18
Luka Modric,7.44,17-18
Lucas Hernández,7.43,17-18
Jordi Alba,7.39,17-18
Sergi Roberto,7.39,17-18
Fabián Ruiz,7.38,17-18
Asier Illarramendi,7.36,17-18
Saul Niguez,7.30,17-18
Geoffrey Kondogbia,7.30,17-18
Isco,7.27,17-18
José Gayà,7.25,17-18
Ivan Rakitic,7.24,17-18
Andrés Iniesta,7.23,17-18
Marco Asensio,7.23,17-18
Goncalo Guedes,7.21,17-18
Thomas Partey,7.20,17-18
Sergio Ramos,7.20,17-18
Éver Banega,7.20,17-18
Martin Montoya,7.20,17-18
Álex Granell,7.19,17-18
Marcelo,7.18,17-18
Samuel Umtiti,7.17,17-18
Xabier Prieto,7.16,17-18
Rodri,7.15,17-18
Mario Gaspar,7.11,17-18
Daniel Carvajal,7.11,17-18
Joaquin,7.11,17-18
Djené,7.10,17-18
Gerard Piqué,7.09,17-18
Koke,7.07,17-18
Rodrigo,7.06,17-18
Gerard Moreno,7.06,17-18
José Ángel,7.05,17-18
Carlos Bacca,7.05,17-18
Sergio Escudero,7.05,17-18
Sime Vrsaljko,7.04,17-18
Raul Garcia,7.03,17-18
Jefferson Lerma,7.02,17-18
Pablo Fornals,7.02,17-18
Martin Aguirregabiria,7.02,17-18
José Giménez,7.01,17-18
Karim Benzema,7.01,17-18
Manuel Trigueros,7.01,17-18
Daniel Wass,7.00,17-18
Diego Godin,7.00,17-18
Joseba Zaldua,6.99,17-18
Andrés Guardado,6.99,17-18
Gabriel Paulista,6.99,17-18
Borja Garcia,6.98,17-18
Guido Pizarro,6.98,17-18
Diego Rico,6.98,17-18
Rubén Pérez,6.98,17-18
Gabriel,6.97,17-18
Aritz Elustondo,6.97,17-18
Luisinho,6.96,17-18
Steven Nzonzi,6.96,17-18
Aymeric Laporte,6.95,17-18
Juan Cala,6.95,17-18
José Campana,6.95,17-18
Paulinho,6.95,17-18
Cristhian Stuani,6.94,17-18
Pablo Maffeo,6.94,17-18
Willian José,6.94,17-18
Samuel Castillejo,6.94,17-18
Hugo Mallo,6.94,17-18
Sergi Darder,6.92,17-18
Jaume Costa,6.91,17-18
Damian Suarez,6.91,17-18
José Luis Morales,6.91,17-18
Sergio Canales,6.91,17-18
Jan Oblak,6.90,17-18
Maximiliano Gomez,6.90,17-18
Lucas Vázquez,6.90,17-18
Mikel Oyarzabal,6.90,17-18
Victor Sánchez,6.90,17-18
Jonny,6.90,17-18
Federico Nicolas Cartabia,6.89,17-18
Pione Sisto,6.89,17-18
Nélson Semedo,6.89,17-18
Lucas Pérez,6.89,17-18
Nacho Fernandez,6.88,17-18
Dani Garcia,6.88,17-18
Manu Garcia,6.87,17-18
Inigo Martinez,6.86,17-18
Cristian Tello,6.86,17-18
Anaitz Arbilla,6.86,17-18
Faycal Fajr,6.84,17-18
Raphaël Varane,6.84,17-18
Unai Nunez,6.83,17-18
Pablo Hernández,6.83,17-18
Paulo Oliveira,6.83,17-18
David Lopez,6.82,17-18
Victor Ruiz,6.81,17-18
Stefan Savic,6.81,17-18
Adrián Lopez,6.81,17-18
Munir El Haddadi,6.80,17-18
Rubén Duarte,6.78,17-18
Dimitris Siovas,6.78,17-18
Loic Rémy,6.78,17-18
Roberto Rosales,6.78,17-18
Gabi,6.78,17-18
Franco Vázquez,6.78,17-18
Antonio Barragan,6.78,17-18
Aissa Mandi,6.77,17-18
Oscar de Marcos,6.76,17-18
Wissam Ben Yedder,6.75,17-18
Juanfran,6.75,17-18
Simon Kjær,6.74,17-18
Enis Bardhi,6.74,17-18
Joaquin Correa,6.74,17-18
Stanislav Lobotka,6.74,17-18
Marc-Andre ter Stegen,6.74,17-18
Ximo Navarro,6.72,17-18
Celso Borges,6.72,17-18
Inigo Lekue,6.72,17-18
Clément Lenglet,6.72,17-18
Gonzalo Castro,6.71,17-18
Antunes,6.71,17-18
Joan Jordán,6.71,17-18
Sidnei,6.71,17-18
Nolito,6.71,17-18
Inaki Williams,6.70,17-18
Jesus Navas,6.70,17-18
Vicente Guaita,6.70,17-18
Ezequiel Garay,6.69,17-18
Ryad Boudebouz,6.69,17-18
Adnan Januzaj,6.69,17-18
Iván Alejo,6.68,17-18
Diego Llorente,6.68,17-18
Guilherme,6.68,17-18
Rodrigo Ely,6.68,17-18
Carlos Soler,6.68,17-18
Juanpe,6.68,17-18
Aaron Caricol,6.67,17-18
Kevin Rodrigues,6.67,17-18
Markel Susaeta,6.67,17-18
Raul Navas,6.67,17-18
Pablo Sarabia,6.67,17-18
José Recio,6.67,17-18
Gabriel Mercado,6.67,17-18
Daniel Raba,6.66,17-18
Gonzalo Escalante,6.66,17-18
Bernardo,6.66,17-18
Santi Mina,6.65,17-18
Alfonso Pedraza,6.64,17-18
Álvaro González,6.64,17-18
Vitolo,6.64,17-18
Pere Pons,6.64,17-18
Leo Baptistao,6.64,17-18
Sergi Gomez,6.64,17-18
Cristian Portu,6.64,17-18
Tomas Pina,6.63,17-18
Johan Mojica,6.63,17-18
Simone Zaza,6.61,17-18
Ángel Correa,6.61,17-18
Alen Halilovic,6.61,17-18
Igor Zubeldia,6.60,17-18
Ander Capa,6.60,17-18
Rubén Pena,6.60,17-18
Ibai Gomez,6.59,17-18
Fabian Schär,6.58,17-18
José Manuel Jurado,6.58,17-18
Charles,6.58,17-18
Keylor Navas,6.57,17-18
Javi Garcia,6.57,17-18
Aritz Aduriz,6.57,17-18
Unai Bustinza,6.56,17-18
Pablo Piatti,6.56,17-18
Facundo Roncaglia,6.56,17-18
Sergio Postigo,6.55,17-18
Pau Lopez,6.55,17-18
Aday,6.54,17-18
Benat Etxebarria,6.54,17-18
David Zurutuza,6.54,17-18
Sergio Asenjo,6.53,17-18
Alejandro Gálvez,6.53,17-18
Ander Iturraspe,6.53,17-18
Jozabed,6.53,17-18
Kévin Gameiro,6.53,17-18
Antonio Luna,6.52,17-18
Andreas Pereira,6.52,17-18
Neto,6.52,17-18
Juanmi,6.52,17-18
Sergio Leon,6.51,17-18
Ángel Rodriguez,6.51,17-18
Manuel Iturra,6.51,17-18
Ruben Sobrino,6.51,17-18
Takashi Inui,6.50,17-18
Riza Durmisi,6.49,17-18
Pedro Lopez,6.49,17-18
Dani Castellano,6.49,17-18
Mario Hermoso,6.48,17-18
Mauro Arambarri,6.48,17-18
Emmanuel Boateng,6.48,17-18
Marko Dmitrovic,6.48,17-18
Jordi Amat,6.47,17-18
Iván Cuéllar,6.47,17-18
Jonas Ramalho,6.47,17-18
Emre Colak,6.46,17-18
Luis Hernández,6.46,17-18
Javi Castellano,6.46,17-18
Michel,6.45,17-18
Gustavo Cabral,6.44,17-18
Jorge Molina,6.43,17-18
Miguel Ángel Guerrero,6.43,17-18
Jonathan Calleri,6.42,17-18
Kike Garcia,6.41,17-18
Victor Camarasa,6.40,17-18
Esteban Granero,6.40,17-18
Francisco Portillo,6.40,17-18
Javi Fuego,6.40,17-18
Amath Ndiaye,6.39,17-18
Nabil El Zhar,6.39,17-18
Denis Cheryshev,6.39,17-18
Tana,6.38,17-18
Luis Muriel,6.38,17-18
Fernando Torres,6.37,17-18
Álvaro Odriozola,6.37,17-18
Ivi Lopez,6.37,17-18
Roberto Soriano,6.37,17-18
Omar Ramos,6.37,17-18
Diego Rolan,6.36,17-18
Federico Valverde,6.36,17-18
Alexis,6.36,17-18
Jason,6.36,17-18
Raul Albentosa,6.36,17-18
Michael Krohn-Dehli,6.36,17-18
Sergio Garcia,6.36,17-18
Alberto Aquilani,6.35,17-18
Nemanja Radoja,6.35,17-18
Darko Brasanac,6.35,17-18
Inigo Cordoba,6.35,17-18
Yassine Bounou,6.35,17-18
Sergi Enrich,6.35,17-18
Kepa Arrizabalaga,6.34,17-18
Mikel San José,6.33,17-18
Luciano Dario Vietto,6.33,17-18
Fernando Pacheco,6.32,17-18
Pedro Mosquera,6.32,17-18
John Guidetti,6.32,17-18
Rober,6.32,17-18
Chema,6.28,17-18
Burgui,6.27,17-18
Ignasi Miquel,6.27,17-18
Enes Ünal,6.26,17-18
Javier Eraso,6.25,17-18
Adrian Gonzalez,6.25,17-18
Oier Olazábal,6.25,17-18
Leandro Chichizola,6.25,17-18
Roberto,6.19,17-18
Keko Gontan,6.19,17-18
Sergio Mora,6.19,17-18
Marc Navarro,6.18,17-18
Nacho Gil,6.18,17-18
Gaku Shibasaki,6.17,17-18
Vicente Gomez,6.13,17-18
Gerard Gumbau,6.12,17-18
Rubén Blanco,6.11,17-18
Youssef En-Nesyri,6.11,17-18
Antonio Adan,6.10,17-18
Sergio Rico,6.07,17-18
Nordin Amrabat,6.05,17-18
Florin Andone,6.04,17-18
Zakaria Bakkali,6.02,17-18
Geronimo Rulli,5.99,17-18
Claudio Beauvue,5.84,17-18
Rubén Martinez,5.66,17-18
Lionel Messi,8.48,18-19
Iago Aspas,7.64,18-19
Daniel Parejo,7.59,18-19
Luis Suárez,7.56,18-19
Karim Benzema,7.44,18-19
Antoine Griezmann,7.43,18-19
Toni Kroos,7.33,18-19
Ousmane Dembélé,7.31,18-19
Koke,7.29,18-19
Rodri,7.27,18-19
Pablo Sarabia,7.24,18-19
Ivan Rakitic,7.22,18-19
Luka Modric,7.19,18-19
Guillermo Maripan,7.18,18-19
Wissam Ben Yedder,7.16,18-19
Gerard Piqué,7.16,18-19
Éver Banega,7.15,18-19
José Campana,7.15,18-19
Sergi Roberto,7.14,18-19
Giovani Lo Celso,7.13,18-19
Sergio Canales,7.13,18-19
Jordi Alba,7.11,18-19
Joan Jordán,7.11,18-19
Casemiro,7.10,18-19
Filipe Luis,7.10,18-19
Saul Niguez,7.09,18-19
José Giménez,7.09,18-19
Rubén Pena,7.09,18-19
José Gayà,7.09,18-19
Thomas Partey,7.09,18-19
Daniel Carvajal,7.09,18-19
Santi Cazorla,7.09,18-19
Junior Firpo,7.09,18-19
Philippe Coutinho,7.08,18-19
José Ángel,7.08,18-19
Sergio Busquets,7.06,18-19
Jesus Navas,7.05,18-19
Zouhair Feddal,7.04,18-19
Sergio Ramos,7.04,18-19
Roberto Rosales,7.03,18-19
Arturo Vidal,7.02,18-19
Santiago Arias,7.00,18-19
Leandro Cabrera,6.98,18-19
Joaquin,6.98,18-19
Iker Muniain,6.98,18-19
Yuri Berchiche,6.97,18-19
Sofiane Boufal,6.97,18-19
William Carvalho,6.96,18-19
Rodrigo,6.96,18-19
Nacho Martinez,6.95,18-19
Antunes,6.95,18-19
Francis Coquelin,6.95,18-19
Aritz Elustondo,6.94,18-19
Gareth Bale,6.93,18-19
Marc Bartra,6.93,18-19
Adnan Januzaj,6.93,18-19
Diego Godin,6.93,18-19
Joseba Zaldua,6.92,18-19
Ximo Navarro,6.92,18-19
Jonathan Cristian Silva,6.92,18-19
Goncalo Guedes,6.92,18-19
Pape Kouli Diop,6.92,18-19
Inaki Williams,6.91,18-19
Marcelo,6.91,18-19
Brais Méndez,6.91,18-19
Cristhian Stuani,6.90,18-19
Ezequiel Garay,6.90,18-19
Damian Suarez,6.90,18-19
Rubén Rochina,6.90,18-19
Marco Asensio,6.88,18-19
Gabriel Paulista,6.88,18-19
Nélson Semedo,6.88,18-19
Raul Garcia,6.88,18-19
Borja Iglesias,6.88,18-19
Dimitris Siovas,6.87,18-19
Yeray Álvarez,6.87,18-19
Jorge Miramon,6.87,18-19
Sergi Darder,6.86,18-19
Vicente Iborra,6.86,18-19
Inigo Martinez,6.86,18-19
Okay Yokuslu,6.86,18-19
Rubén Alcaraz,6.85,18-19
Geoffrey Kondogbia,6.85,18-19
Theo Hernández,6.84,18-19
Cristian Tello,6.84,18-19
Juanfran,6.83,18-19
Mario Hermoso,6.83,18-19
Thomas Lemar,6.83,18-19
Karl Toko Ekambi,6.82,18-19
Esteban Granero,6.82,18-19
Borja Garcia,6.82,18-19
Marc Roca,6.82,18-19
Álex Granell,6.82,18-19
Jony,6.81,18-19
Javi Lopez,6.80,18-19
Maximiliano Gomez,6.80,18-19
Jaime Mata,6.80,18-19
Daniel Wass,6.80,18-19
Unai Bustinza,6.79,18-19
David Junca,6.79,18-19
Arthur,6.78,18-19
Tono,6.78,18-19
Daniel Carrico,6.78,18-19
Tomas Pina,6.78,18-19
Hugo Mallo,6.77,18-19
Francis Guerrero,6.77,18-19
Ramiro Funes Mori,6.77,18-19
Raphaël Varane,6.77,18-19
Djené,6.77,18-19
Daniel Ceballos,6.76,18-19
Ivan Ramis,6.76,18-19
Jan Oblak,6.75,18-19
Victor Laguardia,6.75,18-19
Didac Vila,6.75,18-19
Clément Lenglet,6.75,18-19
Rubén Pérez,6.75,18-19
Anaitz Arbilla,6.74,18-19
Cristiano Piccini,6.74,18-19
Oscar Rodriguez,6.73,18-19
Raul de Tomas,6.73,18-19
Samuel Chukwueze,6.73,18-19
Mikel Oyarzabal,6.73,18-19
Carlos Soler,6.73,18-19
Rubén Duarte,6.73,18-19
Kenneth Omeruo,6.72,18-19
José Luis Morales,6.72,18-19
Igor Zubeldia,6.72,18-19
Giannelli Imbula,6.72,18-19
Fabián Orellana,6.71,18-19
Nemanja Maksimovic,6.71,18-19
Pedro Alcala,6.71,18-19
Isco,6.71,18-19
Franco Vázquez,6.71,18-19
Toni Villa,6.70,18-19
Álvaro González,6.70,18-19
Sidnei,6.70,18-19
Simon Kjær,6.70,18-19
Jason,6.69,18-19
Martin Aguirregabiria,6.69,18-19
Moi Gomez,6.69,18-19
Denis Cheryshev,6.69,18-19
Jorge Molina,6.69,18-19
Alfonso Pedraza,6.69,18-19
Christian Rivera,6.69,18-19
Munir El Haddadi,6.69,18-19
Mikel Merino,6.68,18-19
Kiko Olivas,6.68,18-19
Gabriel Mercado,6.68,18-19
Willian José,6.67,18-19
Leo Baptistao,6.67,18-19
Oscar Trejo,6.67,18-19
Dani Garcia,6.66,18-19
Guido Carrillo,6.66,18-19
Gerard Moreno,6.66,18-19
Oscar Plano,6.65,18-19
Jorge Pulido,6.65,18-19
Mario Gaspar,6.65,18-19
Mauro Arambarri,6.65,18-19
Nacho Fernandez,6.65,18-19
Jaume Costa,6.65,18-19
Juanpe,6.65,18-19
Paulo Oliveira,6.65,18-19
Oscar Melendo,6.64,18-19
Michel Herrero,6.64,18-19
Enis Bardhi,6.63,18-19
Inigo Cordoba,6.63,18-19
Allan Nyom,6.63,18-19
Lucas Vázquez,6.63,18-19
Sergio Escudero,6.63,18-19
Aissa Mandi,6.63,18-19
Roger,6.62,18-19
Pedro Porro,6.62,18-19
Andrés Guardado,6.62,18-19
Ibai Gomez,6.62,18-19
Ezequiel Ávila,6.62,18-19
Diego Llorente,6.61,18-19
Mikel Vesga,6.61,18-19
Quincy Promes,6.61,18-19
Oscar de Marcos,6.61,18-19
Juanfran,6.60,18-19
Abdoulaye Ba,6.60,18-19
Stanislav Lobotka,6.60,18-19
Bruno González,6.60,18-19
Enric Gallego,6.60,18-19
Benat Etxebarria,6.59,18-19
David Soria,6.59,18-19
Fernando Calero,6.59,18-19
Asier Illarramendi,6.59,18-19
Ruben Pardo,6.59,18-19
Adrián Embarba,6.58,18-19
Jonathan Calleri,6.58,18-19
Ander Capa,6.58,18-19
Manu Garcia,6.58,18-19
Luis Advincula,6.57,18-19
David Lopez,6.57,18-19
André Silva,6.57,18-19
Pablo Fornals,6.57,18-19
Victor Ruiz,6.57,18-19
Charles,6.56,18-19
Martin Braithwaite,6.56,18-19
Néstor Araujo,6.56,18-19
Javi Moyano,6.55,18-19
Gonzalo Melero,6.55,18-19
Ángel Correa,6.54,18-19
Álex Moreno,6.54,18-19
Youssef En-Nesyri,6.54,18-19
Gonzalo Escalante,6.53,18-19
Facundo Roncaglia,6.52,18-19
Mouctar Diakhaby,6.52,18-19
Sergi Gomez,6.52,18-19
Héctor Moreno,6.52,18-19
Pablo De Blasis,6.52,18-19
Xabier Etxeita,6.51,18-19
Ferran Torres,6.51,18-19
Santiago Cáseres,6.51,18-19
Santi Comesana,6.50,18-19
Marc Cucurella,6.50,18-19
Aleix Garcia,6.50,18-19
Bernardo,6.50,18-19
Vitolo,6.49,18-19
Damian Musto,6.47,18-19
Álex Gallar,6.46,18-19
Álvaro Medrán,6.46,18-19
Santi Mina,6.45,18-19
Sergi Enrich,6.45,18-19
Markel Susaeta,6.45,18-19
Gustavo Cabral,6.45,18-19
Pere Pons,6.44,18-19
Manuel Trigueros,6.44,18-19
José Pozo,6.43,18-19
Sergio Garcia,6.42,18-19
Roque Mesa,6.42,18-19
Victor Sánchez,6.42,18-19
Douglas Luiz,6.41,18-19
Fernando Pacheco,6.41,18-19
Darko Brasanac,6.41,18-19
David Zurutuza,6.41,18-19
Coke,6.40,18-19
Juan Hernández,6.40,18-19
Bebé,6.39,18-19
Rober,6.39,18-19
Kévin Gameiro,6.38,18-19
Marc-Andre ter Stegen,6.38,18-19
Pione Sisto,6.37,18-19
Mubarak Wakaso,6.36,18-19
Marko Dmitrovic,6.36,18-19
Neto,6.35,18-19
Iago Herrerin,6.35,18-19
Juanmi,6.35,18-19
Cristian Portu,6.34,18-19
Dimitri Foulquier,6.34,18-19
Keko Gontan,6.33,18-19
Sergio Asenjo,6.33,18-19
Sergio Postigo,6.32,18-19
Ángel Rodriguez,6.32,18-19
Fran Beltrán,6.31,18-19
Iván Cuéllar,6.31,18-19
Thibaut Courtois,6.31,18-19
Sandro Ramirez,6.30,18-19
Francisco Portillo,6.30,18-19
Carlos Bacca,6.28,18-19
Jordi Amat,6.28,18-19
David Ferreiro,6.28,18-19
Enes Ünal,6.28,18-19
Jonas Ramalho,6.28,18-19
Mikel San José,6.28,18-19
Pablo Piatti,6.26,18-19
Pau Lopez,6.25,18-19
Diego Lopez,6.25,18-19
Álvaro Garcia,6.24,18-19
Loren Moron,6.23,18-19
Ruben Sobrino,6.23,18-19
Nabil El Zhar,6.20,18-19
Geronimo Rulli,6.20,18-19
Antonito,6.20,18-19
Tomas Vaclik,6.19,18-19
Yassine Bounou,6.18,18-19
Borja Mayoral,6.18,18-19
Roberto Santamaria,6.17,18-19
Erick Cabaco,6.14,18-19
Rubén Blanco,6.14,18-19
Jordi Masip,6.14,18-19
Oier Olazábal,6.12,18-19
Kike Garcia,6.12,18-19
Borja Baston,5.96,18-19
Stole Dimitrievski,5.93,18-19
Anthony Lozano,5.71,18-19
Lionel Messi,8.47,19-20
Karim Benzema,7.51,19-20
Toni Kroos,7.43,19-20
Luis Suárez,7.35,19-20
Casemiro,7.35,19-20
Santi Cazorla,7.31,19-20
Gerard Moreno,7.27,19-20
Sergio Busquets,7.27,19-20
Ferland Mendy,7.27,19-20
Daniel Carvajal,7.27,19-20
Sergio Ramos,7.20,19-20
Daniel Parejo,7.19,19-20
Arthur,7.17,19-20
José Campana,7.16,19-20
Éver Banega,7.16,19-20
Sergio Reguilon,7.13,19-20
Thomas Partey,7.13,19-20
Raul Garcia,7.12,19-20
Antoine Griezmann,7.11,19-20
Jordi Alba,7.11,19-20
Nabil Fekir,7.11,19-20
Luka Modric,7.10,19-20
Lucas Ocampos,7.09,19-20
Koke,7.08,19-20
Iago Aspas,7.08,19-20
Mikel Merino,7.08,19-20
Kieran Trippier,7.07,19-20
Mikel Oyarzabal,7.06,19-20
Martin Ødegaard,7.06,19-20
Sergi Roberto,7.06,19-20
Sergio Canales,7.03,19-20
Saul Niguez,7.03,19-20
Thibaut Courtois,7.01,19-20
Gerard Piqué,7.00,19-20
Yuri Berchiche,6.99,19-20
Roberto Torres,6.99,19-20
Jesus Navas,6.98,19-20
Rafinha,6.97,19-20
Joaquin,6.95,19-20
Frenkie de Jong,6.95,19-20
Raphaël Varane,6.94,19-20
Andre-Frank Zambo Anguissa,6.94,19-20
Joselu,6.94,19-20
Ezequiel Ávila,6.93,19-20
Felipe,6.93,19-20
Fernando,6.91,19-20
Munir El Haddadi,6.91,19-20
Clément Lenglet,6.90,19-20
Joan Jordán,6.89,19-20
Ansu Fati,6.89,19-20
Damian Suarez,6.89,19-20
Isco,6.89,19-20
Inigo Martinez,6.88,19-20
Nélson Semedo,6.88,19-20
Federico Valverde,6.87,19-20
Ander Capa,6.86,19-20
Yeray Álvarez,6.86,19-20
Sergio Asenjo,6.85,19-20
Jules Koundé,6.84,19-20
Rubén Garcia,6.84,19-20
Álvaro Morata,6.84,19-20
Luuk de Jong,6.84,19-20
José Giménez,6.83,19-20
Renan Lodi,6.83,19-20
Nacho Vidal,6.82,19-20
Arturo Vidal,6.82,19-20
Darwin Machis,6.81,19-20
Rubén Rochina,6.80,19-20
Rubén Alcaraz,6.80,19-20
Geoffrey Kondogbia,6.79,19-20
Victor Diaz,6.79,19-20
Joseba Zaldua,6.79,19-20
Iker Muniain,6.78,19-20
Diego Carlos,6.77,19-20
Pedro Bigas,6.77,19-20
Rodrigo,6.76,19-20
José Ángel,6.76,19-20
Stefan Savic,6.75,19-20
Pervis Estupinán,6.75,19-20
Manuel Trigueros,6.75,19-20
Nacho Martinez,6.74,19-20
Nolito,6.74,19-20
Emerson Royal,6.74,19-20
Marc Cucurella,6.74,19-20
Oscar Rodriguez,6.73,19-20
Aridane Hernández,6.73,19-20
Enis Bardhi,6.73,19-20
Sergio Herrera,6.72,19-20
Aitor Fernández,6.72,19-20
Yangel Herrera,6.71,19-20
Leandro Cabrera,6.70,19-20
Oier,6.70,19-20
Héctor Herrera,6.70,19-20
Joaquin Fernández,6.70,19-20
Rubén Pérez,6.70,19-20
Vicente Iborra,6.70,19-20
Aleix Vidal,6.70,19-20
Ruben Vezo,6.69,19-20
Ivan Rakitic,6.69,19-20
Unai Lopez,6.69,19-20
Ferran Torres,6.69,19-20
Dimitris Siovas,6.69,19-20
Moi Gomez,6.68,19-20
Salva Sevilla,6.68,19-20
Vinicius Junior,6.68,19-20
Mohammed Salisu,6.67,19-20
Jan Oblak,6.67,19-20
Robin Le Normand,6.66,19-20
Rodrygo,6.66,19-20
Mathias Olivera,6.65,19-20
Lucas Pérez,6.65,19-20
Nemanja Maksimovic,6.65,19-20
Denis Suárez,6.65,19-20
Raul Albiol,6.65,19-20
Daniel Rodriguez,6.65,19-20
Maximiliano Gomez,6.65,19-20
David Soria,6.65,19-20
Hugo Mallo,6.65,19-20
Fabián Orellana,6.64,19-20
Lucas Olaza,6.64,19-20
Javi Moyano,6.64,19-20
Daniel Wass,6.63,19-20
Nacho Monreal,6.63,19-20
Sergio Postigo,6.63,19-20
Unai Bustinza,6.63,19-20
Marcos Llorente,6.63,19-20
Rui Silva,6.62,19-20
Michel Herrero,6.62,19-20
Marc Bartra,6.62,19-20
Kevin Rodrigues,6.61,19-20
Samuel Chukwueze,6.61,19-20
Ante Budimir,6.60,19-20
Oliver Torres,6.59,19-20
Mario Gaspar,6.59,19-20
Néstor Araujo,6.59,19-20
Okay Yokuslu,6.58,19-20
Marc-Andre ter Stegen,6.58,19-20
Oscar Plano,6.58,19-20
Takefusa Kubo,6.58,19-20
Jaime Mata,6.58,19-20
Roberto Soldado,6.57,19-20
Carlos Fernández,6.57,19-20
Edu Exposito,6.57,19-20
Mauro Arambarri,6.57,19-20
Jorge Miramon,6.57,19-20
Domingos Duarte,6.57,19-20
Álex Moreno,6.56,19-20
Aritz Elustondo,6.56,19-20
Tono,6.56,19-20
Kenneth Omeruo,6.56,19-20
Goncalo Guedes,6.56,19-20
Jaume Costa,6.56,19-20
Djené,6.56,19-20
Kiko Olivas,6.55,19-20
Vitolo,6.55,19-20
Willian José,6.55,19-20
Inaki Williams,6.55,19-20
Aissa Mandi,6.54,19-20
Carlos Clerc,6.54,19-20
Ángel Correa,6.54,19-20
Gabriel Paulista,6.54,19-20
Cristian Portu,6.54,19-20
Unai Simon,6.54,19-20
Ximo Navarro,6.54,19-20
Dani Garcia,6.54,19-20
Jasper Cillessen,6.53,19-20
Francis Coquelin,6.53,19-20
Joao Félix,6.53,19-20
Rubén Pena,6.53,19-20
José Gayà,6.53,19-20
Tomas Vaclik,6.52,19-20
Xavi Quintillà,6.51,19-20
Rubén Duarte,6.51,19-20
Alejandro Pozo,6.51,19-20
Roque Mesa,6.50,19-20
Fran Mérida,6.50,19-20
Adnan Januzaj,6.50,19-20
Aleix Febas,6.50,19-20
Nemanja Radoja,6.50,19-20
Juan Hernández,6.50,19-20
Paulo Oliveira,6.49,19-20
Alex Remiro,6.49,19-20
David Garcia,6.49,19-20
Loren Moron,6.48,19-20
Marko Dmitrovic,6.48,19-20
Roberto Rosales,6.48,19-20
Martin Braithwaite,6.48,19-20
Didac Vila,6.48,19-20
Rodrigo Ely,6.47,19-20
Pedro Léon,6.47,19-20
Fran Gámez,6.47,19-20
Lumor Agbenyenu,6.47,19-20
Pau Torres,6.47,19-20
Germán Sánchez,6.46,19-20
Carlos Neva,6.46,19-20
Diego Llorente,6.45,19-20
Andrés Guardado,6.45,19-20
Gonzalo Escalante,6.45,19-20
Franco Vázquez,6.45,19-20
Inigo Cordoba,6.45,19-20
David Lopez,6.44,19-20
Joseph Aidoo,6.44,19-20
Roger,6.44,19-20
Igor Zubeldia,6.44,19-20
Antonio Puertas,6.42,19-20
Borja Mayoral,6.42,19-20
Rubén Blanco,6.42,19-20
Anaitz Arbilla,6.42,19-20
Diego Costa,6.42,19-20
Guido Carrillo,6.42,19-20
Bernardo,6.41,19-20
Alfonso Pedraza,6.41,19-20
Iván Cuéllar,6.40,19-20
Nemanja Gudelj,6.40,19-20
Sergi Darder,6.39,19-20
Álvaro Vadillo,6.39,19-20
Sergi Guardiola,6.38,19-20
Sandro Ramirez,6.38,19-20
Carlos Soler,6.38,19-20
Victor Sánchez,6.38,19-20
Pablo Hervias,6.37,19-20
Jonathan Cristian Silva,6.36,19-20
Manolo Reina,6.36,19-20
Marc Roca,6.36,19-20
Youssef En-Nesyri,6.36,19-20
Idrissu Baba,6.36,19-20
Enes Ünal,6.36,19-20
Jon Moncayola,6.36,19-20
José Recio,6.36,19-20
Jorge Molina,6.35,19-20
Victor Laguardia,6.35,19-20
Takashi Inui,6.34,19-20
Pablo De Blasis,6.34,19-20
Santi Mina,6.33,19-20
Nikola Vukcevic,6.33,19-20
Joel Robles,6.32,19-20
Thomas Lemar,6.32,19-20
José Luis Morales,6.32,19-20
Kévin Gameiro,6.32,19-20
Darko Brasanac,6.31,19-20
Ángel Rodriguez,6.31,19-20
Chidozie Awaziem,6.31,19-20
Fernando Pacheco,6.30,19-20
Jonathan Calleri,6.30,19-20
