Player,Rating,Season
James Rodriguez,7.80,17-18
Robert Lewandowski,7.63,17-18
Daniel Caligiuri,7.57,17-18
Thiago Alcántara,7.52,17-18
Arturo Vidal,7.46,17-18
Arjen Robben,7.44,17-18
Lars Bender,7.43,17-18
Thomas Müller,7.42,17-18
Joshua Kimmich,7.38,17-18
Serge Gnabry,7.38,17-18
Naldo,7.36,17-18
Kingsley Coman,7.34,17-18
Mats Hummels,7.32,17-18
Franck Ribéry,7.28,17-18
Lukasz Piszczek,7.26,17-18
Bastian Oczipka,7.26,17-18
Salif Sané,7.25,17-18
Naby Keita,7.22,17-18
Corentin Tolisso,7.18,17-18
Jérome Boateng,7.17,17-18
Thilo Kehrer,7.17,17-18
Benjamin Hübner,7.16,17-18
Pirmin Schwegler,7.16,17-18
Javier Martinez,7.16,17-18
Nuri Sahin,7.15,17-18
Leon Bailey,7.15,17-18
Marcel Sabitzer,7.14,17-18
Thorgan Hazard,7.14,17-18
Rafinha,7.12,17-18
Amine Harit,7.11,17-18
Thomas Delaney,7.08,17-18
Lars Stindl,7.06,17-18
Michael Gregoritsch,7.05,17-18
Kevin Kampl,7.05,17-18
Maximilian Philipp,7.05,17-18
David Alaba,7.04,17-18
Dayot Upamecano,7.03,17-18
Diego Demme,7.02,17-18
Philipp Max,7.02,17-18
Marius Wolf,7.02,17-18
Ömer Toprak,7.01,17-18
Mario Götze,7.00,17-18
Shinji Kagawa,7.00,17-18
Alfred Finnbogason,7.00,17-18
Sokratis Papastathopoulos,6.98,17-18
Leon Goretzka,6.98,17-18
Florian Grillitsch,6.98,17-18
Sebastian Rudy,6.98,17-18
Max Kruse,6.97,17-18
Timo Baumgartl,6.97,17-18
Charles Aránguiz,6.97,17-18
Jonas Hector,6.97,17-18
Benjamin Stambouli,6.97,17-18
Douglas Santos,6.97,17-18
Christoph Kramer,6.97,17-18
Raffael,6.96,17-18
Kai Havertz,6.96,17-18
Daniel Opare,6.96,17-18
Julian Brandt,6.95,17-18
Zlatko Junuzovic,6.95,17-18
Timo Werner,6.94,17-18
Andrej Kramaric,6.94,17-18
Christian Gentner,6.94,17-18
David Abraham,6.94,17-18
Benjamin Pavard,6.94,17-18
Matthias Ginter,6.94,17-18
Wendell,6.93,17-18
Nico Elvedi,6.93,17-18
Jean-Philippe Gbamin,6.93,17-18
Jonathan Tah,6.92,17-18
Fabian Lustenberger,6.92,17-18
Bruma,6.92,17-18
Kerem Demirbay,6.91,17-18
Marvin Plattenhardt,6.91,17-18
Sandro Wagner,6.91,17-18
Jetro Willems,6.90,17-18
Niklas Stark,6.90,17-18
Nicolas Höfler,6.90,17-18
Abdou Diallo,6.89,17-18
Kyriakos Papadopoulos,6.89,17-18
Willi Orban,6.89,17-18
Niklas Süle,6.88,17-18
Julian Weigl,6.88,17-18
Santiago Ascacibar,6.88,17-18
Kevin Volland,6.87,17-18
Caiuby,6.87,17-18
Mark Uth,6.87,17-18
Timothy Chandler,6.86,17-18
Christian Pulisic,6.86,17-18
Pavel Kaderabek,6.86,17-18
Ihlas Bebou,6.86,17-18
Emiliano Insua,6.86,17-18
Niclas Füllkrug,6.85,17-18
Sven Bender,6.85,17-18
Julian Baumgartlinger,6.84,17-18
Holger Badstuber,6.84,17-18
Danny Latza,6.84,17-18
Panagiotis Retsos,6.84,17-18
Dennis Diekmeier,6.84,17-18
Jannik Vestergaard,6.84,17-18
Simon Falette,6.83,17-18
Waldemar Anton,6.83,17-18
Yevheniy Konoplyanka,6.83,17-18
Jeremy Toljan,6.83,17-18
Anastasios Donis,6.82,17-18
Mitchell Weiser,6.82,17-18
Erik Thommy,6.82,17-18
Christian Günter,6.81,17-18
Aaron Hunt,6.81,17-18
Peter Pekarik,6.80,17-18
Daniel Baier,6.80,17-18
Max Meyer,6.79,17-18
Nils Petersen,6.79,17-18
Emil Forsberg,6.79,17-18
William,6.79,17-18
Andriy Yarmolenko,6.78,17-18
Mario Gomez,6.78,17-18
Leonardo Bittencourt,6.78,17-18
Daniel Didavi,6.77,17-18
Josuha Guilavogui,6.77,17-18
Theodor Gebre Selassie,6.77,17-18
Daniel Brosinski,6.77,17-18
Nico Schulz,6.77,17-18
Giulio Donati,6.76,17-18
Felix Klaus,6.76,17-18
Per Ciljan Skjelbred,6.75,17-18
Niklas Moisander,6.75,17-18
Matthias Ostrzolek,6.75,17-18
Davie Selke,6.75,17-18
Salomon Kalou,6.75,17-18
Philipp Bargfrede,6.74,17-18
Mijat Gacinovic,6.74,17-18
Kevin-Prince Boateng,6.74,17-18
Martin Hinteregger,6.74,17-18
Kevin Akpoguma,6.73,17-18
Lukas Klostermann,6.73,17-18
Denis Zakaria,6.73,17-18
Vladimir Darida,6.72,17-18
Marco Russ,6.72,17-18
Gonzalo Castro,6.72,17-18
Pascal Stenzel,6.71,17-18
Steven Zuber,6.71,17-18
Lucas Alario,6.70,17-18
Salih Özcan,6.70,17-18
Matija Nastasic,6.69,17-18
Pablo De Blasis,6.69,17-18
Yunus Malli,6.69,17-18
Valentino Lazaro,6.68,17-18
Carlos Salcedo,6.68,17-18
Jeffrey Gouweleeuw,6.67,17-18
Paul Verhaegh,6.66,17-18
Ante Rebic,6.66,17-18
Karim Rekik,6.66,17-18
Ludwig Augustinsson,6.65,17-18
Andreas Beck,6.65,17-18
Nadiem Amiri,6.65,17-18
Andre Schürrle,6.65,17-18
Marcel Schmelzer,6.64,17-18
Janik Haberer,6.64,17-18
Maximilian Arnold,6.64,17-18
Oscar Wendt,6.63,17-18
Matthew Leckie,6.63,17-18
Florian Kainz,6.63,17-18
Ron-Robert Zieler,6.62,17-18
Dennis Geiger,6.62,17-18
Stefan Bell,6.61,17-18
Milos Veljkovic,6.61,17-18
Dennis Aogo,6.61,17-18
Karim Bellarabi,6.60,17-18
Mahmoud Dahoud,6.60,17-18
Jean-Kevin Augustin,6.60,17-18
Marco Höger,6.60,17-18
Albin Ekdal,6.60,17-18
Yussuf Poulsen,6.57,17-18
Konrad Laimer,6.57,17-18
Sebastien Haller,6.57,17-18
Josip Brekalo,6.56,17-18
Kevin Vogt,6.56,17-18
Ja-Cheol Koo,6.56,17-18
Frederik Sørensen,6.55,17-18
Rani Khedira,6.55,17-18
Julian Korb,6.54,17-18
Maximilian Eggestein,6.54,17-18
Ralf Fährmann,6.54,17-18
Robin Koch,6.54,17-18
Gelson Fernandes,6.54,17-18
Robin Knoche,6.53,17-18
Mërgim Mavraj,6.53,17-18
Milos Jojic,6.53,17-18
Koen Casteels,6.53,17-18
Sven Ulreich,6.52,17-18
Levin Mete Öztunali,6.52,17-18
Stefan Ilsanker,6.51,17-18
Ádám Szalai,6.51,17-18
Suat Serdar,6.50,17-18
Jorge Meré,6.50,17-18
Benjamin Henrichs,6.48,17-18
Martin Harnik,6.48,17-18
Gideon Jung,6.48,17-18
Lukas Klünter,6.48,17-18
Jonas Hofmann,6.48,17-18
Manuel Gulde,6.48,17-18
Simon Terodde,6.48,17-18
Dominik Kohr,6.48,17-18
Marcin Kaminski,6.47,17-18
Gotoku Sakai,6.47,17-18
Caglar Söyüncü,6.46,17-18
Yoshinori Muto,6.46,17-18
Marvin Bakalorz,6.45,17-18
Patrick Herrmann,6.45,17-18
Makoto Hasebe,6.45,17-18
Filip Kostic,6.45,17-18
Guido Burgstaller,6.45,17-18
Vedad Ibisevic,6.43,17-18
Michaël Cuisance,6.43,17-18
Oliver Sorg,6.42,17-18
Daniel Ginczek,6.42,17-18
Dominique Heintz,6.41,17-18
Walace,6.41,17-18
Jiri Pavlenka,6.39,17-18
Matthias Lehmann,6.39,17-18
Franco Di Santo,6.38,17-18
Weston McKennie,6.38,17-18
Lukas Rupp,6.38,17-18
Marco Terrazzino,6.37,17-18
Julian Schuster,6.37,17-18
Marwin Hitz,6.37,17-18
Felix Uduokhai,6.37,17-18
Tim Kleindienst,6.36,17-18
Chadrac Akolo,6.35,17-18
Yuya Osako,6.35,17-18
Divock Origi,6.35,17-18
Tatsuya Ito,6.34,17-18
Luka Jovic,6.34,17-18
Yann Sommer,6.34,17-18
Simon Zoller,6.33,17-18
Ishak Belfodil,6.32,17-18
Bernd Leno,6.31,17-18
Jonathan Schmid,6.30,17-18
Iver Fossum,6.28,17-18
Rick van Drongelen,6.26,17-18
Lukas Hradecky,6.22,17-18
Oliver Baumann,6.20,17-18
Roman Bürki,6.20,17-18
Rune Almenning Jarstein,6.19,17-18
Péter Gulácsi,6.16,17-18
Marcel Heller,6.14,17-18
Gian-Luca Waldschmidt,6.13,17-18
Jérome Gondorf,6.13,17-18
Robin Quaison,6.12,17-18
Andre Hahn,6.11,17-18
Alexander Schwolow,6.10,17-18
Timo Horn,6.09,17-18
Breel Embolo,6.08,17-18
Philipp Tschauner,6.04,17-18
Alexandru Maxim,5.99,17-18
Jhon Cordoba,5.96,17-18
Bobby Wood,5.89,17-18
Christian Mathenia,5.87,17-18
Florian Kath,5.86,17-18
Sergio Cordova,5.82,17-18
Landry Dimata,5.76,17-18
Robert Lewandowski,7.69,18-19
Thiago Alcántara,7.66,18-19
Jadon Sancho,7.65,18-19
Marcel Halstenberg,7.59,18-19
Marco Reus,7.57,18-19
Joshua Kimmich,7.50,18-19
Kingsley Coman,7.50,18-19
Lukasz Piszczek,7.45,18-19
Kerem Demirbay,7.41,18-19
James Rodriguez,7.38,18-19
Willi Orban,7.38,18-19
Thorgan Hazard,7.38,18-19
Mats Hummels,7.33,18-19
Thomas Delaney,7.31,18-19
Max Kruse,7.31,18-19
Thomas Müller,7.30,18-19
Kai Havertz,7.30,18-19
Raphaël Guerreiro,7.28,18-19
Kevin Stöger,7.28,18-19
Daniel Caligiuri,7.27,18-19
Sebastien Haller,7.26,18-19
Kevin Volland,7.26,18-19
Timo Werner,7.26,18-19
Ibrahima Konaté,7.25,18-19
Ishak Belfodil,7.23,18-19
Julian Brandt,7.23,18-19
Andrej Kramaric,7.23,18-19
Kevin Kampl,7.22,18-19
Vincenzo Grifo,7.18,18-19
Jérome Boateng,7.18,18-19
Lars Stindl,7.17,18-19
Wout Weghorst,7.17,18-19
Diego Demme,7.17,18-19
Axel Witsel,7.15,18-19
Mario Götze,7.15,18-19
Achraf Hakimi,7.15,18-19
Marko Grujic,7.14,18-19
Florian Grillitsch,7.14,18-19
Filip Kostic,7.13,18-19
Emil Forsberg,7.13,18-19
David Alaba,7.12,18-19
Charles Aránguiz,7.09,18-19
Maximilian Arnold,7.07,18-19
Lukas Klostermann,7.06,18-19
Nico Schulz,7.05,18-19
Javier Martinez,7.04,18-19
Bastian Oczipka,7.04,18-19
Serge Gnabry,7.03,18-19
Niklas Süle,7.03,18-19
Maximilian Eggestein,7.03,18-19
Leon Goretzka,7.01,18-19
Paco Alcácer,7.01,18-19
Josuha Guilavogui,7.01,18-19
Pavel Kaderabek,7.00,18-19
Admir Mehmedi,6.98,18-19
Salif Sané,6.98,18-19
Julian Baumgartlinger,6.98,18-19
Theodor Gebre Selassie,6.98,18-19
William,6.97,18-19
Karim Bellarabi,6.96,18-19
Maximilian Mittelstaedt,6.95,18-19
Ondrej Duda,6.95,18-19
Davy Klaassen,6.95,18-19
Marcel Sabitzer,6.94,18-19
Jean-Paul Boëtius,6.94,18-19
Lars Bender,6.93,18-19
Leon Bailey,6.93,18-19
Joelinton,6.92,18-19
Valentino Lazaro,6.90,18-19
Aaron Caricol,6.90,18-19
Luka Jovic,6.89,18-19
Yussuf Poulsen,6.88,18-19
Jérome Roussillon,6.88,18-19
Nuri Sahin,6.88,18-19
Dodi Lukebakio,6.87,18-19
Milot Rashica,6.87,18-19
Karim Onisiwo,6.85,18-19
Jonathan Tah,6.85,18-19
Wendell,6.82,18-19
Stefan Bell,6.82,18-19
Abdou Diallo,6.82,18-19
Matthias Zimmermann,6.81,18-19
Jonathan de Guzmán,6.80,18-19
Niklas Stark,6.80,18-19
Martin Hinteregger,6.79,18-19
Janik Haberer,6.78,18-19
Pirmin Schwegler,6.78,18-19
Florian Neuhaus,6.78,18-19
Jonas Hofmann,6.77,18-19
Pierre Kunde,6.77,18-19
Niko Giesselmann,6.76,18-19
Ludwig Augustinsson,6.75,18-19
Makoto Hasebe,6.75,18-19
Jean-Philippe Mateta,6.75,18-19
Nico Elvedi,6.75,18-19
Kaan Ayhan,6.75,18-19
Christian Pulisic,6.74,18-19
Manuel Akanji,6.74,18-19
Mitchell Weiser,6.74,18-19
Julian Weigl,6.73,18-19
Rouwen Hennings,6.73,18-19
Nicolas Höfler,6.73,18-19
Péter Gulácsi,6.73,18-19
Danny Latza,6.73,18-19
Danny da Costa,6.73,18-19
Ermin Bicakcic,6.72,18-19
Jonathan Schmid,6.72,18-19
Leonardo Bittencourt,6.72,18-19
Stefan Posch,6.71,18-19
Yannick Gerhardt,6.71,18-19
Weston McKennie,6.70,18-19
Philipp Max,6.70,18-19
Nils Petersen,6.70,18-19
Marc-Oliver Kempf,6.70,18-19
Nabil Bentaleb,6.70,18-19
Michael Gregoritsch,6.70,18-19
Alfred Finnbogason,6.70,18-19
Franck Ribéry,6.69,18-19
John Anthony Brooks,6.69,18-19
Sven Bender,6.68,18-19
Renato Steffen,6.68,18-19
Emiliano Insua,6.67,18-19
Niklas Moisander,6.66,18-19
Nicolás González,6.66,18-19
Evan N'Dicka,6.66,18-19
Salomon Kalou,6.66,18-19
Benito Raman,6.65,18-19
Tobias Strobl,6.65,18-19
Gian-Luca Waldschmidt,6.65,18-19
Denis Zakaria,6.64,18-19
Josip Brekalo,6.64,18-19
Aleksandar Dragovic,6.64,18-19
Daniel Brosinski,6.64,18-19
Rani Khedira,6.63,18-19
Benjamin Stambouli,6.63,18-19
Arne Maier,6.62,18-19
Robin Knoche,6.62,18-19
Jacob Bruun Larsen,6.62,18-19
Moussa Niakhaté,6.62,18-19
Christian Gentner,6.61,18-19
Alassane Plea,6.61,18-19
Matthew Leckie,6.60,18-19
Jean-Philippe Gbamin,6.60,18-19
Elvis Rexhbecaj,6.59,18-19
Sebastian Langkamp,6.59,18-19
Andre Hahn,6.59,18-19
Oscar Wendt,6.59,18-19
Daniel Ginczek,6.59,18-19
Walace,6.58,18-19
Adam Bodzek,6.58,18-19
Matthias Ginter,6.58,18-19
Gonzalo Castro,6.58,18-19
Konrad Laimer,6.56,18-19
Mario Gomez,6.56,18-19
Jean Zimmer,6.55,18-19
Dominique Heintz,6.55,18-19
Vedad Ibisevic,6.55,18-19
Reiss Nelson,6.54,18-19
Santiago Ascacibar,6.54,18-19
Ádám Szalai,6.54,18-19
Milos Veljkovic,6.54,18-19
Kevin Vogt,6.54,18-19
Patrick Herrmann,6.54,18-19
Kenan Karaman,6.53,18-19
Daniel Didavi,6.53,18-19
Martin Harnik,6.53,18-19
Genki Haraguchi,6.53,18-19
Manuel Gulde,6.52,18-19
Ondrej Petrak,6.52,18-19
Marvin Plattenhardt,6.52,18-19
Robin Koch,6.52,18-19
Yuya Osako,6.52,18-19
Fabian Lustenberger,6.50,18-19
Tim Leibold,6.49,18-19
Timo Baumgartl,6.49,18-19
Pascal Stenzel,6.49,18-19
Daniel Baier,6.49,18-19
Ante Rebic,6.49,18-19
Matija Nastasic,6.49,18-19
Christian Günter,6.48,18-19
Hanno Behrens,6.48,18-19
Javairo Dilrosun,6.48,18-19
Oliver Sorg,6.48,18-19
Jérome Gondorf,6.48,18-19
Mike Frantz,6.47,18-19
Marcin Kaminski,6.47,18-19
Benjamin Pavard,6.47,18-19
Lucas Alario,6.47,18-19
Andreas Beck,6.46,18-19
Karim Rekik,6.46,18-19
Linton Maina,6.44,18-19
Steven Zuber,6.44,18-19
Marco Richter,6.43,18-19
Ja-Cheol Koo,6.43,18-19
Eduard Löwen,6.43,18-19
Kevin Trapp,6.43,18-19
Takashi Usami,6.43,18-19
Breel Embolo,6.43,18-19
Waldemar Anton,6.43,18-19
Suat Serdar,6.41,18-19
Georg Margreitter,6.41,18-19
Davie Selke,6.40,18-19
Jeffrey Gouweleeuw,6.39,18-19
Claudio Pizarro,6.39,18-19
Mijat Gacinovic,6.38,18-19
Koen Casteels,6.38,18-19
Gelson Fernandes,6.37,18-19
Anastasios Donis,6.36,18-19
Mark Uth,6.36,18-19
Yann Sommer,6.35,18-19
Matthias Ostrzolek,6.34,18-19
Sebastian Rudy,6.31,18-19
Lukas Mühl,6.30,18-19
Fabian Johnson,6.30,18-19
Robin Quaison,6.29,18-19
Alexander Esswein,6.29,18-19
Hendrik Weydandt,6.28,18-19
Jetro Willems,6.28,18-19
Florent Muslija,6.27,18-19
Anthony Ujah,6.26,18-19
Rune Almenning Jarstein,6.26,18-19
Nicolai Müller,6.26,18-19
Alfredo Morales,6.25,18-19
Marvin Bakalorz,6.25,18-19
Manuel Neuer,6.23,18-19
Roman Bürki,6.23,18-19
Kevin Wimmer,6.22,18-19
Mikael Ishak,6.22,18-19
Lukas Hradecky,6.20,18-19
Sebastian Kerk,6.20,18-19
Robert Bauer,6.20,18-19
Michael Esser,6.20,18-19
Jiri Pavlenka,6.20,18-19
Ralf Fährmann,6.17,18-19
Florian Niederlechner,6.17,18-19
Miiko Albornoz,6.16,18-19
Johannes Eggestein,6.14,18-19
Oliver Baumann,6.12,18-19
Guido Burgstaller,6.10,18-19
Alexander Schwolow,6.09,18-19
Lucas Höler,6.09,18-19
Virgil Misidjan,6.08,18-19
Yuya Kubo,6.08,18-19
Michael Rensing,6.05,18-19
Erik Thommy,6.03,18-19
Alexander Nübel,6.00,18-19
Christian Mathenia,5.99,18-19
Florian Müller,5.90,18-19
Ron-Robert Zieler,5.88,18-19
Bobby Wood,5.84,18-19
Gregor Kobel,5.62,18-19
Robert Lewandowski,8.07,19-20
Timo Werner,7.75,19-20
Jadon Sancho,7.67,19-20
Serge Gnabry,7.59,19-20
Thomas Müller,7.56,19-20
Marco Reus,7.51,19-20
Joshua Kimmich,7.43,19-20
Thiago Alcántara,7.39,19-20
Alphonso Davies,7.38,19-20
Philippe Coutinho,7.32,19-20
Raphaël Guerreiro,7.32,19-20
Achraf Hakimi,7.29,19-20
Marcel Sabitzer,7.29,19-20
Leon Goretzka,7.26,19-20
Filip Kostic,7.19,19-20
Christopher Nkunku,7.18,19-20
Marcus Thuram,7.17,19-20
Benjamin Pavard,7.17,19-20
Marcel Halstenberg,7.17,19-20
Ramy Bensebaini,7.17,19-20
Andrej Kramaric,7.15,19-20
Robert Skov,7.15,19-20
Thorgan Hazard,7.14,19-20
Alassane Plea,7.14,19-20
Christopher Trimmel,7.12,19-20
Kai Havertz,7.12,19-20
Kingsley Coman,7.12,19-20
Nordi Mukiele,7.11,19-20
Julian Brandt,7.10,19-20
Patrik Schick,7.07,19-20
Maximilian Arnold,7.06,19-20
Wout Weghorst,7.06,19-20
Denis Zakaria,7.03,19-20
Kerem Demirbay,7.03,19-20
Lars Bender,7.00,19-20
Kevin Volland,7.00,19-20
Suat Serdar,7.00,19-20
Jérome Boateng,6.99,19-20
Axel Witsel,6.98,19-20
David Alaba,6.98,19-20
Bas Dost,6.97,19-20
Jonas Hofmann,6.96,19-20
Dayot Upamecano,6.95,19-20
Davy Klaassen,6.94,19-20
Florian Niederlechner,6.94,19-20
Florian Neuhaus,6.94,19-20
Sebastian Rudy,6.93,19-20
Danny da Costa,6.92,19-20
Mitchell Weiser,6.92,19-20
Patrick Herrmann,6.91,19-20
Karim Bellarabi,6.91,19-20
Kevin Mbabu,6.90,19-20
Moussa Diaby,6.89,19-20
Jonathan Tah,6.89,19-20
Lukas Klostermann,6.88,19-20
Lukasz Piszczek,6.88,19-20
Mats Hummels,6.87,19-20
Charles Aránguiz,6.86,19-20
Lars Stindl,6.86,19-20
Amine Harit,6.86,19-20
Pavel Kaderabek,6.85,19-20
Maximilian Mittelstaedt,6.85,19-20
Milot Rashica,6.84,19-20
Sven Bender,6.84,19-20
Christian Gentner,6.83,19-20
Nadiem Amiri,6.83,19-20
Emil Forsberg,6.83,19-20
Konrad Laimer,6.83,19-20
Nicolas Höfler,6.83,19-20
Martin Hinteregger,6.83,19-20
Wendell,6.82,19-20
Philipp Max,6.82,19-20
Matthias Ginter,6.82,19-20
André Silva,6.82,19-20
Vincenzo Grifo,6.82,19-20
Daniel Brosinski,6.82,19-20
Christopher Lenz,6.81,19-20
Mark Uth,6.81,19-20
Florian Kainz,6.81,19-20
Daniel Caligiuri,6.79,19-20
Matheus Cunha,6.79,19-20
Jonathan Schmid,6.79,19-20
Nico Elvedi,6.77,19-20
Ozan Kabak,6.77,19-20
Jordan Torunarigha,6.77,19-20
Rouwen Hennings,6.76,19-20
Diego Demme,6.76,19-20
Marko Grujic,6.75,19-20
Renato Steffen,6.75,19-20
Dodi Lukebakio,6.74,19-20
Ivan Perisic,6.74,19-20
Manuel Neuer,6.74,19-20
Jhon Cordoba,6.74,19-20
Benjamin Hübner,6.73,19-20
Stefan Lainer,6.73,19-20
Bastian Oczipka,6.73,19-20
Almamy Touré,6.72,19-20
Dedryck Boyata,6.72,19-20
Kenan Karaman,6.72,19-20
Dominique Heintz,6.71,19-20
Jean-Paul Boëtius,6.71,19-20
Josuha Guilavogui,6.71,19-20
Robin Quaison,6.71,19-20
Christian Günter,6.70,19-20
Erik Thommy,6.70,19-20
John Anthony Brooks,6.69,19-20
Breel Embolo,6.68,19-20
Yussuf Poulsen,6.68,19-20
Robin Knoche,6.67,19-20
Jérome Roussillon,6.67,19-20
Dominick Drexler,6.67,19-20
Levin Mete Öztunali,6.66,19-20
Javairo Dilrosun,6.66,19-20
Robert Andrich,6.66,19-20
Omar Mascarell,6.66,19-20
Ismail Jakobs,6.66,19-20
Lucas Höler,6.65,19-20
Timothy Chandler,6.65,19-20
Stefan Posch,6.65,19-20
Sebastian Schonlau,6.65,19-20
Florian Grillitsch,6.64,19-20
Alexander Schwolow,6.63,19-20
Philipp Lienhart,6.63,19-20
Leon Bailey,6.63,19-20
Sebastian Rode,6.63,19-20
Christoph Kramer,6.63,19-20
Julian Baumgartlinger,6.63,19-20
Péter Gulácsi,6.63,19-20
Ridle Baku,6.62,19-20
Maximilian Eggestein,6.62,19-20
Weston McKennie,6.62,19-20
Oscar Wendt,6.62,19-20
Manuel Gulde,6.62,19-20
Marco Friedl,6.62,19-20
Daichi Kamada,6.61,19-20
Xaver Schlager,6.61,19-20
Kai Pröger,6.61,19-20
Manuel Akanji,6.60,19-20
Nils Petersen,6.60,19-20
Djibril Sow,6.59,19-20
Theodor Gebre Selassie,6.59,19-20
Pierre Kunde,6.59,19-20
Jerry St. Juste,6.59,19-20
Marvin Plattenhardt,6.58,19-20
Christoph Baumgartner,6.58,19-20
David Abraham,6.56,19-20
Vladimir Darida,6.56,19-20
Klaus Gjasula,6.56,19-20
Keven Schlotterbeck,6.56,19-20
Robin Koch,6.56,19-20
Josip Brekalo,6.56,19-20
Ihlas Bebou,6.56,19-20
Diadie Samassékou,6.55,19-20
Kingsley Ehizibue,6.55,19-20
Per Ciljan Skjelbred,6.55,19-20
Sebastian Andersson,6.55,19-20
Lukas Hradecky,6.54,19-20
Yuya Osako,6.53,19-20
Sebastian Vasiliadis,6.53,19-20
Evan N'Dicka,6.52,19-20
Gian-Luca Waldschmidt,6.52,19-20
Ermin Bicakcic,6.52,19-20
Amadou Haidara,6.52,19-20
Dominik Kohr,6.52,19-20
Karim Onisiwo,6.52,19-20
Yann Sommer,6.52,19-20
Ruben Vargas,6.51,19-20
Lucas Alario,6.51,19-20
Kevin Vogt,6.49,19-20
Admir Mehmedi,6.49,19-20
Noah Katterbach,6.49,19-20
Goncalo Paciencia,6.49,19-20
Jonas Hector,6.48,19-20
Daniel Baier,6.47,19-20
Lukas Klünter,6.46,19-20
Robin Zentner,6.46,19-20
Jeffrey Bruma,6.46,19-20
Marius Bülter,6.45,19-20
Jeffrey Gouweleeuw,6.45,19-20
Kaan Ayhan,6.44,19-20
Benito Raman,6.44,19-20
Makoto Hasebe,6.44,19-20
Rafal Gikiewicz,6.43,19-20
Rani Khedira,6.43,19-20
Danny Latza,6.43,19-20
Jonjoe Kenny,6.43,19-20
Roland Sallai,6.42,19-20
Tin Jedvaj,6.42,19-20
Jamilu Collins,6.42,19-20
Marius Wolf,6.41,19-20
Janik Haberer,6.41,19-20
Leonardo Bittencourt,6.40,19-20
Joao Victor,6.40,19-20
Joshua Sargent,6.39,19-20
Matthias Zimmermann,6.39,19-20
Rune Almenning Jarstein,6.38,19-20
Markus Suttner,6.38,19-20
Vedad Ibisevic,6.38,19-20
Oliver Baumann,6.37,19-20
Dennis Geiger,6.37,19-20
Moussa Niakhaté,6.37,19-20
Ellyes Skhiri,6.37,19-20
Marcus Ingvartsen,6.37,19-20
Dennis Srbeny,6.37,19-20
Niklas Moisander,6.37,19-20
Neven Subotic,6.36,19-20
Marco Richter,6.36,19-20
Christopher Antwi-Adjej,6.36,19-20
Andre Hoffmann,6.35,19-20
Streli Mamba,6.35,19-20
Mijat Gacinovic,6.35,19-20
Marvin Friedrich,6.35,19-20
Aaron Caricol,6.34,19-20
Felix Uduokhai,6.34,19-20
Niko Giesselmann,6.33,19-20
Sebastiaan Bornauw,6.33,19-20
Alfredo Morales,6.30,19-20
Edimilson Fernandes,6.30,19-20
Rafael Czichos,6.29,19-20
Abdelhamid Sabiri,6.28,19-20
Alfred Finnbogason,6.28,19-20
Kevin Trapp,6.27,19-20
Eduard Löwen,6.27,19-20
Laurent Jans,6.25,19-20
Anthony Modeste,6.24,19-20
Roman Bürki,6.23,19-20
Anthony Ujah,6.23,19-20
Niklas Stark,6.21,19-20
Koen Casteels,6.20,19-20
Alexander Nübel,6.18,19-20
Florian Kastenmeier,6.16,19-20
Michael Gregoritsch,6.16,19-20
Milos Veljkovic,6.16,19-20
Adam Bodzek,6.15,19-20
Dawid Kownacki,6.14,19-20
Alessandro Schöpf,6.14,19-20
Benno Schmitz,6.14,19-20
Sven Michel,6.10,19-20
Timo Horn,6.10,19-20
Ádám Szalai,6.07,19-20
