Player,Rating,Season
Lorenzo Insigne,7.83,17-18
Paulo Dybala,7.81,17-18
Alejandro Gomez,7.80,17-18
Luis Alberto,7.67,17-18
Aleksandar Kolarov,7.62,17-18
Douglas Costa,7.61,17-18
Juan Cuadrado,7.54,17-18
Alex Sandro,7.52,17-18
Ciro Immobile,7.48,17-18
José Maria Callejon,7.44,17-18
Ivan Perisic,7.42,17-18
Miralem Pjanic,7.42,17-18
Adem Ljajic,7.40,17-18
Federico Fazio,7.39,17-18
Mauro Icardi,7.38,17-18
Josip Ilicic,7.37,17-18
Lucas Torreira,7.36,17-18
Jorginho,7.32,17-18
Lucas Leiva,7.31,17-18
Radja Nainggolan,7.30,17-18
Dries Mertens,7.29,17-18
Suso,7.28,17-18
Edin Dzeko,7.27,17-18
Simone Verdi,7.26,17-18
Sergej Milinkovic-Savic,7.26,17-18
Gonzalo Higuain,7.25,17-18
Felipe Anderson,7.23,17-18
Diego Perotti,7.22,17-18
Kalidou Koulibaly,7.22,17-18
Medhi Benatia,7.21,17-18
Joao Cancelo,7.20,17-18
Marcelo Brozovic,7.20,17-18
Giorgio Chiellini,7.19,17-18
Milan Badelj,7.19,17-18
Davide Calabria,7.18,17-18
Federico Viviani,7.18,17-18
Allan,7.18,17-18
Hakan Calhanoglu,7.17,17-18
Antonio Candreva,7.17,17-18
Giacomo Bonaventura,7.16,17-18
Marek Hamsik,7.15,17-18
Raul Albiol,7.15,17-18
Lucas Nahuel Castro,7.14,17-18
Remo Freuler,7.14,17-18
Jordan Veretout,7.13,17-18
Milan Skriniar,7.12,17-18
Iago Falqué,7.12,17-18
Fabio Quagliarella,7.12,17-18
Davide Astori,7.09,17-18
Nicolo Barella,7.09,17-18
Daniele De Rossi,7.08,17-18
Dennis Praet,7.08,17-18
Danilo D'Ambrosio,7.08,17-18
Andrea Masiello,7.08,17-18
Federico Chiesa,7.07,17-18
Stephan El Shaarawy,7.07,17-18
Luca Ceppitelli,7.06,17-18
Robin Gosens,7.06,17-18
Rafael Toloi,7.04,17-18
Mario Rui,7.04,17-18
Lucas Biglia,7.03,17-18
Ali Adnan,7.03,17-18
Kwadwo Asamoah,7.03,17-18
Mario Mandzukic,7.02,17-18
Senad Lulic,7.02,17-18
Lorenzo Pellegrini,7.01,17-18
Stefan Daniel Radu,6.98,17-18
Mirco Antenucci,6.98,17-18
Marco Parolo,6.97,17-18
Alessandro Florenzi,6.97,17-18
Sami Khedira,6.97,17-18
Bryan Cristante,6.97,17-18
Paolo Farago,6.96,17-18
Alisson Becker,6.96,17-18
Rolando Mandragora,6.96,17-18
Cyril Théréau,6.96,17-18
Cristiano Biraghi,6.96,17-18
Lorenzo De Silvestri,6.95,17-18
Matteo Politano,6.95,17-18
Timothy Castagne,6.94,17-18
Vitor Hugo,6.93,17-18
Cristian Daniel Ansaldi,6.93,17-18
Piotr Zielinski,6.92,17-18
Alberto Grassi,6.92,17-18
Konstantinos Manolas,6.92,17-18
Roberto Gagliardini,6.91,17-18
Daniele Rugani,6.91,17-18
Cristian Molinaro,6.91,17-18
Marco Davide Faraoni,6.91,17-18
Germán Pezzella,6.90,17-18
Mattia Caldara,6.89,17-18
Francesco Acerbi,6.89,17-18
Bastos,6.89,17-18
Manuel Lazzari,6.88,17-18
Simone Missiroli,6.88,17-18
Elseid Hysaj,6.88,17-18
Stefan de Vrij,6.88,17-18
Erick Pulgar,6.87,17-18
Rodrigo De Paul,6.87,17-18
Adam Marusic,6.87,17-18
Luca Cigarini,6.86,17-18
Miranda,6.85,17-18
Cengiz Ünder,6.85,17-18
Andrea Bertolacci,6.85,17-18
José Luis Palomino,6.84,17-18
Ricardo Rodriguez,6.84,17-18
Silvan Widmer,6.83,17-18
Nicolas Viola,6.83,17-18
Marten de Roon,6.82,17-18
Joel Chukwuma Obi,6.82,17-18
Daniele Baselli,6.81,17-18
Fabio Borini,6.81,17-18
Matias Vecino,6.81,17-18
Francesco Magnanelli,6.81,17-18
Franck Kessié,6.80,17-18
Pasquale Schiattarella,6.80,17-18
Blaise Matuidi,6.80,17-18
Federico Mattiello,6.80,17-18
Ervin Zukanovic,6.80,17-18
Kevin Strootman,6.80,17-18
Borja Valero,6.79,17-18
Davide Biraschi,6.79,17-18
Romulo,6.79,17-18
Stephan Lichtsteiner,6.79,17-18
Nicolas N'Koulou,6.78,17-18
Perparim Hetemaj,6.78,17-18
Leonardo Bonucci,6.78,17-18
Vincent Laurini,6.78,17-18
Pol Lirola,6.77,17-18
Ivan Radovanovic,6.77,17-18
Federico Ceccherini,6.77,17-18
Juan Jesus,6.76,17-18
Leonardo Pavoletti,6.76,17-18
Alessio Romagnoli,6.76,17-18
Dario Dainelli,6.76,17-18
Andrea Belotti,6.75,17-18
Adam Masina,6.75,17-18
Duvan Zapata,6.75,17-18
Diego Laxalt,6.75,17-18
Andrea Barzagli,6.75,17-18
Adel Taarabt,6.74,17-18
Felipe,6.74,17-18
Marco Benassi,6.73,17-18
Mattia Valoti,6.73,17-18
Gaston Ramirez,6.72,17-18
Bruno Martella,6.72,17-18
Nicolás Spolli,6.70,17-18
Roberto Inglese,6.70,17-18
Jakub Jankto,6.69,17-18
Bartosz Salamon,6.68,17-18
Valon Behrami,6.68,17-18
Miguel Veloso,6.67,17-18
Antonin Barak,6.66,17-18
Domenico Berardi,6.66,17-18
Luca Rigoni,6.66,17-18
Fabrizio Cacciatore,6.66,17-18
Ibrahima Mbaye,6.66,17-18
Nicolas Burdisso,6.65,17-18
Bartosz Bereszynski,6.64,17-18
Tomas Rincon,6.64,17-18
Salvatore Sirigu,6.64,17-18
Emiliano Moretti,6.63,17-18
Federico Peluso,6.63,17-18
Gianluigi Buffon,6.63,17-18
Kevin Lasagna,6.63,17-18
Bram Nuytinck,6.62,17-18
Valter Birsa,6.62,17-18
Karol Linetty,6.62,17-18
Danilo Cataldi,6.60,17-18
Andrea Nalini,6.59,17-18
Filip Helander,6.59,17-18
Nicola Murru,6.58,17-18
Giovanni Simeone,6.58,17-18
Marcello Trotta,6.57,17-18
Pepe Reina,6.57,17-18
Godfred Donsah,6.56,17-18
Samir Handanovic,6.56,17-18
Jasmin Kurtic,6.56,17-18
Gérson,6.56,17-18
Samir,6.56,17-18
Andrea Barberis,6.56,17-18
Nikola Kalinic,6.56,17-18
Andrea Poli,6.55,17-18
Filippo Romagna,6.55,17-18
Patrick Cutrone,6.55,17-18
Gil Dias,6.55,17-18
Fabio Pisacane,6.54,17-18
Martin Cáceres,6.54,17-18
Rodrigo Palacio,6.53,17-18
Seko Fofana,6.53,17-18
Alex Ferrari,6.52,17-18
Daniele Verde,6.51,17-18
Darko Lazovic,6.51,17-18
Jordan Lukaku,6.50,17-18
Hans Hateboer,6.50,17-18
Federico Di Francesco,6.50,17-18
Artur Ionita,6.49,17-18
Francesco Vicari,6.49,17-18
M'Baye Niang,6.49,17-18
Gianluca Caprari,6.49,17-18
Mario Sampirisi,6.49,17-18
Andrea Petagna,6.49,17-18
Mattia Destro,6.48,17-18
Marcel Büchel,6.47,17-18
Sebastien De Maio,6.47,17-18
Edgar Barreto,6.47,17-18
Jens Stryger Larsen,6.46,17-18
Filippo Costa,6.46,17-18
Berat Djimsiti,6.45,17-18
Daniel Bessa,6.45,17-18
Geancarlo González,6.45,17-18
Marco Sportiello,6.45,17-18
Mattia Perin,6.44,17-18
Gian Marco Ferrari,6.44,17-18
Simone Padoin,6.43,17-18
Danilo,6.43,17-18
Marco Andreolli,6.42,17-18
Luca Rossettini,6.42,17-18
Joao Pedro,6.42,17-18
Nenad Tomovic,6.41,17-18
Marco Capuano,6.41,17-18
Massimo Gobbi,6.41,17-18
Goran Pandev,6.41,17-18
Diego Farias,6.38,17-18
Thomas Strakosha,6.36,17-18
Christian Puggioni,6.36,17-18
Alessio Cerci,6.36,17-18
Dawid Kownacki,6.36,17-18
Antonio Caracciolo,6.35,17-18
Matias Silvestre,6.35,17-18
Adrian Stoian,6.35,17-18
Manuel Pucciarelli,6.35,17-18
Bruno Petkovic,6.35,17-18
Nicolas,6.34,17-18
Alessandro Gamberini,6.33,17-18
Alfred Duncan,6.32,17-18
Aleandro Rosi,6.32,17-18
Ante Budimir,6.32,17-18
Khouma Babacar,6.30,17-18
Andreas Cornelius,6.30,17-18
Gianluca Lapadula,6.30,17-18
Mohamed Fares,6.27,17-18
Marcus Rohdén,6.27,17-18
Massimo Coda,6.27,17-18
Éder,6.26,17-18
Gaetano Letizia,6.26,17-18
Andrey Galabinov,6.26,17-18
Etrit Berisha,6.26,17-18
Samuel Bastien,6.23,17-18
Alberto Paloschi,6.22,17-18
Emiliano Viviano,6.22,17-18
Lorenzo Venuti,6.21,17-18
Stefano Sorrentino,6.17,17-18
Alessio Cragno,6.16,17-18
Gianluigi Donnarumma,6.16,17-18
Antonino Ragusa,6.14,17-18
Alfred Gomis,6.13,17-18
Albano Bizzarri,6.13,17-18
André Silva,6.13,17-18
Alessandro Matri,6.12,17-18
Andrea Consigli,6.10,17-18
Moise Kean,6.10,17-18
Antonio Mirante,6.10,17-18
Diego Falcinelli,6.09,17-18
Vittorio Parigini,6.05,17-18
Maxi Lopez,6.05,17-18
Giampaolo Pazzini,5.99,17-18
Samuel Souprayen,5.98,17-18
Marco Sau,5.95,17-18
Alex Cordaz,5.94,17-18
Stipe Perica,5.74,17-18
Cristiano Ronaldo,7.91,18-19
Suso,7.51,18-19
Alejandro Gomez,7.47,18-19
Rodrigo De Paul,7.46,18-19
Fabián Ruiz,7.45,18-19
Lorenzo Insigne,7.41,18-19
Joao Cancelo,7.38,18-19
Mario Mandzukic,7.38,18-19
Stephan El Shaarawy,7.36,18-19
Alex Sandro,7.35,18-19
Hakan Calhanoglu,7.32,18-19
Fabio Quagliarella,7.32,18-19
Domenico Criscito,7.27,18-19
Dries Mertens,7.25,18-19
Paulo Dybala,7.24,18-19
Piotr Zielinski,7.24,18-19
Remo Freuler,7.21,18-19
Armando Izzo,7.21,18-19
Josip Ilicic,7.20,18-19
Tiemoué Bakayoko,7.19,18-19
Aleksandar Kolarov,7.19,18-19
José Maria Callejon,7.19,18-19
Allan,7.18,18-19
Miralem Pjanic,7.17,18-19
Robin Gosens,7.17,18-19
Marcelo Brozovic,7.16,18-19
Franck Kessié,7.15,18-19
Edin Dzeko,7.14,18-19
Ciro Immobile,7.14,18-19
Leonardo Pavoletti,7.13,18-19
Erick Pulgar,7.13,18-19
Cristian Daniel Ansaldi,7.13,18-19
Steven Nzonzi,7.12,18-19
Lucas Leiva,7.11,18-19
Arkadiusz Milik,7.10,18-19
Giorgio Chiellini,7.09,18-19
Mattia De Sciglio,7.09,18-19
Emre Can,7.09,18-19
Marten de Roon,7.08,18-19
Senad Lulic,7.07,18-19
Blaise Matuidi,7.07,18-19
Ismael Bennacer,7.06,18-19
Lorenzo Pellegrini,7.06,18-19
Jordan Veretout,7.06,18-19
Joaquin Correa,7.04,18-19
Kalidou Koulibaly,7.03,18-19
Luis Alberto,7.03,18-19
Duvan Zapata,7.03,18-19
Ivan Perisic,7.03,18-19
Jasmin Kurtic,7.02,18-19
Matteo Politano,7.01,18-19
Albin Ekdal,7.01,18-19
Dennis Praet,7.01,18-19
Stefano Sensi,7.00,18-19
Gianluca Mancini,7.00,18-19
Manuel Lazzari,7.00,18-19
Kwadwo Asamoah,6.99,18-19
Rade Krunic,6.98,18-19
Kevin Malcuit,6.98,18-19
Cristiano Biraghi,6.97,18-19
Mauro Icardi,6.97,18-19
Federico Fazio,6.97,18-19
Krzysztof Piatek,6.97,18-19
Domenico Berardi,6.97,18-19
Sergej Milinkovic-Savic,6.95,18-19
Roberto Soriano,6.95,18-19
Hans Hateboer,6.95,18-19
Andrea Belotti,6.95,18-19
Francesco Acerbi,6.95,18-19
Tomas Rincon,6.93,18-19
Alessandro Florenzi,6.93,18-19
Davide Calabria,6.92,18-19
Rafael Toloi,6.91,18-19
Radja Nainggolan,6.91,18-19
Ricardo Rodriguez,6.90,18-19
Iago Falqué,6.90,18-19
Daniele Baselli,6.90,18-19
Samir,6.89,18-19
Germán Pezzella,6.89,18-19
Romulo,6.88,18-19
Timothy Castagne,6.88,18-19
Rodrigo Bentancur,6.88,18-19
Danilo D'Ambrosio,6.88,18-19
Gervinho,6.88,18-19
Simone Missiroli,6.87,18-19
Mario Rui,6.87,18-19
Rodrigo Palacio,6.87,18-19
Berat Djimsiti,6.87,18-19
Nicolo Barella,6.86,18-19
Darijo Srna,6.85,18-19
Ola Aina,6.85,18-19
José Luis Palomino,6.85,18-19
Leonardo Bonucci,6.85,18-19
Vitor Hugo,6.85,18-19
Nicola Murru,6.84,18-19
Elseid Hysaj,6.84,18-19
Konstantinos Manolas,6.84,18-19
Marco Parolo,6.84,18-19
Federico Chiesa,6.82,18-19
Luca Cigarini,6.82,18-19
Alessio Romagnoli,6.82,18-19
Matias Vecino,6.81,18-19
Cengiz Ünder,6.81,18-19
Manuel Locatelli,6.80,18-19
Raul Albiol,6.80,18-19
Stefan de Vrij,6.80,18-19
Nikola Milenkovic,6.80,18-19
Pasquale Schiattarella,6.80,18-19
Federico Bernardeschi,6.79,18-19
Marco D'Alessandro,6.79,18-19
Cristian Romero,6.78,18-19
Milan Skriniar,6.78,18-19
Mohamed Fares,6.78,18-19
Francesco Caputo,6.78,18-19
Felipe Caicedo,6.77,18-19
Gregoire Defrel,6.77,18-19
Giovanni Di Lorenzo,6.76,18-19
Riccardo Orsolini,6.76,18-19
Bryan Cristante,6.75,18-19
Nicolas N'Koulou,6.75,18-19
Justin Kluivert,6.74,18-19
Andrea Masiello,6.74,18-19
Milan Badelj,6.73,18-19
Seko Fofana,6.73,18-19
Christian Kouamé,6.73,18-19
Karol Linetty,6.73,18-19
Jeremie Boga,6.73,18-19
Davide Biraschi,6.72,18-19
Jacopo Sala,6.72,18-19
Darko Lazovic,6.72,18-19
Raffaele Maiello,6.72,18-19
Stefan Daniel Radu,6.72,18-19
Mateo Pablo Musacchio,6.71,18-19
Joachim Andersen,6.71,18-19
Thiago Cionek,6.71,18-19
Rolando Mandragora,6.70,18-19
Soualiho Meité,6.70,18-19
Salvatore Sirigu,6.69,18-19
Pol Lirola,6.69,18-19
Federico Santander,6.68,18-19
Lorenzo Tonelli,6.68,18-19
Blerim Dzemaili,6.68,18-19
Lorenzo De Silvestri,6.67,18-19
Wojciech Szczesny,6.67,18-19
Borja Valero,6.66,18-19
Andrea Petagna,6.66,18-19
Danilo,6.65,18-19
Ivan Radovanovic,6.64,18-19
Alfred Duncan,6.64,18-19
Adam Marusic,6.64,18-19
Riccardo Gagliolo,6.64,18-19
Emiliano Moretti,6.64,18-19
Marco Benassi,6.63,18-19
Gian Marco Ferrari,6.63,18-19
Keita Baldé,6.62,18-19
Ignacio Pussetto,6.62,18-19
Miha Zajc,6.61,18-19
Gérson,6.61,18-19
Andrea Beghetto,6.61,18-19
Mattia Bani,6.60,18-19
Kevin Bonifazi,6.60,18-19
Bartosz Bereszynski,6.59,18-19
Hamed Traorè,6.59,18-19
Matteo Scozzarella,6.59,18-19
Bram Nuytinck,6.59,18-19
Ibrahima Mbaye,6.59,18-19
Felipe,6.58,18-19
Leo Stulac,6.57,18-19
Diego Farias,6.57,18-19
Andrea Poli,6.57,18-19
Paolo Farago,6.57,18-19
Sebastien De Maio,6.57,18-19
Luis Muriel,6.56,18-19
Francesco Magnanelli,6.56,18-19
Mehdi Bourabia,6.55,18-19
Gianluca Caprari,6.55,18-19
Jens Stryger Larsen,6.55,18-19
Antonino Barilla,6.54,18-19
Luca Rigoni,6.54,18-19
Riccardo Meggiorini,6.53,18-19
Bruno Alves,6.52,18-19
Gaston Ramirez,6.52,18-19
Mario Pasalic,6.52,18-19
Lautaro Martinez,6.52,18-19
Samir Handanovic,6.51,18-19
Roberto Inglese,6.51,18-19
Francesco Vicari,6.51,18-19
Luca Ceppitelli,6.51,18-19
Alex Berenguer,6.51,18-19
Omar Colley,6.51,18-19
Sandro,6.50,18-19
Rogério,6.50,18-19
Joao Pedro,6.50,18-19
Alessio Cragno,6.48,18-19
Edoardo Goldaniga,6.47,18-19
Gianluigi Donnarumma,6.47,18-19
Domenico Maietta,6.47,18-19
Ervin Zukanovic,6.45,18-19
Matias Silvestre,6.45,18-19
Artur Ionita,6.45,18-19
Luca Siligardi,6.44,18-19
Afriyie Acquah,6.44,18-19
Daniel Bessa,6.44,18-19
Goran Pandev,6.44,18-19
Filip Bradaric,6.44,18-19
Filip Helander,6.44,18-19
Simone Padoin,6.42,18-19
Kevin Lasagna,6.42,18-19
Thomas Strakosha,6.42,18-19
William Troost-Ekong,6.41,18-19
Raman Chibsah,6.41,18-19
Manuel Pasqual,6.41,18-19
Emanuele Giaccherini,6.40,18-19
Giovanni Simeone,6.40,18-19
Miguel Veloso,6.40,18-19
Khouma Babacar,6.40,18-19
Patrik Schick,6.39,18-19
Mitchell Dijks,6.38,18-19
Bartosz Salamon,6.38,18-19
Lorenzo Ariaudo,6.38,18-19
Samuel Castillejo,6.38,18-19
Nicolo Zaniolo,6.37,18-19
Federico Barba,6.37,18-19
Camillo Ciano,6.37,18-19
Sasa Lukic,6.35,18-19
Edimilson Fernandes,6.35,18-19
Marco Capuano,6.35,18-19
Kevin Mirallas,6.35,18-19
Pierluigi Gollini,6.34,18-19
Nicola Rigoni,6.34,18-19
Fabio Pisacane,6.34,18-19
Alessandro Bastoni,6.33,18-19
Valter Birsa,6.33,18-19
Mattia Valoti,6.32,18-19
Daniel Ciofani,6.32,18-19
Fabio Depaoli,6.32,18-19
Juan Musso,6.31,18-19
Pawel Jaroszynski,6.31,18-19
Simone Iacoponi,6.31,18-19
Emil Audero,6.29,18-19
Perparim Hetemaj,6.29,18-19
Alban Lafont,6.28,18-19
Mehdi Leris,6.28,18-19
Mirco Antenucci,6.27,18-19
Pedro Pereira,6.27,18-19
Simone Zaza,6.26,18-19
Filip Djuricic,6.24,18-19
Luigi Sepe,6.23,18-19
Riccardo Saponara,6.23,18-19
Mattias Svanberg,6.21,18-19
Luca Rossettini,6.21,18-19
Andrea Consigli,6.18,18-19
Andrea Pinamonti,6.18,18-19
Francesco Zampano,6.18,18-19
Ionut Andrei Radu,6.17,18-19
Lukasz Skorupski,6.17,18-19
Sofian Kiyine,6.17,18-19
Frédéric Veseli,6.10,18-19
Jakub Jankto,6.09,18-19
Robin Olsen,6.07,18-19
Patrick Cutrone,6.03,18-19
Mariusz Stepinski,6.02,18-19
Marco Sportiello,6.00,18-19
Stefano Sorrentino,5.96,18-19
Alfred Gomis,5.96,18-19
Fabio Ceravolo,5.80,18-19
Cristiano Ronaldo,8.11,19-20
Ciro Immobile,7.80,19-20
Luis Alberto,7.65,19-20
Alejandro Gomez,7.60,19-20
Paulo Dybala,7.57,19-20
Domenico Berardi,7.46,19-20
Josip Ilicic,7.44,19-20
Edin Dzeko,7.43,19-20
Miralem Pjanic,7.32,19-20
Theo Hernández,7.28,19-20
Lorenzo Insigne,7.28,19-20
Francesco Caputo,7.27,19-20
Rodrigo De Paul,7.26,19-20
Duvan Zapata,7.26,19-20
Hakan Calhanoglu,7.26,19-20
Fabián Ruiz,7.25,19-20
Robin Gosens,7.25,19-20
Marcelo Brozovic,7.25,19-20
Juan Cuadrado,7.23,19-20
Erick Pulgar,7.23,19-20
Aleksandar Kolarov,7.22,19-20
Rodrigo Bentancur,7.21,19-20
Henrikh Mkhitaryan,7.17,19-20
Joaquin Correa,7.17,19-20
Romelu Lukaku,7.15,19-20
Lorenzo Pellegrini,7.14,19-20
Sergej Milinkovic-Savic,7.14,19-20
Radja Nainggolan,7.12,19-20
Jeremie Boga,7.11,19-20
Manuel Locatelli,7.10,19-20
Ismael Bennacer,7.09,19-20
Filippo Falco,7.08,19-20
Piotr Zielinski,7.07,19-20
Alex Sandro,7.05,19-20
Miguel Veloso,7.04,19-20
Joao Pedro,7.03,19-20
Amadou Diawara,7.00,19-20
Dries Mertens,7.00,19-20
Diego Godin,7.00,19-20
José Maria Callejon,6.99,19-20
Musa Barrow,6.98,19-20
Mario Rui,6.97,19-20
Roberto Soriano,6.97,19-20
Marco Davide Faraoni,6.97,19-20
Marten de Roon,6.97,19-20
Rafael Toloi,6.96,19-20
Antonio Candreva,6.96,19-20
Domenico Criscito,6.96,19-20
Stefan Daniel Radu,6.96,19-20
Francesco Acerbi,6.96,19-20
Gaston Ramirez,6.95,19-20
Luca Cigarini,6.95,19-20
Ante Rebic,6.95,19-20
Federico Chiesa,6.94,19-20
Arkadiusz Milik,6.94,19-20
Dejan Kulusevski,6.94,19-20
Mario Pasalic,6.93,19-20
Roberto Gagliardini,6.92,19-20
Ruslan Malinovsky,6.92,19-20
Jordan Veretout,6.92,19-20
Cristiano Biraghi,6.91,19-20
Elseid Hysaj,6.90,19-20
Berat Djimsiti,6.90,19-20
Lucas Leiva,6.89,19-20
Andrea Belotti,6.89,19-20
Fabio Quagliarella,6.89,19-20
Andreas Cornelius,6.88,19-20
Stefan de Vrij,6.88,19-20
Giovanni Di Lorenzo,6.88,19-20
Gonzalo Higuain,6.88,19-20
Samuel Castillejo,6.87,19-20
Lautaro Martinez,6.86,19-20
Adrien Rabiot,6.86,19-20
Sandro Tonali,6.86,19-20
Darko Lazovic,6.85,19-20
Seko Fofana,6.85,19-20
Senad Lulic,6.84,19-20
Nicolo Barella,6.84,19-20
Chris Smalling,6.84,19-20
José Luis Palomino,6.83,19-20
Ken Sema,6.83,19-20
Giacomo Bonaventura,6.83,19-20
Riccardo Orsolini,6.83,19-20
Remo Freuler,6.82,19-20
Wojciech Szczesny,6.82,19-20
Riccardo Gagliolo,6.82,19-20
Milan Badelj,6.81,19-20
Leonardo Bonucci,6.81,19-20
Franck Ribéry,6.81,19-20
Danilo,6.81,19-20
Mattia Zaccagni,6.81,19-20
Gaetano Castrovilli,6.80,19-20
Nikola Maksimovic,6.80,19-20
Luis Muriel,6.80,19-20
Tomas Rincon,6.79,19-20
Matthijs de Ligt,6.77,19-20
Justin Kluivert,6.77,19-20
Marco Silvestri,6.77,19-20
Timothy Castagne,6.77,19-20
Jasmin Kurtic,6.77,19-20
Marco Mancosu,6.77,19-20
Allan,6.77,19-20
Juraj Kucka,6.77,19-20
Franck Kessié,6.76,19-20
Rodrigo Palacio,6.75,19-20
Antonio Sanabria,6.75,19-20
Gianluigi Donnarumma,6.75,19-20
Thomas Strakosha,6.75,19-20
Alessandro Bastoni,6.74,19-20
Aaron Ramsey,6.74,19-20
Manolo Gabbiadini,6.74,19-20
Ola Aina,6.73,19-20
Albin Ekdal,6.73,19-20
Filip Djuricic,6.73,19-20
Juan Musso,6.73,19-20
Douglas Costa,6.73,19-20
Karol Linetty,6.73,19-20
Takehiro Tomiyasu,6.73,19-20
Alfred Duncan,6.72,19-20
Matteo Politano,6.72,19-20
Luiz Felipe,6.71,19-20
Marko Rog,6.71,19-20
Manuel Lazzari,6.71,19-20
Alessio Romagnoli,6.71,19-20
Rolando Mandragora,6.70,19-20
Sofyan Amrabat,6.70,19-20
Gianluca Mancini,6.70,19-20
Davide Calabria,6.70,19-20
Hans Hateboer,6.69,19-20
Gervinho,6.69,19-20
Kalidou Koulibaly,6.69,19-20
Leonardo Spinazzola,6.68,19-20
Pol Lirola,6.68,19-20
Gianluca Lapadula,6.68,19-20
Jens Stryger Larsen,6.68,19-20
Alex Berenguer,6.68,19-20
Hernani,6.67,19-20
Simone Verdi,6.67,19-20
Dalbert,6.66,19-20
Simone Missiroli,6.66,19-20
Konstantinos Manolas,6.66,19-20
Samir Handanovic,6.66,19-20
Germán Pezzella,6.65,19-20
Andrea Petagna,6.65,19-20
Cristian Daniel Ansaldi,6.65,19-20
Gleison Bremer,6.64,19-20
Mattia Valoti,6.64,19-20
Felipe Caicedo,6.64,19-20
Stefano Sabelli,6.63,19-20
Nicolo Zaniolo,6.63,19-20
Lasse Schøne,6.63,19-20
Martin Cáceres,6.63,19-20
Mirko Valdifiori,6.62,19-20
Dimitri Bisoli,6.62,19-20
Nikola Milenkovic,6.62,19-20
Luca Pellegrini,6.61,19-20
Amir Rrahmani,6.61,19-20
Mert Müldür,6.61,19-20
Marash Kumbulla,6.61,19-20
Rafael Leao,6.60,19-20
Mattia Bani,6.60,19-20
Ernesto Torregrossa,6.60,19-20
Federico Bernardeschi,6.60,19-20
Blaise Matuidi,6.60,19-20
Patric,6.60,19-20
Pedro Obiang,6.59,19-20
Hamed Traorè,6.59,19-20
Matteo Pessina,6.59,19-20
Samir,6.58,19-20
Nicola Sansone,6.58,19-20
Simon Kjær,6.58,19-20
Armando Izzo,6.58,19-20
Soualiho Meité,6.57,19-20
Jacopo Petriccione,6.57,19-20
Eljif Elmas,6.57,19-20
Cristian Romero,6.56,19-20
Milan Skriniar,6.55,19-20
Nahitan Nández,6.54,19-20
Luigi Sepe,6.54,19-20
Panagiotis Tachtsidis,6.54,19-20
Mato Jajalo,6.54,19-20
Giulio Donati,6.54,19-20
Morten Thorsby,6.54,19-20
Andrea Conti,6.54,19-20
Paolo Farago,6.53,19-20
Bram Nuytinck,6.53,19-20
Koray Günter,6.53,19-20
Thiago Cionek,6.52,19-20
Gaston Brugman,6.52,19-20
Jakub Jankto,6.52,19-20
Sebastien De Maio,6.52,19-20
Andrea Poli,6.50,19-20
Rodrigo Becao,6.50,19-20
Pierluigi Gollini,6.50,19-20
Davide Biraschi,6.50,19-20
Charalambos Lykogiannis,6.50,19-20
Jony,6.50,19-20
Etrit Berisha,6.49,19-20
Andrea Consigli,6.48,19-20
Salvatore Sirigu,6.48,19-20
Marlon,6.48,19-20
Romulo,6.48,19-20
Jeremy Toljan,6.47,19-20
Marco Parolo,6.47,19-20
Gary Medel,6.47,19-20
Igor,6.47,19-20
Bartlomiej Dragowski,6.46,19-20
Matteo Darmian,6.46,19-20
Arkadiusz Reca,6.46,19-20
Giorgos Kyriakopoulos,6.46,19-20
Gian Marco Ferrari,6.45,19-20
Jesse Joronen,6.45,19-20
Omar Colley,6.45,19-20
Kevin Lasagna,6.45,19-20
Stefano Okaka Chuka,6.45,19-20
Bryan Cristante,6.44,19-20
Andrea Masiello,6.44,19-20
Bruno Alves,6.44,19-20
Danilo,6.43,19-20
Hirving Lozano,6.42,19-20
Goran Pandev,6.42,19-20
Marco Calderoni,6.41,19-20
Antonino Barilla,6.40,19-20
Valerio Verre,6.39,19-20
William Troost-Ekong,6.39,19-20
Paolo Ghiglione,6.39,19-20
Nicolas N'Koulou,6.39,19-20
Alessandro Murgia,6.38,19-20
Fabio Depaoli,6.38,19-20
Antonin Barak,6.38,19-20
Ibrahima Mbaye,6.38,19-20
Simone Iacoponi,6.38,19-20
Samuel Di Carmine,6.38,19-20
Stefano Denswil,6.36,19-20
Giovanni Simeone,6.36,19-20
Emil Audero,6.36,19-20
Zan Majer,6.35,19-20
Lorenzo De Silvestri,6.35,19-20
Fabio Pisacane,6.35,19-20
Pau Lopez,6.34,19-20
Yevhen Shakhov,6.34,19-20
Alfredo Donnarumma,6.34,19-20
Lucas Paquetá,6.33,19-20
Lukasz Skorupski,6.30,19-20
Ragnar Klavan,6.30,19-20
Simone Zaza,6.29,19-20
Bartosz Bereszynski,6.29,19-20
Federico Peluso,6.29,19-20
Gabriel Strefezza,6.29,19-20
Lucas Nahuel Castro,6.29,19-20
Ilija Nestorovski,6.28,19-20
Federico Santander,6.28,19-20
Nicola Murru,6.27,19-20
Luca Rossettini,6.27,19-20
Khouma Babacar,6.26,19-20
Ronaldo Vieira,6.26,19-20
Fabio Lucioni,6.24,19-20
Sasa Lukic,6.23,19-20
Dusan Vlahovic,6.20,19-20
Bruno Martella,6.20,19-20
Gianluca Caprari,6.19,19-20
Jhon Chancellor,6.19,19-20
Artur Ionita,6.19,19-20
Andrea Rispoli,6.19,19-20
Daniele Dessena,6.18,19-20
